term,fdr,Odds Ratio,Combined Score,Genes,description
GO:0070092,0.09161146,inf,inf,PASK,Regulation Of Glucagon Secretion (GO:0070092)
GO:0044843,0.09161146,31.41796,188.7988,CCND3;PLK2,Cell Cycle G1/S Phase Transition (GO:0044843)
GO:0000082,0.09161146,25.9335,146.5041,CCND3;PLK2,G1/S Transition Of Mitotic Cell Cycle (GO:0000082)
GO:0060292,0.09161146,565.8333,3165.24,PLK2,Long-Term Synaptic Depression (GO:0060292)
GO:0043576,0.09161146,282.8889,1468.012,PASK,Regulation Of Respiratory Gaseous Exchange (GO:0043576)
GO:2000320,0.09161146,282.8889,1468.012,RC3H2,Negative Regulation Of T-helper 17 Cell Differentiation (GO:2000320)
GO:2000317,0.09161146,282.8889,1468.012,RC3H2,Negative Regulation Of T-helper 17 Type Immune Response (GO:2000317)
GO:0045623,0.09161146,282.8889,1468.012,RC3H2,Negative Regulation Of T-helper Cell Differentiation (GO:0045623)
GO:1905671,0.09161146,188.5741,924.4953,MCOLN1,Regulation Of Lysosome Organization (GO:1905671)
GO:0097503,0.09161146,188.5741,924.4953,ST3GAL1,Sialylation (GO:0097503)
GO:0051260,0.09161146,15.86039,74.98992,POLQ;MCOLN1,Protein Homooligomerization (GO:0051260)
GO:0045719,0.09161146,141.4167,661.8717,PASK,Negative Regulation Of Glycogen Biosynthetic Process (GO:0045719)
GO:0070874,0.09161146,141.4167,661.8717,PASK,Negative Regulation Of Glycogen Metabolic Process (GO:0070874)
GO:2000319,0.09161146,141.4167,661.8717,RC3H2,Regulation Of T-helper 17 Cell Differentiation (GO:2000319)
GO:0050805,0.09161146,113.1222,508.9204,PLK2,Negative Regulation Of Synaptic Transmission (GO:0050805)
GO:0001574,0.09161146,113.1222,508.9204,ST3GAL1,Ganglioside Biosynthetic Process (GO:0001574)
GO:0071467,0.09161146,113.1222,508.9204,MCOLN1,Cellular Response To pH (GO:0071467)
GO:0044772,0.09161146,13.98062,62.82139,CCND3;PLK2,Mitotic Cell Cycle Phase Transition (GO:0044772)
GO:0018146,0.09161146,94.25926,409.6116,ST3GAL1,Keratan Sulfate Biosynthetic Process (GO:0018146)
GO:2000050,0.09161146,94.25926,409.6116,ZNRF3,Regulation Of Non-Canonical Wnt Signaling Pathway (GO:2000050)
GO:0016446,0.09161146,94.25926,409.6116,POLQ,Somatic Hypermutation Of Immunoglobulin Genes (GO:0016446)
