term,ES,NES,fdr,Gene %,Genes,description
Reactome_Pathways_2024__Activation of C3 and C5,-0.6979284369114878,-2.1008043119864888,0.0695179904955872,30.32%,CFB;CFP;C2;C3;C5;C4B;C4A,Reactome_Pathways_2024__Activation of C3 and C5
Reactome_Pathways_2024__AUF1 (hnRNP D0) Binds and Destabilizes mRNA,0.525793172370532,1.8163038575836927,0.1926723155885582,39.59%,EIF4G1;PSMC4;PSMD11;PSMC3;PSMC6;PSMC2;PSMC5;PSMD1;PSMD13;PSMD6;PSMD7;PSMD14;ADRM1;PSMB1;PSMD8;PSMD12;PSMD3;PSMB3;PSMA7;PSMA2;PSMA4;PSMB5;PABPC1;PSMA1;PSMD2;PSMB4;PSMC1;PSMB2;PSMA5;PSMA6;PSMA3,Reactome_Pathways_2024__AUF1 (hnRNP D0) Binds and Destabilizes mRNA
Reactome_Pathways_2024__Activation of HOX Genes During Differentiation,-0.7445406626506025,-1.798650660370883,0.2901087193079903,25.63%,POLR2G;NCOR1;DPY30;POLR2H;RBBP4,Reactome_Pathways_2024__Activation of HOX Genes During Differentiation
Reactome_Pathways_2024__ABC Transporter Disorders,0.5032385528383437,1.7680776721702958,0.1924084103010594,39.59%,PSMC4;PSMD11;PSMC3;PSMC6;PSMC2;PSMC5;PSMD1;PSMD13;PSMD6;PSMD7;PSMD14;ABCB6;ADRM1;PSMB1;PSMD8;PSMD12;ABCA3;PSMD3;PSMB3;PSMA7;PSMA2;PSMA4;ERLIN2;ERLEC1;VCP;PSMB5;PSMA1;PSMD2;PSMB4;PSMC1;PSMB2;SEL1L;PSMA5;PSMA6;PSMA3,Reactome_Pathways_2024__ABC Transporter Disorders
Reactome_Pathways_2024__APC C Cdc20 Mediated Degradation of Securin,0.5057459372368022,1.7680636231509468,0.1832931032802383,39.59%,PSMC4;PSMD11;PSMC3;PSMC6;PSMC2;PSMC5;PSMD1;PSMD13;PSMD6;PSMD7;ANAPC4;PSMD14;ADRM1;PSMB1;PSMD8;PSMD12;PSMD3;PSMB3;PSMA7;PSMA2;PSMA4;PSMB5;PSMA1;ANAPC7;PSMD2;PSMB4;PSMC1;PSMB2;PSMA5;PSMA6;PSMA3,Reactome_Pathways_2024__APC C Cdc20 Mediated Degradation of Securin
Reactome_Pathways_2024__APC C Cdh1 Mediated Degradation of Cdc20 and Other APC C Cdh1 Targets in Late Mitosis Early G1,0.5057459372368022,1.7680636231509468,0.1832931032802383,39.59%,PSMC4;PSMD11;PSMC3;PSMC6;PSMC2;PSMC5;PSMD1;PSMD13;PSMD6;PSMD7;ANAPC4;PSMD14;ADRM1;PSMB1;PSMD8;PSMD12;PSMD3;PSMB3;PSMA7;PSMA2;PSMA4;PSMB5;PSMA1;ANAPC7;PSMD2;PSMB4;PSMC1;PSMB2;PSMA5;PSMA6;PSMA3,Reactome_Pathways_2024__APC C Cdh1 Mediated Degradation of Cdc20 and Other APC C Cdh1 Targets in Late Mitosis Early G1
Reactome_Pathways_2024__ABC-family Proteins Mediated Transport,0.4804294077258608,1.7480660550464415,0.1917866236968548,39.59%,PSMC4;PSMD11;PSMC3;PSMC6;PSMC2;PSMC5;ABCC4;PSMD1;PSMD13;PSMD6;PSMD7;PSMD14;EIF2S1;ABCB6;ADRM1;PSMB1;PSMD8;PSMD12;ABCC3;ABCA3;ABCC1;PSMD3;ABCF1;EIF2S3;PSMB3;PSMA7;PSMA2;PSMA4;ERLIN2;ERLEC1;VCP;PSMB5;EIF2S2;ABCD3;PSMA1;PSMD2;PSMB4;PSMC1;PSMB2;SEL1L;PSMA5;PSMA6;PSMA3,Reactome_Pathways_2024__ABC-family Proteins Mediated Transport
Reactome_Pathways_2024__APC C Cdc20 Mediated Degradation of Mitotic Proteins,0.4964144424000785,1.742487904493118,0.1855131288388493,39.59%,PSMC4;PSMD11;PSMC3;PSMC6;PSMC2;PSMC5;PSMD1;PSMD13;PSMD6;PSMD7;ANAPC4;PSMD14;ADRM1;PSMB1;PSMD8;PSMD12;PSMD3;PSMB3;PSMA7;PSMA2;PSMA4;PSMB5;PSMA1;ANAPC7;PSMD2;PSMB4;PSMC1;PSMB2;PSMA5;PSMA6;PSMA3,Reactome_Pathways_2024__APC C Cdc20 Mediated Degradation of Mitotic Proteins
Reactome_Pathways_2024__Activation of APC C and APC C Cdc20 Mediated Degradation of Mitotic Proteins,0.4964144424000785,1.742487904493118,0.1855131288388493,39.59%,PSMC4;PSMD11;PSMC3;PSMC6;PSMC2;PSMC5;PSMD1;PSMD13;PSMD6;PSMD7;ANAPC4;PSMD14;ADRM1;PSMB1;PSMD8;PSMD12;PSMD3;PSMB3;PSMA7;PSMA2;PSMA4;PSMB5;PSMA1;ANAPC7;PSMD2;PSMB4;PSMC1;PSMB2;PSMA5;PSMA6;PSMA3,Reactome_Pathways_2024__Activation of APC C and APC C Cdc20 Mediated Degradation of Mitotic Proteins
Reactome_Pathways_2024__APC Cdc20 Mediated Degradation of Cell Cycle Proteins Prior to Satisfation of the Checkpoint,0.4964144424000785,1.742487904493118,0.1855131288388493,39.59%,PSMC4;PSMD11;PSMC3;PSMC6;PSMC2;PSMC5;PSMD1;PSMD13;PSMD6;PSMD7;ANAPC4;PSMD14;ADRM1;PSMB1;PSMD8;PSMD12;PSMD3;PSMB3;PSMA7;PSMA2;PSMA4;PSMB5;PSMA1;ANAPC7;PSMD2;PSMB4;PSMC1;PSMB2;PSMA5;PSMA6;PSMA3,Reactome_Pathways_2024__APC Cdc20 Mediated Degradation of Cell Cycle Proteins Prior to Satisfation of the Checkpoint
