term,fdr,Odds Ratio,Combined Score,Genes,description
Cholesterol Homeostasis,0.1067329,4.178295,25.06403,GSTM2;NFIL3;PDK3;MAL2;HMGCR;GNAI1;FDFT1,Cholesterol Homeostasis
IL-2/STAT5 Signaling,0.1423482,2.871094,14.4058,NT5E;NFIL3;GLIPR2;CD81;MYC;CDC6;TNFRSF1B;LCLAT1;PLPP1,IL-2/STAT5 Signaling
Wnt-beta Catenin Signaling,0.3680789,4.958015,17.48825,FZD1;MYC;GNAI1,Wnt-beta Catenin Signaling
G2-M Checkpoint,0.3680789,1.963091,6.254469,BARD1;CASP8AP2;SLC38A1;CHAF1A;ODF2;MYC;TROAP;KNL1;CDC6;TRAIP,G2-M Checkpoint
Apical Junction,0.3680789,2.28173,7.190233,CDH3;FSCN1;SORBS3;GNAI1;ACTG2;NECTIN2;NECTIN1,Apical Junction
Myogenesis,0.3945211,2.314986,6.712356,NQO1;MRAS;FHL1;LPIN1;SORBS3;EPHB3,Myogenesis
Reactive Oxygen Species Pathway,0.5743424,2.604058,5.506846,NQO1;PRDX4;MGST1,Reactive Oxygen Species Pathway
IL-6/JAK/STAT3 Signaling,0.5743424,2.536994,5.230011,OSMR;TNFRSF1B;IL17RA,IL-6/JAK/STAT3 Signaling
Notch Signaling,0.5743424,3.135615,6.001284,FZD1;ST3GAL6,Notch Signaling
Glycolysis,0.5743424,1.631346,3.057988,TPST1;NT5E;COL5A1;PDK3;ALDOB;NOL3;HS6ST2,Glycolysis
Inflammatory Response,0.5743424,1.885057,3.274558,MYC;PCDH7;OSMR;TNFRSF1B,Inflammatory Response
Hypoxia,0.5743424,1.62504,2.793486,NFIL3;COL5A1;CAV1;PDK3;ALDOB;PDK1,Hypoxia
Spermatogenesis,0.5743424,2.103216,3.559279,TLE4;BRAF;LPIN1,Spermatogenesis
Androgen Response,0.5743424,1.832269,3.063128,DNAJB9;LIFR;HMGCR;PLPP1,Androgen Response
TNF-alpha Signaling via NF-kB,0.5743424,1.65,2.652671,BTG3;DUSP5;NFIL3;MYC;GEM,TNF-alpha Signaling via NF-kB
Estrogen Response Late,0.6843874,1.498252,2.049372,BTG3;CAV1;CDC6;SLC29A1;FDFT1,Estrogen Response Late
Epithelial Mesenchymal Transition,0.7510819,1.479358,1.796277,NT5E;COL5A1;HTRA1;GEM,Epithelial Mesenchymal Transition
UV Response Dn,0.8329527,1.342091,1.379767,PLCB4;MYC;CAV1;BCKDHB,UV Response Dn
Coagulation,0.8329527,1.408397,1.407748,TF;GDA;HTRA1,Coagulation
Hedgehog Signaling,0.936518,1.822811,1.514855,CELSR1,Hedgehog Signaling
Myc Targets V2,0.9702997,1.214758,0.8476412,MYC;UNG,Myc Targets V2
Xenobiotic Metabolism,0.9702997,1.01589,0.5909623,CBR1;NQO1;MPP2;TPST1,Xenobiotic Metabolism
mTORC1 Signaling,0.9702997,0.974359,0.5208188,NFIL3;EDEM1;HMGCR;PDK1;UNG,mTORC1 Signaling
Apoptosis,0.9702997,0.9924821,0.5297746,BTG3;BCL2L11;CAV1,Apoptosis
Bile Acid Metabolism,0.9702997,0.9630955,0.4621214,EPHX2;SLC29A1,Bile Acid Metabolism
E2F Targets,0.9702997,0.8830561,0.3556247,BARD1;PRDX4;MYC;ASF1B;UNG,E2F Targets
KRAS Signaling Dn,0.9702997,0.839258,0.2987596,BARD1,KRAS Signaling Dn
Estrogen Response Early,0.9702997,0.8237539,0.2868061,MYC;CELSR1;FDFT1,Estrogen Response Early
Adipogenesis,0.9702997,0.8058275,0.2535864,CAVIN2;EPHX2;DNAJB9;LIFR,Adipogenesis
p53 Pathway,0.9702997,0.7773537,0.2329562,PROCR;CD81;POLH,p53 Pathway
KRAS Signaling Up,0.9702997,0.7511035,0.2203201,FLT4;TNFRSF1B,KRAS Signaling Up
Interferon Alpha Response,0.9702997,0.6284965,0.1419601,PROCR,Interferon Alpha Response
Unfolded Protein Response,0.9702997,0.6524715,0.1373117,EDEM1;DNAJB9,Unfolded Protein Response
UV Response Up,0.9702997,0.6459361,0.1325168,BTG3;BCL2L11,UV Response Up
Complement,0.9702997,0.6092889,0.1072876,DUSP5;ZFPM2,Complement
Fatty Acid Metabolism,0.9702997,0.5424588,0.06859425,CBR1;BCKDHB,Fatty Acid Metabolism
DNA Repair,0.9702997,0.5001462,0.04899134,SNAPC5;POLH,DNA Repair
PI3K/AKT/mTOR  Signaling,0.9702997,0.417735,0.0403,PDK1,PI3K/AKT/mTOR  Signaling
Pperoxisome,0.9702997,0.407197,0.03686201,EPHX2,Pperoxisome
Mitotic Spindle,0.9702997,0.5257891,0.04318592,BCL2L11;ALMS1;FSCN1,Mitotic Spindle
heme Metabolism,0.9702997,0.4672703,0.03634349,SLC30A1;TNS1,heme Metabolism
Myc Targets V1,0.9967998,0.330896,0.005972875,PRDX4;MYC,Myc Targets V1
Oxidative Phosphorylation,0.9967998,0.1710993,0.0005484282,MAOB,Oxidative Phosphorylation
