term,fdr,Odds Ratio,Combined Score,Genes,description
CARFILZOMIB,2.092221e-13,35.79043,1262.519,PSMD10;PSMD12;PSMD11;PSMD14;PSMD13;PSMA7;PSMB10;PSMD8;PSMB6;PSMD9;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMD5;PSMB3;PSMD2;PSMD3;PSMB1;PSMD1;PSMF1;ADRM1;PSMB8;PSMB9;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSMC1;PSMC2;PSME1;PSME2,CARFILZOMIB
DORLIMOMAB ARITOX,8.985642e-12,7.880133,239.6877,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPLP1;RPLP0;RPL8;RPL10A;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL38;RPS11;RPS10;RPS13;RPS9;RPS7;RPS5;RPL23;RPS6;RPL22;RPSA;RPS3A;RPL24;RPL27;RPL29;RPL28;RPL12;RPL11;RPS15A;RPS3;RPL14;RPL13;RPS2;RPL15;RPL18;RPL17;RPL19;RPL23A;RPS25;RPS27;RPL27A;RPS20;RPS21;RPS23,DORLIMOMAB ARITOX
ATALUREN,8.985642e-12,7.880133,239.6877,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL38;RPS11;RPS10;RPS13;RPS7;RPS8;RPL23;RPS5;RPS6;RPL22;RPS3A;RPSA;RPL24;RPL27;RPL29;RPL28;RPL12;RPL11;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPL17;RPL19;RPL23A;RPS25;RPS27;RPL27A;RPS20;RPS21;RPS23,ATALUREN
BORTEZOMIB,1.153468e-11,8.745342,259.3847,PLAT;PSMD8;PSMD9;PSMD6;PSMD7;PSMD4;PSMD5;PSMD2;PSMD3;PSMD1;CAPN1;PRSS3;PRSS2;CTSB;F2;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;PSME1;PSME2;PSMD10;PSMD12;PSMD11;PSMD14;PSMD13;PSMA7;PSMB10;PSMB6;PSMB7;PSMB4;PSMB5;PSMB2;PSMB3;PSMB1;PSMF1;HSPA4;ADRM1;PSMB8;NFKB1;PSMB9;PSMC5;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;FGFR3,BORTEZOMIB
CYCLOHEXIMIDE,1.153468e-11,7.007057,207.8024,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPLP1;RPLP0;RPL8;RPL10A;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPL18A;RPS19;RPS18;RPL36;RPL38;RPS11;RPS10;RPS13;RPS9;RPS7;RPS8;RPS5;RPL23;RPS6;RPL22;RPS3A;RPSA;RPL24;RPL27;RPL29;RPL28;RPL12;RPL11;RPS15A;RPS3;RPL14;RPL13;RPS2;RPL15;RPL18;RPL17;RPL19;RPL23A;EEF2;RPS25;RPS27;RPL27A;RPS20;RPS21;RPS23,CYCLOHEXIMIDE
MT 3724,1.491295e-11,7.272246,212.473,RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPS19;RPL18A;RPS18;RPL36;RPL38;RPS11;RPS10;RPS13;RPS9;RPS7;RPS8;RPS5;RPL23;RPS6;RPL22;RPSA;RPS3A;RPL24;RPL27;RPL29;RPL12;RPL11;RPS15A;RPS3;RPL14;RPL13;RPL15;RPS2;RPL18;RPL17;RPL19;RPL23A;RPS25;RPS27;RPL27A;RPS20;RPS21;RPS23,MT 3724
PALIFERMIN,0.1543638,inf,inf,NRP1;FGFR4;HSPG2;FGFR3;FGFR2;FGFR1,PALIFERMIN
EPTIFIBATIDE,0.3267037,inf,inf,FGB;FGA;ITGB3;ITGA2B;FGG,EPTIFIBATIDE
PI 88,0.3267037,inf,inf,FLT4;HPSE;TFPI;FGFR2;FGFR1,PI 88
MASITINIB,0.3562655,5.16816,24.85589,PDGFRB;LYN;HCK;PDGFRA;CSF1R;SRC;FGFR3;FGFR2;PTK2,MASITINIB
MARIMASTAT,0.3986086,10.32859,45.8048,ADAM17;MMP7;MMP1;MMP3;ADAM10;MMP9,MARIMASTAT
E 3810,0.3986086,10.32859,45.8048,PDGFRB;PDGFRA;FLT4;FGFR3;FGFR2;FGFR1,E 3810
SULFASALAZINE,0.3986086,10.32859,45.8048,G6PD;NT5E;HLA-B;PTGS1;ACAT1;TYMP,SULFASALAZINE
PIOGLITAZONE,0.4210016,6.026037,25.26219,G6PD;TGFB1;HSPA4;SLC2A1;LPL;GHRL;THBS1,PIOGLITAZONE
