,parent,parentTerm,term,fdr,Odds Ratio,Combined Score,Genes,description
0,GO:0006302,double-strand break repair,GO:0006302,0.1686723,5.400556,45.12096,RAD51D;DCLRE1C;POLM;NSMCE3;SWI5;RBBP8;POLL;IFFO1,Double-Strand Break Repair (GO:0006302)
1,GO:0006303,double-strand break repair via nonhomologous end joining,GO:0006303,0.2412198,10.8022,77.04162,DCLRE1C;POLM;POLL;IFFO1,Double-Strand Break Repair Via Nonhomologous End Joining (GO:0006303)
2,GO:0032446,protein modification by small protein conjugation,GO:0032446,0.2412198,3.496364,21.82051,TRIM62;KLHL25;NSMCE3;ENC1;MYCBP2;MDM2;MDM4;TRPC4AP;RPGR,Protein Modification By Small Protein Conjugation (GO:0032446)
3,GO:0000725,recombinational repair,GO:0000725,0.2412198,6.013273,37.00314,RAD51D;NSMCE3;SWI5;RBBP8;POLL,Recombinational Repair (GO:0000725)
4,GO:0003171,atrioventricular valve development,GO:0003171,0.2412198,37.20755,225.1508,MDM4;ZFPM1,Atrioventricular Valve Development (GO:0003171)
5,GO:0003283,atrial septum development,GO:0003283,0.2412198,46.51415,296.7881,MDM4;ZFPM1,Atrial Septum Development (GO:0003283)
6,GO:0031396,regulation of protein ubiquitination,GO:0031396,0.2571083,5.455864,31.40462,NSMCE3;MYCBP2;AXIN1;PRICKLE1;HDAC8,Regulation Of Protein Ubiquitination (GO:0031396)
7,GO:0071478,cellular response to radiation,GO:0071478,0.2571083,10.41058,57.34267,CDKN1A;NSMCE3;SWI5,Cellular Response To Radiation (GO:0071478)
8,GO:0030330,"DNA damage response, signal transduction by p53 class mediator",GO:0030330,0.2571083,10.41058,57.34267,CDKN1A;MDM2;MDM4,"DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)"
9,GO:0033674,positive regulation of kinase activity,GO:0033674,0.2571083,6.736951,37.22815,CDKN1A;TIGAR;MRNIP;AXIN1,Positive Regulation Of Kinase Activity (GO:0033674)
10,GO:0052372,modulation by symbiont of entry into host,GO:0052372,0.3316174,16.90223,80.81684,TRIM62;TRIM22,Modulation By Symbiont Of Entry Into Host (GO:0052372)
11,GO:0090497,mesenchymal cell migration,GO:0090497,0.3316174,16.90223,80.81684,SEMA6B;RADIL,Mesenchymal Cell Migration (GO:0090497)
12,GO:0046782,regulation of viral transcription,GO:0046782,0.3316174,15.49214,71.79563,TRIM62;MDFIC,Regulation Of Viral Transcription (GO:0046782)
13,GO:0044818,mitotic G2/M transition checkpoint,GO:0044818,0.3324569,7.198535,32.84253,CDKN1A;MRNIP;RBBP8,Mitotic G2/M Transition Checkpoint (GO:0044818)
14,GO:0016446,somatic hypermutation of immunoglobulin genes,GO:0016446,0.3373899,15.3567,40.10764,POLL,Somatic Hypermutation Of Immunoglobulin Genes (GO:0016446)
15,GO:0043276,anoikis,GO:0043276,0.3373899,15.3567,40.10764,DAPK2,Anoikis (GO:0043276)
16,GO:0030388,"fructose 1,6-bisphosphate metabolic process",GO:0030388,0.3373899,15.3567,40.10764,TIGAR,"Fructose 1,6-Bisphosphate Metabolic Process (GO:0030388)"
17,GO:0048015,phosphatidylinositol-mediated signaling,GO:0048015,0.3373899,5.151468,14.2034,PIK3C2B;KCNH1,Phosphatidylinositol-Mediated Signaling (GO:0048015)
18,GO:0043467,regulation of generation of precursor metabolites and energy,GO:0043467,0.3373899,23.03972,67.67996,TIGAR,Regulation Of Generation Of Precursor Metabolites And Energy (GO:0043467)
19,GO:0045229,external encapsulating structure organization,GO:0045229,0.3373899,6.377273,27.14127,COL1A1;ADAMTS16;COL17A1,External Encapsulating Structure Organization (GO:0045229)
20,GO:0031214,biomineral tissue development,GO:0031214,0.3373899,46.08879,158.4371,COL1A1,Biomineral Tissue Development (GO:0031214)
21,GO:0034654,nucleobase-containing compound biosynthetic process,GO:0034654,0.3373899,15.3567,40.10764,POLL,Nucleobase-Containing Compound Biosynthetic Process (GO:0034654)
22,GO:0043589,skin morphogenesis,GO:0043589,0.3373899,15.3567,40.10764,COL1A1,Skin Morphogenesis (GO:0043589)
23,GO:0070076,histone lysine demethylation,GO:0070076,0.3373899,15.3567,40.10764,KDM4C,Histone Lysine Demethylation (GO:0070076)
24,GO:2000242,negative regulation of reproductive process,GO:2000242,0.3373899,18.42991,50.87675,AMH,Negative Regulation Of Reproductive Process (GO:2000242)
25,GO:0040031,snRNA modification,GO:0040031,0.3373899,23.03972,67.67996,METTL4,snRNA Modification (GO:0040031)
26,GO:0007216,G protein-coupled glutamate receptor signaling pathway,GO:0007216,0.3373899,46.08879,158.4371,HOMER2,G Protein-Coupled Glutamate Receptor Signaling Pathway (GO:0007216)
27,GO:0010738,regulation of protein kinase A signaling,GO:0010738,0.3373899,18.42991,50.87675,AMH,Regulation Of Protein Kinase A Signaling (GO:0010738)
28,GO:0048145,regulation of fibroblast proliferation,GO:0048145,0.3373899,5.985393,18.00913,CDKN1A;AMH,Regulation Of Fibroblast Proliferation (GO:0048145)
29,GO:0022607,cellular component assembly,GO:0022607,0.3373899,2.944478,10.01666,MDM2;AXIN1;REPS2;MDM4;SHROOM1,Cellular Component Assembly (GO:0022607)
30,GO:0045662,negative regulation of myoblast differentiation,GO:0045662,0.3373899,15.3567,40.10764,PRICKLE1,Negative Regulation Of Myoblast Differentiation (GO:0045662)
31,GO:0030277,maintenance of gastrointestinal epithelium,GO:0030277,0.3373899,18.42991,50.87675,SERPINA3,Maintenance Of Gastrointestinal Epithelium (GO:0030277)
32,GO:0017183,protein histidyl modification to diphthamide,GO:0017183,0.3373899,30.72274,96.94028,DPH6,Peptidyl-Diphthamide Biosynthetic Process From Peptidyl-Histidine (GO:0017183)
33,GO:0034505,tooth mineralization,GO:0034505,0.3373899,92.18692,353.7899,COL1A1,Tooth Mineralization (GO:0034505)
34,GO:0050905,neuromuscular process,GO:0050905,0.3373899,15.3567,40.10764,MYCBP2,Neuromuscular Process (GO:0050905)
35,GO:0090400,stress-induced premature senescence,GO:0090400,0.3373899,23.03972,67.67996,CDKN1A,Stress-Induced Premature Senescence (GO:0090400)
36,GO:0044314,protein K27-linked ubiquitination,GO:0044314,0.3373899,23.03972,67.67996,TRIM62,Protein K27-linked Ubiquitination (GO:0044314)
37,GO:1900247,regulation of cytoplasmic translational elongation,GO:1900247,0.3373899,23.03972,67.67996,DPH6,Regulation Of Cytoplasmic Translational Elongation (GO:1900247)
38,GO:0002692,negative regulation of cellular extravasation,GO:0002692,0.3373899,92.18692,353.7899,ENC1,Negative Regulation Of Cellular Extravasation (GO:0002692)
39,GO:0097066,response to thyroid hormone,GO:0097066,0.3373899,15.3567,40.10764,GAS2L1,Response To Thyroid Hormone (GO:0097066)
40,GO:0051639,actin filament network formation,GO:0051639,0.3373899,18.42991,50.87675,COBL,Actin Filament Network Formation (GO:0051639)
41,GO:0001578,microtubule bundle formation,GO:0001578,0.3373899,9.777557,37.61663,TPPP3;GAS2L1,Microtubule Bundle Formation (GO:0001578)
42,GO:2001256,regulation of store-operated calcium entry,GO:2001256,0.3373899,18.42991,50.87675,HOMER2,Regulation Of Store-Operated Calcium Entry (GO:2001256)
43,GO:1900006,positive regulation of dendrite development,GO:1900006,0.3373899,23.03972,67.67996,COBL,Positive Regulation Of Dendrite Development (GO:1900006)
44,GO:0035871,protein K11-linked deubiquitination,GO:0035871,0.3373899,15.3567,40.10764,USP37,Protein K11-linked Deubiquitination (GO:0035871)
45,GO:0000052,citrulline metabolic process,GO:0000052,0.3373899,23.03972,67.67996,ASS1,Citrulline Metabolic Process (GO:0000052)
46,GO:0033625,positive regulation of integrin activation,GO:0033625,0.3373899,23.03972,67.67996,PIEZO1,Positive Regulation Of Integrin Activation (GO:0033625)
47,GO:0070206,protein trimerization,GO:0070206,0.3373899,15.3567,40.10764,AMH,Protein Trimerization (GO:0070206)
48,GO:0072711,cellular response to hydroxyurea,GO:0072711,0.3373899,15.3567,40.10764,NSMCE3,Cellular Response To Hydroxyurea (GO:0072711)
49,GO:0110025,DNA strand resection involved in replication fork processing,GO:0110025,0.3373899,18.42991,50.87675,RBBP8,DNA Strand Resection Involved In Replication Fork Processing (GO:0110025)
50,GO:0009155,purine deoxyribonucleotide catabolic process,GO:0009155,0.3373899,23.03972,67.67996,NUDT18,Purine Deoxyribonucleotide Catabolic Process (GO:0009155)
51,GO:0002295,T-helper cell lineage commitment,GO:0002295,0.3373899,46.08879,158.4371,ZFPM1,T-helper Cell Lineage Commitment (GO:0002295)
52,GO:1904714,regulation of chaperone-mediated autophagy,GO:1904714,0.3373899,30.72274,96.94028,GFAP,Regulation Of Chaperone-Mediated Autophagy (GO:1904714)
53,GO:0046854,phosphatidylinositol phosphate biosynthetic process,GO:0046854,0.3373899,6.185535,18.95516,SOCS6;PIK3C2B,Phosphatidylinositol Phosphate Biosynthetic Process (GO:0046854)
54,GO:0030198,extracellular matrix organization,GO:0030198,0.3373899,3.451146,9.558047,COL1A1;ADAMTS16;COL17A1,Extracellular Matrix Organization (GO:0030198)
55,GO:0042308,negative regulation of protein import into nucleus,GO:0042308,0.3373899,15.3567,40.10764,MDFIC,Negative Regulation Of Protein Import Into Nucleus (GO:0042308)
56,GO:0034502,protein localization to chromosome,GO:0034502,0.3373899,5.299191,14.86064,MRNIP;IFFO1,Protein Localization To Chromosome (GO:0034502)
57,GO:0033630,positive regulation of cell adhesion mediated by integrin,GO:0033630,0.3373899,18.42991,50.87675,PIEZO1,Positive Regulation Of Cell Adhesion Mediated By Integrin (GO:0033630)
58,GO:0014020,primary neural tube formation,GO:0014020,0.3373899,9.287736,34.91196,COBL;PRICKLE1,Primary Neural Tube Formation (GO:0014020)
59,GO:0021955,central nervous system neuron axonogenesis,GO:0021955,0.3373899,18.42991,50.87675,MYCBP2,Central Nervous System Neuron Axonogenesis (GO:0021955)
60,GO:0033044,regulation of chromosome organization,GO:0033044,0.3373899,5.011729,13.58884,NSMCE3;HDAC8,Regulation Of Chromosome Organization (GO:0033044)
61,GO:1904752,regulation of vascular associated smooth muscle cell migration,GO:1904752,0.3373899,15.3567,40.10764,DOCK4,Regulation Of Vascular Associated Smooth Muscle Cell Migration (GO:1904752)
62,GO:0014032,neural crest cell development,GO:0014032,0.3373899,8.844564,32.50336,SEMA6B;RADIL,Neural Crest Cell Development (GO:0014032)
63,GO:0031325,positive regulation of cellular metabolic process,GO:0031325,0.3373899,5.797759,17.13324,CDKN1A;PRKCE,Positive Regulation Of Cellular Metabolic Process (GO:0031325)
64,GO:0043456,regulation of pentose-phosphate shunt,GO:0043456,0.3373899,23.03972,67.67996,TIGAR,Regulation Of Pentose-Phosphate Shunt (GO:0043456)
65,GO:0060326,cell chemotaxis,GO:0060326,0.3373899,9.287736,34.91196,DOCK4;ENC1,Cell Chemotaxis (GO:0060326)
66,GO:0010951,negative regulation of endopeptidase activity,GO:0010951,0.3373899,5.455605,15.56475,SERPINA3;SERPINA5,Negative Regulation Of Endopeptidase Activity (GO:0010951)
67,GO:0043933,protein-containing complex organization,GO:0043933,0.3373899,4.085702,15.94372,MDM2;AXIN1;REPS2;MDM4,Protein-Containing Complex Organization (GO:0043933)
68,GO:0006915,apoptotic process,GO:0006915,0.3373899,2.751414,7.50771,DAPK2;PRKCE;TNFRSF19;MDM2,Apoptotic Process (GO:0006915)
69,GO:1902253,regulation of intrinsic apoptotic signaling pathway by p53 class mediator,GO:1902253,0.3373899,23.03972,67.67996,MDM2,Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902253)
70,GO:0048638,regulation of developmental growth,GO:0048638,0.3373899,9.287736,34.91196,SPAAR;MYCBP2,Regulation Of Developmental Growth (GO:0048638)
