term,fdr,Odds Ratio,Combined Score,Genes,description
Regulation of Complement Cascade,2.476161e-10,11.16276,312.3649,C1QB;C1QA;CPB2;CR2;CFH;IGKV2D-30;CFI;IGLV7-43;CFP;C8B;C2;IGLV5-37;C6;C7;CFHR2;CFHR1;CFB;IGKV2-30;C1QC,Regulation of Complement Cascade
Complement Cascade,7.034172e-10,9.959802,261.4005,C1QB;C1QA;CPB2;CR2;CFH;IGKV2D-30;CFI;IGLV7-43;CFP;C8B;C2;IGLV5-37;C6;C7;CFHR2;CFHR1;CFB;IGKV2-30;C1QC,Complement Cascade
Innate Immune System,5.631409e-08,3.448106,73.98718,C1QB;SERPINA3;C1QA;ORM1;CPB2;IGKV2D-30;CFH;CRISP3;CFI;HP;HBB;A1BG;PYGL;C8B;CFP;LILRA3;C2;CST3;C6;DPP7;C7;LTA4H;AGA;B2M;CR2;SIGLEC14;AHSG;FUCA1;FUCA2;GGH;PPBP;IGLV7-43;CHIT1;IGLV5-37;CEACAM1;LRG1;CFHR2;CEACAM6;CFHR1;IGHE;CHI3L1;PKP1;CFB;IGKV2-30;C1QC,Innate Immune System
Neutrophil Degranulation,4.493509e-05,3.511671,50.87578,SERPINA3;ORM1;CRISP3;HP;HBB;A1BG;PYGL;CFP;LILRA3;CST3;DPP7;LTA4H;AGA;B2M;SIGLEC14;AHSG;FUCA1;FUCA2;GGH;PPBP;CHIT1;CEACAM1;LRG1;CEACAM6;CHI3L1;PKP1,Neutrophil Degranulation
Hemostasis,8.606863e-05,3.186513,43.38296,SERPINA3;ITIH4;ORM1;IGKV2D-30;HBB;HBD;A1BG;CLEC3B;APOH;INPP5D;TIMP1;A2M;HBG2;AHSG;F12;RARRES2;F11;PPBP;IGLV7-43;MERTK;SELE;VEGFA;IGLV5-37;CEACAM1;CEACAM6;CEACAM5;KLKB1;IGKV2-30,Hemostasis
Immune System,0.0001101084,2.385732,31.45806,SERPINA3;ORM1;CRISP3;HP;HBB;PYGL;C8B;CA1;MRC1;TIMP1;B2M;CR2;AHSG;CHIT1;IGLV5-37;CEACAM1;CEACAM6;IGHE;CHI3L1;PKP1;CFB;IGKV2-30;C1QB;C1QA;CPB2;IGKV2D-30;CFH;CFI;A1BG;CFP;LILRA3;C2;CST3;C6;DPP7;C7;CCL5;INPP5D;LTA4H;AGA;SIGLEC14;FUCA1;FUCA2;GGH;PPBP;IGLV7-43;VEGFA;LRG1;CFHR2;CFHR1;C1QC,Immune System
Digestion,0.0003530053,59.78082,701.4214,CHIT1;AMY2A;GUCA2A;PNLIP,Digestion
Digestion and Absorption,0.0003530053,59.78082,701.4214,CHIT1;AMY2A;GUCA2A;PNLIP,Digestion and Absorption
Platelet Degranulation,0.0004441212,5.23527,59.16428,SERPINA3;ITIH4;ORM1;CLEC3B;AHSG;APOH;RARRES2;A1BG;PPBP;TIMP1;A2M;VEGFA,Platelet Degranulation
Initial Triggering of Complement,0.0004441212,6.425595,72.48367,C1QB;IGLV5-37;C1QA;IGKV2D-30;IGLV7-43;CFP;CFB;IGKV2-30;C2;C1QC,Initial Triggering of Complement
Response to Elevated Platelet Cytosolic Ca2+,0.0005551265,5.043478,55.28686,SERPINA3;ITIH4;ORM1;CLEC3B;AHSG;APOH;RARRES2;A1BG;PPBP;TIMP1;A2M;VEGFA,Response to Elevated Platelet Cytosolic Ca2+
Post-translational Modification Synthesis of GPI-anchored Proteins,0.003734607,9.054167,81.19287,NEGR1;CEACAM5;CNTN3;CNTN4;RECK;ART3,Post-translational Modification Synthesis of GPI-anchored Proteins
Scavenging of Heme From Plasma,0.003734607,5.99215,53.26299,IGLV5-37;HPX;CD163;IGKV2D-30;HP;HBB;IGLV7-43;IGKV2-30,Scavenging of Heme From Plasma
Reversible Hydration of Carbon Dioxide,0.005266528,44.53061,377.2169,CA1;CA3;CA2,Reversible Hydration of Carbon Dioxide
