,parent,parentTerm,term,ES,NES,fdr,Gene %,Genes,description
96,GO:0015914,phospholipid transport,GO:0015914,0.55005044286789,1.45553484081889,0.7309565252141456,3.13%,APOC3;APOA2;APOE;ABCA3;ABCA7;ATP8B1;ATP10D,GO_Biological_Process_2023__Phospholipid Transport (GO:0015914)
97,GO:0042908,xenobiotic transport,GO:0042908,0.6598475461867132,1.333008566527837,0.7310486215819755,20.23%,SLC22A4;GJA1;SLC7A5;ABCC5;SLC31A1,GO_Biological_Process_2023__Xenobiotic Transport (GO:0042908)
98,GO:2000772,regulation of cellular senescence,GO:2000772,0.546291558916092,1.327935599342324,0.7316092915893895,11.83%,AMH;TBX2;SIRT6;FBXO5;NUAK1;SIRT1,GO_Biological_Process_2023__Regulation Of Cellular Senescence (GO:2000772)
99,GO:0006310,DNA recombination,GO:0006310,0.5135804499075628,1.3344541743279277,0.731810442930416,23.65%,RBBP8;XRCC2;RAD51B;RAD51D;RMI1;LIG4;HDAC10;RMI2;BLM;XRCC3;BRCA1;ERCC1;MSH2;NBN;RPA1;TOP3A;RAD51,GO_Biological_Process_2023__DNA Recombination (GO:0006310)
100,GO:0010758,regulation of macrophage chemotaxis,GO:0010758,0.7006349105831335,1.375648787961991,0.7320213357806397,8.06%,AMH;MTUS1;CSF1,GO_Biological_Process_2023__Regulation Of Macrophage Chemotaxis (GO:0010758)
101,GO:0050804,modulation of chemical synaptic transmission,GO:0050804,0.4609301230672122,1.259768518416981,0.7321340467478253,4.13%,NPTXR;KCTD13;CDKL5,GO_Biological_Process_2023__Modulation Of Chemical Synaptic Transmission (GO:0050804)
102,GO:1901991,negative regulation of mitotic cell cycle phase transition,GO:1901991,0.6018276670395089,1.47551710088722,0.7326194971994178,11.54%,DACT1;CDKN1A;CCL2;E2F7;KLF4;WEE1;FBXO5;APC;ZFP36L1,GO_Biological_Process_2023__Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991)
103,GO:0008284,positive regulation of cell population proliferation,GO:0008284,0.4033075463871755,1.3963886941886978,0.7327289599655449,14.30%,AMH;DLL1;CDKN1A;NKX3-1;HBEGF;FGFR2;LIF;MDM2;MYC;KDM4C;FGFR3;FOSL1;SPHK1;TBX2;RBPMS2;CCNA2;IL6ST;SOX4;KITLG;TGFB3;WWTR1;GRN;SIRT6;OSMR;KDR;CDC7;IL11;ZNF703;TBX3;ZNF16;TGFBR2;CCDC117;ZNF268;HMGN5;CSF1;CCPG1;PDGFA;TGFBR1;FBXO5;YAP1;HMOX1;TSC22D1;GJA1;LIG4;CIB1;BCL7A;SLC25A33;PID1;FGFR1;CACUL1;MEIS1;SIRT1;BMPR1A;ITGB1BP1;NOTCH1;BCL2;SOX11;HES1;SINHCAF;GID8;GAS6;TGFB2;TIAM1;SDCBP;TIPIN,GO_Biological_Process_2023__Positive Regulation Of Cell Population Proliferation (GO:0008284)
104,GO:0006287,"base-excision repair, gap-filling",GO:0006287,0.6129768686177358,1.254885073806077,0.732826271942561,26.03%,POLL;PNKP;POLB;LIG1;FEN1,"GO_Biological_Process_2023__Base-Excision Repair, Gap-Filling (GO:0006287)"
105,GO:0039532,negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway,GO:0039532,0.6039174889375697,1.260758510685014,0.7333348303484879,4.50%,TNFAIP3;GPATCH3,GO_Biological_Process_2023__Negative Regulation Of Viral-Induced Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0039532)
106,GO:0035065,regulation of histone acetylation,GO:0035065,0.6054368120549937,1.3348332819591304,0.7334209460409453,29.30%,NFYA;SET;NFYC;BRCA1;NFYB;CTBP1;DEK;DDX21;NOC2L;ERCC6;MYBBP1A,GO_Biological_Process_2023__Regulation Of Histone Acetylation (GO:0035065)
107,GO:0008544,epidermis development,GO:0008544,0.4893680473939618,1.2572559306557174,0.7337597425365883,9.17%,DLL1;FGFR2;COL17A1;UGCG;STS;CCN2;SPINT1;CALML5;GATA6,GO_Biological_Process_2023__Epidermis Development (GO:0008544)
108,GO:1902652,secondary alcohol metabolic process,GO:1902652,0.4991929018051884,1.2617659968130646,0.734166043010803,8.40%,APOA2;APOE;UGT1A6;SQLE;STARD3;APOB,GO_Biological_Process_2023__Secondary Alcohol Metabolic Process (GO:1902652)
109,GO:0046580,negative regulation of Ras protein signal transduction,GO:0046580,0.5115837633468828,1.2192779187358382,0.734427066105064,20.31%,SPRY2;KCTD13;TNFAIP1;SPRY4;TGFB2;HEG1;EPHB2;MET;MFN2,GO_Biological_Process_2023__Negative Regulation Of Ras Protein Signal Transduction (GO:0046580)
110,GO:0048565,digestive tract development,GO:0048565,0.5292974251666704,1.221566336806971,0.7345676567724396,14.87%,FGFR2;KIT;COBL;RARB;GATA6;STRA6;TGFB2;PCSK5;CLMP,GO_Biological_Process_2023__Digestive Tract Development (GO:0048565)
111,GO:0031648,protein destabilization,GO:0031648,0.5006382026871713,1.2221314286481768,0.734701824237843,15.88%,MDM2;KDM8;SIRT6;CCDC88C;SIRT1;EP300;CREBBP,GO_Biological_Process_2023__Protein Destabilization (GO:0031648)
112,GO:0000712,resolution of meiotic recombination intermediates,GO:0000712,0.6034258641317454,1.216617325558937,0.7350269302393292,19.89%,FANCM;RMI1;MUS81;ERCC4;CENPX,GO_Biological_Process_2023__Resolution Of Meiotic Recombination Intermediates (GO:0000712)
113,GO:0050775,positive regulation of dendrite morphogenesis,GO:0050775,0.5776640217168009,1.2255655190231376,0.7351557862375496,16.58%,CDKL5;CAPRIN2;SS18L1;LRP8,GO_Biological_Process_2023__Positive Regulation Of Dendrite Morphogenesis (GO:0050775)
114,GO:0045661,regulation of myoblast differentiation,GO:0045661,0.4748604500531499,1.2231466462487033,0.7352345613378801,12.53%,DLL1;SOX4;IGFBP3;TBX3;ZFP36L1;NOTCH1,GO_Biological_Process_2023__Regulation Of Myoblast Differentiation (GO:0045661)
115,GO:0043523,regulation of neuron apoptotic process,GO:0043523,0.5041469405150236,1.3776318036043804,0.7355418508469944,13.51%,EGR1;CCL2;APOE;PCSK9;TYRO3;CPEB4;IL6ST;BACE1;TGFB3;GRN;UNC5B;BDNF;LIG4;FOXO3;SET;SIX1;BCL2;TGFB2,GO_Biological_Process_2023__Regulation Of Neuron Apoptotic Process (GO:0043523)
116,GO:0030204,chondroitin sulfate metabolic process,GO:0030204,0.5986160264349921,1.2633347418458083,0.7355610996856928,12.57%,CHST12;CHST11;UGDH,GO_Biological_Process_2023__Chondroitin Sulfate Metabolic Process (GO:0030204)
117,GO:0034121,regulation of toll-like receptor signaling pathway,GO:0034121,0.6560723301447262,1.3350625910999077,0.7356440860122302,14.05%,TYRO3;IRF1;SMPDL3B;NFKBIL1,GO_Biological_Process_2023__Regulation Of Toll-Like Receptor Signaling Pathway (GO:0034121)
118,GO:0019932,second-messenger-mediated signaling,GO:0019932,0.6034376954254425,1.470398244004044,0.736464124415939,5.92%,CAMKK2;CHRM3;APOE;SPHK1;NUDT4,GO_Biological_Process_2023__Second-Messenger-Mediated Signaling (GO:0019932)
119,GO:0042789,mRNA transcription by RNA polymerase II,GO:0042789,0.4834803617441991,1.2232329241953366,0.736791384822019,21.62%,NCOA1;TAF11;TAF4;TAF13;TAF10;NCOA2;TAF9;TAF8;CREB1,GO_Biological_Process_2023__mRNA Transcription By RNA Polymerase II (GO:0042789)
120,GO:0080090,regulation of primary metabolic process,GO:0080090,0.6225133480163613,1.47159953453728,0.7372992732521927,9.12%,APOE;SERPINA3;BBS4;SIRT6;LDLR,GO_Biological_Process_2023__Regulation Of Primary Metabolic Process (GO:0080090)
121,GO:0045124,regulation of bone resorption,GO:0045124,0.6052979764211488,1.273694986982605,0.7376112902655464,7.23%,TNFAIP3;TMEM64;SPP1;ITGB3,GO_Biological_Process_2023__Regulation Of Bone Resorption (GO:0045124)
122,GO:0051241,negative regulation of multicellular organismal process,GO:0051241,0.4356047117586757,1.3780193330156358,0.7378052741020125,13.36%,APOC3;WWC3;APOA2;SPRY2;ADM;NKX3-1;RAB11FIP3;WWC1;GRN;IFNGR1;SPRED2;SIN3A;HMGCR;ARRDC3;FOXA1;BRCA2;TLE3;GJA1;ACOT11;APOM;NOTCH1;SRF;BMPR2;SINHCAF;GAS6,GO_Biological_Process_2023__Negative Regulation Of Multicellular Organismal Process (GO:0051241)
123,GO:2000008,regulation of protein localization to cell surface,GO:2000008,0.5021473333773596,1.2271251837253891,0.7379627858987122,8.70%,ABCA7;GPM6B;ACTN2;BDNF,GO_Biological_Process_2023__Regulation Of Protein Localization To Cell Surface (GO:2000008)
124,GO:0000394,"RNA splicing, via endonucleolytic cleavage and ligation",GO:0000394,0.5948868481176314,1.2440413229350729,0.7384553628415061,26.90%,TSEN2;TSEN54;HEXIM1;RTRAF;ERN1;FAM98B,"GO_Biological_Process_2023__RNA Splicing, Via Endonucleolytic Cleavage And Ligation (GO:0000394)"
125,GO:0030032,lamellipodium assembly,GO:0030032,0.5533602628188304,1.2750941685511796,0.7398691277601384,7.90%,KIT;ARHGEF4;ABLIM3;PARVB,GO_Biological_Process_2023__Lamellipodium Assembly (GO:0030032)
126,GO:0042552,myelination,GO:0042552,0.5459849576755786,1.246001693204205,0.7401139215414047,2.85%,ADGRG6;TNFRSF21;GPM6B,GO_Biological_Process_2023__Myelination (GO:0042552)
127,GO:0046546,development of primary male sexual characteristics,GO:0046546,0.5462540722767288,1.2465974620006306,0.7402133575003097,9.17%,KIT;NR0B1;MAMLD1;NCOA4;KITLG;GATA6,GO_Biological_Process_2023__Development Of Primary Male Sexual Characteristics (GO:0046546)
128,GO:0042158,lipoprotein biosynthetic process,GO:0042158,0.5777623016547565,1.2496963706580817,0.740601339580637,7.65%,APOE;UGCG;PORCN,GO_Biological_Process_2023__Lipoprotein Biosynthetic Process (GO:0042158)
129,GO:1904294,positive regulation of ERAD pathway,GO:1904294,0.5832150878181125,1.2426450774096531,0.7408115588011721,26.75%,NFE2L2;RNFT1;UBQLN2;UBQLN1;RNF185;TMEM259;BAG6,GO_Biological_Process_2023__Positive Regulation Of ERAD Pathway (GO:1904294)
130,GO:0051851,modulation by host of symbiont process,GO:0051851,0.5202932760503768,1.2826090007736708,0.7408272704346885,14.71%,NAPEPLD;TAF11;JUN;TFAP4;CTDP1;EP300;REST,GO_Biological_Process_2023__Modulation By Host Of Symbiont Process (GO:0051851)
131,GO:0050435,amyloid-beta metabolic process,GO:0050435,0.5657008082618115,1.2386342018574137,0.7413101751619953,10.11%,BACE2;BACE1;PSENEN,GO_Biological_Process_2023__Amyloid-Beta Metabolic Process (GO:0050435)
132,GO:0007368,determination of left/right symmetry,GO:0007368,0.5529877280508761,1.2468506735049765,0.7413560975985671,6.80%,DLL1;STIL;CITED2,GO_Biological_Process_2023__Determination Of Left/Right Symmetry (GO:0007368)
133,GO:0048732,gland development,GO:0048732,0.4634760873435793,1.237878616500076,0.741692980088149,13.90%,NKX3-1;FGFR2;PCSK9;NR0B1;COBL;TGFB3;CITED2;TBX3;TGFBR1;SOX3;ANXA1;STRA6;SIX1;HES1;NKX2-1,GO_Biological_Process_2023__Gland Development (GO:0048732)
134,GO:0035278,miRNA-mediated gene silencing by inhibition of translation,GO:0035278,0.6075342070802734,1.2397320361613449,0.7418108830008868,1.98%,TNRC6C,GO_Biological_Process_2023__miRNA-mediated Gene Silencing By Inhibition Of Translation (GO:0035278)
135,GO:0006356,regulation of transcription by RNA polymerase I,GO:0006356,0.5402440426753423,1.3177066214205135,0.7418866729978745,29.30%,MAF1;SIRT7;DHX33;BAZ2A;PHF8;CREBBP;FLNA;DEK;LYAR;DDX21;POLR2L;UTP15;WDR43;ERCC6;MYBBP1A,GO_Biological_Process_2023__Regulation Of Transcription By RNA Polymerase I (GO:0006356)
136,GO:0048522,positive regulation of cellular process,GO:0048522,0.3735573037333996,1.3151576720079408,0.7425935776190489,15.16%,AMH;TGM1;DLL1;NKX3-1;HBEGF;FGFR2;LIF;MDM2;MYC;KDM4C;TENM4;FGFR3;HBB;FOSL1;SPHK1;IL6ST;MARK4;SOX4;KITLG;TGFB3;WWTR1;GRN;OSMR;KDR;CCN2;CDC7;IL11;ZNF703;CITED2;TBX3;ZNF16;TGFBR2;CCDC117;ZNF268;DICER1;PRODH;HMGN5;CSF1;CCPG1;PABIR1;PDGFA;TGFBR1;FBXO5;YAP1;TSC22D1;CIB1;TAF9B;BCL7A;SLC25A33;ZFP36L1;CSPP1;FGFR1;CACUL1;MEIS1;SIRT1;ITGB1BP1;NOTCH1;BCL2;SLC6A6;SRF;MFSD2A;HES1;SINHCAF;GID8;TGFB2;TIAM1;DDX49;SDCBP;TIPIN;TFE3;PTPRJ;SS18;TGM2,GO_Biological_Process_2023__Positive Regulation Of Cellular Process (GO:0048522)
137,GO:0098659,inorganic cation import across plasma membrane,GO:0098659,0.532906606057645,1.2303770080248195,0.7431450073657365,3.37%,KCNJ2;SLC9A1,GO_Biological_Process_2023__Inorganic Cation Import Across Plasma Membrane (GO:0098659)
138,GO:0051100,negative regulation of binding,GO:0051100,0.4478279931634184,1.286403373687909,0.7446633541094124,12.64%,DACT1;CDKN1A;ZFPM1;SYMPK;JUN;TFIP11;TFAP4;PSME3IP1;SP100;ITGB1BP1;AURKA,GO_Biological_Process_2023__Negative Regulation Of Binding (GO:0051100)
139,GO:1900221,regulation of amyloid-beta clearance,GO:1900221,0.6558833242826787,1.3103663155133052,0.7455777769856997,13.03%,APOE;IFNGR1;HMGCR;SRF,GO_Biological_Process_2023__Regulation Of Amyloid-Beta Clearance (GO:1900221)
140,GO:0048754,branching morphogenesis of an epithelial tube,GO:0048754,0.5170342904889432,1.2105926964144202,0.7459901132081269,13.90%,NKX3-1;MYC;KDR;TGFBR2;SIX1;SLIT2;NKX2-1,GO_Biological_Process_2023__Branching Morphogenesis Of An Epithelial Tube (GO:0048754)
141,GO:0086002,cardiac muscle cell action potential involved in contraction,GO:0086002,0.6555278483408691,1.312588068431453,0.7460538041917452,9.98%,KCNJ2;GJC1;KCNE4;GJA1,GO_Biological_Process_2023__Cardiac Muscle Cell Action Potential Involved In Contraction (GO:0086002)
142,GO:0001889,liver development,GO:0001889,0.5106853231991254,1.203414948371082,0.7463424936163664,6.80%,E2F8;PCSK9;E2F7;COBL;CITED2,GO_Biological_Process_2023__Liver Development (GO:0001889)
143,GO:0048863,stem cell differentiation,GO:0048863,0.5056208208575897,1.2063389908500726,0.7464162812340923,3.91%,FGFR2;KIT;JARID2,GO_Biological_Process_2023__Stem Cell Differentiation (GO:0048863)
144,GO:0010837,regulation of keratinocyte proliferation,GO:0010837,0.5542512748847124,1.2121157972058585,0.746790219579819,0.93%,TGM1;FGFR2,GO_Biological_Process_2023__Regulation Of Keratinocyte Proliferation (GO:0010837)
145,GO:0032330,regulation of chondrocyte differentiation,GO:0032330,0.5606896624307484,1.2078263722457157,0.7471985205189391,8.85%,ADAMTS12;GDF6;SOX5;TGFBR1,GO_Biological_Process_2023__Regulation Of Chondrocyte Differentiation (GO:0032330)
146,GO:0006268,DNA unwinding involved in DNA replication,GO:0006268,0.5606705224373663,1.2877672828811677,0.7525015695252346,30.06%,TWNK;GINS3;RECQL;CDC45;WRN;HMGA1;GINS2;RAD51;RECQL5;SSBP1;GINS4,GO_Biological_Process_2023__DNA Unwinding Involved In DNA Replication (GO:0006268)
147,GO:0019218,regulation of steroid metabolic process,GO:0019218,0.632784104333149,1.2975885258198414,0.7527342200509592,2.11%,APOE;EPHX2,GO_Biological_Process_2023__Regulation Of Steroid Metabolic Process (GO:0019218)
148,GO:2000352,negative regulation of endothelial cell apoptotic process,GO:2000352,0.5780283125510834,1.2985133873323982,0.7546984735856407,7.15%,TNFAIP3;SERPINE1;FGA;KDR;IL11;NFE2L2;TNIP2,GO_Biological_Process_2023__Negative Regulation Of Endothelial Cell Apoptotic Process (GO:2000352)
149,GO:0051240,positive regulation of multicellular organismal process,GO:0051240,0.39104289585043,1.300289522598106,0.756581861521246,15.06%,AMH;NCOA1;APOE;PER2;ABCA7;TMEM64;GRPR;SERPINE1;FGA;TGFB3;WWTR1;SIRT6;FOXC1;SMAD3;SOX5;SPP1;SIN3A;ZNF703;TGFBR2;BCL9L;TGFBR1;KDM6B;ZBED3;ACVR1B;GJA1;STRA6;BTN3A1;APC;NCOA3;OMA1;BCL7A;SIX1;SIRT1;BMPR1A;SOX11;BMPR2;SINHCAF;GAS6;TGFB2;RREB1;TIAM1;SDCBP;REST;SMURF2;SS18,GO_Biological_Process_2023__Positive Regulation Of Multicellular Organismal Process (GO:0051240)
150,GO:0006620,post-translational protein targeting to endoplasmic reticulum membrane,GO:0006620,-0.7326198970350559,-1.6220309319060884,0.7597985255299244,0.42%,SEC61A2,GO_Biological_Process_2023__Post-Translational Protein Targeting To Endoplasmic Reticulum Membrane (GO:0006620)
151,GO:0035601,protein deacylation,GO:0035601,0.5085157435947215,1.1934389713128264,0.760106395924828,12.66%,ABHD17C;SIRT6;SIRT7;HDAC10;SIRT1;ABHD17A,GO_Biological_Process_2023__Protein Deacylation (GO:0035601)
152,GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,GO:0042531,0.5373864050581045,1.1583228784190118,0.7601540412069748,4.37%,LIF;KIT;FGFR3;IL6ST,GO_Biological_Process_2023__Positive Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042531)
153,GO:0051973,positive regulation of telomerase activity,GO:0051973,0.4844727389302278,1.1807023963403438,0.7605658195330725,4.10%,MYC;HMBOX1;TNIP1;KLF4,GO_Biological_Process_2023__Positive Regulation Of Telomerase Activity (GO:0051973)
154,GO:0051247,positive regulation of protein metabolic process,GO:0051247,0.372156098234138,1.1916806328760137,0.7617617275699771,10.83%,DACT1;KLF2;PLK2;APOE;TNFAIP3;VGLL4;UPF3A;AXIN1;KLF4;SOX4;SLC25A37;CSF1;BTRC;RPS6KB1;TBC1D10A;APC;AURKAIP1,GO_Biological_Process_2023__Positive Regulation Of Protein Metabolic Process (GO:0051247)
155,GO:0010464,regulation of mesenchymal cell proliferation,GO:0010464,0.5950043462940374,1.1696286053659886,0.7619918353609799,8.79%,FGFR2;MYC;TGFBR2;PDGFA,GO_Biological_Process_2023__Regulation Of Mesenchymal Cell Proliferation (GO:0010464)
156,GO:0010824,regulation of centrosome duplication,GO:0010824,0.4862778991811409,1.1938819204465456,0.7621735674867007,15.19%,PLK2;STIL;CCNF;SPICE1;CEP295;SIRT1;XRCC3;CEP120,GO_Biological_Process_2023__Regulation Of Centrosome Duplication (GO:0010824)
157,GO:0002683,negative regulation of immune system process,GO:0002683,0.4976386907284454,1.1750050436289776,0.7624637875797983,16.38%,TNFAIP3;TYRO3;SMPDL3B;HMOX1;MFHAS1;NFKBIL1;SMCR8,GO_Biological_Process_2023__Negative Regulation Of Immune System Process (GO:0002683)
158,GO:0071108,protein K48-linked deubiquitination,GO:0071108,0.5103204465299611,1.156396103744597,0.7627197022900751,9.56%,TNFAIP3;MINDY2;USP37;OTUD5,GO_Biological_Process_2023__Protein K48-linked Deubiquitination (GO:0071108)
159,GO:0045055,regulated exocytosis,GO:0045055,0.4789504621851902,1.160488135444641,0.7630038808920032,11.48%,RAB11FIP2;STEAP2;SNAP25;ABCC4,GO_Biological_Process_2023__Regulated Exocytosis (GO:0045055)
160,GO:0000727,double-strand break repair via break-induced replication,GO:0000727,0.5637031255037451,1.170112234477196,0.763806697600261,12.23%,CDC7;MUS81,GO_Biological_Process_2023__Double-Strand Break Repair Via Break-Induced Replication (GO:0000727)
161,GO:0006607,NLS-bearing protein import into nucleus,GO:0006607,0.5409636436600715,1.1532093283308391,0.7640067149369817,12.39%,KPNA5;RGPD3;RGPD8,GO_Biological_Process_2023__NLS-bearing Protein Import Into Nucleus (GO:0006607)
162,GO:0090276,regulation of peptide hormone secretion,GO:0090276,0.5102157658013012,1.1542270464821769,0.7657775084509997,9.21%,PER2;FGA;SNAP25;CHD7;SLC8B1,GO_Biological_Process_2023__Regulation Of Peptide Hormone Secretion (GO:0090276)
163,GO:0006163,purine nucleotide metabolic process,GO:0006163,-0.6603885220526888,-1.630456018914436,0.7675946968234452,27.54%,NMRK1;DNPH1;KRT17;PRPSAP1;G6PD;MDH1;AMPD2;MTHFD1;PFAS;HPRT1;IDH1;GART;TP53I3;GPD1L;PRPSAP2;PRPS1;PRPS2,GO_Biological_Process_2023__Purine Nucleotide Metabolic Process (GO:0006163)
164,GO:0001667,ameboidal-type cell migration,GO:0001667,0.5658273313158813,1.166618543313633,0.7688182789652633,7.62%,AMOTL1;AMOTL2;TNS1,GO_Biological_Process_2023__Ameboidal-Type Cell Migration (GO:0001667)
165,GO:0060541,respiratory system development,GO:0060541,0.5125061409853497,1.163174835676178,0.770819035742344,27.47%,FGFR2;WNT7B;CHD7;STRA6;NKX2-1;POLR2D;CEBPA;BASP1;SMCHD1;FOXF1;BAG6;VEGFA,GO_Biological_Process_2023__Respiratory System Development (GO:0060541)
166,GO:0021782,glial cell development,GO:0021782,0.5541526349109309,1.1461594668413209,0.7708503526647617,0.39%,DLL1,GO_Biological_Process_2023__Glial Cell Development (GO:0021782)
167,GO:0036003,positive regulation of transcription from RNA polymerase II promoter in response to stress,GO:0036003,0.5385583833939463,1.1456231983254537,0.7709131943327567,6.47%,KLF2;NFE2L2,GO_Biological_Process_2023__Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0036003)
168,GO:1901654,response to ketone,GO:1901654,0.5318007864813854,1.1378375730947738,0.7765994291624038,13.82%,NKX3-1;ABHD2;TGFB3;YAP1;TGFB2;SLIT2,GO_Biological_Process_2023__Response To Ketone (GO:1901654)
169,GO:0015698,inorganic anion transport,GO:0015698,0.4954232759541465,1.135130862847996,0.7782191639904324,2.87%,CLCN6;SLC26A11,GO_Biological_Process_2023__Inorganic Anion Transport (GO:0015698)
170,GO:0018149,peptide cross-linking,GO:0018149,0.5177984696545608,1.1335913815564258,0.7810634098292292,11.69%,TGM1;F13B;F13A1;ANXA1;FGFR1,GO_Biological_Process_2023__Peptide Cross-Linking (GO:0018149)
171,GO:0022617,extracellular matrix disassembly,GO:0022617,-0.709795126683853,-1.6337276237285396,0.781748936629101,7.24%,ADAMTS4;PLG;ADAMTS15;MMP15;MMP1;CTSV,GO_Biological_Process_2023__Extracellular Matrix Disassembly (GO:0022617)
172,GO:0006744,ubiquinone biosynthetic process,GO:0006744,0.8070631757926428,1.7112036869270852,0.7854100729641578,14.01%,COQ7;COQ4;COQ5;COQ3;COQ6;COQ8A;UBIAD1,GO_Biological_Process_2023__Ubiquinone Biosynthetic Process (GO:0006744)
173,GO:0016070,RNA metabolic process,GO:0016070,0.3705244376919791,1.115228036564393,0.7870551055727781,32.46%,RBMS2;TFIP11;RBPMS;DICER1;ATXN2;PAPOLG;RBMS1;NUFIP1;RNGTT;RBM3;HNRNPUL1;HNRNPF;PAPOLA;CELF2;HNRNPK;SIDT2;HNRNPH1;DNTTIP2;PARN;ZNF830;ATXN2L;TP53RK;EXOSC6;DDX24;EXOSC3;EXOSC4;XRN2;RNASEH2C;WDR74;ALKBH1;RBM4;HNRNPD;EXOSC7;PPP1R8;IGHMBP2;BICD1;DKC1;PRPF4;EXOSC2;EXOSC8;EXOSC5;MPHOSPH10;LAGE3;DIS3;DDX54,GO_Biological_Process_2023__RNA Metabolic Process (GO:0016070)
174,GO:0061951,establishment of protein localization to plasma membrane,GO:0061951,0.4306189083890085,1.1134660885915475,0.7892591694337411,0.11%,RILPL2,GO_Biological_Process_2023__Establishment Of Protein Localization To Plasma Membrane (GO:0061951)
175,GO:0006839,mitochondrial transport,GO:0006839,0.4132909591235241,1.117404934500732,0.7906525011798743,33.47%,PMAIP1;STARD3;TOMM5;TOMM20;BCL2;TOMM7;BAD;PPIF;BCL2L1;MFN2;MFF;BAK1;TOMM22;BNIP3;TIMM9;TIMM8B;TSPO;SLC25A24;FIS1;SLC25A13;TIMM13,GO_Biological_Process_2023__Mitochondrial Transport (GO:0006839)
176,GO:0007249,canonical NF-kappaB signal transduction,GO:0007249,0.4451147016158532,1.1174086902275189,0.7920483322395603,4.64%,RELB;NFKB2,GO_Biological_Process_2023__I-kappaB kinase/NF-kappaB Signaling (GO:0007249)
177,GO:0006359,regulation of transcription by RNA polymerase III,GO:0006359,0.4538302786097168,1.11110886398678,0.7930225024104038,29.30%,POLR3F;TENM1;NAB2;MAF1;ELL;POLR3C;ZC3H8;DEK;DDX21;ZNF143;CHD8;ERCC6;MYBBP1A,GO_Biological_Process_2023__Regulation Of Transcription By RNA Polymerase III (GO:0006359)
178,GO:0032102,negative regulation of response to external stimulus,GO:0032102,0.3749850486973102,1.104405896276093,0.7987908791744147,4.10%,METRNL;APOE;TNFAIP3;TYRO3;SERPINE1;KLF4,GO_Biological_Process_2023__Negative Regulation Of Response To External Stimulus (GO:0032102)
179,GO:0070527,platelet aggregation,GO:0070527,0.442767424350686,1.1023421101431778,0.7991178934370002,7.23%,TYRO3;HBB;FGA;FERMT3;ITGB3,GO_Biological_Process_2023__Platelet Aggregation (GO:0070527)
180,GO:0016052,carbohydrate catabolic process,GO:0016052,-0.6536128735294962,-1.70031055218577,0.8002521700036954,23.73%,ALDOB;AMY2A;PGK2;MANBA;NEU1;PFKM;PKLR;PGM1;NAGA;ALDOC;DERA;MAN2C1;PFKL;PKM;CTBS;GPI;PGAM1;ENO1;GAPDH,GO_Biological_Process_2023__Carbohydrate Catabolic Process (GO:0016052)
181,GO:0140467,integrated stress response signaling,GO:0140467,0.7663673335527214,1.715440813965265,0.800811912185347,6.47%,FOS;FOSL1;JUNB;NFE2L3;JUN;NFE2L2,GO_Biological_Process_2023__Integrated Stress Response Signaling (GO:0140467)
182,GO:0007224,smoothened signaling pathway,GO:0007224,-0.6922014491078147,-1.6745482715342617,0.8034044020406128,14.84%,TTBK2;HIPK1;GPC2;STK36;TTC26;DISP1;B9D1;GLI3;KIAA0586;GLI2;IFT27;ULK3,GO_Biological_Process_2023__Smoothened Signaling Pathway (GO:0007224)
183,GO:0035270,endocrine system development,GO:0035270,0.540763242627906,1.0924135363264156,0.8090150126516875,13.90%,NR0B1;TGFBR1;SOX3;STRA6;SIX1;NKX2-1,GO_Biological_Process_2023__Endocrine System Development (GO:0035270)
184,GO:0022616,DNA strand elongation,GO:0022616,0.5233988804046598,1.0942228785691115,0.8093048238612154,41.40%,POLD3;NBN;RFC3;POLD2;RAD50;MRE11;RFC4,GO_Biological_Process_2023__DNA Strand Elongation (GO:0022616)
185,GO:0001764,neuron migration,GO:0001764,0.4243125197586804,1.091471596953847,0.8102856447574323,4.79%,DNER;CELSR1;SDCCAG8;CDKL5;LRP12,GO_Biological_Process_2023__Neuron Migration (GO:0001764)
186,GO:0051180,vitamin transport,GO:0051180,0.4715865086027585,1.0955474749817886,0.811176633472098,15.77%,TCN2;CD320;SLC2A6;SLC19A1;SLC5A6,GO_Biological_Process_2023__Vitamin Transport (GO:0051180)
187,GO:2000786,positive regulation of autophagosome assembly,GO:2000786,-0.6715150099468701,-1.4887924520960365,0.8157355018842759,23.52%,LRSAM1;WIPI1;SNX33;PIP4K2A;PIP4K2B;SH3GLB1;PIP4K2C;SNX7;SNX4;RAB3GAP1;SNX18,GO_Biological_Process_2023__Positive Regulation Of Autophagosome Assembly (GO:2000786)
188,GO:0032366,intracellular sterol transport,GO:0032366,-0.735206098813535,-1.5675418991724093,0.8177277019978331,15.97%,GRAMD1C;SERAC1;STARD4;OSBP;RELCH,GO_Biological_Process_2023__Intracellular Sterol Transport (GO:0032366)
