term,fdr,Odds Ratio,Combined Score,Genes,description
GO:0030853,0.1456453,136.0619,1000.096,CEACAM1;C1QC,Negative Regulation of Granulocyte Differentiation (GO:0030853)
GO:0150146,0.1456453,136.0619,1000.096,C1QB;C1QC,Cell Junction Disassembly (GO:0150146)
GO:0005976,0.1456453,136.0619,1000.096,EXT1;EXT2,Polysaccharide Metabolic Process (GO:0005976)
GO:0042744,0.1456453,18.71875,129.0717,HBG1;PXDN;HBB,Hydrogen Peroxide Catabolic Process (GO:0042744)
GO:0015014,0.1456453,68.02062,453.4831,EXT1;EXT2,"Heparan Sulfate Proteoglycan Biosynthetic Process, Chain Elongation (GO:0015014)"
GO:0000271,0.1456453,68.02062,453.4831,EXT1;EXT2,Polysaccharide Biosynthetic Process (GO:0000271)
GO:0030149,0.1456453,14.70089,92.65337,GM2A;ENPP2;SMPDL3A,Sphingolipid Catabolic Process (GO:0030149)
GO:0002455,0.1456453,45.34021,279.5541,C1QB;C1QC,Humoral Immune Response Mediated by Circulating Immunoglobulin (GO:0002455)
GO:0015671,0.1456453,45.34021,279.5541,HBG1;HBB,Oxygen Transport (GO:0015671)
GO:0042743,0.1456453,13.71875,84.10913,HBG1;PXDN;HBB,Hydrogen Peroxide Metabolic Process (GO:0042743)
GO:0098883,0.1456453,34.0,196.1767,C1QB;C1QC,Synapse Pruning (GO:0098883)
GO:0030852,0.1456453,34.0,196.1767,CEACAM1;C1QC,Regulation of Granulocyte Differentiation (GO:0030852)
GO:1901072,0.1456453,34.0,196.1767,CHI3L1;CTBS,Glucosamine-Containing Compound Catabolic Process (GO:1901072)
GO:0080164,0.1456453,34.0,196.1767,SIRPA;RNASE1,Regulation of Nitric Oxide Metabolic Process (GO:0080164)
GO:0015670,0.1456453,34.0,196.1767,HBG1;HBB,Carbon Dioxide Transport (GO:0015670)
GO:0042542,0.1456453,11.42708,64.84353,FABP1;HBB;SIRPA,Response to Hydrogen Peroxide (GO:0042542)
GO:0045806,0.1456453,10.82401,59.95023,ADIPOQ;SIRPA;RNASE1,Negative Regulation of Endocytosis (GO:0045806)
GO:0009890,0.1456453,10.82401,59.95023,CEACAM1;ADIPOQ;SIRPA,Negative Regulation of Biosynthetic Process (GO:0009890)
GO:0015669,0.1456453,27.19588,148.0296,HBG1;HBB,Gas Transport (GO:0015669)
GO:0010756,0.1456453,27.19588,148.0296,CLEC3B;F12,Positive Regulation of Plasminogen Activation (GO:0010756)
GO:0019755,0.1456453,27.19588,148.0296,HBG1;HBB,One-Carbon Compound Transport (GO:0019755)
GO:0045428,0.1683726,9.34375,48.30278,HBB;SIRPA;RNASE1,Regulation of Nitric Oxide Biosynthetic Process (GO:0045428)
