term,fdr,Odds Ratio,Combined Score,Genes,description
Regulation of Complement Cascade,3.739172e-15,19.87799,772.9135,C1QB;C1QA;CR2;IGHV3-53;CFH;CFI;IGHV1-69;IGLV7-43;CFP;C2;IGHG3;IGLV5-37;IGHG1;IGHG2;C7;CFHR1;IGLV3-12;CFB;IGKV2-30;C1QC,Regulation of Complement Cascade
Complement Cascade,1.281449e-14,17.71335,654.6503,C1QB;C1QA;CR2;IGHV3-53;CFH;CFI;IGHV1-69;IGLV7-43;CFP;C2;IGHG3;IGLV5-37;IGHG1;IGHG2;C7;CFHR1;IGLV3-12;CFB;IGKV2-30;C1QC,Complement Cascade
Initial Triggering of Complement,5.023896e-11,17.41205,492.3879,C1QB;C1QA;IGHV3-53;IGHV1-69;IGLV7-43;CFP;C2;IGHG3;IGLV5-37;IGHG1;IGHG2;IGLV3-12;CFB;IGKV2-30;C1QC,Initial Triggering of Complement
Innate Immune System,4.941955e-09,4.573767,107.0361,C1QB;C1QA;SERPINA1;CFH;CRISP3;CFI;HP;HBB;IGHV1-69;A1BG;CFP;LILRA3;C2;CST3;IGHG3;IGHG1;IGHG2;C7;GM2A;SIRPA;AGA;CR2;IGHV3-53;AHSG;IGLV7-43;IGLV5-37;CEACAM1;LRG1;NPC2;CFHR1;IGLV3-12;IGHE;CHI3L1;CFB;IGKV2-30;C1QC,Innate Immune System
Classical Antibody-Mediated Complement Activation,9.716068e-09,16.41379,369.3597,IGHG3;C1QB;IGLV5-37;C1QA;IGHG1;IGHG2;IGHV3-53;IGLV3-12;IGHV1-69;IGLV7-43;IGKV2-30;C1QC,Classical Antibody-Mediated Complement Activation
Creation of C4 and C2 Activators,3.201073e-08,14.31199,302.3893,IGHG3;C1QB;IGLV5-37;C1QA;IGHG1;IGHG2;IGHV3-53;IGLV3-12;IGHV1-69;IGLV7-43;IGKV2-30;C1QC,Creation of C4 and C2 Activators
Scavenging of Heme From Plasma,2.13196e-06,12.45667,208.9672,IGLV5-37;HPX;CD163;IGHV3-53;IGLV3-12;HP;HBB;IGHV1-69;IGLV7-43;IGKV2-30,Scavenging of Heme From Plasma
Immune System,5.423589e-06,3.133428,49.22073,C1QB;C1QA;SERPINA1;CFH;CRISP3;CFI;HP;HBB;IGHV1-69;A1BG;CFP;LILRA3;C2;CST3;IGHG3;CA1;IGHG1;IGHG2;C7;GM2A;MRC1;SIRPA;AGA;ICOSLG;CR2;IGHV3-53;AHSG;IL1R2;IGLV7-43;IGLV5-37;CEACAM1;LRG1;NPC2;CFHR1;IGLV3-12;IGHE;CHI3L1;CFB;IGKV2-30;C1QC,Immune System
FCGR Activation,2.938068e-05,10.37619,144.2385,IGHG3;IGLV5-37;IGHG1;IGHG2;IGHV3-53;IGLV3-12;IGHV1-69;IGLV7-43;IGKV2-30,FCGR Activation
Binding and Uptake of Ligands by Scavenger Receptors,3.56211e-05,8.510583,115.769,IGLV5-37;HPX;CD163;IGHV3-53;IGLV3-12;HP;HBB;IGHV1-69;IGLV7-43;IGKV2-30,Binding and Uptake of Ligands by Scavenger Receptors
Role of Phospholipids in Phagocytosis,4.287046e-05,9.605882,127.9733,IGHG3;IGLV5-37;IGHG1;IGHG2;IGHV3-53;IGLV3-12;IGHV1-69;IGLV7-43;IGKV2-30,Role of Phospholipids in Phagocytosis
