term,fdr,Odds Ratio,Combined Score,Genes,description
Regulation of Complement Cascade,6.77575e-13,17.69593,594.4489,C1QB;C1QA;CR2;CPB2;IGHV2-5;IGKV2D-30;CFI;IGHV4-39;CFP;C2;IGLV5-37;IGHG1;CFHR2;IGLV3-21;CFHR1;CFB;IGKV2-30;C1QC,Regulation of Complement Cascade
Complement Cascade,1.860574e-12,15.80891,504.1325,C1QB;C1QA;CR2;CPB2;IGHV2-5;IGKV2D-30;CFI;IGHV4-39;CFP;C2;IGLV5-37;IGHG1;CFHR2;IGLV3-21;CFHR1;CFB;IGKV2-30;C1QC,Complement Cascade
Initial Triggering of Complement,7.66785e-09,14.83185,342.6032,C1QB;C1QA;IGHV2-5;IGKV2D-30;IGHV4-39;CFP;C2;IGLV5-37;IGHG1;IGLV3-21;CFB;IGKV2-30;C1QC,Initial Triggering of Complement
Innate Immune System,7.66785e-09,4.587819,104.933,C1QB;C1QA;ORM1;CPB2;IGHV2-5;IGKV2D-30;CRISP3;CFI;HP;HBB;IGHV4-39;PRCP;A1BG;CFP;LILRA3;C2;CST3;IGHG1;IGLV3-21;AGA;CR2;SIGLEC14;AHSG;OSCAR;CHIT1;IGLV5-37;CEACAM1;VNN1;LRG1;CFHR2;CFHR1;CHI3L1;CFB;IGKV2-30;C1QC,Innate Immune System
Classical Antibody-Mediated Complement Activation,1.509828e-06,13.35373,231.904,C1QB;IGLV5-37;C1QA;IGHG1;IGHV2-5;IGKV2D-30;IGLV3-21;IGHV4-39;IGKV2-30;C1QC,Classical Antibody-Mediated Complement Activation
Scavenging of Heme From Plasma,1.684982e-06,12.89712,220.2074,IGLV5-37;HPX;CD163;IGHV2-5;IGKV2D-30;IGLV3-21;HP;HBB;IGHV4-39;IGKV2-30,Scavenging of Heme From Plasma
Immune System,2.064887e-06,3.303115,55.21711,C1QB;C1QA;ORM1;CPB2;IGHV2-5;IGKV2D-30;CRISP3;CFI;HP;HBB;IGHV4-39;PRCP;A1BG;CFP;LILRA3;C2;CST3;CA1;IGHG1;IGLV3-21;MRC1;AGA;ICOSLG;CR2;SIGLEC14;ERAP2;AHSG;OSCAR;CHIT1;IGLV5-37;CEACAM1;VNN1;LRG1;CFHR2;CFHR1;IGHD;CHI3L1;CFB;IGKV2-30;C1QC,Immune System
Creation of C4 and C2 Activators,2.870541e-06,11.69589,190.1017,C1QB;IGLV5-37;C1QA;IGHG1;IGHV2-5;IGKV2D-30;IGLV3-21;IGHV4-39;IGKV2-30;C1QC,Creation of C4 and C2 Activators
Hemostasis,3.170443e-06,4.359982,69.91914,ITIH4;ORM1;IGHV2-5;IGKV2D-30;HBG2;AHSG;HBG1;F12;F11;HBB;IGHV4-39;PRCP;HBD;A1BG;MERTK;SELE;IGLV5-37;CLEC3B;CEACAM1;IGLV3-21;CEACAM5;A2M;IGKV2-30,Hemostasis
Binding and Uptake of Ligands by Scavenger Receptors,2.439972e-05,8.81152,122.3965,IGLV5-37;HPX;CD163;IGHV2-5;IGKV2D-30;IGLV3-21;HP;HBB;IGHV4-39;IGKV2-30,Binding and Uptake of Ligands by Scavenger Receptors
Neutrophil Degranulation,0.0002323832,3.811059,43.98489,ORM1;SIGLEC14;AHSG;CRISP3;HP;HBB;PRCP;A1BG;CFP;LILRA3;OSCAR;CST3;CHIT1;CEACAM1;VNN1;LRG1;CHI3L1;AGA,Neutrophil Degranulation
CD22 Mediated BCR Regulation,0.001084144,10.66992,105.7838,IGHV2-5;IGKV2D-30;IGLV3-21;IGHD;IGHV4-39;IGKV2-30,CD22 Mediated BCR Regulation
Cell Surface Interactions at the Vascular Wall,0.00128822,5.215601,50.39156,IGLV5-37;CEACAM1;IGHV2-5;IGKV2D-30;IGLV3-21;CEACAM5;IGHV4-39;MERTK;SELE;IGKV2-30,Cell Surface Interactions at the Vascular Wall
FCGR Activation,0.001289051,7.91115,75.84376,IGLV5-37;IGHG1;IGHV2-5;IGKV2D-30;IGLV3-21;IGHV4-39;IGKV2-30,FCGR Activation
Activation of C3 and C5,0.001481391,53.21774,492.4618,CFP;CFB;C2,Activation of C3 and C5
Digestion,0.001481391,53.21774,492.4618,CHIT1;AMY2A;PNLIP,Digestion
Digestion and Absorption,0.001481391,53.21774,492.4618,CHIT1;AMY2A;PNLIP,Digestion and Absorption
Role of Phospholipids in Phagocytosis,0.001544104,7.340449,67.2025,IGLV5-37;IGHG1;IGHV2-5;IGKV2D-30;IGLV3-21;IGHV4-39;IGKV2-30,Role of Phospholipids in Phagocytosis
Post-translational Modification Synthesis of GPI-anchored Proteins,0.001998039,11.64835,103.0099,VNN1;CEACAM5;CNTN3;CNTN4;ART3,Post-translational Modification Synthesis of GPI-anchored Proteins
Anti-inflammatory Response Favouring Leishmania Parasite Infection,0.002050032,5.794118,50.5104,IGLV5-37;IGHG1;CD163;IGHV2-5;IGKV2D-30;IGLV3-21;IGHV4-39;IGKV2-30,Anti-inflammatory Response Favouring Leishmania Parasite Infection
Leishmania Parasite Growth and Survival,0.002050032,5.794118,50.5104,IGLV5-37;IGHG1;CD163;IGHV2-5;IGKV2D-30;IGLV3-21;IGHV4-39;IGKV2-30,Leishmania Parasite Growth and Survival
FCGR3A-mediated IL10 Synthesis,0.002193261,6.665986,57.35066,IGLV5-37;IGHG1;IGHV2-5;IGKV2D-30;IGLV3-21;IGHV4-39;IGKV2-30,FCGR3A-mediated IL10 Synthesis
Digestion of Dietary Carbohydrate,0.002324089,inf,inf,CHIT1;AMY2A,Digestion of Dietary Carbohydrate
Intrinsic Pathway of Fibrin Clot Formation,0.003118495,15.06636,123.0094,F12;F11;PRCP;A2M,Intrinsic Pathway of Fibrin Clot Formation
Antigen Activates B Cell Receptor (BCR) Leading to Generation of Second Messengers,0.00319659,7.39435,59.75579,IGHV2-5;IGKV2D-30;IGLV3-21;IGHD;IGHV4-39;IGKV2-30,Antigen Activates B Cell Receptor (BCR) Leading to Generation of Second Messengers
