Protein_Group,Genes,ETP-56035_6hr,ETP-56328_6hr,ETP-56168_6hr
Q9NUL5,SHFL,No,No,No
Q9NUL7,DDX28,No,No,No
Q9NUM3,SLC39A9,No,No,No
Q9NUM4,TMEM106B,No,No,No
Q9NUN5,LMBRD1,No,No,No
Q9NUP1,BLOC1S4,No,No,No
Q9NUP7,TRMT13,No,No,No
Q9NUP9,LIN7C,No,No,No
Q9NUQ2,AGPAT5,No,No,No
Q9NUQ3,TXLNG,No,No,No
Q9NUQ6,SPATS2L,No,No,No
Q9NUQ7,UFSP2,No,No,No
Q9NUQ8,ABCF3,No,No,No
Q9NUQ9,CYRIB,No,No,No
Q9NUS5,AP5S1,No,No,No
Q9NUT2,ABCB8,No,No,No
Q9NUU6,OTULINL,No,No,No
Q9NUU7,DDX19A,No,No,No
Q9NUW8,TDP1,No,No,No
Q9NUX5,POT1,No,No,No
Q9NUY8,TBC1D23,No,No,No
Q9NV06,DCAF13,No,No,No
Q9NV31,IMP3,No,No,No
Q9NV35,NUDT15,No,No,No
Q9NV56,MRGBP,No,No,No
Q9NV58,RNF19A,No,No,No
Q9NV64,TMEM39A,No,No,No
Q9NV66,TYW1,No,No,No
Q9NV70,EXOC1,No,No,No
Q9NV72,ZNF701,No,No,No
Q9NV79,PCMTD2,No,No,No
Q9NV88,INTS9,No,No,No
Q9NV92,NDFIP2,No,No,No
Q9NV96,TMEM30A,No,No,No
Q9NVA1,UQCC1,No,No,No
Q9NVA2,SEPTIN11,No,No,No
Q9NVA4,TMEM184C,No,No,No
Q9NVC3,SLC38A7,No,No,No
Q9NVC6,MED17,No,No,No
Q9NVD7,PARVA,No,No,No
Q9NVE5,USP40,No,No,No
Q9NVE7,PANK4,No,No,No
Q9NVF7,FBXO28,No,No,No
Q9NVF9,ETNK2,No,No,No
Q9NVG8,TBC1D13,No,No,No
Q9NVH0,EXD2,No,No,No
Q9NVH1,DNAJC11,No,No,No
Q9NVH2,INTS7,No,No,No
Q9NVH6,TMLHE,No,No,No
Q9NVI1,FANCI,No,No,No
Q9NVI7,ATAD3A,No,No,No
Q9NVJ2,ARL8B,No,No,No
Q9NVK5,FGFR1OP2,No,No,No
Q9NVM1,EVA1B,No,No,No
Q9NVM4,PRMT7,No,No,No
Q9NVM6,DNAJC17,No,No,No
Q9NVM9,INTS13,No,No,No
Q9NVN3,RIC8B,No,No,No
Q9NVN8,GNL3L,No,No,No
Q9NVP1,DDX18,No,No,No
Q9NVP2,ASF1B,No,No,No
Q9NVP4,DZANK1,No,No,No
Q9NVQ4,FAIM,No,No,No
Q9NVR0,KLHL11,No,No,No
Q9NVR2,INTS10,No,No,No
Q9NVR5,DNAAF2,No,No,No
Q9NVR7,TBCCD1,No,No,No
Q9NVS2,MRPS18A,No,No,No
Q9NVS9,PNPO,No,No,No
Q9NVT9,ARMC1,No,No,No
Q9NVU0,POLR3E,No,No,No
Q9NVU7,SDAD1,No,No,No
Q9NVV0,TMEM38B,No,No,No
Q9NVV4,MTPAP,No,No,No
Q9NVV5,AIG1,No,No,No
Q9NVV9,THAP1,No,No,No
Q9NVW2,RLIM,No,No,No
Q9NVX0,HAUS2,No,No,No
Q9NVX2,NLE1,No,No,No
Q9NVX7,KBTBD4,No,No,No
Q9NVZ3,NECAP2,No,No,No
Q9NW07,ZNF358,No,No,No
Q9NW08,POLR3B,No,No,No
Q9NW13,RBM28,No,No,No
Q9NW15,ANO10,No,No,No
Q9NW38,FANCL,No,No,No
Q9NW61,PLEKHJ1,No,No,No
Q9NW64,RBM22,No,No,No
Q9NW68,BSDC1,No,No,No
Q9NW75,GPATCH2,No,No,No
Q9NW81,DMAC2,No,No,No
Q9NW82,WDR70,No,No,No
Q9NW97,TMEM51,No,No,No
Q9NWA0,MED9,No,No,No
Q9NWB6,ARGLU1,No,No,No
Q9NWB7,IFT57,No,No,No
Q9NWD8,TMEM248,No,No,No
Q9NWF9,RNF216,No,No,No
Q9NWH2,TMEM242,No,No,No
Q9NWH9,SLTM,No,No,No
Q9NWK9,ZNHIT6,No,No,No
Q9NWL6,ASNSD1,No,No,No
Q9NWM0,SMOX,No,No,No
Q9NWM3,CUEDC1,No,No,No
Q9NWM8,FKBP14,No,No,No
Q9NWQ4,GPATCH2L,No,No,No
Q9NWQ8,PAG1,No,No,No
Q9NWQ9,C14orf119,No,No,No
Q9NWR8,MCUB,No,No,No
Q9NWS0,PIH1D1,No,No,No
Q9NWS1,PARPBP,No,No,DMSO_6hr
Q9NWS6,FAM118A,No,No,No
Q9NWS8,RMND1,No,No,No
Q9NWS9,ZNF446,No,No,No
Q9NWT1,PAK1IP1,No,No,No
Q9NWT6,HIF1AN,No,No,No
Q9NWT8,AURKAIP1,No,No,No
Q9NWU1,OXSM,No,No,No
Q9NWU2,GID8,No,No,No
Q9NWU5,MRPL22,No,No,No
Q9NWV4,CZIB,No,No,No
Q9NWV8,BABAM1,No,No,No
Q9NWW0,HCFC1R1,No,No,No
Q9NWW5,CLN6,No,No,No
Q9NWW6,NMRK1,No,No,No
Q9NWW7,C2orf42,No,No,No
Q9NWX5,ASB6,No,No,No
Q9NWX6,THG1L,No,No,No
Q9NWY4,HPF1,No,No,No
Q9NWZ3,IRAK4,No,No,No
Q9NWZ5,UCKL1,No,No,No
Q9NWZ8,GEMIN8,No,No,No
Q9NX00,TMEM160,No,No,No
Q9NX01,TXNL4B,No,No,No
Q9NX02,NLRP2,No,No,No
Q9NX04,C1orf109,No,No,No
Q9NX05,FAM120C,No,No,No
Q9NX07,TRNAU1AP,No,No,No
Q9NX08,COMMD8,No,No,No
Q9NX09,DDIT4,No,No,No
Q9NX14,NDUFB11,No,No,No
Q9NX18,SDHAF2,No,No,No
Q9NX20,MRPL16,No,No,No
Q9NX24,NHP2,No,No,No
Q9NX31,OSER1,No,No,No
Q9NX38,ABITRAM,No,No,No
Q9NX40,OCIAD1,No,No,No
Q9NX46,ADPRS,No,No,No
Q9NX47,MARCHF5,No,No,No
Q9NX55,HYPK,No,No,No
Q9NX57,RAB20,No,No,No
Q9NX58,LYAR,No,No,No
Q9NX61,TMEM161A,No,No,No
Q9NX62,BPNT2,No,No,No
Q9NX63,CHCHD3,No,No,No
Q9NX65,ZSCAN32,No,No,No
Q9NX70,MED29,No,No,No
Q9NX74,DUS2,No,No,No
Q9NX76,CMTM6,No,No,No
Q9NX78,TMEM260,No,No,No
Q9NX94,WBP1L,No,No,No
Q9NX95,SYBU,No,No,No
Q9NXA8,SIRT5,No,No,No
Q9NXB0,MKS1,No,No,No
Q9NXC5,MIOS,No,No,No
Q9NXD2,MTMR10,No,No,No
Q9NXE4,SMPD4,No,No,No
Q9NXE8,CWC25,No,No,No
Q9NXF1,TEX10,No,No,No
Q9NXF7,DCAF16,No,No,No
Q9NXF8,ZDHHC7,No,No,No
Q9NXG0,CNTLN,No,No,No
Q9NXG2,THUMPD1,No,No,No
Q9NXG6,P4HTM,No,No,No
Q9NXH8,TOR4A,No,No,No
Q9NXH9,TRMT1,No,No,No
Q9NXJ5,PGPEP1,No,No,No
Q9NXK8,FBXL12,No,No,No
Q9NXL9,MCM9,No,No,No
Q9NXN4,GDAP2,No,No,No
Q9NXR1,NDE1,No,No,No
Q9NXR5,ANKRD10,No,No,No
Q9NXR7,BABAM2,No,No,No
Q9NXR8,ING3,No,No,No
Q9NXS2,QPCTL,No,No,No
Q9NXS3,KLHL28,No,No,No
Q9NXU5,ARL15,No,No,No
Q9NXV2,KCTD5,No,No,No
Q9NXV6,CDKN2AIP,No,No,No
Q9NXW2,DNAJB12,No,No,No
Q9NXW9,ALKBH4,No,No,No
Q9NXX6,NSMCE4A,No,No,No
Q9NY12,GAR1,No,No,No
Q9NY26,SLC39A1,No,No,No
Q9NY27,PPP4R2,No,No,No
Q9NY33,DPP3,No,No,No
Q9NY35,CLDND1,No,No,No
Q9NY61,AATF,No,No,No
Q9NY64,SLC2A8,No,No,No
Q9NY65,TUBA8,No,No,No
Q9NY74,ETAA1,No,No,No
Q9NY93,DDX56,No,No,No
Q9NY97,B3GNT2,No,No,No
Q9NYA4,MTMR4,No,No,No
Q9NYB0,TERF2IP,No,No,No
Q9NYB9,ABI2,No,No,No
Q9NYD6,HOXC10,No,No,No
Q9NYF3,FAM53C,No,No,No
Q9NYF8,BCLAF1,No,No,No
Q9NYG2,ZDHHC3,No,No,No
Q9NYG5,ANAPC11,No,No,DMSO_6hr
Q9NYH9,UTP6,No,No,No
Q9NYI0,PSD3,No,No,No
Q9NYJ1,COA4,No,No,No
Q9NYJ8,TAB2,No,No,No
Q9NYK5,MRPL39,No,No,No
Q9NYK6,EURL,No,No,No
Q9NYL2,MAP3K20,No,No,No
Q9NYL4,FKBP11,No,No,No
Q9NYL9,TMOD3,No,No,No
Q9NYM9,BET1L,No,No,No
Q9NYP3,DONSON,No,No,No
Q9NYP7,ELOVL5,No,No,No
Q9NYP9,MIS18A,No,No,No
Q9NYQ6,CELSR1,No,No,No
Q9NYR9,NKIRAS2,No,No,No
Q9NYS0,NKIRAS1,No,No,No
Q9NYS7,WSB2,No,ETP-56328_6hr,No
Q9NYT0,PLEK2,No,No,No
Q9NYU1,UGGT2,No,No,No
Q9NYU2,UGGT1,No,No,No
Q9NYV4,CDK12,No,No,No
Q9NYV6,RRN3,No,No,No
Q9NYW8,RBAK,No,No,No
Q9NYY3,PLK2,ETP-56035_6hr,ETP-56328_6hr,No
Q9NYY8,FASTKD2,No,No,No
Q9NYZ1,TVP23B,No,No,No
Q9NYZ2,SLC25A37,No,No,No
Q9NYZ3,GTSE1,No,No,No
Q9NZ01,TECR,No,No,No
Q9NZ08,ERAP1,No,No,No
Q9NZ09,UBAP1,No,No,No
Q9NZ32,ACTR10,No,No,No
Q9NZ43,USE1,No,No,No
Q9NZ45,CISD1,No,No,No
Q9NZ52,GGA3,No,No,No
Q9NZ53,PODXL2,No,No,No
Q9NZ63,C9orf78,No,No,No
Q9NZ71,RTEL1,No,No,No
Q9NZ72,STMN3,No,No,No
Q9NZB2,FAM120A,No,No,No
Q9NZB8,MOCS1,No,No,No
Q9NZC3,GDE1,No,No,No
Q9NZC7,WWOX,No,No,No
Q9NZC9,SMARCAL1,No,No,No
Q9NZD2,GLTP,No,No,No
Q9NZD8,SPG21,No,No,No
Q9NZE8,MRPL35,No,No,No
Q9NZH0,GPRC5B,No,No,No
Q9NZI5,GRHL1,No,No,No
Q9NZI6,TFCP2L1,No,No,No
Q9NZI7,UBP1,No,No,No
Q9NZI8,IGF2BP1,No,No,No
Q9NZJ0,DTL,No,No,No
Q9NZJ4,SACS,No,No,No
Q9NZJ5,EIF2AK3,No,No,No
Q9NZJ6,COQ3,No,No,No
Q9NZJ7,MTCH1,No,No,No
Q9NZJ9,NUDT4,No,No,No
Q9NZL3,ZNF224,No,No,No
Q9NZL4,HSPBP1,No,No,No
Q9NZL9,MAT2B,No,No,No
Q9NZM1,MYOF,No,No,No
Q9NZM3,ITSN2,No,No,No
Q9NZM4,BICRA,No,No,No
Q9NZM5,NOP53,No,No,No
Q9NZN3,EHD3,No,No,No
Q9NZN5,ARHGEF12,No,No,No
Q9NZN8,CNOT2,No,No,No
Q9NZP8,C1RL,No,No,No
Q9NZQ3,NCKIPSD,No,No,No
Q9NZQ7,CD274,No,DMSO_6hr,No
Q9NZR1,TMOD2,No,No,No
Q9NZS9,BFAR,No,No,No
Q9NZT1,CALML5,No,No,No
Q9NZT2,OGFR,No,No,No
Q9NZU0,FLRT3,No,No,No
Q9NZU5,LMCD1,No,No,No
Q9NZV1,CRIM1,No,No,No
Q9NZV5,SELENON,No,No,No
Q9NZW5,MPP6,No,No,No
Q9NZZ3,CHMP5,No,No,No
Q9P000,COMMD9,No,No,No
Q9P003,CNIH4,No,No,No
Q9P013,CWC15,No,No,No
Q9P015,MRPL15,No,No,No
Q9P016,THYN1,No,No,No
Q9P021,CRIPT,No,No,No
Q9P031,CCDC59,No,No,No
Q9P032,NDUFAF4,No,No,No
Q9P035,HACD3,No,No,No
Q9P086,MED11,No,No,No
Q9P0B6,CCDC167,No,No,No
Q9P0I2,EMC3,No,No,No
Q9P0J0,NDUFA13,No,No,No
Q9P0J1,PDP1,No,No,No
Q9P0J6,MRPL36,No,No,No
Q9P0J7,KCMF1,No,No,No
Q9P0K1,ADAM22,No,No,No
Q9P0K7,RAI14,No,No,No
Q9P0K8,FOXJ2,No,No,No
Q9P0L0,VAPA,No,No,No
Q9P0L2,MARK1,No,No,No
Q9P0M2,AKAP7,No,No,No
Q9P0M6,MACROH2A2,No,No,No
Q9P0M9,MRPL27,No,No,No
Q9P0N9,TBC1D7,No,No,No
Q9P0P0,RNF181,No,No,No
Q9P0P8,MTRES1,No,No,No
Q9P0R6,GSKIP,No,No,No
Q9P0S2,COX16,No,No,No
Q9P0S3,ORMDL1,No,No,No
Q9P0S9,TMEM14C,No,No,No
Q9P0T4,ZNF581,No,No,No
Q9P0T7,TMEM9,No,No,No
Q9P0U1,TOMM7,No,No,No
Q9P0U3,SENP1,No,No,No
Q9P0U4,CXXC1,No,No,No
Q9P0V3,SH3BP4,No,No,No
Q9P0V9,SEPTIN10,No,No,No
Q9P0W2,HMG20B,No,No,No
Q9P0W8,SPATA7,No,No,No
Q9P107,GMIP,No,No,No
Q9P1F3,ABRACL,No,No,No
Q9P1Q0,VPS54,No,No,No
Q9P1T7,MDFIC,No,No,No
Q9P1U0,POLR1H,No,No,No
Q9P1U1,ACTR3B,No,No,No
Q9P1W9,PIM2,No,No,No
Q9P1Y5,CAMSAP3,No,No,No
Q9P1Y6,PHRF1,No,No,No
Q9P1Z0,ZBTB4,No,No,No
Q9P1Z2,CALCOCO1,No,No,No
Q9P202,WHRN,No,No,No
Q9P203,BTBD7,No,No,No
Q9P206,KIAA1522,No,No,No
Q9P209,CEP72,No,No,No
Q9P215,POGK,No,No,No
Q9P219,CCDC88C,No,No,No
Q9P227,ARHGAP23,No,No,No
Q9P241,ATP10D,No,No,No
Q9P243,ZFAT,No,No,No
Q9P244,LRFN1,No,No,No
Q9P246,STIM2,No,No,No
Q9P253,VPS18,No,No,No
Q9P258,RCC2,No,No,No
Q9P260,RELCH,No,No,No
Q9P265,DIP2B,No,No,No
Q9P266,JCAD,No,No,No
Q9P267,MBD5,No,No,No
Q9P270,SLAIN2,No,No,No
Q9P273,TENM3,No,No,No
Q9P275,USP36,No,No,No
Q9P281,BAHCC1,No,No,No
Q9P286,PAK5,No,No,No
Q9P287,BCCIP,No,No,No
Q9P289,STK26,No,No,No
Q9P2B2,PTGFRN,No,No,No
Q9P2B4,CTTNBP2NL,No,No,No
Q9P2B7,CFAP97,No,No,No
Q9P2C4,TMEM181,No,No,No
Q9P2D0,IBTK,No,No,No
Q9P2D1,CHD7,No,No,No
Q9P2D3,HEATR5B,No,No,No
Q9P2D6,FAM135A,No,No,No
Q9P2E3,ZNFX1,No,No,No
Q9P2E5,CHPF2,No,No,No
Q9P2E9,RRBP1,No,No,No
Q9P2F5,STOX2,No,No,No
Q9P2F8,SIPA1L2,No,No,No
Q9P2F9,ZNF319,No,No,No
Q9P2G1,ANKIB1,No,No,No
Q9P2G3,KLHL14,No,No,No
Q9P2G9,KLHL8,No,No,No
Q9P2H3,IFT80,No,No,No
Q9P2H5,USP35,No,No,No
Q9P2I0,CPSF2,No,No,No
Q9P2J3,KLHL9,No,No,No
Q9P2J5,LARS1,No,No,No
Q9P2J8,ZNF624,No,No,No
Q9P2J9,PDP2,No,No,No
Q9P2K1,CC2D2A,No,No,No
Q9P2K2,TXNDC16,No,No,No
Q9P2K3,RCOR3,No,No,No
Q9P2K5,MYEF2,No,No,No
Q9P2K6,KLHL42,No,No,No
Q9P2K8,EIF2AK4,No,No,No
Q9P2L0,WDR35,No,No,No
Q9P2M4,TBC1D14,No,No,No
Q9P2M7,CGN,No,No,No
Q9P2N2,ARHGAP28,No,No,No
Q9P2N5,RBM27,No,No,No
Q9P2N6,KANSL3,No,No,No
Q9P2N7,KLHL13,No,No,No
Q9P2P5,HECW2,No,DMSO_6hr,DMSO_6hr
Q9P2P6,STARD9,No,No,No
Q9P2Q2,FRMD4A,No,No,No
Q9P2R3,ANKFY1,No,No,No
Q9P2R6,RERE,No,No,No
Q9P2R7,SUCLA2,No,No,No
Q9P2S5,WRAP73,No,No,No
Q9P2T1,GMPR2,No,No,No
Q9P2W1,PSMC3IP,No,No,No
Q9P2W9,STX18,No,No,No
Q9P2X0,DPM3,No,No,No
Q9P2X3,IMPACT,No,No,No
Q9P2Y4,ZNF219,No,No,No
Q9P2Y5,UVRAG,No,No,No
Q9P2Z0,THAP10,No,No,No
CON__Q9TT36,SERPINA7,No,No,No
CON__Q9TTE1,SERPINA3-1,No,No,No
Q9UBB4,ATXN10,No,No,No
Q9UBB5,MBD2,No,No,No
Q9UBB6,NCDN,No,No,No
Q9UBB9,TFIP11,No,No,No
Q9UBC1,NFKBIL1,No,No,No
Q9UBC2,EPS15L1,No,No,No
Q9UBC3,DNMT3B,No,No,No
Q9UBD5,ORC3,No,No,No
Q9UBE0,SAE1,No,No,No
Q9UBE8,NLK,No,No,No
Q9UBF2,COPG2,No,No,No
Q9UBF6,RNF7,No,No,No
Q9UBF8,PI4KB,No,No,No
Q9UBG0,MRC2,No,No,No
Q9UBH6,XPR1,No,No,No
Q9UBI1,COMMD3,No,No,No
Q9UBI6,GNG12,No,No,No
Q9UBI9,HECA,No,No,No
Q9UBK8,MTRR,No,No,No
Q9UBK9,UXT,No,No,No
Q9UBL3,ASH2L,No,No,No
Q9UBL6,CPNE7,No,No,No
Q9UBM1,PEMT,No,No,No
Q9UBM7,DHCR7,No,No,No
Q9UBN6,TNFRSF10D,No,No,No
Q9UBN7,HDAC6,No,No,No
Q9UBP0,SPAST,No,No,No
Q9UBP6,METTL1,No,No,No
Q9UBP9,GULP1,No,No,No
Q9UBQ0,VPS29,No,No,No
Q9UBQ5,EIF3K,No,No,No
Q9UBQ6,EXTL2,No,No,No
Q9UBQ7,GRHPR,No,No,No
Q9UBR2,CTSZ,No,No,No
Q9UBS0,RPS6KB2,No,No,No
Q9UBS3,DNAJB9,No,No,No
Q9UBS4,DNAJB11,No,No,No
Q9UBS8,RNF14,No,No,No
Q9UBS9,SUCO,No,No,No
Q9UBT2,UBA2,No,No,No
Q9UBT6,POLK,No,No,No
Q9UBT7,CTNNAL1,No,No,No
Q9UBU6,FAM8A1,No,No,No
Q9UBU7,DBF4,No,No,No
Q9UBU8,MORF4L1,No,No,No
Q9UBU9,NXF1,No,No,No
Q9UBV2,SEL1L,No,No,No
Q9UBV7,B4GALT7,No,No,No
Q9UBV8,PEF1,No,No,No
Q9UBW7,ZMYM2,No,No,No
Q9UBW8,COPS7A,No,No,No
Q9UBX3,SLC25A10,No,No,No
Q9UBY8,CLN8,No,No,No
Q9UBZ4,APEX2,No,No,No
Q9UBZ9,REV1,No,No,No
Q9UC06,ZNF70,No,No,No
Q9UDR5,AASS,No,No,No
Q9UDT6,CLIP2,No,No,No
Q9UDV6,ZNF212,No,No,No
Q9UDV7,ZNF282,No,No,No
Q9UDW1,UQCR10,No,No,No
Q9UDW3,ZMAT5,No,No,No
Q9UDX3,SEC14L4,No,No,No
Q9UDX5,MTFP1,No,No,No
Q9UDY2,TJP2,No,No,No
Q9UDY4,DNAJB4,No,No,No
Q9UDY8,MALT1,No,No,No
Q9UEE5,STK17A,No,No,No
Q9UEE9,CFDP1,No,No,No
Q9UEG4,ZNF629,No,No,No
Q9UER7,DAXX,No,No,No
Q9UET6,FTSJ1,No,No,No
Q9UEU0,VTI1B,No,No,No
Q9UEW8,STK39,No,No,No
Q9UEY8,ADD3,No,No,No
Q9UF56,FBXL17,No,No,No
Q9UFC0,LRWD1,No,No,No
Q9UFF9,CNOT8,No,No,No
Q9UFG5,C19orf25,No,No,No
Q9UFN0,NIPSNAP3A,No,No,No
Q9UFW8,CGGBP1,No,No,No
Q9UG01,IFT172,No,No,No
Q9UG56,PISD,No,No,No
Q9UG63,ABCF2,No,No,No
Q9UGC7,MTRF1L,No,No,No
Q9UGH3,SLC23A2,No,No,No
Q9UGI0,ZRANB1,No,No,No
Q9UGI8,TES,No,No,No
Q9UGJ0,PRKAG2,No,No,No
Q9UGJ1,TUBGCP4,No,No,No
Q9UGK3,STAP2,No,No,No
Q9UGK8,SERGEF,No,No,No
Q9UGL1,KDM5B,No,No,No
Q9UGM6,WARS2,No,No,No
Q9UGN5,PARP2,No,No,No
Q9UGP4,LIMD1,No,No,No
Q9UGP5,POLL,No,No,No
Q9UGP8,SEC63,No,No,No
Q9UGQ2,CACFD1,No,No,No
Q9UGQ3,SLC2A6,No,No,No
Q9UGR2,ZC3H7B,No,No,No
Q9UGU0,TCF20,No,No,No
Q9UGU5,HMGXB4,No,No,No
Q9UGV2,NDRG3,No,No,No
Q9UGY1,NOL12,No,No,No
Q9UH03,SEPTIN3,No,No,No
Q9UH17,APOBEC3B,No,No,No
Q9UH36,SRRD,No,No,No
Q9UH62,ARMCX3,No,No,No
Q9UH65,SWAP70,No,No,No
Q9UH92,MLX,No,No,No
Q9UH99,SUN2,No,No,No
Q9UHA2,SS18L2,No,No,No
Q9UHA3,RSL24D1,No,No,No
Q9UHA4,LAMTOR3,No,No,No
Q9UHB4,NDOR1,No,No,No
Q9UHB6,LIMA1,No,No,No
Q9UHB7,AFF4,No,No,No
Q9UHB9,SRP68,No,No,No
Q9UHC1,MLH3,No,No,No
Q9UHC6,CNTNAP2,No,No,No
Q9UHC7,MKRN1,No,No,No
Q9UHD1,CHORDC1,No,No,No
Q9UHD2,TBK1,No,No,No
Q9UHD8,SEPTIN9,No,No,No
Q9UHD9,UBQLN2,No,No,No
Q9UHE8,STEAP1,No,No,No
Q9UHF1,EGFL7,No,No,No
Q9UHF7,TRPS1,No,No,No
Q9UHG0,DCDC2,No,No,No
Q9UHG2,PCSK1N,No,No,No
Q9UHG3,PCYOX1,No,No,No
Q9UHH9,IP6K2,No,No,No
Q9UHI6,DDX20,No,No,No
Q9UHI8,ADAMTS1,No,No,No
Q9UHJ3,SFMBT1,No,No,No
Q9UHJ6,SHPK,No,No,No
Q9UHJ9,PGAP2,No,No,No
Q9UHK0,NUFIP1,No,No,No
Q9UHK6,AMACR,No,No,No
Q9UHL4,DPP7,No,ETP-56328_6hr,No
Q9UHL9,GTF2IRD1,No,No,No
Q9UHN1,POLG2,No,No,No
Q9UHN6,CEMIP2,No,No,No
Q9UHP3,USP25,No,No,No
Q9UHQ1,NARF,No,No,No
Q9UHQ4,BCAP29,No,No,No
Q9UHQ7,TCEAL9,No,No,No
Q9UHQ9,CYB5R1,No,No,No
Q9UHR4,BAIAP2L1,No,No,No
Q9UHR5,SAP30BP,No,No,No
Q9UHR6,ZNHIT2,No,No,No
Q9UHV7,MED13,No,No,No
Q9UHV9,PFDN2,No,No,No
Q9UHW5,GPN3,No,No,No
Q9UHW9,SLC12A6,No,No,No
Q9UHX1,PUF60,No,No,No
Q9UHX3,ADGRE2,No,No,No
Q9UHY1,NRBP1,No,No,No
Q9UHY7,ENOPH1,No,No,No
Q9UHY8,FEZ2,No,No,No
Q9UI08,EVL,No,No,No
Q9UI09,NDUFA12,No,No,No
Q9UI10,EIF2B4,No,No,No
Q9UI12,ATP6V1H,No,No,No
Q9UI14,RABAC1,No,No,No
Q9UI15,TAGLN3,No,No,No
Q9UI26,IPO11,No,No,No
Q9UI30,TRMT112,No,No,No
Q9UI42,CPA4,No,No,No
Q9UI43,MRM2,No,No,No
Q9UI95,MAD2L2,No,No,No
Q9UIA9,XPO7,No,No,No
Q9UIC8,LCMT1,No,No,No
Q9UID3,VPS51,No,No,No
Q9UID6,ZNF639,No,No,No
Q9UIF7,MUTYH,No,No,No
Q9UIF8,BAZ2B,No,No,No
Q9UIF9,BAZ2A,No,No,No
Q9UIG0,BAZ1B,No,No,No
Q9UIG8,SLCO3A1,No,No,No
Q9UII2,ATP5IF1,No,No,No
Q9UII4,HERC5,No,No,No
Q9UIJ5,ZDHHC2,No,No,No
Q9UIJ7,AK3,No,No,No
Q9UIL1,SCOC,No,No,No
Q9UIM3,FKBPL,No,No,No
Q9UIQ6,LNPEP,No,No,No
Q9UIS9,MBD1,No,No,No
Q9UIU6,SIX4,No,No,No
Q9UIV1,CNOT7,No,No,No
Q9UIW0,VAX2,No,No,No
Q9UIW2,PLXNA1,No,No,No
Q9UIY3,RWDD2A,No,No,No
Q9UJ04,TSPYL4,No,No,No
Q9UJ14,GGT7,No,No,No
Q9UJ41,RABGEF1,No,No,No
Q9UJ68,MSRA,No,No,No
Q9UJ70,NAGK,No,No,No
Q9UJ78,ZMYM5,No,No,No
Q9UJ83,HACL1,No,No,No
Q9UJA2,CRLS1,No,No,No
Q9UJA3,MCM8,No,No,No
Q9UJA5,TRMT6,No,No,No
Q9UJA9,ENPP5,No,No,No
Q9UJC3,HOOK1,No,No,No
Q9UJC5,SH3BGRL2,No,No,No
Q9UJD0,RIMS3,No,No,No
Q9UJF2,RASAL2,No,No,No
Q9UJG1,MOSPD1,No,No,No
Q9UJH8,METRN,No,No,No
Q9UJJ7,RPUSD1,No,No,No
Q9UJJ9,GNPTG,No,No,No
Q9UJK0,TSR3,No,No,No
Q9UJM3,ERRFI1,No,No,No
Q9UJN7,ZNF391,No,No,No
Q9UJP4,KLHL21,No,No,No
Q9UJS0,SLC25A13,No,No,No
Q9UJT0,TUBE1,No,No,No
Q9UJT1,TUBD1,No,No,No
Q9UJU3,ZNF112,No,No,No
Q9UJU6,DBNL,No,No,No
Q9UJV3,MID2,No,No,No
Q9UJV9,DDX41,No,No,No
Q9UJW0,DCTN4,No,No,No
Q9UJW8,ZNF180,No,No,No
Q9UJX0,OSGIN1,No,No,No
Q9UJX2,CDC23,No,No,No
Q9UJX3,ANAPC7,No,No,No
Q9UJX4,ANAPC5,No,No,No
Q9UJX5,ANAPC4,No,No,No
Q9UJX6,ANAPC2,No,No,No
Q9UJY1,HSPB8,No,No,No
Q9UJY4,GGA2,No,No,No
Q9UJY5,GGA1,No,No,No
Q9UJZ1,STOML2,No,No,No
Q9UK22,FBXO2,No,No,No
Q9UK23,NAGPA,No,No,No
Q9UK32,RPS6KA6,No,No,No
Q9UK33,ZNF580,No,No,No
Q9UK39,NOCT,No,No,No
Q9UK41,VPS28,No,No,No
Q9UK45,LSM7,No,No,No
Q9UK53,ING1,No,No,No
Q9UK58,CCNL1,No,No,No
Q9UK59,DBR1,No,No,No
Q9UK61,TASOR,No,No,No
Q9UK73,FEM1B,No,No,No
Q9UK76,JPT1,No,No,No
Q9UK80,USP21,DMSO_6hr,No,No
Q9UK96,FBXO10,No,No,No
Q9UK97,FBXO9,No,No,No
Q9UK99,FBXO3,No,No,No
Q9UKA2,FBXL4,No,No,No
Q9UKA4,AKAP11,No,No,No
Q9UKA8,RCAN3,No,No,No
Q9UKA9,PTBP2,No,No,No
Q9UKB1,FBXW11,No,No,No
Q9UKC9,FBXL2,No,No,No
Q9UKD1,GMEB2,No,No,No
Q9UKD2,MRTO4,No,No,No
Q9UKE5,TNIK,No,No,No
Q9UKF6,CPSF3,No,No,No
Q9UKF7,PITPNC1,No,No,No
Q9UKG1,APPL1,No,No,No
Q9UKG9,CROT,No,No,No
Q9UKI2,CDC42EP3,No,No,No
Q9UKI8,TLK1,No,No,No
Q9UKJ3,GPATCH8,No,No,No
Q9UKJ5,CHIC2,No,No,No
Q9UKK3,PARP4,No,No,No
Q9UKK6,NXT1,No,No,No
Q9UKK9,NUDT5,No,No,No
Q9UKL0,RCOR1,No,No,No
Q9UKL3,CASP8AP2,No,No,No
Q9UKL6,PCTP,No,No,No
Q9UKM7,MAN1B1,No,No,No
Q9UKM9,RALY,No,No,No
Q9UKN5,PRDM4,No,No,No
