Protein_Group	Genes	Protein_Names	HEK293T_WT_Avg_Peptide_Count	HEK293T_KI_Avg_Peptide_Count	U2OS_WT_Avg_Peptide_Count	U2OS_KI_Avg_Peptide_Count	Species	Intensity_HEK293T_WT_BR1_TR1	Intensity_HEK293T_KI_BR1_TR1	Intensity_U2OS_WT_BR1_TR1	Intensity_U2OS_KI_BR1_TR1
Q9NQ50	MRPL40	RM40_HUMAN	10.0	8.0	10.0	10.0	HUMAN	4584695.5	3800935.0	5673330.5	3691070.0
Q9NQ55	PPAN	SSF1_HUMAN	2.0	0.0	0.0	2.0	HUMAN	14517.013			11882.945
Q9NQ66	PLCB1	PLCB1_HUMAN	3.0	2.0	3.0	2.0	HUMAN	30469.326	33879.27	29304.334	52021.066
Q9NQ84	GPRC5C	GPC5C_HUMAN	0.0	0.0	0.0	2.0	HUMAN				89580.51
Q9NQ88	TIGAR	TIGAR_HUMAN	4.0	4.0	5.0	5.0	HUMAN	181461.4	194804.98	203179.56	195156.47
Q9NQ92	COPRS	COPRS_HUMAN	3.0	3.0	3.0	3.0	HUMAN	560754.6	628772.0	545589.4	651845.75
Q9NQA3	WASH6P	WASH6_HUMAN	6.0	5.0	6.0	6.0	HUMAN	466493.1	420635.7	459866.28	462247.1
Q9NQC3	RTN4	RTN4_HUMAN	11.0	10.0	11.0	11.0	HUMAN	1452340.9	1484478.8	4029592.2	3518634.5
Q9NQC7	CYLD	CYLD_HUMAN	3.0	2.0	4.0	4.0	HUMAN	194067.92	122558.43	79481.305	97380.83
Q9NQC8	IFT46	IFT46_HUMAN	2.0	0.0	0.0	0.0	HUMAN	52084.734			
Q9NQG1	MANBAL	MANBL_HUMAN	3.0	2.0	2.0	3.0	HUMAN	105815.19	123973.79	162593.69	141326.67
Q9NQG5	RPRD1B	RPR1B_HUMAN	8.0	8.0	7.0	7.0	HUMAN	606103.75	547159.56	405395.75	386844.44
Q9NQH7	XPNPEP3	XPP3_HUMAN	3.0	4.0	0.0	0.0	HUMAN	52134.785	93100.484		
Q9NQP4	PFDN4	PFD4_HUMAN	2.0	2.0	2.0	2.0	HUMAN	278164.38	342208.53	261368.56	213164.38
Q9NQR1	KMT5A	KMT5A_HUMAN	2.0	2.0	2.0	2.0	HUMAN	161691.22	188325.36	59776.66	87841.93
Q9NQS1	AVEN	AVEN_HUMAN	8.0	7.0	4.0	6.0	HUMAN	257961.23	344907.72	135220.78	120627.336
Q9NQS3	NECTIN3	NECT3_HUMAN	0.0	0.0	2.0	0.0	HUMAN			50658.043	
Q9NQS7	INCENP	INCE_HUMAN	5.0	6.0	13.0	9.0	HUMAN	313391.8	409463.97	876191.0	917167.8
Q9NQT4	EXOSC5	EXOS5_HUMAN	4.0	4.0	3.0	3.0	HUMAN	239368.67	330721.44	304162.8	230450.08
Q9NQT5	EXOSC3	EXOS3_HUMAN	6.0	5.0	6.0	5.0	HUMAN	175632.12	248282.17	236072.06	257903.9
Q9NQW6	ANLN	ANLN_HUMAN	33.0	28.0	46.0	46.0	HUMAN	786796.5	729536.3	2758945.5	3539290.0
Q9NQW7	XPNPEP1	XPP1_HUMAN	7.0	7.0	8.0	8.0	HUMAN	330018.2	300297.72	272941.84	308855.72
Q9NQX3	GPHN	GEPH_HUMAN	21.0	21.0	19.0	18.0	HUMAN	623784.94	632940.9	461342.84	504125.62
Q9NQY0	BIN3	BIN3_HUMAN	0.0	2.0	4.0	3.0	HUMAN		230065.44	189882.64	275097.62
Q9NQZ2	UTP3	SAS10_HUMAN	2.0	2.0	4.0	4.0	HUMAN	213541.4	112782.41	989972.9	606797.8
Q9NQZ5	STARD7	STAR7_HUMAN	2.0	2.0	0.0	0.0	HUMAN	120818.89	202025.7		
Q9NQZ6	ZC4H2	ZC4H2_HUMAN	9.0	8.0	8.0	9.0	HUMAN	213434.73	143738.61	120812.484	131729.39
Q9NR09	BIRC6	BIRC6_HUMAN	17.0	11.0	17.0	17.0	HUMAN	239542.88	244969.0	221962.94	311017.25
Q9NR12	PDLIM7	PDLI7_HUMAN	10.0	13.0	21.0	21.0	HUMAN	1429427.1	943898.3	6541932.0	17152086.0
Q9NR19	ACSS2	ACSA_HUMAN	0.0	0.0	0.0	2.0	HUMAN				138818.86
Q9NR28	DIABLO	DBLOH_HUMAN	8.0	8.0	7.0	6.0	HUMAN	2173676.2	1787124.1	842295.7	955223.3
Q9NR30	DDX21	DDX21_HUMAN	38.0	38.0	39.0	38.0	HUMAN	1511777.5	2045602.4	2209116.5	1798279.6
Q9NR31	SAR1A	SAR1A_HUMAN	7.0	6.0	7.0	7.0	HUMAN	718727.6	651348.25	1058494.0	882175.94
Q9NR33	POLE4	DPOE4_HUMAN	3.0	3.0	3.0	0.0	HUMAN	362053.4	227223.45	74904.664	
Q9NR45	NANS	SIAS_HUMAN	4.0	4.0	4.0	3.0	HUMAN	309763.72	206795.86	154618.12	275199.84
Q9NR46	SH3GLB2	SHLB2_HUMAN	3.0	4.0	4.0	4.0	HUMAN	3652205.2	4397568.0	3121578.8	3222671.5
Q9NR48	ASH1L	ASH1L_HUMAN	0.0	2.0	6.0	4.0	HUMAN		39354.598	40572.38	29928.473
Q9NR50	EIF2B3	EI2BG_HUMAN	17.0	16.0	18.0	16.0	HUMAN	676559.06	706522.44	1263822.2	1023107.9
Q9NR56	MBNL1	MBNL1_HUMAN	2.0	2.0	4.0	2.0	HUMAN	143480.0	135168.81	169766.88	156895.72
Q9NR77	PXMP2	PXMP2_HUMAN	7.0	7.0	7.0	7.0	HUMAN	3654334.8	3712887.2	3818920.5	3140918.0
Q9NRA8	EIF4ENIF1	4ET_HUMAN	10.0	10.0	7.0	8.0	HUMAN	192998.33	185441.12	143620.53	180098.1
Q9NRC8	SIRT7	SIR7_HUMAN	3.0	2.0	6.0	6.0	HUMAN	72549.08	81728.21	191385.23	111170.53
Q9NRF8	CTPS2	PYRG2_HUMAN	5.0	3.0	0.0	0.0	HUMAN	133175.2	147100.81		
Q9NRF9	POLE3	DPOE3_HUMAN	2.0	2.0	2.0	0.0	HUMAN	1520102.8	1819648.4	974034.9	
Q9NRG0	CHRAC1	CHRC1_HUMAN	2.0	2.0	2.0	2.0	HUMAN	319266.34	345857.34	565211.56	573182.8
Q9NRG4	SMYD2	SMYD2_HUMAN	2.0	2.0	3.0	4.0	HUMAN	2535068.8	2553346.2	2875323.2	3359114.5
Q9NRG9	AAAS	AAAS_HUMAN	11.0	13.0	13.0	12.0	HUMAN	1264739.8	1269627.5	1219164.5	946343.56
Q9NRK6	ABCB10	ABCBA_HUMAN	15.0	14.0	15.0	13.0	HUMAN	474472.38	381765.94	351515.66	183035.47
Q9NRL2	BAZ1A	BAZ1A_HUMAN	15.0	15.0	16.0	7.0	HUMAN	380050.1	381823.16	244510.27	143650.05
Q9NRL3	STRN4	STRN4_HUMAN	5.0	5.0	6.0	6.0	HUMAN	217479.66	177523.75	151915.03	168537.33
Q9NRM2	ZNF277	ZN277_HUMAN	8.0	9.0	8.0	7.0	HUMAN	6645599.5	6996926.5	3306278.8	3141572.5
Q9NRM7	LATS2	LATS2_HUMAN	0.0	0.0	5.0	4.0	HUMAN			186394.3	224526.27
Q9NRN7	AASDHPPT	ADPPT_HUMAN	8.0	8.0	8.0	7.0	HUMAN	1089407.8	933695.3	616058.7	672071.6
Q9NRN9	METTL5	METL5_HUMAN	6.0	6.0	6.0	6.0	HUMAN	586348.9	585892.5	442801.6	357212.1
Q9NRP0	OSTC	OSTC_HUMAN	2.0	2.0	2.0	2.0	HUMAN	1038173.44	1170097.9	2136925.0	1983901.9
Q9NRP2	CMC2	COXM2_HUMAN	4.0	3.0	3.0	3.0	HUMAN	191545.25	257995.42	574354.0	696096.3
Q9NRR4	DROSHA	RNC_HUMAN	2.0	3.0	4.0	2.0	HUMAN	165336.86	223787.5	195015.84	168775.31
Q9NRR5	UBQLN4	UBQL4_HUMAN	2.0	0.0	2.0	2.0	HUMAN	538775.44		772633.44	501583.2
Q9NRS6	SNX15	SNX15_HUMAN	2.0	0.0	3.0	3.0	HUMAN	74809.77		183058.33	160185.72
Q9NRV9	HEBP1	HEBP1_HUMAN	3.0	0.0	3.0	2.0	HUMAN	93675.94		109206.96	162721.89
Q9NRW3	APOBEC3C	ABC3C_HUMAN	2.0	2.0	3.0	3.0	HUMAN	192056.9	247972.2	293467.28	629339.9
Q9NRW7	VPS45	VPS45_HUMAN	10.0	10.0	10.0	9.0	HUMAN	386481.7	434544.0	385084.12	530160.9
Q9NRX1	PNO1	PNO1_HUMAN	14.0	12.0	13.0	13.0	HUMAN	7439459.0	6589471.5	8084323.0	7180234.0
Q9NRX2	MRPL17	RM17_HUMAN	7.0	6.0	7.0	7.0	HUMAN	521709.3	657103.0	668557.06	569949.06
Q9NRY4	ARHGAP35	RHG35_HUMAN	5.0	5.0	6.0	3.0	HUMAN	155552.16	146012.45	179743.75	248493.45
Q9NRY5	FAM114A2	F1142_HUMAN	8.0	7.0	7.0	4.0	HUMAN	924569.25	983165.8	416444.75	654714.44
Q9NRZ5	AGPAT4	PLCD_HUMAN	10.0	10.0	9.0	10.0	HUMAN	466632.4	328878.2	326581.44	267107.0
Q9NRZ7	AGPAT3	PLCC_HUMAN	5.0	5.0	0.0	0.0	HUMAN	103070.99	91191.51		
Q9NRZ9	HELLS	HELLS_HUMAN	48.0	45.0	44.0	37.0	HUMAN	6076862.5	5643970.0	2841581.2	1870071.4
Q9NS23	RASSF1	RASF1_HUMAN	4.0	0.0	4.0	5.0	HUMAN	217382.89		379663.7	339240.56
Q9NS69	TOMM22	TOM22_HUMAN	6.0	6.0	6.0	6.0	HUMAN	1661543.4	1565163.6	946554.44	1139837.8
Q9NS86	LANCL2	LANC2_HUMAN	5.0	6.0	5.0	6.0	HUMAN	459483.9	533765.1	845196.7	909360.75
Q9NS87	KIF15	KIF15_HUMAN	13.0	12.0	9.0	7.0	HUMAN	245107.02	214709.75	231876.4	190620.62
Q9NS91	RAD18	RAD18_HUMAN	10.0	7.0	10.0	10.0	HUMAN	328733.72	284054.06	203913.06	294557.03
Q9NS93	TM7SF3	TM7S3_HUMAN	2.0	0.0	2.0	2.0	HUMAN	187742.08		495671.62	312153.97
Q9NSB8	HOMER2	HOME2_HUMAN	7.0	8.0	7.0	7.0	HUMAN	646509.06	673913.75	319169.53	332945.25
Q9NSC5	HOMER3	HOME3_HUMAN	4.0	2.0	12.0	12.0	HUMAN	387610.38	268073.22	912847.25	1276014.4
Q9NSD9	FARSB	SYFB_HUMAN	26.0	27.0	26.0	25.0	HUMAN	3323882.8	3681104.5	1666995.2	1590514.8
Q9NSE4	IARS2	SYIM_HUMAN	20.0	16.0	15.0	7.0	HUMAN	475368.16	606752.0	266332.22	217090.23
Q9NSI2	FAM207A	F207A_HUMAN	12.0	13.0	13.0	10.0	HUMAN	2491993.0	2564842.8	3443732.5	2854406.2
Q9NSK0	KLC4	KLC4_HUMAN	14.0	16.0	17.0	20.0	HUMAN	782960.1	689514.9	877401.75	1303104.9
Q9NSP4	CENPM	CENPM_HUMAN	4.0	4.0	3.0	4.0	HUMAN	678330.75	664169.2	310700.28	527898.1
Q9NSV4	DIAPH3	DIAP3_HUMAN	26.0	25.0	29.0	29.0	HUMAN	488236.03	494508.62	675130.25	822396.4
Q9NSY1	BMP2K	BMP2K_HUMAN	3.0	3.0	3.0	3.0	HUMAN	784570.3	526823.25	920530.2	999647.0
Q9NT62	ATG3	ATG3_HUMAN	2.0	3.0	3.0	3.0	HUMAN	233283.53	181033.38	213439.81	212395.73
Q9NT68	TENM2	TEN2_HUMAN	0.0	0.0	3.0	3.0	HUMAN			82452.43	61788.28
Q9NTI5	PDS5B	PDS5B_HUMAN	28.0	19.0	34.0	33.0	HUMAN	440905.34	412823.94	1664504.8	845540.5
Q9NTJ3	SMC4	SMC4_HUMAN	57.0	54.0	57.0	56.0	HUMAN	1465877.6	1506120.5	1347150.8	1400254.0
Q9NTJ5	SACM1L	SAC1_HUMAN	25.0	25.0	23.0	23.0	HUMAN	839795.8	888328.2	764387.94	644097.2
Q9NTK5	OLA1	OLA1_HUMAN	16.0	17.0	15.0	16.0	HUMAN	2479697.2	2449552.8	2984106.2	2413519.2
Q9NTM9	CUTC	CUTC_HUMAN	4.0	4.0	4.0	0.0	HUMAN	269813.88	216695.97	84016.09	
Q9NTW7	ZFP64	ZF64B_HUMAN	7.0	6.0	4.0	5.0	HUMAN	436636.16	332760.03	189333.25	216606.16
Q9NTX5	ECHDC1	ECHD1_HUMAN	8.0	9.0	9.0	8.0	HUMAN	568355.7	572243.3	585585.7	617591.1
Q9NTZ6	RBM12	RBM12_HUMAN	16.0	17.0	17.0	16.0	HUMAN	968168.8	807745.06	643252.1	642735.25
Q9NU19	TBC1D22B	TB22B_HUMAN	6.0	7.0	8.0	8.0	HUMAN	1265488.4	1061811.5	2529057.0	2155973.8
Q9NU22	MDN1	MDN1_HUMAN	34.0	38.0	30.0	26.0	HUMAN	335010.97	589318.7	259282.92	254376.39
Q9NUD5	ZCCHC3	ZCHC3_HUMAN	12.0	11.0	12.0	8.0	HUMAN	632592.8	684649.7	584143.8	359487.06
Q9NUE0	ZDHHC18	ZDH18_HUMAN	3.0	2.0	5.0	4.0	HUMAN	76075.445	151786.48	129716.83	122789.695
Q9NUG6	PDRG1	PDRG1_HUMAN	2.0	2.0	3.0	3.0	HUMAN	317548.4	248482.84	360892.0	703294.7
Q9NUI1	DECR2	DECR2_HUMAN	11.0	8.0	10.0	12.0	HUMAN	173861.9	171356.58	182588.78	411314.4
Q9NUJ1	ABHD10	ABHDA_HUMAN	7.0	8.0	8.0	8.0	HUMAN	247486.97	326608.44	131299.27	113901.26
Q9NUJ3	TCP11L1	T11L1_HUMAN	3.0	2.0	7.0	9.0	HUMAN	90387.04	56084.01	216560.48	206613.83
Q9NUL3	STAU2	STAU2_HUMAN	7.0	9.0	8.0	9.0	HUMAN	143627.97	232514.44	214937.95	331706.47
Q9NUL7	DDX28	DDX28_HUMAN	0.0	0.0	2.0	2.0	HUMAN			294211.84	133097.58
Q9NUM4	TMEM106B	T106B_HUMAN	3.0	3.0	4.0	4.0	HUMAN	243344.5	286285.53	291114.25	354137.25
Q9NUP1	BLOC1S4	BL1S4_HUMAN	3.0	3.0	2.0	3.0	HUMAN	355654.75	205086.55	145655.88	100275.77
Q9NUP7	TRMT13	TRM13_HUMAN	3.0	3.0	2.0	0.0	HUMAN	131220.27	134122.28	45274.453	
Q9NUP9	LIN7C	LIN7C_HUMAN	3.0	3.0	3.0	3.0	HUMAN	366329.6	223309.19	403841.5	479907.78
Q9NUQ2	AGPAT5	PLCE_HUMAN	2.0	3.0	3.0	4.0	HUMAN	1097270.6	992691.7	1939518.1	1517336.1
Q9NUQ3	TXLNG	TXLNG_HUMAN	18.0	16.0	13.0	9.0	HUMAN	1419170.8	1657341.8	469714.8	414949.47
Q9NUQ6	SPATS2L	SPS2L_HUMAN	17.0	13.0	24.0	25.0	HUMAN	2822271.2	2655722.5	6837248.5	6055942.0
Q9NUQ7	UFSP2	UFSP2_HUMAN	2.0	2.0	2.0	2.0	HUMAN	196675.6	149919.1	145321.16	118531.31
Q9NUQ8	ABCF3	ABCF3_HUMAN	24.0	24.0	29.0	26.0	HUMAN	911630.94	1028738.56	3036607.0	2197119.2
Q9NUQ9	CYRIB	CYRIB_HUMAN	9.0	10.0	13.0	12.0	HUMAN	282761.78	324519.56	660033.25	659753.2
Q9NUT2	ABCB8	MITOS_HUMAN	3.0	2.0	0.0	0.0	HUMAN	126829.01	150098.84		
Q9NUU6	OTULINL	OTULL_HUMAN	3.0	2.0	3.0	3.0	HUMAN	202082.11	245003.53	721353.56	523866.6
Q9NUU7	DDX19A	DD19A_HUMAN	22.0	22.0	19.0	20.0	HUMAN	1065512.2	1014759.44	699559.9	551496.06
Q9NUW8	TDP1	TYDP1_HUMAN	2.0	0.0	2.0	0.0	HUMAN	67966.23		37078.516	
Q9NUX5	POT1	POTE1_HUMAN	0.0	2.0	0.0	3.0	HUMAN		60620.344		104279.93
Q9NUY8	TBC1D23	TBC23_HUMAN	7.0	6.0	8.0	7.0	HUMAN	408221.94	512173.9	806937.06	781831.2
Q9NV06	DCAF13	DCA13_HUMAN	17.0	14.0	17.0	16.0	HUMAN	1109487.2	1026193.0	3431403.0	2754483.8
Q9NV31	IMP3	IMP3_HUMAN	3.0	4.0	5.0	5.0	HUMAN	614673.3	652648.5	1506067.6	1310099.8
Q9NV35	NUDT15	NUD15_HUMAN	4.0	3.0	2.0	3.0	HUMAN	289012.97	220169.92	193404.44	99451.54
Q9NV56	MRGBP	MRGBP_HUMAN	5.0	5.0	5.0	5.0	HUMAN	733752.06	476423.7	1168468.4	1193293.6
Q9NV66	TYW1	TYW1_HUMAN	2.0	4.0	6.0	3.0	HUMAN	79626.086	93124.14	94047.99	92893.52
Q9NV70	EXOC1	EXOC1_HUMAN	23.0	26.0	24.0	24.0	HUMAN	61088668.0	62293420.0	62826908.0	64588828.0
Q9NV88	INTS9	INT9_HUMAN	3.0	3.0	5.0	4.0	HUMAN	145244.08	181644.7	182958.19	146342.28
Q9NV96	TMEM30A	CC50A_HUMAN	5.0	5.0	6.0	5.0	HUMAN	308918.7	338190.75	411187.88	324279.4
Q9NVA1	UQCC1	UQCC1_HUMAN	6.0	5.0	6.0	5.0	HUMAN	1371962.8	1104344.9	1109270.9	951032.1
Q9NVA2	SEPTIN11	SEP11_HUMAN	14.0	13.0	14.0	14.0	HUMAN	2374182.2	2051143.1	3239541.8	2808192.5
Q9NVC6	MED17	MED17_HUMAN	6.0	6.0	5.0	4.0	HUMAN	281634.7	241131.3	138494.66	145987.66
Q9NVD7	PARVA	PARVA_HUMAN	10.0	6.0	12.0	11.0	HUMAN	252807.25	250004.11	1065874.2	1413913.9
Q9NVE7	PANK4	PANK4_HUMAN	9.0	7.0	4.0	0.0	HUMAN	77272.0	146408.22	33999.69	
Q9NVF7	FBXO28	FBX28_HUMAN	3.0	0.0	5.0	3.0	HUMAN	129477.53		298245.53	183974.86
Q9NVG8	TBC1D13	TBC13_HUMAN	5.0	4.0	3.0	4.0	HUMAN	291475.72	215404.4	157630.08	188899.78
Q9NVH0	EXD2	EXD2_HUMAN	16.0	15.0	13.0	14.0	HUMAN	1175699.2	1015248.1	686124.44	630935.4
Q9NVH1	DNAJC11	DJC11_HUMAN	14.0	15.0	14.0	13.0	HUMAN	1133350.2	1199298.9	886454.7	962539.06
Q9NVH2	INTS7	INT7_HUMAN	11.0	10.0	10.0	8.0	HUMAN	337075.84	303790.06	172277.9	174713.9
Q9NVH6	TMLHE	TMLH_HUMAN	3.0	2.0	2.0	0.0	HUMAN	193384.58	194852.72	86591.57	
Q9NVI1	FANCI	FANCI_HUMAN	40.0	37.0	39.0	34.0	HUMAN	733488.56	783823.44	603882.6	452179.0
Q9NVI7	ATAD3A	ATD3A_HUMAN	27.0	27.0	33.0	30.0	HUMAN	3072426.0	4753932.0	4135979.2	6909709.0
Q9NVJ2	ARL8B	ARL8B_HUMAN	2.0	3.0	4.0	4.0	HUMAN	241712.08	294384.9	475222.2	437139.34
Q9NVM4	PRMT7	ANM7_HUMAN	0.0	2.0	0.0	0.0	HUMAN		5062.5		
Q9NVM6	DNAJC17	DJC17_HUMAN	5.0	4.0	5.0	5.0	HUMAN	625143.25	425114.44	587347.06	530531.3
Q9NVM9	INTS13	INT13_HUMAN	18.0	20.0	19.0	18.0	HUMAN	571859.2	497456.7	426456.0	353528.6
Q9NVN3	RIC8B	RIC8B_HUMAN	2.0	0.0	0.0	0.0	HUMAN	156812.14			
Q9NVN8	GNL3L	GNL3L_HUMAN	35.0	34.0	32.0	33.0	HUMAN	4503402.5	5306573.5	3192524.8	3105977.8
Q9NVP1	DDX18	DDX18_HUMAN	9.0	9.0	11.0	10.0	HUMAN	916851.25	1265687.5	1132973.2	645658.94
Q9NVP2	ASF1B	ASF1B_HUMAN	3.0	2.0	2.0	2.0	HUMAN	924758.2	758593.44	874866.25	932198.4
Q9NVQ4	FAIM	FAIM1_HUMAN	4.0	3.0	2.0	0.0	HUMAN	654667.94	617199.06	81665.55	
Q9NVR0	KLHL11	KLH11_HUMAN	4.0	3.0	0.0	3.0	HUMAN	123385.61	150284.83		131192.89
Q9NVR2	INTS10	INT10_HUMAN	8.0	4.0	7.0	7.0	HUMAN	178375.52	186365.61	151311.73	164487.08
Q9NVS2	MRPS18A	RT18A_HUMAN	0.0	2.0	2.0	2.0	HUMAN		473190.53	381883.0	592203.5
Q9NVS9	PNPO	PNPO_HUMAN	2.0	2.0	2.0	3.0	HUMAN	69448.9	102950.72	165724.34	162831.97
Q9NVT9	ARMC1	ARMC1_HUMAN	3.0	3.0	2.0	0.0	HUMAN	87156.08	186053.81	62379.703	
Q9NVU0	POLR3E	RPC5_HUMAN	7.0	7.0	6.0	3.0	HUMAN	403826.0	427953.8	137699.34	81658.875
Q9NVU7	SDAD1	SDA1_HUMAN	19.0	17.0	23.0	23.0	HUMAN	1136179.6	1175962.9	4962571.5	2901351.2
Q9NVV0	TMEM38B	TM38B_HUMAN	3.0	2.0	2.0	3.0	HUMAN	88010.98	98288.945	109826.586	57421.83
Q9NVV4	MTPAP	PAPD1_HUMAN	10.0	6.0	10.0	10.0	HUMAN	437250.06	531598.25	1205806.2	1070384.0
Q9NVW2	RLIM	RNF12_HUMAN	3.0	3.0	2.0	2.0	HUMAN	313812.34	293459.12	600458.6	380147.94
Q9NVX0	HAUS2	HAUS2_HUMAN	4.0	7.0	2.0	6.0	HUMAN	221866.81	216935.84	82717.52	137413.58
Q9NVX2	NLE1	NLE1_HUMAN	6.0	5.0	5.0	5.0	HUMAN	99750.44	201195.27	94159.08	174471.5
Q9NW08	POLR3B	RPC2_HUMAN	18.0	20.0	16.0	11.0	HUMAN	651233.7	720307.3	312749.22	313211.6
Q9NW13	RBM28	RBM28_HUMAN	15.0	14.0	16.0	13.0	HUMAN	2543160.2	3095020.5	3528490.8	1758662.0
Q9NW15	ANO10	ANO10_HUMAN	4.0	6.0	8.0	6.0	HUMAN	205434.34	173482.05	484201.6	311270.1
Q9NW61	PLEKHJ1	PKHJ1_HUMAN	4.0	2.0	5.0	4.0	HUMAN	157164.16	139263.1	425970.34	435014.1
Q9NW64	RBM22	RBM22_HUMAN	17.0	16.0	18.0	15.0	HUMAN	6091998.5	5223031.5	4670041.0	4227953.0
Q9NW68	BSDC1	BSDC1_HUMAN	5.0	4.0	4.0	5.0	HUMAN	191753.0	220883.3	171619.23	194123.47
Q9NW75	GPATCH2	GPTC2_HUMAN	3.0	2.0	3.0	3.0	HUMAN	325169.88	194752.6	264518.03	203850.89
Q9NW81	DMAC2	DMAC2_HUMAN	3.0	2.0	3.0	4.0	HUMAN	356763.6	316907.66	684966.56	647357.06
Q9NW82	WDR70	WDR70_HUMAN	15.0	18.0	18.0	17.0	HUMAN	1376536.9	1175384.5	1214209.1	1362285.4
Q9NWB6	ARGLU1	ARGL1_HUMAN	13.0	12.0	13.0	14.0	HUMAN	11347477.0	10336465.0	9625854.0	8103491.0
Q9NWB7	IFT57	IFT57_HUMAN	3.0	2.0	0.0	0.0	HUMAN	78094.84	74859.97		
Q9NWH9	SLTM	SLTM_HUMAN	16.0	15.0	21.0	17.0	HUMAN	5670949.5	5505268.5	10607970.0	7569747.0
Q9NWK9	ZNHIT6	BCD1_HUMAN	9.0	11.0	11.0	10.0	HUMAN	439241.7	615020.94	343500.2	328426.62
Q9NWL6	ASNSD1	ASND1_HUMAN	3.0	3.0	0.0	2.0	HUMAN	46661.035	74556.91		29145.816
Q9NWM3	CUEDC1	CUED1_HUMAN	0.0	0.0	2.0	2.0	HUMAN			158248.44	429190.44
Q9NWN3	FBXO34	FBX34_HUMAN	0.0	0.0	5.0	9.0	HUMAN			720979.4	2695030.2
Q9NWQ4	GPATCH2L	GPT2L_HUMAN	0.0	0.0	2.0	0.0	HUMAN			75119.195	
Q9NWQ8	PAG1	PHAG1_HUMAN	2.0	2.0	0.0	0.0	HUMAN	18117.074	28696.918		
Q9NWR8	MCUB	MCUB_HUMAN	2.0	0.0	2.0	0.0	HUMAN	35515.992		28823.15	
Q9NWS0	PIH1D1	PIHD1_HUMAN	9.0	9.0	9.0	10.0	HUMAN	495181.78	324324.84	288707.66	480089.7
Q9NWS8	RMND1	RMND1_HUMAN	7.0	7.0	7.0	5.0	HUMAN	263265.25	366511.8	400332.84	469029.3
Q9NWT1	PAK1IP1	PK1IP_HUMAN	11.0	10.0	10.0	10.0	HUMAN	3525699.8	3676235.2	3425605.5	3284749.2
Q9NWU2	GID8	GID8_HUMAN	5.0	5.0	5.0	4.0	HUMAN	220730.17	270699.72	209257.0	243786.48
Q9NWU5	MRPL22	RM22_HUMAN	4.0	4.0	4.0	4.0	HUMAN	493501.44	723325.56	370504.53	462096.97
Q9NWV8	BABAM1	BABA1_HUMAN	5.0	5.0	5.0	5.0	HUMAN	350885.5	385017.62	344542.1	287144.4
Q9NWW5	CLN6	CLN6_HUMAN	2.0	3.0	3.0	2.0	HUMAN	398028.4	324121.75	361856.53	448049.66
Q9NWX5	ASB6	ASB6_HUMAN	2.0	0.0	0.0	0.0	HUMAN	246210.08			
Q9NWX6	THG1L	THG1_HUMAN	5.0	4.0	6.0	4.0	HUMAN	202112.14	190177.2	264052.16	218343.7
Q9NWY4	HPF1	HPF1_HUMAN	4.0	5.0	4.0	5.0	HUMAN	866805.9	609635.8	812331.9	735923.44
Q9NWZ5	UCKL1	UCKL1_HUMAN	8.0	7.0	6.0	5.0	HUMAN	309179.06	315608.28	168012.84	148819.31
Q9NX00	TMEM160	TM160_HUMAN	2.0	3.0	3.0	3.0	HUMAN	105342.29	83785.06	106088.75	180322.08
Q9NX01	TXNL4B	TXN4B_HUMAN	0.0	0.0	2.0	2.0	HUMAN			64406.02	34078.812
Q9NX02	NLRP2	NALP2_HUMAN	0.0	0.0	5.0	6.0	HUMAN			263053.06	255225.62
Q9NX08	COMMD8	COMD8_HUMAN	2.0	2.0	2.0	2.0	HUMAN	255803.89	247328.27	153562.5	254901.62
Q9NX20	MRPL16	RM16_HUMAN	8.0	8.0	8.0	7.0	HUMAN	1411460.6	925801.1	1209156.0	1162236.1
Q9NX24	NHP2	NHP2_HUMAN	5.0	5.0	5.0	5.0	HUMAN	7935393.0	6073472.0	4443076.0	4326198.0
Q9NX31	OSER1	OSER1_HUMAN	3.0	2.0	0.0	0.0	HUMAN	188324.12	57011.426		
Q9NX40	OCIAD1	OCAD1_HUMAN	8.0	8.0	8.0	8.0	HUMAN	1841525.9	1826938.1	1995378.1	1980047.1
Q9NX47	MARCHF5	MARH5_HUMAN	4.0	4.0	5.0	5.0	HUMAN	265126.8	227428.17	317777.03	282305.78
Q9NX55	HYPK	HYPK_HUMAN	6.0	8.0	6.0	6.0	HUMAN	1073488.8	752750.2	617123.7	515245.5
Q9NX58	LYAR	LYAR_HUMAN	10.0	9.0	9.0	9.0	HUMAN	2793001.2	2729872.0	2203119.0	1225634.9
Q9NX61	TMEM161A	T161A_HUMAN	4.0	4.0	3.0	0.0	HUMAN	421000.72	506023.84	190873.02	
Q9NX62	BPNT2	IMPA3_HUMAN	3.0	4.0	6.0	5.0	HUMAN	327824.28	303756.34	391382.03	520919.6
Q9NX63	CHCHD3	MIC19_HUMAN	6.0	6.0	6.0	6.0	HUMAN	2668759.8	2249109.5	1668250.4	2053340.9
Q9NX74	DUS2	DUS2L_HUMAN	2.0	2.0	2.0	0.0	HUMAN	26325.346	25250.38	24516.584	
Q9NXC5	MIOS	MIO_HUMAN	14.0	15.0	15.0	12.0	HUMAN	181859.73	227330.1	178671.98	214649.19
Q9NXE4	SMPD4	NSMA3_HUMAN	18.0	16.0	21.0	22.0	HUMAN	834244.6	935705.56	1002349.1	1113629.6
