Protein_Group	Genes	SK-Mel-147_vs_FMC29_logFC	SK-Mel-147_vs_FMC29_pval	Removed?	Contaminant?
Q7Z6B0	CCDC91	-3.43688974250937	2.8810735740811e-06	No	No
Q7Z6G3	NECAB2	-7.53360048119566	2.9153549541344403e-15	No	No
Q7Z6J2	TAMALIN	-7.25139875264443	3.22098621720615e-18	No	No
Q7Z6L1	TECPR1	-4.93827420248546	4.22458421187503e-08	No	No
Q7Z7H5	TMED4	-3.41523132228951	8.87214165868088e-16	No	No
Q7Z7J7	LHFPL4	-4.28677337086708	2.60533171882783e-17	No	No
Q7Z7K6	CENPV	-6.40467765782568	2.37128022838653e-24	No	No
Q7Z7L7	ZER1	-3.66038257156821	3.47694652293143e-10	No	No
Q7Z7L8	C11orf96	-4.25835297953962	1.5126836318617601e-15	No	No
Q86SR1	GALNT10	-3.9641471150441	1.11294651654489e-07	No	No
Q86T65	DAAM2	-3.89953748063837	1.26492470445343e-19	No	No
Q86TH1	ADAMTSL2	-3.6658121333562	1.29433158323624e-05	No	No
Q86TX2	ACOT1	-3.86252983076106	2.1662898338738103e-15	No	No
Q86U44	METTL3	-3.22461986172831	1.8854997760248702e-09	No	No
Q86UA1	PRPF39	-3.84844511810118	2.53315565358586e-07	No	No
Q86UE8	TLK2	-3.82520605132653	1.44502407248505e-05	No	No
Q86UF1	TSPAN33	-3.1477902682626	5.63507240247336e-14	No	No
Q86UK5	EVC2	-9.05302033845105	5.60635838021141e-31	No	No
Q86UN2	RTN4RL1	-8.85005545669295	1.3608418053118499e-22	No	No
Q86UP2	KTN1	-4.63458918166784	7.065201122038851e-15	No	No
Q86UV5	USP48	-5.8681139506597	4.9705155438157794e-11	No	No
Q86UW7	CADPS2	-4.85762610282002	2.69185823966158e-11	No	No
Q86UY8	NT5DC3	-6.33045972449212	1.2044083440477e-12	No	No
Q86V85	GPR180	-4.59568353720682	3.26676544117317e-20	No	No
Q86VE9	SERINC5	-3.23373247101512	3.27884546171448e-18	No	No
Q86VM9	ZC3H18	-3.50178461186815	3.53693209909716e-07	No	No
Q86VQ1	GLCCI1	-5.40335945500246	3.21430967216943e-08	No	No
Q86VQ6	TXNRD3	-5.52327484120072	4.60188607235422e-13	No	No
Q86VY4	TSPYL5	-4.04965703869841	8.0167970466433695e-22	No	No
Q86WA6	BPHL	-5.52413446763295	3.61976100913948e-17	No	No
Q86WA9	SLC26A11	-4.01555897488783	4.2746359609596e-15	No	No
Q86WC4	OSTM1	-4.19964924429169	3.36153624484217e-17	No	No
Q86WG3	ATCAY	-6.41731710765667	1.06578034094209e-27	No	No
Q86WT1	IFT70A	-4.63022572515147	7.96018856783165e-14	No	No
Q86X19	TMEM17	-4.67560087436798	1.01875591315739e-17	No	No
Q86XA9	HEATR5A	-3.29692450183416	7.270695470250051e-15	No	No
Q86XJ1	GAS2L3	-5.40062396695212	3.31796448945239e-16	No	No
Q86XL3	ANKLE2	-3.9024067806674	1.52106727575798e-06	No	No
Q86XX4	FRAS1	-4.90228491975152	5.32402061724466e-14	No	No
Q86YF9	DZIP1	-3.54192020112255	0.0016704316126846	No	No
Q86YL5	TDRP	-4.97314815338675	5.07630550756881e-23	No	No
Q8IUD6	RNF135	-4.39013863379303	9.71064108791744e-14	No	No
Q8IUH3	RBM45	-5.94614260817172	2.72210901768957e-23	No	No
Q8IUL8	CILP2	-5.27251298113761	1.01780896273602e-06	No	No
Q8IUX7	AEBP1	-6.08785939100853	3.3719894456324305e-15	No	No
Q8IV36	HID1	-8.29364466141148	5.10481798483532e-22	No	No
Q8IVE3	PLEKHH2	-4.03701221188806	0.0098970449918686	No	No
Q8IVH4	MMAA	-5.81510060858629	2.42172623511883e-18	No	No
Q8IVS2	MCAT	-3.47376412949659	0.0001462506765383	No	No
Q8IW19	APLF	-3.06404603965194	2.16125184615946e-08	No	No
Q8IWE5	PLEKHM2	-3.55897771297996	1.9224618683477103e-09	No	No
Q8IWJ2	GCC2	-5.32479691659169	1.89372804695267e-07	No	No
Q8IWU5	SULF2	-4.1324339784439	2.98494505831499e-06	No	No
Q8IWZ6	BBS7	-4.50240930542468	2.06705558111002e-09	No	No
Q8IX01	SUGP2	-4.45214349090357	8.30353469889187e-13	No	No
Q8IX12	CCAR1	-5.47097110724268	2.1388943759815803e-15	No	No
Q8IXH6	TP53INP2	-4.4308819773149	9.29464096437977e-22	No	No
Q8IXV7	KLHDC8B	-6.6274971673885	6.1845893006010194e-18	No	No
Q8IY34	SLC15A3	-4.78042327609	9.97993796556153e-17	No	No
Q8IY42	PGCKA1	-7.05411168334673	3.7983650819362805e-25	No	No
Q8IY95	TMEM192	-6.29501454784548	1.1315102146945099e-18	No	No
Q8IYB3	SRRM1	-3.53547188091914	2.60041031700927e-10	No	No
Q8IYJ3	SYTL1	-5.28138712713085	3.0828036793736504e-15	No	No
Q8IYK4	COLGALT2	-3.65143548243498	7.69420223859833e-11	No	No
Q8IYQ7	THNSL1	-9.42631117915132	3.82211943055267e-20	No	No
Q8IZ57	NRSN1	-9.59512848694316	1.20692838712609e-27	No	No
Q8IZ69	TRMT2A	-3.92335900128882	0.0001587550112453	No	No
Q8IZ73	RPUSD2	-5.13543131373179	5.99488968833119e-14	No	No
Q8IZD4	DCP1B	-4.79194857921469	8.78299958939823e-08	No	No
Q8IZQ1	WDFY3	-3.3934612408818	1.58726699917051e-11	No	No
Q8IZQ5	SELENOH	-7.41558842502758	6.4930423525345e-25	No	No
Q8IZU2	WDR17	-4.61531500992118	2.43613361972365e-11	No	No
Q8IZY2	ABCA7	-4.8035278122212	2.0861828767093904e-15	No	No
Q8N0U8	VKORC1L1	-3.55929337007294	4.52141910775035e-13	No	No
Q8N0V5	GCNT2	-3.03335063196536	2.28107466523108e-09	No	No
Q8N0X4	CLYBL	-7.82105962207715	4.93076038226212e-26	No	No
Q8N108	MIER1	-4.36002029733998	5.80301842812689e-10	No	No
Q8N145	LGI3	-12.6890138545084	4.64476442954297e-19	No	No
Q8N1A6	C4orf33	-3.5238955534322	9.912215198952651e-17	No	No
Q8N1F8	STK11IP	-4.05672269817502	6.95705209574706e-14	No	No
Q8N264	ARHGAP24	-4.22504055290249	3.6358073769012005e-10	No	No
Q8N271	PROM2	-6.30244324091309	7.81461479685777e-08	No	No
Q8N2H9	PELI3	-3.72280645236418	1.78850830265073e-06	No	No
Q8N2R8	FAM43A	-4.47231682376354	3.54274326484261e-12	No	No
Q8N2S1	LTBP4	-5.69289514287189	8.83445483216345e-08	No	No
Q8N3G9	TMEM130	-4.34826431933152	2.70038346641657e-09	No	No
Q8N3J6	CADM2	-7.24738141857028	1.04304664369126e-26	No	No
Q8N3X1	FNBP4	-4.28750701810181	0.0003676261481861	No	No
Q8N414	PGBD5	-4.80029123149606	3.81063797517923e-19	No	No
Q8N436	CPXM2	-10.9896219270541	7.61140258380151e-33	No	No
Q8N475	FSTL5	-6.68789550644541	4.1661624890645795e-11	No	No
Q8N490	PNKD	-7.01303938800878	9.432877080011639e-26	No	No
Q8N4L2	PIP4P2	-3.51022416342114	3.58167341923095e-13	No	No
Q8N4P2	IFT70B	-4.15885842413728	3.54270866786167e-12	No	No
Q8N4S9	MARVELD2	-3.56411091259825	8.54175061710913e-05	No	No
Q8N4V1	MMGT1	-3.43160568637031	0.0001623420608216	No	No
Q8N565	MREG	-3.20546103541975	7.373978028664581e-09	No	No
Q8N568	DCLK2	-5.1702956991822	7.526695767264579e-22	No	No
Q8N5D0	WDTC1	-5.11915268933031	1.0783833475226999e-12	No	No
Q8N5S9	CAMKK1	-3.5527063765682	3.71495872872424e-13	No	No
Q8N5X7	EIF4E3	-5.32912496620346	2.9027881835706804e-09	No	No
Q8N608	DPP10	-4.75108501463026	9.34835503662257e-13	No	No
Q8N697	SLC15A4	-4.83119391754781	1.42291697142233e-18	No	No
Q8N6C5	IGSF1	-9.99701178407096	5.0296187890418004e-21	No	No
Q8N6D5	ANKRD29	-4.21661116702421	7.431468548448541e-09	No	No
Q8N6F8	METTL27	-5.54469364346782	4.55393781261104e-15	No	No
Q8N766	EMC1	-3.31854531831861	2.4024851520987398e-11	No	No
Q8N8E3	CEP112	-5.32162940386211	1.22309767110535e-09	No	No
Q8NA23	WDR31	-6.44614055298392	3.22626539632601e-08	No	No
Q8NAA5	LRRC75A	-8.36664215505428	7.1799114696244e-19	No	No
Q8NB59	SYT14	-5.05584579822779	1.15477844461029e-05	No	No
Q8NB78	KDM1B	-3.03740151222564	7.59460807435441e-05	No	No
Q8NBI2	CYB561A3	-5.2073163343655	5.96639800053129e-12	No	No
Q8NBJ9	SIDT2	-3.36278537310449	5.15854862709633e-16	No	No
Q8NBN7	RDH13	-5.8040942787955	3.965327402814951e-09	No	No
Q8NCB2	CAMKV	-3.30420630902538	0.0002134520617122	No	No
Q8NCE0	TSEN2	-9.81676254952085	2.06689978587731e-08	No	No
Q8NCM8	DYNC2H1	-4.73668456717028	6.39304958713268e-12	No	No
Q8NCT1	ARRDC4	-6.68375731513143	2.77896021236653e-22	No	No
Q8NCW6	GALNT11	-5.84935266914909	4.86904697500143e-10	No	No
Q8ND30	PPFIBP2	-6.30994642181939	3.14419665503509e-16	No	No
Q8ND94	LRRN4CL	-4.73050921249819	1.9977381632810802e-20	No	No
Q8NDA8	MROH1	-5.10321335684365	8.75956747327533e-17	No	No
Q8NDH3	NPEPL1	-6.01475745271903	1.98232610179744e-19	No	No
Q8NDV1	ST6GALNAC3	-5.11270636177331	0.0001966581594687	No	No
Q8NDV3	SMC1B	-3.83715207407169	1.49527663354362e-08	No	No
Q8NDX2	SLC17A8	-6.94072335849151	8.42965406491162e-28	No	No
Q8NEZ3	WDR19	-5.1908901742821	8.91078647184351e-13	No	No
Q8NF37	LPCAT1	-3.19674086750355	2.4674320281269897e-11	No	No
Q8NF91	SYNE1	-7.67290000964461	3.7319601465601903e-17	No	No
Q8NFH8	REPS2	-4.21059474048554	4.49637984739991e-10	No	No
Q8NFJ9	BBS1	-5.91881811742986	2.67939334867943e-11	No	No
Q8NFM7	IL17RD	-3.6041193952266	1.08683697257337e-05	No	No
Q8NFY4	SEMA6D	-12.7038728424688	2.50514627907563e-41	No	No
Q8NHP8	PLBD2	-3.20549852700957	8.24593926475525e-12	No	No
Q8NHX9	TPCN2	-11.3340847425454	8.430890937270629e-28	No	No
Q8NI22	MCFD2	-3.51243802985822	7.57466144225434e-05	No	No
Q8NI37	PPTC7	-6.29658372674242	6.370733551430681e-20	No	No
Q8NI60	COQ8A	-3.95697915075614	1.74252903479402e-08	No	No
Q8NI77	KIF18A	-3.41796481751691	0.0001647363429532	No	No
Q8TAD2	IL17D	-7.71569966181158	1.37666271580796e-16	No	No
Q8TAM2	TTC8	-4.00862091123613	3.47766574178331e-09	No	No
Q8TAV4	STOML3	-5.72224219317246	0.0001141173658981	No	No
Q8TB22	SPATA20	-6.03620245331018	1.4480964644651898e-11	No	No
Q8TBE7	SLC35G2	-7.91155502050605	1.96321960993784e-19	No	No
Q8TBF5	PIGX	-4.35041183257709	1.87286074401759e-07	No	No
Q8TBG9	SYNPR	-9.08039644252148	6.32622983846213e-32	No	No
Q8TBP0	TBC1D16	-6.90263413652916	1.60787356668489e-25	No	No
Q8TCB7	METTL6	-3.72895672528132	0.0004190208521967	No	No
Q8TCJ0	FBXO25	-3.43416430852492	1.77885973856796e-05	No	No
Q8TCJ2	STT3B	-3.16076875023906	1.93176154465546e-14	No	No
Q8TCS8	PNPT1	-3.33313489676115	4.34815978719934e-13	No	No
Q8TD30	GPT2	-5.35254913724484	6.35337563721633e-13	No	No
Q8TDJ6	DMXL2	-4.6616318425316	1.04567187368336e-11	No	No
Q8TDR0	TRAF3IP1	-5.35199912901044	2.11197269724586e-09	No	No
Q8TDY4	ASAP3	-4.31214941832027	3.76040955222242e-14	No	No
Q8TDZ2	MICAL1	-4.75220611976651	6.52703632969105e-29	No	No
Q8TE82	SH3TC1	-4.31600247373528	7.6164697794541e-06	No	No
Q8TE99	PXYLP1	-5.15432281839216	4.18181482447559e-06	No	No
Q8TED9	AFAP1L1	-4.27491078253784	1.06345219660222e-07	No	No
Q8TEQ0	SNX29	-3.50194392981894	9.98903888445337e-06	No	No
Q8TET4	GANC	-6.98871795123287	6.736672054923661e-23	No	No
Q8TF61	FBXO41	-3.24563233808089	3.96542634474148e-07	No	No
Q8TF68	ZNF384	-4.07886848785881	2.1906524784633902e-17	No	No
Q8WTX9	ZDHHC1	-3.05208313264231	2.69728004067692e-14	No	No
Q8WU08	STK32A	-10.5202266709635	3.88891152358688e-37	No	No
Q8WU76	SCFD2	-4.62726399195309	1.43629695176178e-10	No	No
Q8WUJ1	CYB5D2	-5.46029550177439	3.22180749830292e-17	No	No
Q8WUM0	NUP133	-4.7277290044602	3.6035583589545e-09	No	No
Q8WUY3	PRUNE2	-3.93479483874973	9.7080097690846e-13	No	No
Q8WV83	SLC35F5	-6.00144602567665	4.59642899733458e-24	No	No
Q8WV93	AFG1L	-3.62187636829875	0.000722792479437	No	No
Q8WVB3	HEXD	-4.4329401728079	1.70746258096982e-11	No	No
Q8WVC0	LEO1	-4.74242574294621	5.33378197574786e-14	No	No
Q8WVF1	OSCP1	-4.10385544642045	1.06661289935065e-07	No	No
Q8WVS4	DYNC2I1	-4.08006262713943	3.06167898856891e-07	No	No
Q8WW22	DNAJA4	-6.7876387099115	1.97642115998983e-20	No	No
Q8WW52	FAM151A	-5.66488231491611	1.47644574215111e-22	No	No
Q8WWB7	GLMP	-3.58582924137093	2.16247632351956e-14	No	No
Q8WWF8	CAPSL	-5.18862968984551	1.64820337392589e-18	No	No
Q8WWG9	KCNE4	-9.86168514441095	6.693724488993941e-31	No	No
Q8WWL2	SPIRE2	-3.67124662678868	1.61696354236142e-08	No	No
Q8WWM9	CYGB	-8.88718997887062	9.655538036859229e-30	No	No
Q8WXF0	SRSF12	-4.89952205901957	2.02765094275479e-16	No	No
Q8WXF1	PSPC1	-3.35206702027302	1.98793395913707e-12	No	No
Q8WXH0	SYNE2	-6.08535491322159	1.92255013535338e-13	No	No
Q8WXI9	GATAD2B	-4.28385610609912	2.80595879191965e-08	No	No
Q8WXS3	BAALC	-3.85942703933681	5.1494734297210405e-15	No	No
Q8WY54	PPM1E	-8.02629773163665	7.41374284614953e-27	No	No
Q8WYA0	IFT81	-4.91821889087961	9.45966764530582e-13	No	No
Q8WZ74	CTTNBP2	-9.80272646359927	8.73876294445577e-21	No	No
Q8WZA2	RAPGEF4	-6.24749403051544	3.93185344991777e-21	No	No
Q92506	HSD17B8	-3.30819726311877	1.94277137523029e-07	No	No
Q92546	RGP1	-3.65366312119122	8.38441364170898e-08	No	No
Q92563	SPOCK2	-8.60584108825484	7.661206644551761e-23	No	No
Q92570	NR4A3	-3.35988983170776	3.18145118596359e-06	No	No
Q92581	SLC9A6	-3.0498429736721	1.4100961801111e-10	No	No
Q92599	SEPTIN8	-3.97661824110391	5.34188426415656e-08	No	No
Q92614	MYO18A	-3.13911401148666	4.96885268641633e-19	No	No
Q92629	SGCD	-7.92736048916696	6.01941990495064e-26	No	No
Q92643	PIGK	-4.04647093509029	5.7505170589248695e-11	No	No
Q92673	SORL1	-4.742785042439	5.7617760676545606e-15	No	No
Q92752	TNR	-6.50356096846982	7.00619678613437e-22	No	No
Q92777	SYN2	-10.5919681063155	8.209529820743859e-33	No	No
Q92785	DPF2	-3.87310437215581	6.44029203827188e-11	No	No
Q92805	GOLGA1	-3.39466071012401	0.0010785643958447	No	No
Q92823	NRCAM	-6.85074096851316	1.90445191133856e-20	No	No
Q92859	NEO1	-3.114801687691	4.09892032308326e-10	No	No
Q92878	RAD50	-5.20955551883373	4.0370476036015e-15	No	No
Q92887	ABCC2	-8.68025569639481	1.19514271145089e-32	No	No
Q92889	ERCC4	-4.74658570294583	4.06340311401843e-09	No	No
Q92902	HPS1	-4.05386933503784	1.40444687923635e-10	No	No
Q92917	GPKOW	-4.27806812560499	1.3360925546273e-06	No	No
Q92932	PTPRN2	-9.87968822258219	2.0416580270291e-26	No	No
Q92947	GCDH	-3.84252897239698	9.52183095315568e-08	No	No
Q92956	TNFRSF14	-4.98480157067178	2.5533761475441504e-19	No	No
Q93074	MED12	-3.90984441756607	0.0068835475412512	No	No
Q93084	ATP2A3	-7.5891856427703	5.802776954100829e-12	No	No
Q969E8	TSR2	-4.40990930023469	2.04863482051708e-20	No	No
Q969G3	SMARCE1	-4.04725643052393	6.71915078508808e-10	No	No
Q969Q1	TRIM63	-7.78666118861885	1.64272317396206e-27	No	No
Q969V3	NCLN	-3.97680177332267	2.2761546349581003e-10	No	No
Q969V6	MRTFA	-4.00756842301069	1.74368401644468e-13	No	No
Q969X5	ERGIC1	-3.25211333217655	2.50201790404963e-15	No	No
Q96A22	C11orf52	-5.59266643983906	9.58008777420921e-16	No	No
Q96AE7	TTC17	-6.04429670749592	4.68502327555087e-10	No	No
Q96AJ1	CLUAP1	-4.54565799711273	1.3810575928955998e-13	No	No
Q96AX9	MIB2	-5.90059503864297	3.39376195173513e-10	No	No
Q96AY4	TTC28	-3.05526165740687	1.89025447681164e-07	No	No
Q96B23	ARK2N	-3.17682099187884	2.0716086627278604e-09	No	No
Q96B33	CLDN23	-5.5568275352418	1.10105665794067e-23	No	No
Q96B86	RGMA	-3.26497329995681	2.09567582176307e-13	No	No
Q96BR1	SGK3	-5.0324412892954	4.83916928828649e-17	No	No
Q96C10	DHX58	-8.97376006850465	6.92849635197968e-14	No	No
Q96C23	GALM	-4.58289148653389	1.57007926351661e-17	No	No
Q96C36	PYCR2	-3.84679382829185	1.1350462125154902e-09	No	No
Q96CC6	RHBDF1	-3.24152834776246	7.517901107783231e-19	No	No
Q96CD2	PPCDC	-4.14398499979471	3.852080013985211e-09	No	No
Q96CM8	ACSF2	-3.614111134598	9.70378714547747e-17	No	No
Q96CN4	EVI5L	-6.85038733125396	5.3566710558068e-09	No	No
Q96CP6	GRAMD1A	-3.14501258006189	0.0002548886185193	No	No
Q96CX6	LRRC58	-3.06607663241336	1.38810131682101e-07	No	No
Q96D05	FAM241B	-4.94111804196637	2.0660309207908e-24	No	No
Q96D96	HVCN1	-6.50156138989077	3.3931451251826697e-22	No	No
Q96DC8	ECHDC3	-6.43516349593903	1.6001487167671502e-17	No	No
Q96DZ1	ERLEC1	-4.28479662668067	1.46212710937879e-06	No	No
Q96DZ5	CLIP3	-3.37675621924352	3.83862120755781e-13	No	No
Q96DZ9	CMTM5	-6.87907376334118	5.97171453416724e-08	No	No
Q96EB6	SIRT1	-5.40407722926338	6.04866263699502e-06	No	No
Q96ED9	HOOK2	-6.79519156232143	1.95684757264795e-19	No	No
Q96EV8	DTNBP1	-3.81909483393054	1.5292472915483199e-12	No	No
Q96EY9	ADAT3	-7.49719098140828	7.92076298425915e-10	No	No
Q96FE5	LINGO1	-5.19154625220626	2.59109837186311e-13	No	No
Q96FH0	BORCS8	-6.00065523475899	5.11108815741866e-23	No	No
Q96FL8	SLC47A1	-7.77854331993528	7.08694264897672e-34	No	No
Q96GI7	FAM89A	-3.24684433584275	1.77059059814903e-08	No	No
Q96GS4	BORCS6	-3.18104155673429	7.7990451826159e-11	No	No
Q96GW7	BCAN	-8.14308871692859	1.0555853998291701e-23	No	No
Q96GX1	TCTN2	-4.28898308732044	1.0293279018579499e-12	No	No
Q96GX8	C16orf74	-3.47044895291207	1.8984543847262e-14	No	No
Q96HF1	SFRP2	-6.83921354262049	1.3907733160524102e-25	No	No
Q96HN2	AHCYL2	-3.93991414143131	4.04498203643564e-21	No	No
Q96HP0	DOCK6	-4.35252148947004	6.945602324827689e-11	No	No
Q96HW7	INTS4	-4.73443029170243	0.0001833258578944	No	No
Q96HY7	DHTKD1	-6.33826923095955	4.747745834334761e-09	No	No
Q96I51	RCC1L	-6.20881304610535	5.74573162277084e-13	No	No
Q96I59	NARS2	-3.90402198591219	7.82579727899684e-12	No	No
Q96I99	SUCLG2	-4.56179626800738	3.4343764110135102e-15	No	No
Q96IR7	HPDL	-3.30991633339573	3.08987310982343e-08	No	No
Q96J66	ABCC11	-8.05065911277329	1.92482695357685e-32	No	No
Q96J87	CELF6	-4.26813193672638	2.16692804084477e-14	No	No
Q96JE9	MAP6	-4.87648519416522	8.0095836541809e-25	No	No
Q96JI7	SPG11	-5.62258409419881	2.04131360902184e-16	No	No
Q96JK2	DCAF5	-5.82172767370993	2.5154617042824498e-12	No	No
Q96KQ4	PPP1R13B	-4.57512210696791	1.55515223497982e-08	No	No
Q96LB3	IFT74	-3.96898132449994	3.3241537335509604e-09	No	No
Q96LD4	TRIM47	-3.0374911286105	1.06381521853681e-10	No	No
Q96LR2	LURAP1	-3.2458573810427	1.79677215002853e-11	No	No
Q96LR9	APOLD1	-6.55674518074779	3.89818694520892e-13	No	No
Q96M94	KLHL15	-7.72860073852589	2.1766832114965203e-09	No	No
Q96MD2	KICS2	-3.13850462201234	0.0055899130141491	No	No
Q96MF6	COQ10A	-7.1984083297659	5.93849290918801e-10	No	No
Q96MM6	HSPA12B	-7.12911254957012	8.47775162113991e-06	No	No
Q96MP8	KCTD7	-4.79703992886838	3.85265515031655e-15	No	No
Q96MZ0	GDAP1L1	-6.71453243256342	9.57656874988031e-24	No	No
Q96N03	VSTM2L	-3.88903952083508	6.61975227479751e-06	No	No
Q96N19	GPR137	-4.17975326048779	0.000236918860163	No	No
Q96P50	ACAP3	-6.28681241945964	3.1644059169145e-06	No	No
Q96PB1	CASD1	-8.97992981918395	1.39023025418004e-24	No	No
Q96PE1	ADGRA2	-3.61149993032803	3.1819156705789e-18	No	No
Q96PQ0	SORCS2	-9.6071910914029	7.62213712329545e-17	No	No
Q96PX1	RNF157	-3.42481962471338	2.86157304354909e-05	No	No
Q96PY6	NEK1	-4.98066135869369	6.357838495648521e-09	No	No
Q96Q07	BTBD9	-6.68597123058334	1.86678590502015e-05	No	No
Q96Q42	ALS2	-3.13135914235887	7.018987227116969e-11	No	No
Q96Q89	KIF20B	-5.33705592557146	1.3488756433549401e-21	No	No
Q96QE2	SLC2A13	-4.56751054114254	6.64720689902594e-13	No	No
Q96QP1	ALPK1	-3.50656049320775	5.72402834701632e-06	No	No
Q96QT4	TRPM7	-5.37503487582515	1.2251671807522401e-14	No	No
Q96RK4	BBS4	-6.97078644333249	1.08289319900657e-15	No	No
Q96RP9	GFM1	-5.64030811334431	9.08100477316791e-18	No	No
Q96RQ3	MCCC1	-3.50624252733659	6.983809805773741e-09	No	No
Q96RR4	CAMKK2	-4.61648557024676	2.1521345456055e-07	No	No
Q96RW7	HMCN1	-9.30049966087951	4.864689719107651e-15	No	No
Q96RY7	IFT140	-4.65369638588184	5.69569028182138e-19	No	No
Q96S15	WDR24	-4.09604704101858	0.0004899621337178	No	No
Q96S38	RPS6KC1	-7.59201462548053	4.79348635604462e-13	No	No
Q96SL1	SLC49A4	-3.20076474851763	1.0398792449472199e-11	No	No
Q96T23	RSF1	-3.85921662705213	1.71323487495823e-10	No	No
Q96T37	RBM15	-5.01091687177492	5.19399451646686e-07	No	No
Q96T49	PPP1R16B	-3.25784178131175	2.1032538351538e-06	No	No
Q99424	ACOX2	-7.8885994517898	1.72102490799939e-22	No	No
Q99500	S1PR3	-3.87203031864394	1.9578489426501e-18	No	No
Q99504	EYA3	-3.62127434122301	4.59231123794023e-05	No	No
Q99571	P2RX4	-4.47247792483137	5.991143649311281e-19	No	No
Q99572	P2RX7	-9.86054242844802	1.97493514295351e-17	No	No
Q99574	SERPINI1	-10.1998070333871	8.31326727133104e-31	No	No
Q99576	TSC22D3	-3.33160965405625	2.98133228595631e-14	No	No
Q99611	SEPHS2	-5.24898221548227	3.5593407920549295e-11	No	No
Q99689	FEZ1	-7.23371001129947	2.2087501271909403e-15	No	No
Q99697	PITX2	-3.37372415392504	5.43622068426023e-06	No	No
Q99698	LYST	-6.30108119886945	4.970734343231831e-15	No	No
Q99758	ABCA3	-5.67880545276065	5.45523941377587e-12	No	No
Q99788	CMKLR1	-3.72563927325754	1.0736528437733699e-11	No	No
Q99798	ACO2	-3.25022470918064	4.53332855070456e-10	No	No
Q99884	SLC6A7	-4.09350169551643	6.99277884366862e-07	No	No
Q99988	GDF15	-9.41088381123695	1.09606887911295e-15	No	No
Q9BPU6	DPYSL5	-8.15307923128601	6.70499697122716e-16	No	No
Q9BPW8	NIPSNAP1	-4.38170471847417	4.89557399410701e-12	No	No
Q9BPX1	HSD17B14	-5.62620659281952	3.73114723633351e-23	No	No
Q9BPX6	MICU1	-4.04175507170281	3.0445952429005503e-10	No	No
Q9BQ87	TBL1Y	-3.75055898653138	1.71265692233296e-10	No	No
Q9BQA9	CYBC1	-3.52737527149875	0.0072451342724089	No	No
Q9BQI0	AIF1L	-8.13937972914787	3.65381863262917e-08	No	No
Q9BQI5	SGIP1	-5.24261217983755	1.37131765770425e-18	No	No
Q9BQP7	MGME1	-4.45309563589855	1.09696399238865e-14	No	No
Q9BQQ3	GORASP1	-3.04397400737836	0.0002634701674709	No	No
Q9BR01	SULT4A1	-8.42663395472016	4.76953718504567e-29	No	No
Q9BRC7	PLCD4	-10.7618932740009	5.31783561015646e-10	No	No
Q9BS40	LXN	-5.3831046069198	9.92405451790574e-18	No	No
Q9BS91	SLC35A5	-3.92288461264657	6.615820767211311e-17	No	No
Q9BSA4	TTYH2	-3.83356883371694	1.025804420925e-21	No	No
Q9BSF0	C2orf88	-8.95640898529555	2.7841018317056e-30	No	No
Q9BSW7	SYT17	-8.14394847089431	2.7901695853733896e-26	No	No
Q9BT22	ALG1	-3.48139620774784	1.16577543506427e-05	No	No
Q9BTA0	FAM167B	-7.99574032138173	3.83017128768743e-29	No	No
Q9BTC8	MTA3	-3.80066549576663	5.67245445109788e-08	No	No
Q9BTD8	RBM42	-3.12532808389012	2.70715247814051e-07	No	No
Q9BUF7	CRB3	-5.42336121733764	2.87131053037433e-22	No	No
Q9BUP0	EFHD1	-5.92572716210491	7.90506230102756e-13	No	No
Q9BUQ8	DDX23	-3.92160692215986	2.80980925590522e-10	No	No
Q9BUT1	BDH2	-3.35515041819604	2.04712994373442e-17	No	No
Q9BV36	MLPH	-4.47156994450423	6.8090938605903706e-15	No	No
Q9BV40	VAMP8	-11.2946109803476	4.15657061889331e-33	No	No
Q9BVG3	TRIM62	-3.59159948911456	0.0003111887196585	No	No
Q9BVL4	SELENOO	-6.2043556103761	1.09685392017704e-14	No	No
Q9BW66	CINP	-3.28400087654279	5.10818683353246e-07	No	No
Q9BW83	IFT27	-4.71839734776474	7.03270578367818e-17	No	No
Q9BW92	TARS2	-3.9349714520389	0.000625697299179	No	No
Q9BWM7	SFXN3	-4.17488233676698	4.8781055641490003e-11	No	No
Q9BWU1	CDK19	-3.82961906416968	1.2884887430651598e-11	No	No
Q9BWV1	BOC	-3.70189583362747	0.0021570220559695	No	No
Q9BX59	TAPBPL	-6.80761541189852	1.72190020966289e-10	No	No
Q9BX66	SORBS1	-3.39105638204208	2.7171684297630297e-11	No	No
Q9BXC9	BBS2	-7.54261396487187	4.87861664550555e-08	No	No
Q9BXD5	NPL	-5.96950706277804	1.64231616004933e-22	No	No
Q9BXI3	NT5C1A	-4.0411006436811	2.0157787102314e-15	No	No
Q9BXJ1	C1QTNF1	-7.26890246654249	4.6553580965695303e-23	No	No
Q9BXJ3	C1QTNF4	-5.4507963908317	6.54153088698235e-19	No	No
Q9BXJ8	TMEM120A	-4.23601170838402	1.21321369626734e-17	No	No
Q9BXM9	FSD1L	-5.21398089335517	8.72704640849613e-17	No	No
Q9BXS9	SLC26A6	-3.03987207255942	3.13945845236251e-21	No	No
Q9BY12	SCAPER	-3.30405899068227	3.25300111219864e-05	No	No
Q9BY50	SEC11C	-4.90894730232424	1.2312862581768701e-14	No	No
