Protein_Group	Genes	SK-Mel-147_vs_WM793_logFC	SK-Mel-147_vs_WM793_pval	Removed?	Contaminant?
Q13445	TMED1	-3.93094236958847	2.62841161202176e-18	No	No
Q13469	NFATC2	-8.07095931263656	1.18198596023852e-20	No	No
Q13508	ART3	-11.4738721408092	1.26632937670974e-29	No	No
Q13510	ASAH1	-2.3096172553025	1.9456045186671703e-09	No	No
Q13535	ATR	-6.0429777462413	6.05806144454325e-06	No	No
Q13563	PKD2	-10.0043478545881	1.55794457841513e-12	No	No
Q13591	SEMA5A	-5.26995269812081	1.93155667516345e-17	No	No
Q13608	PEX6	-3.54317671037816	0.0030666756188132	No	No
Q13627	DYRK1A	-2.44346744332471	7.722976622648809e-12	No	No
Q13635	PTCH1	-9.09794241035121	5.7655184435913e-25	No	No
Q13642	FHL1	-2.36046821398013	5.6884490852474e-13	No	No
Q13724	MOGS	-2.70690554165669	7.57424714467792e-06	No	No
Q13772	NCOA4	-4.46993281851728	3.29587634061784e-13	No	No
Q13797	ITGA9	-6.27476941029026	5.4909381354582794e-18	No	No
Q13813	SPTAN1	-2.99941839586744	1.76062929844039e-18	No	No
Q13884	SNTB1	-2.53232518703213	7.369634574267291e-19	No	No
Q13889	GTF2H3	-2.32793721402577	0.0013243316322814	No	No
Q14005	IL16	-7.44232212073244	4.91173999196505e-17	No	No
Q14108	SCARB2	-3.71658169419321	2.61972667402026e-20	No	No
Q14141	SEPTIN6	-2.37766219449673	8.31466646206326e-18	No	No
Q14164	IKBKE	-3.08127981777363	0.0029303809112277	No	No
Q14257	RCN2	-2.90953473239484	5.7373723053118297e-11	No	No
Q14542	SLC29A2	-3.06954357847367	3.13545141659228e-11	No	No
Q14562	DHX8	-2.6781753820263	6.08685774826127e-08	No	No
Q14573	ITPR3	-6.90464152790248	3.3921653909827e-09	No	No
Q14596	NBR1	-3.01704014945507	5.6232065120705405e-15	No	No
Q14623	IHH	-3.12939274994628	0.0015039893022167	No	No
Q14667	BLTP2	-3.32269577667296	0.0001609627796034	No	No
Q14676	MDC1	-4.5814168197304	1.37899621642316e-18	No	No
Q14684	RRP1B	-3.03941426017228	0.0028305705011724	No	No
Q14690	PDCD11	-2.8220351641735	0.0030670098293489	No	No
Q14691	GINS1	-3.42749888748289	0.0002564998782948	No	No
Q14696	MESD	-4.13377833707246	7.754305036608299e-12	No	No
Q14739	LBR	-3.7264599264157	9.33277501055408e-11	No	No
Q14746	COG2	-2.30894495667942	1.30885227683108e-07	No	No
Q14802	FXYD3	-6.89200415977332	1.8331636492584e-23	No	No
Q14849	STARD3	-2.37428718990505	1.1838651092286e-08	No	No
Q14934	NFATC4	-6.8788356896828	8.98723260472309e-22	No	No
Q14938	NFIX	-2.96269586353312	1.18875240585864e-06	No	No
Q14956	GPNMB	-5.63314182640724	1.17023996804821e-24	No	No
Q14966	ZNF638	-3.86484826218319	0.0001113525792503	No	No
Q14993	COL19A1	-9.47435418070618	3.3135497182273702e-21	No	No
Q14CB8	ARHGAP19	-3.33792687909684	0.0038438576666853	No	No
Q15005	SPCS2	-2.93176432552158	1.6179550161794401e-09	No	No
Q15007	WTAP	-2.88477006766894	2.65190707759629e-07	No	No
Q15012	LAPTM4A	-2.76650815932141	4.11098931967567e-07	No	No
Q15047	SETDB1	-4.13791070957024	8.96351985576369e-07	No	No
Q15058	KIF14	-2.39116927207995	2.33675214064258e-14	No	No
Q15084	PDIA6	-2.51065121067294	2.38800379404658e-16	No	No
Q15111	PLCL1	-3.68911546472363	3.4176997119937e-05	No	No
Q15113	PCOLCE	-2.6167569848874	3.29376491550339e-11	No	No
Q15125	EBP	-2.84357904181609	1.3191431314171498e-11	No	No
Q15155	NOMO1	-3.02924107479634	7.19609820346904e-09	No	No
Q15165	PON2	-3.19732144656838	6.774026569698261e-15	No	No
Q15172	PPP2R5A	-2.91094512253993	9.23134723474893e-19	No	No
Q15198	PDGFRL	-6.53433252411264	7.045665461303611e-25	No	No
Q15274	QPRT	-6.8563300990647	1.29296783238488e-28	No	No
Q15293	RCN1	-2.81144938100739	2.12040488039806e-12	No	No
Q15306	IRF4	-7.29134210264213	6.49348653074874e-31	No	No
Q15424	SAFB	-3.06967385461955	2.25194705511852e-14	No	No
Q15506	SPA17	-2.90516045703838	2.57474316919988e-08	No	No
Q15526	SURF1	-4.65848562181015	6.28127994560662e-05	No	No
Q15599	NHERF2	-2.65740618480707	1.022748448262e-20	No	No
Q155Q3	DIXDC1	-2.88195206631625	6.01962013167878e-07	No	No
Q15629	TRAM1	-3.1757047196336	8.1006853876658e-07	No	No
Q15678	PTPN14	-3.41768908286503	2.33280579018586e-13	No	No
Q15742	NAB2	-3.24872301162833	2.9689468167633503e-10	No	No
Q15800	MSMO1	-4.9109337662153	2.4452524669554e-24	No	No
Q15884	ENTREP1	-4.72663383206101	5.40122705466004e-07	No	No
Q15904	ATP6AP1	-4.737940583697	4.20242955487979e-15	No	No
Q16270	IGFBP7	-3.89719111304779	1.39653728502623e-14	No	No
Q16288	NTRK3	-3.55228431841756	1.00376177695111e-14	No	No
Q16363	LAMA4	-3.02861187288491	1.11732668246724e-06	No	No
Q16533	SNAPC1	-2.94572901541531	6.20999051376302e-08	No	No
Q16549	PCSK7	-4.08434469763763	1.7332679015004e-15	No	No
Q16585	SGCB	-6.89057178791114	2.08751097568631e-23	No	No
Q16655	MLANA	-7.39561772934762	3.60598288775049e-15	No	No
Q16658	FSCN1	-2.94890066482248	1.61964582112315e-20	No	No
Q16762	TST	-3.69106696835048	8.07597525867074e-08	No	No
Q16825	PTPN21	-2.62720389526651	0.004671973874282	No	No
Q16831	UPP1	-2.64167229304048	7.466086110079851e-15	No	No
Q16850	CYP51A1	-4.91999746568838	1.25243190124664e-12	No	No
Q16877	PFKFB4	-2.74808426950297	7.12770664818321e-10	No	No
Q16890	TPD52L1	-3.35109854713226	1.07634370175736e-13	No	No
Q2KJY2	KIF26B	-2.4341381173778	1.6068095573014e-12	No	No
Q2M3D2	EXOC3L2	-5.32118691469563	1.46239682180203e-10	No	No
Q2M3G4	SHROOM1	-6.2884461561257	5.0540353582685e-07	No	No
Q2PZI1	DPY19L1	-8.02631939438847	3.37457297134901e-27	No	No
Q2TAA2	IAH1	-4.15602959274367	6.82843789609182e-10	No	No
Q2TAA5	ALG11	-4.559880994776	2.77773361238745e-07	No	No
Q32M45	ANO4	-2.8461465649121	1.6519974453006501e-09	No	No
Q32M88	PGGHG	-4.86258696563862	0.0017519169810475	No	No
Q32P41	TRMT5	-3.4981128677871	0.0079585954438834	No	No
Q3KP66	INAVA	-2.70019157019276	1.12955352912568e-08	No	No
Q3MII6	TBC1D25	-4.73672402594986	4.47941527082202e-05	No	No
Q3MIP1	ITPRIPL2	-4.63784364664999	1.3386280368346299e-11	No	No
Q3SXP7	SHISAL1	-5.79954030481095	1.8496312242063402e-21	No	No
Q3V6T2	CCDC88A	-3.64348857930311	2.03047310951184e-10	No	No
Q3ZCQ8	TIMM50	-2.39859932421325	0.0001565295613387	No	No
Q49B96	COX19	-3.22683015743929	0.0001972081727251	No	No
Q4G0A6	MINDY4	-5.88241751600771	9.724827187602191e-15	No	No
Q4KMQ1	TPRN	-3.03185057424469	7.3492214793327e-14	No	No
Q4LE39	ARID4B	-2.620572758136	0.001673473193532	No	No
Q4VX76	SYTL3	-3.54174055871104	0.0001915156530149	No	No
Q504Y2	PKDCC	-2.97644111332418	0.0035430336984203	No	No
Q52LD8	RFTN2	-2.95036781908665	3.753575882928171e-09	No	No
Q53EP0	FNDC3B	-4.16979340367102	1.14145152857946e-06	No	No
Q53GT1	KLHL22	-4.66337753207839	1.8507317732399801e-09	No	No
Q587I9	SFT2D3	-3.07339544765925	1.12682569216221e-19	No	No
Q58WW2	DCAF6	-3.69745367369849	2.15211884600149e-11	No	No
Q5EB52	MEST	-4.30083654189975	2.4656216412758903e-14	No	No
Q5EBM0	CMPK2	-2.752936539493	1.32983169252969e-08	No	No
Q5EG05	CARD16	-7.3590015674579	2.02009537467017e-30	No	No
Q5FWE3	PRRT3	-9.13590316308688	9.92774580016037e-33	No	No
Q5GH76	XKR4	-3.08003935376825	0.0004995373172263	No	No
Q5H8A4	PIGG	-2.46897028444361	0.0011861810164115	No	No
Q5H8C1	FREM1	-3.19775414736601	4.11933682950574e-07	No	No
Q5JRA6	MIA3	-4.5572674239516	1.89053551559777e-06	No	No
Q5JTD7	LRRC73	-4.37832091949387	5.28238889948164e-09	No	No
Q5JTV8	TOR1AIP1	-3.21756853864082	4.35094063554887e-13	No	No
Q5JU85	IQSEC2	-2.93617455069418	0.0004338345401454	No	No
Q5JYT7	KIAA1755	-8.52426996745959	1.9601310167036897e-18	No	No
Q5QP82	DCAF10	-2.96232210073076	1.69051248257792e-05	No	No
Q5SR56	MFSD14B	-3.01054108121295	1.43943807281547e-14	No	No
Q5SRI9	MANEA	-3.83856104695619	1.09416593018059e-05	No	No
Q5SWX8	ODR4	-2.32256886495843	9.597294638005209e-12	No	No
Q5T1V6	DDX59	-3.52990195222689	2.70929973794924e-06	No	No
Q5T3I0	GPATCH4	-3.5574991777768	5.47366129167897e-12	No	No
Q5T440	IBA57	-2.97090687199989	1.34123753230284e-08	No	No
Q5T5P2	KIAA1217	-3.64066918111488	1.97571216797511e-05	No	No
Q5T5U3	ARHGAP21	-3.97387429295419	5.7295910551668006e-15	No	No
Q5T6V5	QNG1	-8.95193459077657	1.4084246470779099e-34	No	No
Q5T7M9	DIPK1A	-2.70105345730928	8.99939036071334e-08	No	No
Q5T7P8	SYT6	-3.37048548988267	7.19591330420214e-06	No	No
Q5TC12	ATPAF1	-2.69483333539523	0.0001326153775793	No	No
Q5TF39	MFSD4B	-2.42459890702166	1.01175887820111e-09	No	No
Q5TKA1	LIN9	-6.07224756520522	1.41333997704625e-07	No	No
Q5U3C3	TMEM164	-3.73155109224255	4.76526657101104e-05	No	No
Q5UAW9	GPR157	-5.51683105060295	1.28281394594269e-16	No	No
Q5VT52	RPRD2	-3.48477967496917	7.85049698297641e-07	No	No
Q5VTE6	ANGEL2	-2.33241176769775	0.0020647125230431	No	No
Q5VU43	PDE4DIP	-3.98109363806941	6.18362833246063e-06	No	No
Q5VZI3	TMEM268	-5.19521444286399	4.2010613804678e-12	No	No
Q66K66	TMEM198	-2.56276142025467	2.1740822469640102e-10	No	No
Q68BL7	OLFML2A	-4.90904625933699	3.93555721219169e-16	No	No
Q68CP4	HGSNAT	-2.58635025467276	3.68188526228563e-10	No	No
Q68CQ4	UTP25	-4.14485329466733	3.82132199167903e-05	No	No
Q68DK2	ZFYVE26	-4.18727353977398	2.29806675514477e-11	No	No
Q68E01	INTS3	-4.8518314180582	5.66755611889957e-10	No	No
Q69YN4	VIRMA	-2.34768177463758	0.0024938695592743	No	No
Q69YQ0	SPECC1L	-4.48612838938078	2.1942173786472697e-11	No	No
Q69YZ2	TMEM200B	-8.17725733775245	8.13325026610656e-27	No	No
Q6IC98	GRAMD4	-4.4638051289067	9.539131551441419e-18	No	No
Q6ICB4	PHETA2	-6.09375970677425	1.62534156134266e-20	No	No
Q6IQ20	NAPEPLD	-3.5703792427493	1.1401078195085799e-11	No	No
Q6IQ49	SDE2	-3.2789562560491	0.006454243130385	No	No
Q6J4K2	SLC8B1	-4.26113906454675	4.6330207688906805e-15	No	No
Q6N063	OGFOD2	-3.05953928376495	8.18417800691097e-16	No	No
Q6NT16	SLC18B1	-4.10989005545159	1.4841329273883602e-15	No	No
Q6NUI6	CHADL	-4.74049675457147	6.1632081668331806e-09	No	No
Q6NUM9	RETSAT	-3.78861403640373	3.40199332966911e-08	No	No
Q6NUQ1	RINT1	-3.36771904539569	0.000710754284945	No	No
Q6NUQ4	TMEM214	-2.78689563771075	0.0056120652563435	No	No
Q6NUT3	MFSD12	-5.39275273025267	1.83645132951034e-18	No	No
Q6NVV3	NIPAL1	-3.50018002206401	2.60217170602839e-22	No	No
Q6NXT4	SLC30A6	-4.59968475815475	2.42835408031181e-21	No	No
Q6NYC1	JMJD6	-3.33889353392842	9.4187668269553e-08	No	No
Q6P179	ERAP2	-5.01817449890489	9.56325475507763e-13	No	No
Q6P1L5	FAM117B	-2.94956304378761	0.0009331090879841	No	No
Q6P1M0	SLC27A4	-2.7854986404573	7.023239063731e-07	No	No
Q6PCB5	RSBN1L	-3.83614851481864	8.13187716435062e-10	No	No
Q6PD62	CTR9	-3.41946378092085	0.0030725776690775	No	No
Q6PIW4	FIGNL1	-2.72712241062363	6.49360204462252e-07	No	No
Q6PJF5	RHBDF2	-2.68450857679816	2.46551806426791e-21	No	No
Q6PK04	CCDC137	-4.73089154726945	4.15266492207602e-06	No	No
Q6UVK1	CSPG4	-7.67102133831093	3.4221469733930304e-23	No	No
Q6UW56	ATRAID	-4.72855451586973	7.352762405910611e-19	No	No
Q6UW63	POGLUT2	-8.35919374013423	3.07777300932734e-11	No	No
Q6UWB1	IL27RA	-3.51780109572711	2.5228658625925903e-10	No	No
Q6UWH4	GASK1B	-4.80325395817965	0.0001548234491869	No	No
Q6UX04	CWC27	-2.77184794479567	0.0002960045870734	No	No
Q6UX53	TMT1B	-4.18384439120768	0.0002103108211315	No	No
Q6UXD5	SEZ6L2	-7.06115700344951	1.0332758166219901e-20	No	No
Q6UXH8	CCBE1	-2.81760060293282	1.02507190407356e-05	No	No
Q6UXY1	BAIAP2L2	-9.39641134062602	1.2401860015784501e-17	No	No
Q6X4W1	NSMF	-4.51241856272349	3.61240546403724e-07	No	No
Q6Y288	B3GLCT	-4.8841377943702	6.81651010632482e-21	No	No
Q6ZMG9	CERS6	-3.76541770472324	2.35667249166757e-05	No	No
Q6ZMJ2	SCARA5	-6.88399490792107	1.79997280967066e-16	No	No
Q6ZN54	DEF8	-2.3001083714785	0.0002074064922758	No	No
Q6ZNB7	AGMO	-7.06989336504255	2.6841991479371e-21	No	No
Q6ZPD9	DPY19L3	-3.9191840719997	7.10831944688454e-11	No	No
Q6ZS86	GK5	-2.42466973833313	2.75074217607141e-07	No	No
Q6ZSY5	PPP1R3F	-2.34382010199931	2.36269615532791e-10	No	No
Q6ZT12	UBR3	-3.81780295949668	7.3008095465732e-07	No	No
Q6ZU35	CRACD	-3.25734868843055	2.01322915706447e-10	No	No
Q6ZV89	SH2D5	-3.28727924483236	0.000718705628576	No	No
Q6ZW76	ANKS3	-2.43450493285754	2.20734211316853e-08	No	No
Q6ZWE6	PLEKHM3	-3.39842723641532	0.000274862835525	No	No
Q6ZXV5	TMTC3	-3.45977976676346	6.62800431970036e-07	No	No
Q70UQ0	IKBIP	-4.84811767058262	1.34803380673667e-10	No	No
Q75QN2	INTS8	-3.55705698983373	0.0075393652427069	No	No
Q76I76	SSH2	-3.81119301454097	3.37053325996272e-07	No	No
Q76N89	HECW1	-3.85465408684693	2.25302897177264e-05	No	No
Q7KZ85	SUPT6H	-2.8604217655996	6.324794561642331e-10	No	No
Q7L0Q8	RHOU	-2.8496887938516	8.73682185041385e-07	No	No
Q7L0X0	TRIL	-8.83158352192253	1.5693012972848899e-16	No	No
Q7L266	ASRGL1	-3.78162887793465	1.34162112216044e-11	No	No
Q7L513	FCRLA	-4.96882269350769	3.81018482433025e-21	No	No
Q7L985	LINGO2	-5.05587813992734	1.11363736263162e-08	No	No
Q7L9B9	EEPD1	-5.01797292454037	6.8281079947398905e-15	No	No
Q7LBC6	KDM3B	-4.79166852162671	1.1921153206883e-06	No	No
Q7RTT9	SLC29A4	-2.90058567253806	8.0867576226888e-11	No	No
Q7RTY1	SLC16A9	-9.00214657445395	2.45505909974157e-34	No	No
Q7Z2H8	SLC36A1	-4.39439536647388	7.94876595667811e-13	No	No
Q7Z2K6	ERMP1	-4.72159109111229	3.12655259196058e-07	No	No
Q7Z2T5	TRMT1L	-4.58335499292751	0.0013071731757486	No	No
Q7Z2X4	PID1	-4.01837792617378	1.11382238465266e-07	No	No
Q7Z3E2	CCDC186	-4.40353096640867	0.0006439986233668	No	No
Q7Z3E5	ARMC9	-4.01135235744422	4.39141198457795e-19	No	No
Q7Z419	RNF144B	-2.48351862418614	0.0001526596845803	No	No
Q7Z449	CYP2U1	-2.57548440927976	2.82898325151055e-08	No	No
Q7Z4F1	LRP10	-3.37402716529187	1.9337391428387e-15	No	No
Q7Z4H8	POGLUT3	-8.50125045124906	3.44863016620313e-26	No	No
Q7Z5N4	SDK1	-2.56672607982478	1.3345010671891501e-14	No	No
Q7Z5U6	WDR53	-2.54638262577654	0.0006303259508037	No	No
Q7Z6J2	TAMALIN	-4.05668042445993	1.1083900561350698e-11	No	No
Q7Z6L1	TECPR1	-6.55047523806397	1.07220675069419e-10	No	No
Q7Z736	PLEKHH3	-3.13721766839565	1.89375988936318e-12	No	No
Q7Z7G0	ABI3BP	-3.9458844739452	3.81776804472644e-08	No	No
Q7Z7H5	TMED4	-2.3769588433127	8.55783724956977e-12	No	No
Q7Z7J7	LHFPL4	-5.9959368587725	2.2750357077557702e-21	No	No
Q7Z7M0	MEGF8	-2.77249555306555	8.29259418343457e-10	No	No
Q7Z7N9	TMEM179B	-3.86650246889266	1.29485426750439e-12	No	No
Q86SG6	NEK8	-2.64599573296477	3.72568491005005e-05	No	No
Q86SQ9	DHDDS	-2.79834746293499	0.0057281456848121	No	No
Q86SR1	GALNT10	-2.91486312725546	1.80296780634818e-05	No	No
Q86T03	PIP4P1	-2.7539175637999	1.75391269884129e-13	No	No
Q86T65	DAAM2	-3.21052716055625	2.71088330017381e-17	No	No
Q86TX2	ACOT1	-3.77160998097022	4.0510583654639996e-15	No	No
Q86U44	METTL3	-2.41689230513144	5.18749623960326e-07	No	No
Q86UE4	MTDH	-3.49218680687083	1.16181852391961e-10	No	No
Q86UF1	TSPAN33	-6.60821791628855	8.43000501101876e-23	No	No
Q86UP2	KTN1	-3.55153333576612	5.6417891105848194e-12	No	No
Q86UV5	USP48	-3.87000957566609	2.76022069482548e-07	No	No
Q86UW7	CADPS2	-3.82011883294684	5.4475682732152e-09	No	No
Q86UX2	ITIH5	-8.64778860776688	3.31201267274383e-17	No	No
Q86V85	GPR180	-3.87533651258134	3.75719435222868e-18	No	No
Q86VM9	ZC3H18	-2.91646901935601	7.28427664897641e-06	No	No
Q86VP1	TAX1BP1	-4.23341557511064	4.0846157496059404e-21	No	No
Q86VQ1	GLCCI1	-6.55450161825837	5.78900058433454e-10	No	No
Q86VQ6	TXNRD3	-4.28695008407331	1.89710975526284e-10	No	No
Q86VY9	TMEM200A	-3.41902512296171	1.8308085464396202e-09	No	No
Q86WA9	SLC26A11	-4.97360725043697	1.38580404051192e-17	No	No
Q86WC4	OSTM1	-4.24342226116588	2.53557460698553e-17	No	No
Q86WR7	PROSER2	-3.8801601904654	9.9828389657806e-15	No	No
Q86WT1	IFT70A	-4.38715927150696	3.10289109650605e-13	No	No
Q86WV6	STING1	-6.04181520556356	3.78994030790663e-17	No	No
Q86X27	RALGPS2	-2.43854860346907	7.26771810744633e-16	No	No
Q86XA9	HEATR5A	-2.60447978541663	2.77960987588552e-12	No	No
Q86XI2	NCAPG2	-3.43248002438073	1.5855684161082e-05	No	No
Q86XJ1	GAS2L3	-3.3109341971527	7.036842761030749e-11	No	No
Q86XL3	ANKLE2	-2.69734632130367	0.0002670381327637	No	No
Q86Y01	DTX1	-2.57334690679222	4.90125895300033e-07	No	No
Q86YB8	ERO1B	-2.69058402872872	1.10752373903674e-13	No	No
Q86YJ5	MARCHF9	-2.53104723774764	1.92345432791891e-06	No	No
Q8IUD6	RNF135	-5.46850537975725	3.14170631737853e-16	No	No
Q8IUH3	RBM45	-2.74884624211678	4.42460075435388e-14	No	No
Q8IUH4	ZDHHC13	-3.51531204122675	6.34036134279214e-11	No	No
Q8IUH5	ZDHHC17	-3.65635780669492	2.6815737809479103e-10	No	No
Q8IVG5	SAMD9L	-3.69682242865208	1.03511611029157e-06	No	No
Q8IVJ1	SLC41A1	-2.94779394618286	7.08705630867815e-07	No	No
Q8IVL6	P3H3	-5.34095666731375	1.01366021884513e-10	No	No
Q8IVP5	FUNDC1	-4.41644618580678	3.14918970249659e-19	No	No
Q8IVU3	HERC6	-3.00604143372544	0.0025166150985509	No	No
Q8IWB1	ITPRIP	-3.40747694169995	9.26052926446744e-08	No	No
Q8IWB9	TEX2	-3.72009607147649	5.22791966361697e-07	No	No
Q8IWE5	PLEKHM2	-2.90798855479726	1.10257291293632e-07	No	No
Q8IWJ2	GCC2	-4.64200835398472	2.05006303509118e-06	No	No
Q8IWU2	LMTK2	-3.1541572817131	3.44123615148566e-07	No	No
Q8IWU5	SULF2	-4.2488137069594	1.90086752306729e-06	No	No
Q8IWV2	CNTN4	-4.41069448589492	2.34967213909888e-10	No	No
Q8IX01	SUGP2	-2.39805348548217	4.84104140211515e-07	No	No
Q8IXQ5	KLHL7	-5.63234427803301	6.46772564143374e-18	No	No
Q8IXV7	KLHDC8B	-3.7494116442098	1.4914886295930598e-11	No	No
Q8IY21	DDX60	-4.14426058360508	4.1900257977623e-12	No	No
Q8IY33	MICALL2	-2.73375148505601	4.7032659447384e-16	No	No
Q8IY42	PGCKA1	-8.33904688255183	2.92595672554222e-27	No	No
Q8IY47	KBTBD2	-3.78041321655877	5.470649756523701e-16	No	No
Q8IY81	FTSJ3	-2.36902148802251	0.0042418102059739	No	No
Q8IY95	TMEM192	-5.69359887638703	1.78812549485115e-17	No	No
Q8IZ69	TRMT2A	-3.07496864278502	0.0020011157363332	No	No
Q8IZ73	RPUSD2	-3.84842011566763	6.699807788267979e-11	No	No
Q8IZD4	DCP1B	-2.54082099068373	0.0008191192717813	No	No
Q8IZJ1	UNC5B	-2.91364784239713	3.21758395437234e-10	No	No
Q8IZK6	MCOLN2	-6.06895608505303	4.39968695127323e-13	No	No
Q8IZM9	SLC38A6	-3.19503993126754	0.0018193566332134	No	No
Q8IZP9	ADGRG2	-8.03899519407033	6.466738887321301e-25	No	No
Q8IZQ1	WDFY3	-3.48147610788882	8.644257185169179e-12	No	No
Q8IZU8	DSEL	-4.9303233509342	1.19442946953772e-07	No	No
Q8N0U8	VKORC1L1	-2.58108694958887	8.408344794576451e-10	No	No
Q8N126	CADM3	-5.92551874295467	5.14915633488716e-22	No	No
Q8N135	LGI4	-6.98871780406199	2.4358488150046897e-16	No	No
Q8N1F8	STK11IP	-4.83137729622512	7.331596997165239e-16	No	No
Q8N1G2	CMTR1	-3.09651265559515	2.08111060933139e-06	No	No
Q8N2R8	FAM43A	-4.36727927784687	6.279751819583099e-12	No	No
Q8N357	SLC35F6	-3.2956920779279	1.18275464874448e-15	No	No
Q8N370	SLC43A2	-3.50238957380803	2.03640304061749e-12	No	No
Q8N3F9	GPR137C	-6.3604028640054	1.67208486530864e-16	No	No
Q8N3V7	SYNPO	-4.28764590146363	7.48155569741584e-07	No	No
Q8N3X1	FNBP4	-3.20501255515082	0.0053659769561304	No	No
Q8N490	PNKD	-6.29440229258966	2.15958788559061e-24	No	No
Q8N4L2	PIP4P2	-4.2718429797602	2.3086310968852e-15	No	No
Q8N4S9	MARVELD2	-8.73037906731401	4.0053484993513e-12	No	No
Q8N4X5	AFAP1L2	-8.172621795326	1.00338685115412e-12	No	No
Q8N511	TMEM199	-3.00096212707698	9.81004763138218e-10	No	No
Q8N565	MREG	-3.02305879722549	2.40147992706602e-08	No	No
Q8N5D0	WDTC1	-3.40171522884913	1.10460784516492e-08	No	No
Q8N612	FHIP1B	-3.07658569634442	2.34277184652095e-05	No	No
Q8N682	DRAM1	-2.62256173326061	1.48347423027273e-13	No	No
Q8N697	SLC15A4	-3.90184110614968	4.74747500630978e-16	No	No
Q8N6G5	CSGALNACT2	-3.22748517825038	2.58992546366007e-05	No	No
Q8N6P7	IL22RA1	-2.59430054780231	3.17445663297515e-10	No	No
Q8N766	EMC1	-2.87820981374558	6.085596075008851e-10	No	No
Q8N8D7	NKAIN3	-4.75883263580455	3.73996546774145e-13	No	No
Q8N8N0	RNF152	-7.17888736556302	4.199791487994719e-28	No	No
Q8NBF6	AVL9	-2.36704184252925	5.76035593907791e-17	No	No
Q8NBI2	CYB561A3	-2.9711736138774	7.27157862762638e-07	No	No
Q8NBJ7	SUMF2	-5.37901645854204	9.72028620411784e-15	No	No
Q8NBJ9	SIDT2	-3.97897753539038	5.41703509951071e-18	No	No
Q8NBN7	RDH13	-2.68112285654113	0.0006842524427665	No	No
Q8NBP0	TTC13	-5.94076866384147	8.1922545586927e-09	No	No
Q8NBS9	TXNDC5	-2.30791951166157	4.19507258865783e-14	No	No
Q8NBX0	SCCPDH	-2.97984242567829	3.58016689843624e-09	No	No
Q8NCC5	SLC37A3	-4.95422579046258	3.96669934498625e-16	No	No
Q8NCM8	DYNC2H1	-4.81727010560039	4.26109894778451e-12	No	No
Q8NCT1	ARRDC4	-7.39134074844011	1.55363539254182e-23	No	No
Q8NCW6	GALNT11	-6.09943462117772	1.91599808998828e-10	No	No
Q8NDV3	SMC1B	-3.05313607578606	1.03808266635929e-06	No	No
Q8NE00	TMEM104	-3.15621372563955	7.01433786267796e-13	No	No
Q8NEZ3	WDR19	-4.59398936877628	1.70153459499106e-11	No	No
Q8NF37	LPCAT1	-2.98760092699556	1.17669067278179e-10	No	No
Q8NF91	SYNE1	-7.13775183641152	2.62394190754523e-16	No	No
Q8NFJ9	BBS1	-3.1071950153861	7.84144055224171e-06	No	No
Q8NFM7	IL17RD	-3.82920051799524	4.30747282362412e-06	No	No
Q8NFP9	NBEA	-3.01382645941078	2.89655977851819e-12	No	No
Q8NFQ8	TOR1AIP2	-3.69107890299848	1.5181041408230902e-14	No	No
Q8NFT2	STEAP2	-3.78078438970163	1.04468892669169e-17	No	No
Q8NFT8	DNER	-3.31246709686509	3.4288656813543e-13	No	No
Q8NFY4	SEMA6D	-9.83746455967943	4.89635691319973e-38	No	No
Q8NFZ8	CADM4	-6.63080346562575	5.80755861268505e-24	No	No
Q8NHP6	MOSPD2	-4.28006585911736	4.06807540446701e-16	No	No
Q8NHP8	PLBD2	-2.61335095035696	8.758445146821561e-10	No	No
Q8NHS3	MFSD8	-2.78945118392763	2.2198844952391097e-11	No	No
Q8NHX9	TPCN2	-9.57382496035267	1.15103810924907e-25	No	No
Q8TA86	RP9	-2.88876369227278	0.0002842566337872	No	No
Q8TAE6	PPP1R14C	-5.35423253325722	5.04103569572318e-28	No	No
Q8TB61	SLC35B2	-3.01695003679134	7.08739981038554e-17	No	No
Q8TB73	NDNF	-7.87344957245184	4.09365090145567e-08	No	No
Q8TBF5	PIGX	-2.31914631401461	0.0011583104684078	No	No
Q8TBN0	RAB3IL1	-2.80304285453168	4.58553074109398e-07	No	No
Q8TBP0	TBC1D16	-2.50759821756719	2.20391443057938e-13	No	No
Q8TC26	TMEM163	-10.0299681920711	9.72455952019956e-39	No	No
Q8TCG2	PI4K2B	-2.5507687413269	2.25086627164896e-15	No	No
Q8TCT6	SPPL3	-3.29931478200347	4.88534456209975e-05	No	No
Q8TCT9	HM13	-2.53458353067735	5.948197346131871e-15	No	No
Q8TCU6	PREX1	-2.75172957170038	1.87606446113823e-13	No	No
Q8TDD5	MCOLN3	-2.72981368590085	3.68123700695342e-10	No	No
Q8TDL5	BPIFB1	-3.19442629265849	0.0020900268470662	No	No
Q8TDR0	TRAF3IP1	-3.73905400788415	1.8764146964035e-06	No	No
Q8TDW5	SYTL5	-6.49245132574014	3.0084698094545404e-09	No	No
Q8TDW7	FAT3	-5.12893549999306	1.81521009209013e-09	No	No
Q8TDY4	ASAP3	-5.23716887666103	2.2846168390966003e-16	No	No
Q8TE82	SH3TC1	-7.85074383144697	7.464947960925069e-11	No	No
Q8TE99	PXYLP1	-2.52423013288251	0.0099877554780232	No	No
Q8TED4	SLC37A2	-6.78590201589517	8.75684913433114e-17	No	No
