term,fdr,Odds Ratio,Combined Score,Genes,description
GO:0006357,5.176827e-07,4.048667,87.02244,CEBPB;BHLHE41;ETS2;FSTL3;RELB;CCND1;NFIL3;MYC;NRIP1;ZBED6;JUNB;E2F7;IER2;KDM6B;IL11;EGR1;FST;ZBTB38;NOG;LIF;ARID5A;NFATC2;DICER1;FOS;ARID3B;KLF3;KLF2;KLF7;KLF5;BCL6;IRF1;MAFF;FOSB;MAFK;ZNF354A;ATF3;NFE2L2,Regulation Of Transcription By RNA Polymerase II (GO:0006357)
GO:0045892,4.013944e-05,4.238961,69.73173,CEBPB;ATP8B1;FST;ZBTB38;CIPC;NOG;BHLHE41;ARID5A;DICER1;ETS2;KLF2;KLF7;CCND1;BCL6;NFIL3;IRF1;MYC;NRIP1;MAFF;FOSB;MAFK;ZBED6;E2F7;ATF3,Negative Regulation Of DNA-templated Transcription (GO:0045892)
GO:0000122,4.141335e-05,4.778959,76.52778,CEBPB;FST;NOG;BHLHE41;ARID5A;DICER1;ETS2;KLF2;KLF7;CCND1;BCL6;NFIL3;MYC;NRIP1;MAFF;FOSB;MAFK;ZBED6;E2F7;ATF3,Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)
GO:0045944,5.523211e-05,4.257696,65.72972,KDM6B;IL11;EGR1;CEBPB;ZBTB38;LIF;FOS;ETS2;KLF2;FSTL3;RELB;KLF7;KLF5;IRF1;MYC;NRIP1;MAFF;JUNB;E2F7;IER2;ATF3;NFE2L2,Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)
GO:0045893,0.0002125944,3.510052,48.26147,CEBPB;ETS2;FSTL3;RELB;NFIL3;MYC;NRIP1;JUNB;E2F7;IER2;KDM6B;IL11;EGR1;ZBTB38;LIF;NFATC2;FOS;GDF6;KLF2;KLF7;KLF5;IRF1;MAFF;ATF3;NFE2L2,Positive Regulation Of DNA-templated Transcription (GO:0045893)
GO:0006355,0.0002125944,3.102839,42.46097,CEBPB;CIPC;BHLHE41;ETS2;FSTL3;RELB;NFIL3;MYC;ZBED6;JUNB;E2F7;EGR1;ATP8B1;ZBTB38;ARID5A;NFATC2;FOS;ARID3B;GDF6;KLF3;KLF2;KLF7;KLF5;BCL6;IRF1;MAFF;FOSB;MAFK;ZNF354A;ATF3;NFE2L2,Regulation Of DNA-templated Transcription (GO:0006355)
GO:2000351,0.001014726,23.66346,283.1905,IL11;TNFAIP3;CCL2;ICAM1;NFE2L2,Regulation Of Endothelial Cell Apoptotic Process (GO:2000351)
GO:0043410,0.00163501,7.24686,82.30154,PDGFRB;IL11;GDF15;LIF;SPRY2;CCL2;ROR1;CCN2;ICAM1,Positive Regulation Of MAPK Cascade (GO:0043410)
GO:0006954,0.001880326,10.03497,111.3809,CEBPB;IRAK2;CCL2;ADM;FOS;MGLL;RELB,Inflammatory Response (GO:0006954)
GO:2000352,0.003222452,28.8674,301.815,IL11;TNFAIP3;ICAM1;NFE2L2,Negative Regulation Of Endothelial Cell Apoptotic Process (GO:2000352)
GO:0140467,0.003734888,26.80272,273.7183,CEBPB;FOS;JUNB;NFE2L2,Integrated Stress Response Signaling (GO:0140467)
GO:0070374,0.008039895,9.361452,87.6103,PDGFRB;SPRY2;CCL2;ROR1;CCN2;ICAM1,Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374)
GO:0090287,0.008128552,46.5,427.498,SFRP4;FST;FSTL3,Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090287)
GO:0030856,0.008128552,46.5,427.498,KLF7;CEBPB;MAFF,Regulation Of Epithelial Cell Differentiation (GO:0030856)
GO:2000147,0.008477248,6.024752,54.58231,PDGFRB;SERPINB3;CEMIP;WNT5B;F10;SPHK1;SPRY2;HBEGF,Positive Regulation Of Cell Motility (GO:2000147)
GO:1904036,0.008477248,18.75048,169.0913,IL11;TNFAIP3;ICAM1;NFE2L2,Negative Regulation Of Epithelial Cell Apoptotic Process (GO:1904036)
GO:0070372,0.01042479,6.700784,58.43759,PDGFRB;SPRED1;SPRY2;CCL2;ROR1;CCN2;ICAM1,Regulation Of ERK1 And ERK2 Cascade (GO:0070372)
GO:0010799,0.01042479,17.04242,148.1564,CEMIP;SPRED1;SPHK1;SPRY2,Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010799)
GO:0045604,0.01157875,34.86792,297.5746,KLF7;SFRP4;MAFF,Regulation Of Epidermal Cell Differentiation (GO:0045604)
GO:0036003,0.01454993,30.99057,255.8156,CEBPB;KLF2;NFE2L2,Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0036003)
GO:0031347,0.01578055,9.436538,75.92715,BCL6;IRF1;PTGS2;MGLL;NFE2L2,Regulation Of Defense Response (GO:0031347)
GO:1902895,0.01578055,13.87937,110.9134,EGR1;KLF5;MYC;FOS,Positive Regulation Of miRNA Transcription (GO:1902895)
GO:0150077,0.01578055,184.3551,1465.677,SPHK1;PTGS2,Regulation Of Neuroinflammatory Response (GO:0150077)
GO:0048246,0.01578055,184.3551,1465.677,KLF5;CCL2,Macrophage Chemotaxis (GO:0048246)
GO:1905517,0.01578055,184.3551,1465.677,KLF5;CCL2,Macrophage Migration (GO:1905517)
GO:0019221,0.01755028,6.864663,53.48229,IL11;UGCG;EGR1;IRAK2;CCL2;IL27RA,Cytokine-Mediated Signaling Pathway (GO:0019221)
GO:1905332,0.01755028,25.35077,196.9004,WNT5B;NOG;LIF,Positive Regulation Of Morphogenesis Of An Epithelium (GO:1905332)
GO:0030510,0.0208584,12.08356,90.81458,SFRP4;FST;NOG;FSTL3,Regulation Of BMP Signaling Pathway (GO:0030510)
GO:0030334,0.0208584,3.837186,28.53741,PDGFRB;SERPINB3;CEMIP;WNT5B;F10;SPHK1;NOG;SPRY2;SGK1;HBEGF,Regulation Of Cell Migration (GO:0030334)
GO:2000630,0.0208584,11.70476,86.68722,EGR1;KLF5;MYC;FOS,Positive Regulation Of miRNA Metabolic Process (GO:2000630)
GO:0030335,0.0208584,4.599277,33.78649,PDGFRB;SERPINB3;CEMIP;WNT5B;F10;SPHK1;SPRY2;HBEGF,Positive Regulation Of Cell Migration (GO:0030335)
GO:0030098,0.0208584,11.34892,82.8485,IL11;NFIL3;DNAJB9;RELB,Lymphocyte Differentiation (GO:0030098)
GO:1902747,0.0208584,92.16822,669.5389,SPRED1;SPRY2,Negative Regulation Of Lens Fiber Cell Differentiation (GO:1902747)
GO:0046885,0.0208584,92.16822,669.5389,EGR1;STC2,Regulation Of Hormone Biosynthetic Process (GO:0046885)
GO:1902746,0.0208584,92.16822,669.5389,SPRED1;SPRY2,Regulation Of Lens Fiber Cell Differentiation (GO:1902746)
GO:0090184,0.0208584,92.16822,669.5389,MYC;NOG,Positive Regulation Of Kidney Development (GO:0090184)
GO:2000425,0.0208584,92.16822,669.5389,CCL2;TGM2,Regulation Of Apoptotic Cell Clearance (GO:2000425)
