term,fdr,Odds Ratio,Combined Score,Genes,description
GO:0031282,0.1113662,inf,inf,NOS3,Regulation Of Guanylate Cyclase Activity (GO:0031282)
GO:0032418,0.1113662,20.44355,106.9999,NR4A3;SYTL4,Lysosome Localization (GO:0032418)
GO:0009299,0.1113662,18.63419,94.35486,NCOA1;HIPK3,mRNA Transcription (GO:0009299)
GO:0014015,0.1113662,308.1818,1544.84,PRKCH,Positive Regulation Of Gliogenesis (GO:0014015)
GO:0061469,0.1113662,308.1818,1544.84,NR4A3,Regulation Of Type B Pancreatic Cell Proliferation (GO:0061469)
GO:0071869,0.1113662,308.1818,1544.84,NR4A3,Response To Catecholamine (GO:0071869)
GO:1900373,0.1113662,308.1818,1544.84,NOS3,Positive Regulation Of Purine Nucleotide Biosynthetic Process (GO:1900373)
GO:0045444,0.1113662,18.1,90.68179,NR4A3;INHBB,Fat Cell Differentiation (GO:0045444)
GO:0018105,0.1113662,7.971179,38.34945,PRKCH;MASTL;HIPK3,Peptidyl-Serine Phosphorylation (GO:0018105)
GO:0032870,0.1113662,16.23718,78.10638,NCOA1;NR4A3,Cellular Response To Hormone Stimulus (GO:0032870)
GO:0018209,0.1113662,7.653543,36.00003,PRKCH;MASTL;HIPK3,Peptidyl-Serine Modification (GO:0018209)
GO:0002279,0.1113662,154.0758,710.1207,NR4A3,Mast Cell Activation Involved In Immune Response (GO:0002279)
GO:0043303,0.1113662,154.0758,710.1207,NR4A3,Mast Cell Degranulation (GO:0043303)
GO:0032693,0.1113662,154.0758,710.1207,CD274,Negative Regulation Of Interleukin-10 Production (GO:0032693)
GO:0001990,0.1113662,154.0758,710.1207,NOS3,Regulation Of Systemic Arterial Blood Pressure By Hormone (GO:0001990)
GO:0071868,0.1113662,154.0758,710.1207,NR4A3,Cellular Response To Monoamine Stimulus (GO:0071868)
GO:1900076,0.1113662,102.7071,443.9862,NCOA1,Regulation Of Cellular Response To Insulin Stimulus (GO:1900076)
GO:0030322,0.1113662,102.7071,443.9862,KCNK3,Stabilization Of Membrane Potential (GO:0030322)
GO:0034351,0.1113662,102.7071,443.9862,PRKCH,Negative Regulation Of Glial Cell Apoptotic Process (GO:0034351)
GO:0002448,0.1113662,102.7071,443.9862,NR4A3,Mast Cell Mediated Immunity (GO:0002448)
GO:0033005,0.1113662,102.7071,443.9862,NR4A3,Positive Regulation Of Mast Cell Activation (GO:0033005)
GO:0060259,0.1113662,102.7071,443.9862,NR4A3,Regulation Of Feeding Behavior (GO:0060259)
GO:0044057,0.1113662,102.7071,443.9862,NOS3,Regulation Of System Process (GO:0044057)
GO:0034350,0.1113662,102.7071,443.9862,PRKCH,Regulation Of Glial Cell Apoptotic Process (GO:0034350)
GO:0060251,0.1113662,102.7071,443.9862,PRKCH,Regulation Of Glial Cell Proliferation (GO:0060251)
GO:0044320,0.1113662,102.7071,443.9862,NR4A3,Cellular Response To Leptin Stimulus (GO:0044320)
GO:0021895,0.1113662,102.7071,443.9862,TOX,Cerebral Cortex Neuron Differentiation (GO:0021895)
GO:0070234,0.1113662,102.7071,443.9862,CD274,Positive Regulation Of T Cell Apoptotic Process (GO:0070234)
GO:0070228,0.1113662,102.7071,443.9862,CD274,Regulation Of Lymphocyte Apoptotic Process (GO:0070228)
GO:0044321,0.1113662,102.7071,443.9862,NR4A3,Response To Leptin (GO:0044321)
GO:0045776,0.1113662,102.7071,443.9862,NOS3,Negative Regulation Of Blood Pressure (GO:0045776)
GO:0050866,0.1113662,102.7071,443.9862,NOS3,Negative Regulation Of Cell Activation (GO:0050866)
GO:1904754,0.1113662,102.7071,443.9862,NR4A3,Positive Regulation Of Vascular Associated Smooth Muscle Cell Migration (GO:1904754)
GO:0043652,0.1113662,102.7071,443.9862,XKR8,Engulfment Of Apoptotic Cell (GO:0043652)
GO:0071375,0.1113662,11.08991,45.60327,NR4A3;INHBB,Cellular Response To Peptide Hormone Stimulus (GO:0071375)
GO:0035357,0.1113662,77.02273,315.8942,NCOA1,Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035357)
GO:0050861,0.1113662,77.02273,315.8942,PRKCH,Positive Regulation Of B Cell Receptor Signaling Pathway (GO:0050861)
GO:1901537,0.1113662,77.02273,315.8942,TOX,Positive Regulation Of DNA Demethylation (GO:1901537)
GO:1901535,0.1113662,77.02273,315.8942,TOX,Regulation Of DNA Demethylation (GO:1901535)
GO:2000515,0.1113662,77.02273,315.8942,CD274,"Negative Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000515)"
GO:0046007,0.1113662,77.02273,315.8942,CD274,Negative Regulation Of Activated T Cell Proliferation (GO:0046007)
GO:0006527,0.1113662,77.02273,315.8942,NOS3,Arginine Catabolic Process (GO:0006527)
GO:0006525,0.1113662,77.02273,315.8942,NOS3,Arginine Metabolic Process (GO:0006525)
GO:1905684,0.1113662,77.02273,315.8942,SYTL4,Regulation Of Plasma Membrane Repair (GO:1905684)
GO:0010744,0.1113662,61.61212,241.5568,PRKCH,Positive Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010744)
GO:0042311,0.1113662,61.61212,241.5568,NOS3,Vasodilation (GO:0042311)
GO:1904179,0.1113662,61.61212,241.5568,NCOA1,Positive Regulation Of Adipose Tissue Development (GO:1904179)
GO:0001779,0.1113662,61.61212,241.5568,TOX,Natural Killer Cell Differentiation (GO:0001779)
GO:0048520,0.1113662,61.61212,241.5568,NR4A3,Positive Regulation Of Behavior (GO:0048520)
GO:0070232,0.1113662,61.61212,241.5568,CD274,Regulation Of T Cell Apoptotic Process (GO:0070232)
GO:0033081,0.1113662,61.61212,241.5568,TOX,Regulation Of T Cell Differentiation In Thymus (GO:0033081)
GO:0032689,0.1113662,61.61212,241.5568,CD274,Negative Regulation Of Type II Interferon Production (GO:0032689)
GO:0007263,0.1113662,61.61212,241.5568,NOS3,Nitric Oxide Mediated Signal Transduction (GO:0007263)
GO:0046321,0.1113662,61.61212,241.5568,NR4A3,Positive Regulation Of Fatty Acid Oxidation (GO:0046321)
GO:0051349,0.1113662,51.33838,193.4465,NOS3,Positive Regulation Of Lyase Activity (GO:0051349)
GO:0048008,0.1113662,51.33838,193.4465,NR4A3,Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008)
GO:0032924,0.1113662,51.33838,193.4465,INHBB,Activin Receptor Signaling Pathway (GO:0032924)
GO:0043508,0.1113662,51.33838,193.4465,HIPK3,Negative Regulation Of JUN Kinase Activity (GO:0043508)
GO:0014911,0.1113662,51.33838,193.4465,NR4A3,Positive Regulation Of Smooth Muscle Cell Migration (GO:0014911)
GO:0031281,0.1113662,51.33838,193.4465,NOS3,Positive Regulation Of Cyclase Activity (GO:0031281)
GO:0051240,0.1113662,5.056578,18.40143,NCOA1;PRKCH;INHBB,Positive Regulation Of Multicellular Organismal Process (GO:0051240)
GO:0009065,0.1113662,44.0,159.9906,NOS3,Glutamine Family Amino Acid Catabolic Process (GO:0009065)
GO:0061081,0.1113662,44.0,159.9906,NR4A3,Positive Regulation Of Myeloid Leukocyte Cytokine Production Involved In Immune Response (GO:0061081)
GO:0090278,0.1113662,44.0,159.9906,INHBB,Negative Regulation Of Peptide Hormone Secretion (GO:0090278)
GO:0010544,0.1113662,44.0,159.9906,NOS3,Negative Regulation Of Platelet Activation (GO:0010544)
GO:1904752,0.1113662,44.0,159.9906,NR4A3,Regulation Of Vascular Associated Smooth Muscle Cell Migration (GO:1904752)
GO:0019430,0.1113662,44.0,159.9906,NOS3,Removal Of Superoxide Radicals (GO:0019430)
GO:1904177,0.1113662,44.0,159.9906,NCOA1,Regulation Of Adipose Tissue Development (GO:1904177)
