,parent,parentTerm,term,fdr,Odds Ratio,Combined Score,Genes,description
0,GO:0007369,gastrulation,GO:0007369,0.1113662,34.21549,116.888,NR4A3,Gastrulation (GO:0007369)
1,GO:2000243,positive regulation of reproductive process,GO:2000243,0.1113662,38.49621,135.5059,INHBB,Positive Regulation Of Reproductive Process (GO:2000243)
2,GO:0035357,peroxisome proliferator activated receptor signaling pathway,GO:0035357,0.1113662,77.02273,315.8942,NCOA1,Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035357)
3,GO:0060251,regulation of glial cell proliferation,GO:0060251,0.1113662,102.7071,443.9862,PRKCH,Regulation Of Glial Cell Proliferation (GO:0060251)
4,GO:0030322,stabilization of membrane potential,GO:0030322,0.1113662,102.7071,443.9862,KCNK3,Stabilization Of Membrane Potential (GO:0030322)
5,GO:0045444,fat cell differentiation,GO:0045444,0.1113662,18.1,90.68179,NR4A3;INHBB,Fat Cell Differentiation (GO:0045444)
6,GO:0032418,lysosome localization,GO:0032418,0.1113662,20.44355,106.9999,NR4A3;SYTL4,Lysosome Localization (GO:0032418)
7,GO:0031281,positive regulation of cyclase activity,GO:0031281,0.1113662,51.33838,193.4465,NOS3,Positive Regulation Of Cyclase Activity (GO:0031281)
8,GO:0061081,positive regulation of myeloid leukocyte cytokine production involved in immune response,GO:0061081,0.1113662,44.0,159.9906,NR4A3,Positive Regulation Of Myeloid Leukocyte Cytokine Production Involved In Immune Response (GO:0061081)
9,GO:0007263,nitric oxide mediated signal transduction,GO:0007263,0.1113662,61.61212,241.5568,NOS3,Nitric Oxide Mediated Signal Transduction (GO:0007263)
10,GO:0021895,cerebral cortex neuron differentiation,GO:0021895,0.1113662,102.7071,443.9862,TOX,Cerebral Cortex Neuron Differentiation (GO:0021895)
11,GO:0048008,platelet-derived growth factor receptor signaling pathway,GO:0048008,0.1113662,51.33838,193.4465,NR4A3,Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008)
12,GO:0048520,positive regulation of behavior,GO:0048520,0.1113662,61.61212,241.5568,NR4A3,Positive Regulation Of Behavior (GO:0048520)
13,GO:0033005,positive regulation of mast cell activation,GO:0033005,0.1113662,102.7071,443.9862,NR4A3,Positive Regulation Of Mast Cell Activation (GO:0033005)
14,GO:0001779,natural killer cell differentiation,GO:0001779,0.1113662,61.61212,241.5568,TOX,Natural Killer Cell Differentiation (GO:0001779)
15,GO:0022603,regulation of anatomical structure morphogenesis,GO:0022603,0.1113662,7.689787,26.54578,HECW2;LZTS3,Regulation Of Anatomical Structure Morphogenesis (GO:0022603)
16,GO:0070168,negative regulation of biomineral tissue development,GO:0070168,0.1113662,34.21549,116.888,NOS3,Negative Regulation Of Biomineral Tissue Development (GO:0070168)
17,GO:0007019,microtubule depolymerization,GO:0007019,0.1113662,30.79091,102.3038,NCKAP5L,Microtubule Depolymerization (GO:0007019)
18,GO:0043508,negative regulation of JUN kinase activity,GO:0043508,0.1113662,51.33838,193.4465,HIPK3,Negative Regulation Of JUN Kinase Activity (GO:0043508)
19,GO:0051240,positive regulation of multicellular organismal process,GO:0051240,0.1113662,5.056578,18.40143,NCOA1;PRKCH;INHBB,Positive Regulation Of Multicellular Organismal Process (GO:0051240)
20,GO:0010744,positive regulation of macrophage derived foam cell differentiation,GO:0010744,0.1113662,61.61212,241.5568,PRKCH,Positive Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010744)
21,GO:0033081,regulation of T cell differentiation in thymus,GO:0033081,0.1113662,61.61212,241.5568,TOX,Regulation Of T Cell Differentiation In Thymus (GO:0033081)
22,GO:1904177,regulation of adipose tissue development,GO:1904177,0.1113662,44.0,159.9906,NCOA1,Regulation Of Adipose Tissue Development (GO:1904177)
23,GO:0061469,regulation of type B pancreatic cell proliferation,GO:0061469,0.1113662,308.1818,1544.84,NR4A3,Regulation Of Type B Pancreatic Cell Proliferation (GO:0061469)
24,GO:2000810,regulation of bicellular tight junction assembly,GO:2000810,0.1113662,30.79091,102.3038,PRKCH,Regulation Of Bicellular Tight Junction Assembly (GO:2000810)
25,GO:1901537,positive regulation of DNA demethylation,GO:1901537,0.1113662,77.02273,315.8942,TOX,Positive Regulation Of DNA Demethylation (GO:1901537)
26,GO:0034350,regulation of glial cell apoptotic process,GO:0034350,0.1113662,102.7071,443.9862,PRKCH,Regulation Of Glial Cell Apoptotic Process (GO:0034350)
27,GO:0009299,mRNA transcription,GO:0009299,0.1113662,18.63419,94.35486,NCOA1;HIPK3,mRNA Transcription (GO:0009299)
28,GO:0071451,cellular response to superoxide,GO:0071451,0.1113662,38.49621,135.5059,NOS3,Cellular Response To Superoxide (GO:0071451)
29,GO:0044321,response to leptin,GO:0044321,0.1113662,102.7071,443.9862,NR4A3,Response To Leptin (GO:0044321)
30,GO:2000177,regulation of neural precursor cell proliferation,GO:2000177,0.1113662,38.49621,135.5059,TOX,Regulation Of Neural Precursor Cell Proliferation (GO:2000177)
31,GO:0045776,negative regulation of blood pressure,GO:0045776,0.1113662,102.7071,443.9862,NOS3,Negative Regulation Of Blood Pressure (GO:0045776)
32,GO:0031282,regulation of guanylate cyclase activity,GO:0031282,0.1113662,inf,inf,NOS3,Regulation Of Guanylate Cyclase Activity (GO:0031282)
33,GO:0006527,arginine catabolic process,GO:0006527,0.1113662,77.02273,315.8942,NOS3,Arginine Catabolic Process (GO:0006527)
34,GO:0031644,regulation of nervous system process,GO:0031644,0.1113662,38.49621,135.5059,NOS3,Regulation Of Nervous System Process (GO:0031644)
35,GO:0043277,apoptotic cell clearance,GO:0043277,0.1113662,30.79091,102.3038,XKR8,Apoptotic Cell Clearance (GO:0043277)
36,GO:1905684,regulation of plasma membrane repair,GO:1905684,0.1113662,77.02273,315.8942,SYTL4,Regulation Of Plasma Membrane Repair (GO:1905684)
37,GO:0032693,negative regulation of interleukin-10 production,GO:0032693,0.1113662,154.0758,710.1207,CD274,Negative Regulation Of Interleukin-10 Production (GO:0032693)
38,GO:0072132,mesenchyme morphogenesis,GO:0072132,0.1113662,34.21549,116.888,NOS3,Mesenchyme Morphogenesis (GO:0072132)
39,GO:1904752,regulation of vascular associated smooth muscle cell migration,GO:1904752,0.1113662,44.0,159.9906,NR4A3,Regulation Of Vascular Associated Smooth Muscle Cell Migration (GO:1904752)
40,GO:0042311,vasodilation,GO:0042311,0.1113662,61.61212,241.5568,NOS3,Vasodilation (GO:0042311)
41,GO:0010827,regulation of glucose transmembrane transport,GO:0010827,0.1113662,34.21549,116.888,NR4A3,Regulation Of Glucose Transmembrane Transport (GO:0010827)
42,GO:0070234,positive regulation of T cell apoptotic process,GO:0070234,0.1113662,102.7071,443.9862,CD274,Positive Regulation Of T Cell Apoptotic Process (GO:0070234)
43,GO:0018105,peptidyl-serine phosphorylation,GO:0018105,0.1113662,7.971179,38.34945,PRKCH;MASTL;HIPK3,Peptidyl-Serine Phosphorylation (GO:0018105)
44,GO:0046676,negative regulation of insulin secretion,GO:0046676,0.1113662,38.49621,135.5059,INHBB,Negative Regulation Of Insulin Secretion (GO:0046676)
45,GO:0050861,positive regulation of B cell receptor signaling pathway,GO:0050861,0.1113662,77.02273,315.8942,PRKCH,Positive Regulation Of B Cell Receptor Signaling Pathway (GO:0050861)
46,GO:0071869,response to catecholamine,GO:0071869,0.1113662,308.1818,1544.84,NR4A3,Response To Catecholamine (GO:0071869)
47,GO:0045618,positive regulation of keratinocyte differentiation,GO:0045618,0.1113662,38.49621,135.5059,PRKCH,Positive Regulation Of Keratinocyte Differentiation (GO:0045618)
48,GO:0010544,negative regulation of platelet activation,GO:0010544,0.1113662,44.0,159.9906,NOS3,Negative Regulation Of Platelet Activation (GO:0010544)
49,GO:0003184,pulmonary valve morphogenesis,GO:0003184,0.1113662,30.79091,102.3038,NOS3,Pulmonary Valve Morphogenesis (GO:0003184)
50,GO:2000515,"negative regulation of CD4-positive, alpha-beta T cell activation",GO:2000515,0.1113662,77.02273,315.8942,CD274,"Negative Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000515)"
51,GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation,GO:1904707,0.1113662,30.79091,102.3038,NR4A3,Positive Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707)
52,GO:0032496,response to lipopolysaccharide,GO:0032496,0.1113662,8.08734,28.64555,CD274;NOS3,Response To Lipopolysaccharide (GO:0032496)
53,GO:0030204,chondroitin sulfate metabolic process,GO:0030204,0.1113662,30.79091,102.3038,CHST11,Chondroitin Sulfate Metabolic Process (GO:0030204)
54,GO:0006801,superoxide metabolic process,GO:0006801,0.1174857,23.67832,73.076,NOS3,Superoxide Metabolic Process (GO:0006801)
55,GO:0046209,nitric oxide metabolic process,GO:0046209,0.1174857,23.67832,73.076,NOS3,Nitric Oxide Metabolic Process (GO:0046209)
