Protein_Group,Genes,Protein_Names,Species,TaggedPOI_Treatment1_Avg_Peptide_Count,TaggedPOI_Treatment2_Avg_Peptide_Count,WT_Treatment1_Avg_Peptide_Count,WT_Treatment2_Avg_Peptide_Count,TaggedPOI_Treatment1_quantified_samples,TaggedPOI_Treatment2_quantified_samples,WT_Treatment1_quantified_samples,WT_Treatment2_quantified_samples,Intensity_Run1,Intensity_Run2,Intensity_Run3,Intensity_Run4,Intensity_Run5,Intensity_Run6,Intensity_Run7,Intensity_Run8,Intensity_Run10,Intensity_Run11,Intensity_Run12,Intensity_Run9,Intensity_Run13,Intensity_Run14,Intensity_Run15,Intensity_Run16,Intensity_Run1_log_transformed,Intensity_Run2_log_transformed,Intensity_Run3_log_transformed,Intensity_Run4_log_transformed,Intensity_Run5_log_transformed,Intensity_Run6_log_transformed,Intensity_Run7_log_transformed,Intensity_Run8_log_transformed,Intensity_Run10_log_transformed,Intensity_Run11_log_transformed,Intensity_Run12_log_transformed,Intensity_Run9_log_transformed,Intensity_Run13_log_transformed,Intensity_Run14_log_transformed,Intensity_Run15_log_transformed,Intensity_Run16_log_transformed,Intensity_Run1_normed,Intensity_Run2_normed,Intensity_Run3_normed,Intensity_Run4_normed,Intensity_Run5_normed,Intensity_Run6_normed,Intensity_Run7_normed,Intensity_Run8_normed,Intensity_Run10_normed,Intensity_Run11_normed,Intensity_Run12_normed,Intensity_Run9_normed,Intensity_Run13_normed,Intensity_Run14_normed,Intensity_Run15_normed,Intensity_Run16_normed,Intensity_Run1_with_imputed,Intensity_Run2_with_imputed,Intensity_Run3_with_imputed,Intensity_Run4_with_imputed,Intensity_Run5_with_imputed,Intensity_Run6_with_imputed,Intensity_Run7_with_imputed,Intensity_Run8_with_imputed,Intensity_Run10_with_imputed,Intensity_Run11_with_imputed,Intensity_Run12_with_imputed,Intensity_Run9_with_imputed,Intensity_Run13_with_imputed,Intensity_Run14_with_imputed,Intensity_Run15_with_imputed,Intensity_Run16_with_imputed,TaggedPOI_Treatment1_vs_WT_Treatment1_logFC,TaggedPOI_Treatment1_vs_WT_Treatment1_pval,TaggedPOI_Treatment2_vs_WT_Treatment2_logFC,TaggedPOI_Treatment2_vs_WT_Treatment2_pval
P40085,EMP65,TAPT1_YEAST,YEAST,21.5,8.75,12.75,8.25,4,4,4,4,12769038.7119141,23282828.1987305,14068954.6679688,21365264.0703125,4856583.94555664,637643.220703125,788840.291748047,653096.025390625,1708928.69604492,1153019.59765625,996030.520507812,4404643.5546875,964710.150390625,744336.970703125,560413.544677734,671345.817382812,23.6061465833198,24.4727629793502,23.7460118036344,24.3487638127576,22.2115104679996,19.2823898957677,19.5893737168481,19.3169356027627,20.7046607720676,20.1369856037373,19.9258304246726,22.0705938432504,19.8797360205408,19.505596369834,19.0961322992335,19.3566965799152,24.0074439962736,24.1964073138741,24.0071307341875,23.6948000750996,22.3197278856703,19.0074930141112,19.4913663156877,19.3250893500737,20.2544757656047,19.9592386455113,20.2879999164691,22.2100641499462,20.1296283972124,18.981236352176,18.617337417157,19.8441188711495,24.0074439962736,24.1964073138741,24.0071307341875,23.6948000750996,22.3197278856703,19.0074930141112,19.4913663156877,19.3250893500737,20.2544757656047,19.9592386455113,20.2879999164691,22.2100641499462,20.1296283972124,18.981236352176,18.617337417157,19.8441188711495,3.29850091047586,0.0001929289796999,0.642838881961964,0.345960239470384
P40167,SLZ1,SLZ1_YEAST,YEAST,0.0,2.75,0.0,0.5,0,4,0,2,0.0,0.0,0.0,0.0,7682760.02441406,1436517.61425781,2165143.77539062,878075.75,0.0,0.0,0.0,0.0,0.0,0.0,4149.45068359375,791448.125,,,,,22.8731932602455,20.4541442523071,21.0460313989671,19.7439858782468,,,,,,,12.0187046455772,19.5941352673036,,,,,22.9683897732372,20.197396476607,21.0048992291774,19.7126629899036,,,,,,,11.5415687469132,20.0627313440149,15.3095317100755,15.5557000423456,15.404935190891,15.6971685907782,22.9683897732372,20.197396476607,21.0048992291774,19.7126629899036,14.8395491259744,15.0685236178888,15.0791597360971,14.7622310584144,14.8566479163544,18.045916484625,11.5415687469132,20.0627313440149,0.554467998928894,1.0,4.84412099425441,0.0024511575956019
P40441,HXT12,HXT12_YEAST,YEAST,0.75,0.0,0.0,0.0,3,0,0,0,351371.03125,546146.3125,0.0,557820.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4226357278357,19.0589279751074,,19.0894411057815,,,,,,,,,,,,,18.858120222709,18.6318048769004,,18.2433802046188,,,,,,,,,,,,,18.858120222709,18.6318048769004,18.6517739121162,18.2433802046188,13.8380713133777,14.0081685353205,13.6240414446295,13.8451489386084,14.8395491259744,15.0685236178888,15.0791597360971,14.7622310584144,14.2184616937022,14.8594789409322,14.6574720178616,14.4459526690514,3.65890391949241,4.4820550940696594e-12,-0.716483772402869,1.0
P40455,YIL152W,YIP2_YEAST,YEAST,9.25,8.75,6.5,8.25,4,4,4,4,10687712.8515625,10569209.25,10242618.9179688,12532491.0166016,7274986.421875,8570659.96826172,474571.759765625,1448410.04394531,1390394.95507812,311957.743164062,4725010.03125,639439.671630859,680665.690429688,14821882.5664062,6365660.90283203,574625.697265625,23.3494498165456,23.3333641077459,23.2880813069802,23.5791698641958,22.7945131246837,23.0309748700772,18.8562667273954,20.4660386556004,20.4070633219106,18.250991093728,22.1718859615191,19.2864487279228,19.3765868656514,23.8212253639963,22.60187887634,19.1322629860833,23.7698007239336,23.0387035925634,23.5476159957387,22.8941793348888,22.8860176852861,22.7799428539071,18.8297794987713,20.4291765293844,19.9379975087097,18.0498459823299,22.5479768861266,19.4026318660623,19.6115569905275,23.3449802980016,22.1786362957503,19.6090015262367,23.7698007239336,23.0387035925634,23.5476159957387,22.8941793348888,22.8860176852861,22.7799428539071,18.8297794987713,20.4291765293844,19.9379975087097,18.0498459823299,22.5479768861266,19.4026318660623,19.6115569905275,23.3449802980016,22.1786362957503,19.6090015262367,3.32796185097402,0.0088391270811385,0.0451853642081943,0.967668705472503
P40456,ESL1,ESL1_YEAST,YEAST,62.5,56.75,25.5,13.25,4,4,4,4,242798117.451172,306324659.827637,208826918.187988,296294390.859619,144461986.909424,152819099.647949,132845648.259277,145793704.470703,11120917.2211914,10269754.6152344,8401603.20605469,11498232.0458984,2658735.87304688,4408846.50195312,4732170.3515625,2852029.51171875,27.8551819947189,28.1904862709231,27.6377324491354,28.1424560740393,27.1061146773475,27.187249624759,26.9851757280821,27.1193531829819,23.4067724465079,23.2918983746297,23.002233220636,23.4549087154077,21.3423090319006,22.0719698183971,22.1740705789551,21.4435574796438,28.2468541994433,27.9356893596701,27.9135533972618,27.5667796500338,27.1457485289456,27.0863104461611,26.968709771827,27.0579006583116,23.0323837129604,23.1477323073273,23.3793816353413,23.5953741610548,21.5721772343304,21.6173222624355,21.7761344004393,21.9197628263171,28.2468541994433,27.9356893596701,27.9135533972618,27.5667796500338,27.1457485289456,27.0863104461611,26.968709771827,27.0579006583116,23.0323837129604,23.1477323073273,23.3793816353413,23.5953741610548,21.5721772343304,21.6173222624355,21.7761344004393,21.9197628263171,4.62700119743128,1.01531134052236e-13,5.3433181704308,1.3927732849828101e-14
P41808,SMK1,SMK1_YEAST,YEAST,1.0,1.0,1.25,1.0,3,3,4,3,726389.125,2219840.34375,0.0,2513611.75,0.0,827771.4375,508779.3125,343243.265625,107318.375,52280.73046875,26125.525390625,1414430.2421875,1818813.375,0.0,1381277.96875,34240.33203125,19.4703830781862,21.0820244875378,,21.2613303990326,,19.6588729432418,18.9566804847595,18.3888718896534,16.7115375892244,15.6739916782245,14.6731724299804,20.4317895960182,20.7945660876985,,20.3975722464751,15.063409071286,19.9038905103418,20.6869010170097,,20.4263172884316,,19.3649633460723,18.8114697508948,18.4627311839646,16.2364696688053,15.3623782783367,15.1146166126642,20.4357517917721,21.0563775788893,,19.9098283785944,15.5575249440734,19.9038905103418,20.6869010170097,20.389374322202,20.4263172884316,19.0150420467729,19.3649633460723,18.8114697508948,18.4627311839646,16.2364696688053,15.3623782783367,15.1146166126642,20.4357517917721,21.0563775788893,20.1263312682673,19.9098283785944,15.5575249440734,3.56431669660169,0.0081562190694368,-0.248963960529956,0.832785518294003
P41809,HKR1,HKR1_YEAST,YEAST,1.25,0.75,0.25,0.75,3,2,1,3,8479.87109375,337767.83984375,1004088.78125,0.0,2490575.72412109,0.0,68947.453125,0.0,0.0,0.0,0.0,3074.1376953125,0.0,2115092.25,1236086.875,1317986.5,13.0498266185754,18.3656724446522,19.9374554069459,,21.248047845082,,16.0732096400371,,,,,11.5859660716477,,21.0122891573574,20.2373487120221,20.3299041623691,13.5135411247912,17.9328985173715,20.2172358227658,,21.3646731175164,,15.9175065135602,,,,,11.4755110754904,,20.5110659426593,19.7833761451784,20.8051173598954,13.5135411247912,17.9328985173715,20.2172358227658,19.180052719387,21.3646731175164,20.5281198202831,15.9175065135602,20.062566367222,12.9103347663068,13.5698525455499,13.5684114254534,11.4755110754904,20.6648392779948,20.5110659426593,19.7833761451784,20.8051173598954,4.82990459287873,0.0023530275944577,-0.9728832267865,0.467813395724236
P43602,ROG3,ROG3_YEAST,YEAST,5.75,0.25,2.25,1.0,4,1,4,1,224532.555908203,134096.350097656,232458.158691406,574334.033691406,1796.45642089844,0.0,0.0,0.0,19373.9694824219,98254.9375,23770.2556152344,4543.19702148438,0.0,33407.3122558594,0.0,0.0,17.7765651169181,17.0329104442096,17.8266115361168,19.1315305294273,10.8109382229989,,,,14.2418319538259,16.584242286949,14.536869797043,12.1494921557083,,15.0278762966395,,,18.2270769479414,16.6010437182472,18.1042867896774,18.2979498514557,10.9807991862266,,,,13.8003835976236,16.1889126557994,15.0550763477963,12.1020408590175,,14.5036707371019,,,18.2270769479414,16.6010437182472,18.1042867896774,18.2979498514557,10.9807991862266,13.3378409190869,13.30853869744,11.6986036966335,13.8003835976236,16.1889126557994,15.0550763477963,12.1020408590175,14.8869135729086,14.5036707371019,15.1571080223833,15.0258063181847,3.52098596177124,0.0003551048337603,-2.56192903779785,1.0
P43605,ECO1,ECO1_YEAST,YEAST,5.75,2.5,2.5,1.0,4,4,4,2,1840899.19616699,1109602.94848633,838741.090820312,2391797.89013672,138357.578125,1230583.16894531,1158736.12695312,892224.874511719,65008.23046875,147154.231445312,170552.234375,211627.885742188,0.0,101220.935546875,214980.9375,0.0,20.8119791991779,20.0816120956969,19.6778660114008,21.1896640545054,17.0780421398805,20.2309107349384,20.1441206355141,19.7670478442861,15.9883347639175,17.1669695022564,17.3798541300074,17.6911702151747,,16.627148188243,17.7138492152122,,21.2454771405002,19.683990714184,19.9456375801224,20.3521089754063,17.1909784966624,19.9429853420132,20.010802388454,19.8215741407379,15.5111767506498,16.8620210450588,17.8156702850946,17.6986435552015,,16.0806753230564,17.2228031298955,,21.2454771405002,19.683990714184,19.9456375801224,20.3521089754063,17.1909784966624,19.9429853420132,20.010802388454,19.8215741407379,15.5111767506498,16.8620210450588,17.8156702850946,17.6986435552015,16.6244657608708,16.0806753230564,17.2228031298955,16.5676961141706,3.33492569355203,0.0001237744689797,2.6176750099685,0.0010455084226651
P46993,ASG7,ASG7_YEAST,YEAST,5.0,0.0,0.0,0.0,4,0,0,0,617000.494384766,1238564.01757812,359147.936035156,905480.111572266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.234912119802,20.2402370083207,18.4542186990482,19.7883234278694,,,,,,,,,,,,,19.6650647452273,19.8208462927727,18.7306815500562,18.9379639110549,,,,,,,,,,,,,19.6650647452273,19.8208462927727,18.7306815500562,18.9379639110549,13.8380713133777,14.0081685353205,13.6240414446295,13.8451489386084,14.8395491259744,15.0685236178888,15.0791597360971,14.7622310584144,14.2184616937022,14.8594789409322,14.6574720178616,14.4459526690514,4.3512732401841,2.32820770129162e-11,-0.716483772402869,1.0
P47043,ZAP1,ZAP1_YEAST,YEAST,3.0,0.5,0.5,0.0,4,2,2,0,256122.181640625,2469855.42773438,77012.9453125,89593.55078125,9445.5625,0.0,9674.865234375,0.0,41433.53515625,0.0,0.0,11620.3525390625,0.0,0.0,0.0,0.0,17.9664726783958,21.235995165873,16.2328133522193,16.4511072659531,13.2054209988826,,13.2400258500997,,15.3385112974965,,,13.5043662175382,,,,,18.4164173994551,20.8042192902539,16.5104433172464,15.6170048383217,13.3623917021992,,12.9817091005768,,14.8966798437936,,,13.4564780574657,,,,,18.4164173994551,20.8042192902539,16.5104433172464,15.6170048383217,13.3623917021992,13.288458895264,12.9817091005768,13.2224714542095,14.8966798437936,14.4877444413141,15.4307840492763,13.4564780574657,14.2184616937022,14.8594789409322,14.6574720178616,14.4459526690514,3.26909961335683,0.0012553519619878,-1.33158354232447,1.0
P47107,YJR039W,YJ09_YEAST,YEAST,5.0,5.25,1.75,5.0,4,4,4,4,78998.2969970703,188571.770996094,171106.966796875,1173886.28564453,91320.9541015625,93628.7071533203,18278.0861816406,162203.286132812,12726.1586914062,61105.1943359375,66965.046875,1148.25427246094,896258.471191406,980001.645019531,525917.763671875,62224.2404785156,16.2695339323283,17.5247541966211,17.3845389762786,20.1628612306832,16.4786583121563,16.514663316601,14.1578273995734,17.3074435223489,13.6355093963411,15.899007403197,16.0311206414155,10.1652264362564,19.7735553242771,19.9024246453581,19.0044777012963,15.9251890950399,16.7220785082388,17.0926284367443,17.6623766879062,19.3311515099662,16.6172090118629,16.1929876859948,13.9522532384844,17.4926112557713,13.2003781313223,15.4891203935866,16.562656122611,10.1072041040022,20.0382276011535,19.3664800476141,18.5141792205365,16.4196136564188,16.7220785082388,17.0926284367443,17.6623766879062,19.3311515099662,16.6172090118629,16.1929876859948,13.9522532384844,17.4926112557713,13.2003781313223,15.4891203935866,16.562656122611,10.1072041040022,20.0382276011535,19.3664800476141,18.5141792205365,16.4196136564188,3.8622190978333,0.007550766193036,-2.52085983340236,0.0611975092507379
P47180,PGU1,PGLR_YEAST,YEAST,2.0,0.0,0.0,0.0,3,0,0,0,158242.954711914,0.0,3545542.48852539,7506925.75244141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2717817438949,,21.7575749543708,22.8397907833569,,,,,,,,,,,,,17.7086664770208,,22.0228164216598,22.0083574174323,,,,,,,,,,,,,17.7086664770208,22.0529712855879,22.0228164216598,22.0083574174323,13.8380713133777,14.0081685353205,13.6240414446295,13.8451489386084,14.8395491259744,15.0685236178888,15.0791597360971,14.7622310584144,14.2184616937022,14.8594789409322,14.6574720178616,14.4459526690514,6.01083701583153,8.67166080061303e-07,-0.716483772402869,1.0
P49960,PRP24,PRP24_YEAST,YEAST,21.0,12.25,15.5,10.5,4,4,4,4,61930893.5847168,96143482.4863281,58759863.0206299,126309954.17041,19019578.578125,21146975.7851562,8764765.60522461,15220478.9296875,38943345.6987305,35731902.5791016,31143062.9938965,17504968.4960938,1496636.21240234,1758837.79296875,1644454.546875,946289.622070312,25.8841559266878,26.51868572559,25.8083276969388,26.9123930978792,24.1809819445854,24.3339480234566,23.0632840790538,23.8595104198082,25.214873498337,25.0907093978481,24.8924075080758,24.0612611295444,20.5132921572244,20.7461910071823,20.6491777016056,19.8519222778497,26.2495118224846,26.2574890599328,26.0671372609159,26.3411966207282,24.2599413752297,24.1488794059098,23.0806370757304,23.8108586343762,24.8512254783947,24.9371541643453,25.276939097856,24.1988073303071,20.7531272534926,20.2444294957831,20.1940859909379,20.3277913703769,26.2495118224846,26.2574890599328,26.0671372609159,26.3411966207282,24.2599413752297,24.1488794059098,23.0806370757304,23.8108586343762,24.8512254783947,24.9371541643453,25.276939097856,24.1988073303071,20.7531272534926,20.2444294957831,20.1940859909379,20.3277913703769,1.4128021732896,9.90391675548503e-05,3.44522059516394,3.0347122850507503e-09
P50091,PEX21,PEX21_YEAST,YEAST,1.5,0.25,1.0,0.0,3,1,4,0,489551.6796875,1700580.82861328,0.0,974324.0,0.0,0.0,0.0,2243.32934570312,6579.63037109375,3909.27099609375,1035.6953125,1666.18041992188,0.0,0.0,0.0,0.0,18.9011016408916,20.6975961483004,,19.8940420778172,,,,11.1314257243161,12.683790823521,11.9326838823794,10.0163839288093,10.7023289139571,,,,,19.3303640081462,20.2841284990868,,19.0451131261244,,,,11.4924100304105,12.2910882824001,11.4372559786806,10.6270790817224,10.5867190441091,,,,,19.3303640081462,20.2841284990868,19.7142870796967,19.0451131261244,13.9419820873621,13.9164025268865,13.8967820775814,11.4924100304105,12.2910882824001,11.4372559786806,10.6270790817224,10.5867190441091,14.2184616937022,14.8594789409322,14.6574720178616,14.4459526690514,8.3579375815355,2.27021070889834e-10,-1.23344714982677,1.0
P53011,SEH1,SEH1_YEAST,YEAST,31.0,31.25,15.5,15.75,4,4,4,4,33991757309.5674,39137098815.4087,36718127412.1528,40743246025.4609,28447056107.228,33580015108.4834,28745496142.1025,28669989854.1494,98474440.296875,87464860.375,57473425.875,138520291.375,108290562.375,61918003.9375,65137837.8125,42886603.7148438,34.9844658972864,35.1878177636081,35.0957734334944,35.2458418736615,34.7275603093402,34.9668838282531,34.7426168804973,34.7388223429055,26.5532459761705,26.3822001846416,25.7763917120896,27.0455220864336,26.6903322752854,25.8838556280084,25.9569924958742,25.3540237344923,35.3461874270995,34.9881499198536,35.3243708660867,34.8171546830012,34.7315625752261,34.944048267932,34.6842616210389,34.6720185189802,26.1856622503146,26.234713776763,26.163662450963,27.1783756844568,26.8350655073926,25.5869682703896,25.6695262408922,25.793523254214,35.3461874270995,34.9881499198536,35.3243708660867,34.8171546830012,34.7315625752261,34.944048267932,34.6842616210389,34.6720185189802,26.1856622503146,26.234713776763,26.163662450963,27.1783756844568,26.8350655073926,25.5869682703896,25.6695262408922,25.793523254214,8.6783621833859,3.07277849544781e-14,8.78670192757219,2.58894784368116e-14
P53286,BTN2,BTN2_YEAST,YEAST,3.25,0.0,0.75,1.0,4,0,3,2,1514850.54541016,4167955.29467773,709104.2421875,694128.04296875,0.0,0.0,0.0,0.0,499988.84375,50768.41796875,0.0,22500.009765625,0.0,0.0,42516.8225097656,14964.7080078125,20.5307440342887,21.9909083727341,19.4356382015241,19.4048422898586,,,,,18.9315363788319,15.6316436834578,,14.4576380071613,,,15.3757461607859,13.8692765087169,20.9633035333532,21.5907560011955,19.704703665331,18.5651199143865,,,,,18.4633920502458,15.2985349804846,,14.4506318887638,,,14.9132437489156,14.3233790887293,20.9633035333532,21.5907560011955,19.704703665331,18.5651199143865,13.8380713133777,14.0081685353205,13.6240414446295,13.8451489386084,18.4633920502458,15.2985349804846,17.9314755845108,14.4506318887638,14.8531813019972,14.8252254149287,14.9132437489156,14.3233790887293,3.6699621525653,0.0003827656663725,-0.89989983065869,1.0
P53874,UBP10,UBP10_YEAST,YEAST,46.75,34.25,36.25,31.75,4,4,4,4,1747559748.33105,1961147848.25635,1551237223.46875,2072408330.92578,29900935.234375,39516707.8398438,30972501.6777344,32135097.8300781,59712793.9047852,35507489.1640625,30708017.6679688,48054437.9638672,18987638.6455078,25648970.4008789,24246625.3847656,14399818.140625,30.7026946355654,30.8690511564239,30.5307721818509,30.9486611422242,24.8336872736146,25.2359594243687,24.8844845797491,24.9376465286431,25.8315367368322,25.0816200110918,24.8721120474827,25.518166338349,24.1785571633671,24.6123975786459,24.5312806329774,23.7795472557906,31.1073915952433,30.6249559459072,30.8073503277683,30.4020384072121,24.902292308799,25.0773961858548,24.8980336625987,24.8852920696962,25.4717984503062,24.9295260912613,25.2555214178111,25.6513465295724,24.3318319079573,24.2748392426127,24.2357350813276,24.2521227300645,31.1073915952433,30.6249559459072,30.8073503277683,30.4020384072121,24.902292308799,25.0773961858548,24.8980336625987,24.8852920696962,25.4717984503062,24.9295260912613,25.2555214178111,25.6513465295724,24.3318319079573,24.2748392426127,24.2357350813276,24.2521227300645,5.40838594679497,2.26368521510748e-14,0.667121316246661,0.0017055406543382
Q00947,STP1,STP1_YEAST,YEAST,9.0,4.25,7.25,2.0,4,4,4,3,4729087.95690918,4652363.38574219,572604.622558594,6698276.13745117,1689031.5625,1670358.46704102,140480.1796875,1440955.53515625,3479085.27880859,735068.39453125,322264.863769531,4825055.31103516,2458.97045898438,359423.463134766,220988.8828125,0.0,22.1731305442382,22.1495323562328,19.1271797915003,22.675358421917,20.6877648569879,20.671726314614,17.100007069768,20.4585943870025,21.7302766118366,19.4875189663728,18.2978873757454,22.2021140498394,11.2638386877812,18.455325065375,17.7536142688739,,22.6209749990948,21.7832126548771,19.3857714431119,21.8751757767371,20.7988419032502,20.3909952491878,16.984276475027,20.4878478311036,21.2711350834781,19.3007480391325,18.6658839717742,22.3323106080981,11.5161349731673,17.9233662843476,17.2768225228359,,22.6209749990948,21.7832126548771,19.3857714431119,21.8751757767371,20.7988419032502,20.3909952491878,16.984276475027,20.4878478311036,21.2711350834781,19.3007480391325,18.6658839717742,22.3323106080981,11.5161349731673,17.9233662843476,17.2768225228359,15.0778897367075,1.02376429283448,0.454644286006778,4.21693698537756,0.0068459147369554
Q01766,HAL1,HAL1_YEAST,YEAST,9.0,5.75,3.5,4.25,4,4,4,3,5113596.19238281,5707710.64794922,3308837.39648438,5636789.25292969,1508193.51855469,1965192.25415039,1466820.62988281,213434.358398438,1636287.234375,20922.2536621094,104377.770507812,322068.759765625,0.0,2427329.04077148,1711905.92456055,1401345.70898438,22.2859068084629,22.4444807686526,21.657892965523,22.4264421986382,20.5243901241555,20.9062390271219,20.4842610312011,17.7034329125536,20.6419945909749,14.3527506408873,16.6714549661057,18.2970092024751,,21.2109382580823,20.7071719919166,20.4183814787772,22.7359573324963,22.1017241073067,21.9155934394123,21.6594422237917,20.6343841843941,20.6282807204058,20.3765219310057,17.722584648804,20.1607760999182,14.0638681082324,17.0946916559368,18.3136578228775,,20.7174035375247,20.2625470152036,20.8930521078899,22.7359573324963,22.1017241073067,21.9155934394123,21.6594422237917,20.6343841843941,20.6282807204058,20.3765219310057,17.722584648804,20.1607760999182,14.0638681082324,17.0946916559368,18.3136578228775,21.2691661586727,20.7174035375247,20.2625470152036,20.8930521078899,4.6949308540105,0.0002980174785719,-0.945099333670328,0.353072337536234
Q03002,FRK1,FRK1_YEAST,YEAST,43.25,5.75,27.5,15.25,4,4,4,4,237730719.655762,258689687.41919,303186872.182129,428862726.033691,1706395.76367188,1682855.453125,808362.6796875,1030143.921875,34897262.5234375,40701952.5378418,10299153.098938,21537386.2744141,811613.4296875,8068385.97167969,7563981.77636719,4639717.41015625,27.8247531000378,27.9466473016962,28.1756320460915,28.6759406908262,20.7025208584597,20.6824798327327,19.6246431916609,19.9744144803931,25.0566105344929,25.2785946687545,23.2960223734456,24.3603398427037,19.6304332118617,22.9438486698974,22.8507144567821,22.1456055075689,28.2199032868403,27.6929341122328,28.4535945863955,28.0983068836573,20.8090910358059,20.4099811509545,19.534836249196,19.9745749888394,24.6898663791302,25.1263517614087,23.6805957629767,24.4986915383783,19.8588498558196,22.4954795050125,22.4595095114498,22.620781970315,28.2199032868403,27.6929341122328,28.4535945863955,28.0983068836573,20.8090910358059,20.4099811509545,19.534836249196,19.9745749888394,24.6898663791302,25.1263517614087,23.6805957629767,24.4986915383783,19.8588498558196,22.4954795050125,22.4595095114498,22.620781970315,3.61730835680802,8.4836930762544e-06,-1.67653435445027,0.0070147770305674
Q03018,ESP1,ESP1_YEAST,YEAST,20.25,1.75,8.0,2.75,4,3,4,4,1519908.3079834,2006835.00268555,1140664.95800781,3293003.01342773,0.0,114334.2109375,44146.3989257812,3882.99072265625,242332.796386719,221101.967651367,123129.948242188,266513.315917969,9257.9658203125,25415.4321289062,222371.408203125,32927.0546875,20.5355528616722,20.936490575864,20.1214436673472,21.6509724014686,,16.8028976239649,15.4300081398739,11.9229525449876,17.8866301412261,17.7543523386151,16.9098221779786,18.023848091207,13.1764795209842,14.6334171401383,17.7626117773575,15.0069858487321,20.9734945067101,20.5486598699027,20.3845063787642,20.8239483153495,,16.4701322516035,15.1973773819374,12.1607762505825,17.4043107862405,17.4711374900512,17.3290238784686,18.0442703965868,13.4220953507249,14.1102918256067,17.2938096164492,15.4669066851781,20.9734945067101,20.5486598699027,20.3845063787642,20.8239483153495,15.0108033768738,16.4701322516035,15.1973773819374,12.1607762505825,17.4043107862405,17.4711374900512,17.3290238784686,18.0442703965868,13.4220953507249,14.1102918256067,17.2938096164492,15.4669066851781,3.12046662984484,0.0021757942560117,-0.363503554240395,0.669321904595302
Q03897,MTC5,WDR59_YEAST,YEAST,122.25,119.25,51.0,47.25,4,4,4,4,43028470547.5352,50567063618.1514,47388943243.1143,56743926543.0312,31934908720.4863,39751074593.4297,31566398041.0918,33602354985.4961,77531203.125,72458093.0390625,53498583.5,88712758.1875,83141707.59375,63650834.5625,56142942.875,40417886.03125,35.3245725092923,35.5574789538263,35.4638314386072,35.7237469339617,34.8944152757373,35.2102748102683,34.877670596768,34.9678432951764,26.2082737169702,26.1106435014782,25.6729973575089,26.4026382642309,26.3090690430583,25.9236760944621,25.7426013525702,25.2684905309072,35.680618211322,35.3618487713253,35.6869246544669,35.3077354285507,34.8981149766611,35.1880549225909,34.8190404481974,34.901323963813,25.8458355863389,25.9640018758851,26.0581760905617,26.5307222360883,26.4520011723497,25.6247212581418,25.4556493261469,25.7119988854532,35.680618211322,35.3618487713253,35.6869246544669,35.3077354285507,34.8981149766611,35.1880549225909,34.8190404481974,34.901323963813,25.8458355863389,25.9640018758851,26.0581760905617,26.5307222360883,26.4520011723497,25.6247212581418,25.4556493261469,25.7119988854532,9.40959781919772,2.30220322166542e-16,9.1405409172927,3.4457813228813697e-16
Q04005,ATC1,LIC4_YEAST,YEAST,7.75,0.0,3.25,0.25,4,0,4,1,1453424.12841797,835646.418457031,257979.599609375,1345528.15039062,0.0,0.0,0.0,0.0,337582.249023438,63880.5595703125,3300.1845703125,253135.333251953,0.0,49009.109375,0.0,0.0,20.4710243312613,19.6725331078396,17.9768974598294,20.3597411438804,,,,,18.3648795197167,15.9630893298343,11.6883309973842,17.9495493708605,,15.5807623089548,,,20.9009090176423,19.2562935117026,18.2525277040782,19.5098058504152,,,,,17.901162005496,15.6208511391494,12.1573217542054,17.9371244216725,,15.0502135968585,,,20.9009090176423,19.2562935117026,18.2525277040782,19.5098058504152,13.8380713133777,14.0081685353205,13.6240414446295,13.8451489386084,17.901162005496,15.6208511391494,12.1573217542054,17.9371244216725,15.1406936258589,15.0502135968585,15.2553827223498,15.184105568144,3.57576919082874,0.0023802744828271,-1.3287413203188,1.0
Q04082,GPI19,GPI19_YEAST,YEAST,2.0,1.0,0.5,0.0,4,4,2,0,56687.26953125,122561.913085938,64559.6137695312,158198.409179688,46313.4609375,22182.400390625,54136.65234375,22265.1171875,11003.943359375,7088.69384765625,0.0,0.0,0.0,0.0,0.0,0.0,15.7907371597565,16.9031511962155,15.9783443272102,17.2713755667879,15.4991439511193,14.4371278696782,15.724318057712,14.4424975846552,13.4257329983476,12.7913041077397,,,,,,,16.2668254040156,16.4707353132805,16.2587477605664,16.4700725323571,15.6453165535194,14.1071736531486,15.4976495449597,14.6678532214035,13.0034856949202,12.3496368951714,,,,,,,16.2668254040156,16.4707353132805,16.2587477605664,16.4700725323571,15.6453165535194,14.1071736531486,15.4976495449597,14.6678532214035,13.0034856949202,12.3496368951714,12.2938458943446,12.6213298751653,14.2184616937022,14.8594789409322,14.6574720178616,14.4459526690514,3.79952066265452,3.4263725583138104e-09,0.434156912870897,0.160473005672235
