term,fdr,Odds Ratio,Combined Score,Genes,description
CARFILZOMIB,3.937471e-05,24.52832,403.3234,PSMD10;PSMD12;PSMD11;PSMD14;PSMD13;PSMA7;PSMB10;PSMD8;PSMB6;PSMD9;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMD5;PSMB3;PSMD2;PSMD3;PSMB1;PSMD1;PSMF1;ADRM1;PSMB8;PSMB9;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSMC1;PSME4;PSMC2;PSME1;PSME2,CARFILZOMIB
METFORMIN HYDROCHLORIDE,0.007553795,5.133333,53.86583,NDUFB9;MT-ND4;NDUFA13;NDUFB8;MT-ND5;NDUFB7;NDUFA11;NDUFB10;NDUFB6;NDUFA12;NDUFB5;NDUFB11;NDUFB4;NDUFA10;NDUFB3;NDUFB1;MT-ND1;NDUFV3;NDUFV2;NDUFV1;NDUFA9;NDUFA8;NDUFA7;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA2;NDUFA1;NDUFC2;PRKAB1;MTOR;NDUFS8;NDUFS7;NDUFS6;NDUFS5;GPD2;NDUFAF4;NDUFS4;NDUFAB1;NDUFS3;NDUFAF2;NDUFS2;NDUFS1,METFORMIN HYDROCHLORIDE
BORTEZOMIB,0.1031512,2.914878,21.78502,PSMD8;PSMD9;PSMD6;PSMD7;PSMD4;PSMD5;PSMD2;PSMD3;PSMD1;CAPN1;PRSS3;PRSS2;CTSB;F2;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;PSME4;PSME1;PSME2;PSMD10;PSMD12;PSMD11;PSMD14;PSMD13;PSMA7;PSMB10;PSMB6;PSMB7;PSMB4;PSMB5;PSMB2;PSMB3;PSMB1;PSMF1;HSPA4;ADRM1;PSMB8;NFKB1;PSMB9;PSMC5;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;FGFR3,BORTEZOMIB
PF 562271,0.3364585,2.289244,13.7441,GSK3B;GSK3A;FLT4;IGF1R;RPS6KA3;SLK;TBK1;PRKACA;JAK2;JAK3;PDGFRB;MAP4K2;MAP2K2;PDPK1;PRKCD;MINK1;IRAK4;TYK2;HCK;LCK;BTK;PRKD2;PRKCQ;CSNK1G1;CAMK2D;PRKAA1;ROCK1;SRC;ROCK2;STK3;PAK1;GRK5;MAPK1;PTK2B;FYN;MAP4K5;MARK3;CAMK2G;MARK2;PAK4;MAP4K4;LYN;NTRK2;YES1;TNK2;CDC42BPA;PTK2;CDK5;AXL;TAOK1;CDK2;PKN2;FGFR3;FRK;FGFR1,PF 562271
LAMIVUDINE,0.7157729,inf,inf,ABCC3;NT5C;ABCC4;ABCC1;PCYT2;MMP1;HLA-B;PGK1;CMPK1;DCK;NME1,LAMIVUDINE
DASATINIB,0.7450231,2.326356,11.09307,CSF1R;SRC;CRKL;SLK;FYN;JAK2;MAP4K5;PDGFRB;ACVR1;LYN;PDGFRA;STAT5B;MAP2K1;MAP2K2;YES1;SYK;IDH1;TNK2;MINK1;IDH2;LIMK1;IRAK4;MAPK14;CDC42BPA;BCR;FGR;HCK;TEC;LCK;FES;AXL;TAOK1;BTK;NF1;PKN2;KRAS;FGFR3;FRK;DDR2;FGFR1,DASATINIB
DOVITINIB,0.7450231,2.220761,10.3248,CSF1R;CAMK2D;PRKAA1;ROCK2;SRC;FLT4;STK3;RPS6KA3;SLK;PHKG2;FYN;JAK2;MAP4K5;MARK3;CAMK2G;MARK2;PAK4;MAP4K4;ACVR1;PDGFRB;LYN;PDGFRA;MAP4K2;NTRK2;MAP2K1;MAP2K2;YES1;PDPK1;PRKCD;MINK1;LIMK1;TYK2;HCK;LCK;AXL;BTK;PRKD2;PKN2;FGFR4;FGFR3;FGFR2;FGFR1,DOVITINIB
ILORASERTIB,0.7617212,1.927747,8.563839,FLT4;IGF1R;RPS6KA3;SLK;JAK2;PDGFRB;ACVR1;PDGFRA;MAP4K2;MAP2K1;MAP2K2;SYK;PDPK1;PRKCD;MINK1;IRAK4;TYK2;FGR;HCK;LCK;BTK;PRKD2;CSNK1G1;CAMK2B;CSF1R;PRKAA1;CAMK2D;ROCK1;SRC;ROCK2;STK3;PAK1;PTK2B;FYN;MARK3;CAMK2G;MARK2;MAP4K4;LYN;NTRK2;YES1;TNK2;LIMK1;MAPK14;PTK2;FER;AXL;TAOK1;PKN2;CAMK1;FGFR3;FRK;FGFR1,ILORASERTIB
RG 1530,0.7617212,2.013117,8.510145,GSK3B;CSF1R;GSK3A;PRKAA1;SRC;FLT4;STK3;RPS6KA3;PAK1;SLK;GRK5;PHKG2;MAPK1;FYN;JAK2;JAK3;PAK4;PDGFRB;ACVR1;LYN;PDGFRA;MAP4K2;NTRK2;MAP2K1;MAP2K2;SYK;PDPK1;TNK2;PRKCD;LIMK1;IRAK4;TYK2;MAPK14;PTK2;FER;CDK5;LCK;TAOK1;CDK2;BTK;PKN2;FGFR3;FGFR2;FRK;FGFR1,RG 1530
SOTRASTAURIN,0.7617212,2.48966,10.31711,CAMK2B;GSK3B;GSK3A;CAMK2D;PRKAA1;FLT4;STK3;RPS6KA3;SLK;GRK5;AKT2;AKT1;MAP4K5;MARK3;CAMK2G;PRKG1;MAP4K4;PDGFRB;MAP2K1;PDPK1;PRKCB;PRKCD;MINK1;PRKCA;FER;CDK5;TAOK1;CDK2;PRKCQ;PKN2,SOTRASTAURIN
PACLITAXEL,0.7617212,2.259972,9.355543,CD274;CDKN1A;ACSS2;PTEN;GSTT1;PIK3CG;TUBA1C;FGD4;TUBB6;TRIM5;CASP3;TUBB1;STMN1;FNTB;EIF4EBP1;JAK2;ABCC3;NFE2;ARHGEF10;ABCC1;GSTM1;SYK;TUBB;TUBB4B;SOD2;TUBB4A;TUBA4A;FCGR2A;FASN;CDK2;PGP;PDCD4;KRAS;SLC29A1;FGFR1,PACLITAXEL
CEDIRANIB,0.7617212,2.613351,10.52877,CAMK2B;CSF1R;SRC;FLT4;STK3;SLK;FYN;MAP4K5;MAP4K4;PDGFRB;LYN;ACVR1;PDGFRA;MAP4K2;MAP2K2;SYK;MINK1;FER;AXL;LCK;TAOK1;NF1;PRKD2;FGFR3;FRK;FGFR2;FGFR1,CEDIRANIB
ENTRECTINIB,0.7617212,2.323837,9.313963,CSF1R;PRKAA1;SRC;FLT4;IGF1R;STK3;RPS6KA3;TBK1;SLK;GRK5;FYN;JAK2;MAP4K5;JAK3;MAP4K4;LYN;MAP4K2;NTRK2;SYK;TNK2;PTK2;EML4;FER;LCK;AXL;TAOK1;BTK;PRKCQ;PKN2;FGFR3;FRK;FGFR1,ENTRECTINIB
WORTMANNIN,0.9999748,inf,inf,HSP90AA1;HSPA4;F2R;SPP1;AKT1;MYO9B;EIF2B1;PRKAB1,WORTMANNIN
CENISERTIB,0.9999748,1.652355,5.497606,FLT4;IGF1R;TBK1;PRKACA;JAK2;JAK3;PRKG1;PDGFRB;ACVR1;PDGFRA;MAP4K2;MAP2K1;MAP2K2;SYK;PDPK1;PRKCD;MINK1;IRAK4;TYK2;LCK;BTK;PRKCQ;PRKD2;CSNK1G1;CAMK2B;CAMK2D;PRKAA1;ROCK1;ROCK2;SRC;STK3;PAK1;PTK2B;FYN;MAP4K5;MARK3;CAMK2G;MARK2;MAP4K4;PAK4;LYN;NTRK2;TNK2;LIMK1;CDC42BPA;FER;CDK5;AXL;TAOK1;CDK2;PKN2;FGFR3;FRK;FGFR1,CENISERTIB
TOFACITINIB,0.9999748,inf,inf,STAT5B;YES1;PTPN6;TYK2;JAK2;JAK3;JAK1,TOFACITINIB
PALIFERMIN,0.9999748,inf,inf,NRP1;FGFR4;HSPG2;FGFR3;FGFR2;FGFR1,PALIFERMIN
KENPAULLONE,0.9999748,2.126875,5.784641,LYN;GSK3B;CSF1R;GSK3A;ROCK1;ROCK2;SRC;PDPK1;FLT4;LIMK1;DYRK1A;HTT;CDC42BPA;STK3;CDK5;NPC1;LCK;CDK2;RAB9A;FYN;MARK3;MARK2,KENPAULLONE
MENADIONE,0.9999748,3.477788,9.44501,VKORC1;VKORC1L1;F7;ATXN2;PROC;F9;MAOB;F10;PROS1;ALDH1A1;PROZ;F2,MENADIONE
PD 0166285,0.9999748,1.740626,4.332789,CSF1R;PRKAA1;SRC;IGF1R;STK3;RPS6KA3;FYN;JAK2;PRKACA;MAP4K5;JAK3;MAP4K4;PAK4;ACVR1;PDGFRB;MAP4K2;PDGFRA;NTRK2;MAP2K1;MAP2K2;YES1;SYK;TNK2;MINK1;MAPK14;PTK2;LCK;TAOK1;BTK;FGFR1,PD 0166285
HALOPERIDOL,0.9999748,2.318827,5.565382,TOR1A;MAOB;HSPA4;SIGMAR1;DTNBP1;MTHFR;COMT;NTS;MAPK14;HSPG2;AKAP13;NT5E;DLG4;CAMK2G;LDLR;UGT2B7,HALOPERIDOL
FASUDIL,0.9999748,3.187219,7.623141,RPS6KA3;ROCK1;CDK5;ROCK2;AKT3;PRKCD;AKT1;PRKD2;PRKCQ;PRKACB;MAP4K4,FASUDIL
PIOGLITAZONE,0.9999748,4.634561,10.5856,G6PD;YES1;TGFB1;HSPA4;SLC2A1;LPL;GHRL;THBS1,PIOGLITAZONE
OCTREOTIDE,0.9999748,inf,inf,IGFBP1;TG;PIK3CB;MPO;PIK3CG,OCTREOTIDE
TRIAMTERENE,0.9999748,inf,inf,IDH1;GAA;HSPB1;JAK2;HSD17B10,TRIAMTERENE
PI 88,0.9999748,inf,inf,FLT4;HPSE;TFPI;FGFR2;FGFR1,PI 88
