term,fdr,Odds Ratio,Combined Score,Genes,description
GO:0051447,0.1233725,407.12,2149.849,DUSP1,Negative Regulation Of Meiotic Cell Cycle (GO:0051447)
GO:0090027,0.1233725,407.12,2149.849,DUSP1,Negative Regulation Of Monocyte Chemotaxis (GO:0090027)
GO:0035235,0.1233725,407.12,2149.849,CPEB4,Ionotropic Glutamate Receptor Signaling Pathway (GO:0035235)
GO:0060292,0.1233725,407.12,2149.849,PLK2,Long-Term Synaptic Depression (GO:0060292)
GO:1903753,0.1233725,203.54,992.5398,DUSP1,Negative Regulation Of p38MAPK Cascade (GO:1903753)
GO:0010818,0.1233725,203.54,992.5398,CXCL16,T Cell Chemotaxis (GO:0010818)
GO:0042359,0.1233725,203.54,992.5398,CYP1A1,Vitamin D Metabolic Process (GO:0042359)
GO:0001501,0.1233725,14.54167,66.83601,BMP1;ANKH,Skeletal System Development (GO:0001501)
GO:0099560,0.1233725,135.68,622.7615,SLITRK2,Synaptic Membrane Adhesion (GO:0099560)
GO:1904948,0.1233725,135.68,622.7615,NR4A2,Midbrain Dopaminergic Neuron Differentiation (GO:1904948)
GO:1903504,0.1233725,135.68,622.7615,DUSP1,Regulation Of Mitotic Spindle Checkpoint (GO:1903504)
GO:0010962,0.1233725,101.75,444.4449,PPP1R3B,Regulation Of Glucan Biosynthetic Process (GO:0010962)
GO:0072678,0.1233725,101.75,444.4449,CXCL16,T Cell Migration (GO:0072678)
GO:2000242,0.1233725,101.75,444.4449,DUSP1,Negative Regulation Of Reproductive Process (GO:2000242)
GO:2000766,0.1233725,101.75,444.4449,CPEB4,Negative Regulation Of Cytoplasmic Translation (GO:2000766)
GO:1905606,0.1233725,81.392,340.781,SLITRK2,Regulation Of Presynapse Assembly (GO:1905606)
GO:0099174,0.1233725,81.392,340.781,SLITRK2,Regulation Of Presynapse Organization (GO:0099174)
GO:0070873,0.1233725,81.392,340.781,PPP1R3B,Regulation Of Glycogen Metabolic Process (GO:0070873)
GO:0006449,0.1233725,81.392,340.781,MTRF1,Regulation Of Translational Termination (GO:0006449)
GO:0007202,0.1233725,81.392,340.781,LPAR2,Activation Of Phospholipase C Activity (GO:0007202)
GO:0050805,0.1233725,81.392,340.781,PLK2,Negative Regulation Of Synaptic Transmission (GO:0050805)
GO:0061036,0.1233725,81.392,340.781,BMP1,Positive Regulation Of Cartilage Development (GO:0061036)
GO:0042759,0.1233725,81.392,340.781,CYP1A1,Long-Chain Fatty Acid Biosynthetic Process (GO:0042759)
GO:0048247,0.1233725,67.82,273.5847,CXCL16,Lymphocyte Chemotaxis (GO:0048247)
GO:0035510,0.1233725,67.82,273.5847,ALKBH3,DNA Dealkylation (GO:0035510)
GO:0006307,0.1233725,67.82,273.5847,ALKBH3,DNA Dealkylation Involved In DNA Repair (GO:0006307)
GO:1902110,0.1233725,67.82,273.5847,RTL10,Positive Regulation Of Mitochondrial Membrane Permeability Involved In Apoptotic Process (GO:1902110)
GO:0071676,0.1233725,67.82,273.5847,DUSP1,Negative Regulation Of Mononuclear Cell Migration (GO:0071676)
GO:0097345,0.1233725,67.82,273.5847,RTL10,Mitochondrial Outer Membrane Permeabilization (GO:0097345)
GO:0033047,0.1233725,67.82,273.5847,DUSP1,Regulation Of Mitotic Sister Chromatid Segregation (GO:0033047)
GO:0071542,0.1233725,67.82,273.5847,NR4A2,Dopaminergic Neuron Differentiation (GO:0071542)
GO:0007492,0.1233725,67.82,273.5847,DUSP1,Endoderm Development (GO:0007492)
GO:0002689,0.1235001,58.12571,226.7876,DUSP1,Negative Regulation Of Leukocyte Chemotaxis (GO:0002689)
GO:0006415,0.1235001,58.12571,226.7876,MTRF1,Translational Termination (GO:0006415)
GO:0007215,0.1235001,58.12571,226.7876,CPEB4,Glutamate Receptor Signaling Pathway (GO:0007215)
GO:0060291,0.1235001,58.12571,226.7876,PLK2,Long-Term Synaptic Potentiation (GO:0060291)
GO:0036092,0.1235001,50.855,192.4919,PIK3C2B,Phosphatidylinositol-3-Phosphate Biosynthetic Process (GO:0036092)
GO:0071453,0.1235001,50.855,192.4919,CPEB4,Cellular Response To Oxygen Levels (GO:0071453)
GO:0010863,0.1235001,50.855,192.4919,LPAR2,Positive Regulation Of Phospholipase C Activity (GO:0010863)
GO:0010965,0.1235001,50.855,192.4919,DUSP1,Regulation Of Mitotic Sister Chromatid Separation (GO:0010965)
GO:0009953,0.1235001,50.855,192.4919,BMP1,Dorsal/Ventral Pattern Formation (GO:0009953)
GO:1990868,0.1277101,45.2,166.3801,DUSP1,Response To Chemokine (GO:1990868)
GO:0110020,0.1277101,45.2,166.3801,ASAP3,Regulation Of Actomyosin Structure Organization (GO:0110020)
GO:0035108,0.1277101,45.2,166.3801,ZNF141,Limb Morphogenesis (GO:0035108)
GO:0002862,0.1293584,40.676,145.9002,PLK2,Negative Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002862)
GO:0002861,0.1293584,40.676,145.9002,PLK2,Regulation Of Inflammatory Response To Antigenic Stimulus (GO:0002861)
GO:0051965,0.1293584,40.676,145.9002,SLITRK2,Positive Regulation Of Synapse Assembly (GO:0051965)
GO:0006281,0.1293584,4.879737,17.14068,ALKBH3;ENDOV;FAAP20,DNA Repair (GO:0006281)
GO:0006977,0.1293584,36.97455,129.4514,PLK2,"DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Cell Cycle Arrest (GO:0006977)"
GO:0006775,0.1293584,36.97455,129.4514,CYP1A1,Fat-Soluble Vitamin Metabolic Process (GO:0006775)
GO:1990869,0.1293584,36.97455,129.4514,DUSP1,Cellular Response To Chemokine (GO:1990869)
GO:0090025,0.1293584,36.97455,129.4514,DUSP1,Regulation Of Monocyte Chemotaxis (GO:0090025)
GO:0035269,0.1347833,33.89,115.9809,CRPPA,Protein O-linked Mannosylation (GO:0035269)
GO:0043470,0.1347833,33.89,115.9809,PPP1R3B,Regulation Of Carbohydrate Catabolic Process (GO:0043470)
GO:0021953,0.1372674,31.28,104.7688,NR4A2,Central Nervous System Neuron Differentiation (GO:0021953)
GO:0045879,0.1372674,31.28,104.7688,KCTD6,Negative Regulation Of Smoothened Signaling Pathway (GO:0045879)
GO:0043244,0.1372674,29.04286,95.30745,MTRF1,Regulation Of Protein-Containing Complex Disassembly (GO:0043244)
GO:0070167,0.1372674,29.04286,95.30745,ANKH,Regulation Of Biomineral Tissue Development (GO:0070167)
GO:0046599,0.1372674,27.104,87.22868,PLK2,Regulation Of Centriole Replication (GO:0046599)
GO:0035268,0.1372674,27.104,87.22868,CRPPA,Protein Mannosylation (GO:0035268)
GO:0050807,0.1372674,27.104,87.22868,SLITRK2,Regulation Of Synapse Organization (GO:0050807)
GO:0032231,0.1372674,27.104,87.22868,ASAP3,Regulation Of Actin Filament Bundle Assembly (GO:0032231)
GO:0090266,0.1372674,27.104,87.22868,DUSP1,Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090266)
GO:0060173,0.1372674,27.104,87.22868,ZNF141,Limb Development (GO:0060173)
GO:0043066,0.1372674,4.295217,13.75137,NR4A2;PLK2;CPEB4,Negative Regulation Of Apoptotic Process (GO:0043066)
GO:0035335,0.1372674,25.4075,80.2595,DUSP1,Peptidyl-Tyrosine Dephosphorylation (GO:0035335)
GO:0005979,0.1372674,25.4075,80.2595,PPP1R3B,Regulation Of Glycogen Biosynthetic Process (GO:0005979)
GO:0030199,0.1372674,25.4075,80.2595,BMP1,Collagen Fibril Organization (GO:0030199)
GO:0051445,0.1372674,25.4075,80.2595,DUSP1,Regulation Of Meiotic Cell Cycle (GO:0051445)
GO:0014065,0.1410757,23.91059,74.19337,PIK3C2B,Phosphatidylinositol 3-Kinase Signaling (GO:0014065)
GO:1900744,0.1410757,23.91059,74.19337,DUSP1,Regulation Of p38MAPK Cascade (GO:1900744)
GO:2000765,0.1446571,22.58,68.87129,CPEB4,Regulation Of Cytoplasmic Translation (GO:2000765)
GO:0006301,0.1446571,22.58,68.87129,FAAP20,Postreplication Repair (GO:0006301)
GO:0071229,0.1447519,21.38947,64.16898,CPEB4,Cellular Response To Acid Chemical (GO:0071229)
GO:0001706,0.1447519,21.38947,64.16898,DUSP1,Endoderm Formation (GO:0001706)
GO:0009968,0.1447519,5.932624,17.66718,NR4A2;KCTD6,Negative Regulation Of Signal Transduction (GO:0009968)
GO:0031571,0.1447519,20.318,59.98796,PLK2,Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571)
GO:0051962,0.1447519,20.318,59.98796,SLITRK2,Positive Regulation Of Nervous System Development (GO:0051962)
GO:0043200,0.1447519,20.318,59.98796,CPEB4,Response To Amino Acid (GO:0043200)
GO:0030278,0.1447519,20.318,59.98796,ANKH,Regulation Of Ossification (GO:0030278)
GO:0006974,0.1447519,3.856639,11.35956,ALKBH3;ENDOV;FAAP20,DNA Damage Response (GO:0006974)
GO:0019369,0.1467801,19.34857,56.24922,CYP1A1,Arachidonic Acid Metabolic Process (GO:0019369)
