term,fdr,Odds Ratio,Combined Score,Genes,description
Regulation of Complement Cascade,8.519991e-10,17.13558,451.6922,C1QB;C1QA;CR2;CPB2;IGKV2D-30;CFH;CFI;CFP;C2;IGHG1;CFHR1;CFB;IGKV2-30;C1QC,Regulation of Complement Cascade
Complement Cascade,1.559575e-09,15.38114,385.4848,C1QB;C1QA;CR2;CPB2;IGKV2D-30;CFH;CFI;CFP;C2;IGHG1;CFHR1;CFB;IGKV2-30;C1QC,Complement Cascade
Innate Immune System,2.610705e-07,4.833421,94.4273,C1QB;SERPINA3;C1QA;ORM1;CPB2;IGKV2D-30;CFH;CRISP3;CFI;HP;HBB;PRCP;A1BG;CFP;LILRA3;C2;CST3;IGHG1;AGA;CR2;AHSG;VNN1;LRG1;CFHR1;CHI3L1;CFB;IGKV2-30;C1QC,Innate Immune System
Initial Triggering of Complement,1.367153e-05,12.4274,190.0194,C1QB;C1QA;IGHG1;IGKV2D-30;CFP;CFB;IGKV2-30;C1QC;C2,Initial Triggering of Complement
Immune System,2.053447e-05,3.508501,51.43613,C1QB;SERPINA3;C1QA;ORM1;CPB2;IGKV2D-30;CFH;CRISP3;CFI;HP;HBB;PRCP;A1BG;CFP;LILRA3;C2;CST3;CA1;IGHG1;MRC1;AGA;ICOSLG;CR2;AHSG;VNN1;LRG1;CFHR1;IGHD;CHI3L1;CFB;IGKV2-30;C1QC,Immune System
Intrinsic Pathway of Fibrin Clot Formation,0.0001646872,26.59823,329.7161,F12;F11;PRCP;A2M;KLKB1,Intrinsic Pathway of Fibrin Clot Formation
Neutrophil Degranulation,0.0006986177,4.178189,45.11174,SERPINA3;ORM1;AHSG;CRISP3;HP;HBB;PRCP;A1BG;CFP;LILRA3;CST3;VNN1;LRG1;CHI3L1;AGA,Neutrophil Degranulation
Hemostasis,0.001031697,3.76747,38.33961,SERPINA3;ITIH4;ORM1;IGKV2D-30;AHSG;F12;RARRES2;F11;HBB;PRCP;HBD;A1BG;CLEC3B;A2M;KLKB1;IGKV2-30,Hemostasis
Activation of C3 and C5,0.001031697,69.94014,701.7878,CFP;CFB;C2,Activation of C3 and C5
Platelet Degranulation,0.001031697,7.113295,71.29886,SERPINA3;ITIH4;ORM1;CLEC3B;AHSG;RARRES2;A1BG;A2M,Platelet Degranulation
Formation of Fibrin Clot (Clotting Cascade),0.001031697,14.9298,148.6279,F12;F11;PRCP;A2M;KLKB1,Formation of Fibrin Clot (Clotting Cascade)
Response to Elevated Platelet Cytosolic Ca2+,0.001119842,6.86166,67.14906,SERPINA3;ITIH4;ORM1;CLEC3B;AHSG;RARRES2;A1BG;A2M,Response to Elevated Platelet Cytosolic Ca2+
Classical Antibody-Mediated Complement Activation,0.00159316,9.494696,88.80912,C1QB;C1QA;IGHG1;IGKV2D-30;IGKV2-30;C1QC,Classical Antibody-Mediated Complement Activation
Scavenging of Heme From Plasma,0.001746362,9.190476,84.43866,HPX;CD163;IGKV2D-30;HP;HBB;IGKV2-30,Scavenging of Heme From Plasma
Creation of C4 and C2 Activators,0.00259845,8.383632,73.11578,C1QB;C1QA;IGHG1;IGKV2D-30;IGKV2-30;C1QC,Creation of C4 and C2 Activators
Defects of Contact Activation System (CAS) and Kallikrein Kinin System (KKS),0.007994929,23.28521,175.4034,F12;F11;KLKB1,Defects of Contact Activation System (CAS) and Kallikrein Kinin System (KKS)
Post-translational Modification Synthesis of GPI-anchored Proteins,0.00830486,11.77321,86.9833,VNN1;CNTN3;CNTN4;ART3,Post-translational Modification Synthesis of GPI-anchored Proteins
Binding and Uptake of Ligands by Scavenger Receptors,0.00830486,6.406863,47.26347,HPX;CD163;IGKV2D-30;HP;HBB;IGKV2-30,Binding and Uptake of Ligands by Scavenger Receptors
Alternative Complement Activation,0.008956504,91.98611,666.6601,CFP;CFB,Alternative Complement Activation
Diseases of Hemostasis,0.01120056,18.61972,129.8264,F12;F11;KLKB1,Diseases of Hemostasis
Erythrocytes Take up Oxygen and Release Carbon Dioxide,0.02775841,36.77778,221.2609,CA1;HBB,Erythrocytes Take up Oxygen and Release Carbon Dioxide
"Platelet Activation, Signaling and Aggregation",0.02852484,3.702742,22.00318,SERPINA3;ITIH4;ORM1;CLEC3B;AHSG;RARRES2;A1BG;A2M,"Platelet Activation, Signaling and Aggregation"
Erythrocytes Take up Carbon Dioxide and Release Oxygen,0.04104559,26.2619,144.2168,CA1;HBB,Erythrocytes Take up Carbon Dioxide and Release Oxygen
O2 CO2 Exchange in Erythrocytes,0.04104559,26.2619,144.2168,CA1;HBB,O2 CO2 Exchange in Erythrocytes
Vitamin B5 (Pantothenate) Metabolism,0.08296989,16.70202,79.28224,VNN1;ENPP2,Vitamin B5 (Pantothenate) Metabolism
CD22 Mediated BCR Regulation,0.1362204,6.319782,26.61796,IGKV2D-30;IGHD;IGKV2-30,CD22 Mediated BCR Regulation
Glucocorticoid Biosynthesis,0.1591327,90.73973,346.4418,SERPINA6,Glucocorticoid Biosynthesis
PTK6 Promotes HIF1A Stabilization,0.1591327,90.73973,346.4418,EGFR,PTK6 Promotes HIF1A Stabilization
Signaling by Overexpressed Wild-Type EGFR in Cancer,0.1591327,90.73973,346.4418,EGFR,Signaling by Overexpressed Wild-Type EGFR in Cancer
Presynaptic Depolarization and Calcium Channel Opening,0.1591327,90.73973,346.4418,CACNA2D1,Presynaptic Depolarization and Calcium Channel Opening
Inhibition of Signaling by Overexpressed EGFR,0.1591327,90.73973,346.4418,EGFR,Inhibition of Signaling by Overexpressed EGFR
EGFR Interacts With Phospholipase C-gamma,0.1591327,90.73973,346.4418,EGFR,EGFR Interacts With Phospholipase C-gamma
ERBB2 Activates PTK6 Signaling,0.1591327,90.73973,346.4418,EGFR,ERBB2 Activates PTK6 Signaling
TFAP2 (AP-2) Family Regulates Transcription of Growth Factors and Their Receptors,0.2185579,45.36301,155.049,EGFR,TFAP2 (AP-2) Family Regulates Transcription of Growth Factors and Their Receptors
Anti-inflammatory Response Favouring Leishmania Parasite Infection,0.2185579,3.514286,11.99654,IGHG1;CD163;IGKV2D-30;IGKV2-30,Anti-inflammatory Response Favouring Leishmania Parasite Infection
Leishmania Parasite Growth and Survival,0.2185579,3.514286,11.99654,IGHG1;CD163;IGKV2D-30;IGKV2-30,Leishmania Parasite Growth and Survival
Antigen Activates B Cell Receptor (BCR) Leading to Generation of Second Messengers,0.2240983,4.47274,15.03384,IGKV2D-30;IGHD;IGKV2-30,Antigen Activates B Cell Receptor (BCR) Leading to Generation of Second Messengers
Cytoprotection by HMOX1,0.2533883,6.544643,20.60662,FABP1;HBB,Cytoprotection by HMOX1
Modulation by Mtb of Host Immune System,0.2533883,30.23744,94.81626,MRC1,Modulation by Mtb of Host Immune System
Neurofascin Interactions,0.2533883,30.23744,94.81626,CNTN1,Neurofascin Interactions
Prednisone ADME,0.2533883,30.23744,94.81626,SERPINA6,Prednisone ADME
FCGR Activation,0.2553261,4.014697,12.46165,IGHG1;IGKV2D-30;IGKV2-30,FCGR Activation
Role of Phospholipids in Phagocytosis,0.2748034,3.740579,10.99145,IGHG1;IGKV2D-30;IGKV2-30,Role of Phospholipids in Phagocytosis
