Protein_Group	Genes	AURKA_dox-_vs_IgG_dox-_logFC	AURKA_dox-_vs_IgG_dox-_pval	Removed?	Contaminant?
Q86TS9	MRPL52	1.76235046242065	1.83807893923287e-05	No	No
Q86U06	RBM23	1.77932008259951	1.10635779749207e-06	No	No
Q86UE4	MTDH	1.96862846474993	1.31817417603467e-09	No	No
Q86US8	SMG6	2.66506007173291	0.0014840168126149	No	No
Q86UW6	N4BP2	3.95764344439869	6.57123493456381e-07	No	No
Q86UX7	FERMT3	3.54272697637844	5.80880232193474e-08	No	No
Q86UY8	NT5DC3	1.88064413953596	0.0005713044130798	No	No
Q86VZ6	JAZF1	7.64127923048995	2.85571729097542e-05	No	No
Q86X52	CHSY1	2.44379282065234	0.001138183681858	No	No
Q86X76	NIT1	6.77526294256236	8.705364191429761e-15	No	No
Q86XK2	FBXO11	2.91832110234061	7.27511016195271e-10	No	No
Q86YH2	ZNF280B	5.39177470786376	4.50094002335737e-05	No	No
Q86Z20	CCDC125	6.12653389724283	1.16553700582392e-19	No	No
Q8IV48	ERI1	4.35292107287579	3.1017914130887503e-10	No	No
Q8IVL0	NAV3	2.94666262832406	2.82019391301679e-05	No	No
Q8IWA0	WDR75	2.0118272772149	1.56473874764021e-05	No	No
Q8IWB9	TEX2	3.22315242446847	4.5250279057604e-05	No	No
Q8IWS0	PHF6	1.91677892813489	0.0002610893478046	No	No
Q8IWX8	CHERP	3.82995302003698	1.4292036718904702e-15	No	No
Q8IWY9	CDAN1	6.82543785962301	1.84033435746854e-17	No	No
Q8IWZ3	ANKHD1	2.1697401275231	0.0054917237112085	No	No
Q8IWZ8	SUGP1	3.20920475840177	1.74389641717303e-07	No	No
Q8IX12	CCAR1	6.92768507334468	5.22485206600435e-25	No	No
Q8IXK0	PHC2	3.61101995235461	7.377671851371951e-15	No	No
Q8IXM3	MRPL41	3.78373950626113	6.3423872461032e-11	No	No
Q8IXQ6	PARP9	3.71285932909944	1.40463410938621e-10	No	No
Q8IXZ2	ZC3H3	4.57955532414844	5.51277087186698e-05	No	No
Q8IY21	DDX60	3.0695896252572	0.0026952547639366	No	No
Q8IY37	DHX37	2.8353207719038	5.61027743454678e-06	No	No
Q8IY57	YAF2	5.21812918653755	2.57688539549641e-13	No	No
Q8IYA6	CKAP2L	1.8321114929937	1.80248958522096e-05	No	No
Q8IYH5	ZZZ3	3.70160372958963	7.6687323669491e-08	No	No
Q8IYT2	CMTR2	2.09580373122552	0.0075772710946742	No	No
Q8IZQ1	WDFY3	2.92735032086816	0.0048435358560757	No	No
Q8IZT6	ASPM	4.12764506134827	9.915346060995639e-11	No	No
Q8N1G2	CMTR1	2.24254340709389	7.78507648218089e-05	No	No
Q8N2G6	ZCCHC24	1.64805739426951	4.21401891599939e-05	No	No
Q8N4N3	KLHL36	2.23500775539078	0.001357492496565	No	No
Q8N567	ZCCHC9	3.77461399010634	5.3475731830759e-07	No	No
Q8N5A5	ZGPAT	2.40121384486356	3.79925334625351e-05	No	No
Q8N5C6	SRBD1	3.3139595773682	4.30248012801391e-06	No	No
Q8N5I2	ARRDC1	2.80288031957042	0.0003206280690191	No	No
Q8N5N7	MRPL50	2.80351098076224	5.00392121611642e-12	No	No
Q8N5P1	ZC3H8	6.12674492970591	2.11130753053242e-20	No	No
Q8N5U6	RNF10	2.29091333612888	3.1664013369339e-05	No	No
Q8N6Y2	LRRC17	2.91777480886154	0.0004221786645452	No	No
Q8N8D1	PDCD7	3.2758609013423	0.00057961538209	No	No
Q8N954	GPATCH11	5.24552908076659	2.2149622123389402e-14	No	No
Q8N983	MRPL43	4.33473394880166	1.1715561079569598e-18	No	No
Q8N9M1	C19orf47	2.71190958811678	1.76685884391796e-05	No	No
Q8N9N2	ASCC1	1.82365587226946	6.55177579793852e-06	No	No
Q8N9N5	BANP	5.48646030927857	4.84695573115268e-17	No	No
Q8N9T8	KRI1	2.80748325754533	1.87099335480127e-08	No	No
Q8NC60	NOA1	4.23765432549176	1.40153634326312e-06	No	No
Q8NCA5	FAM98A	1.94031741322431	1.16308393796788e-07	No	No
Q8NCX0	CCDC150	2.33258988421184	0.0005930184164488	No	No
Q8ND82	ZNF280C	1.79971141523218	0.0075531643937305	No	No
Q8NDD1	FSAF1	2.47364432520843	0.0001205106695395	No	No
Q8NDT2	RBM15B	3.77825312329712	9.29668840124381e-05	No	No
Q8NDX5	PHC3	3.36843226121443	3.748023969867e-08	No	No
Q8NEF9	SRFBP1	3.26308536712552	2.97658695895654e-06	No	No
Q8NEJ9	NGDN	1.96119842136214	0.0011543694552281	No	No
Q8NEX9	SDR9C7	2.02252861640719	0.0049688483495159	No	No
Q8NEZ2	VPS37A	2.03383814409199	0.0060207152401126	No	No
Q8NEZ4	KMT2C	6.14086158700077	4.67461150854006e-10	No	No
Q8NHQ9	DDX55	2.17589132396094	4.36949993046352e-05	No	No
Q8NI36	WDR36	1.69970290553022	0.0001812366728316	No	No
Q8TAE8	GADD45GIP1	2.88881199105077	1.6772058607275201e-10	No	No
Q8TAP9	MPLKIP	2.27221818825828	0.0002650489324765	No	No
Q8TBF4	ZCRB1	3.40359521012638	5.638492896788601e-10	No	No
Q8TCC3	MRPL30	2.62267409762035	1.2103070192407001e-10	No	No
Q8TCX1	DYNC2LI1	2.06602057064097	2.7547638548783e-05	No	No
Q8TDB6	DTX3L	2.49449163110375	3.9866978508501e-11	No	No
Q8TDD1	DDX54	1.89414746749665	1.48866895781046e-05	No	No
Q8TDN6	BRIX1	2.55297223515923	0.0076362133184471	No	No
Q8TE02	ELP5	3.56233120949105	5.45867429129116e-11	No	No
Q8TED0	UTP15	1.6390959560639	5.06857131781304e-05	No	No
Q8TEP8	CEP192	1.93636705180802	4.70595466972849e-06	No	No
Q8WUA4	GTF3C2	2.45901807716037	0.0003018323749547	No	No
Q8WUB8	PHF10	3.26107699496731	1.40841287863687e-08	No	No
Q8WUK0	PTPMT1	1.63216031392092	0.0036610185102699	No	No
Q8WV24	PHLDA1	2.08779167235611	2.19868692208892e-05	No	No
Q8WVI0	UQCC5	3.66646896649612	3.1050304493226098e-12	No	No
Q8WVM0	TFB1M	3.97077358624879	2.90643053624744e-08	No	No
Q8WVS4	DYNC2I1	2.17012762297946	0.0010912212719139	No	No
Q8WVV4	POF1B	2.38005207099644	0.000165298699839	No	No
Q8WW12	PCNP	2.49971865515747	0.000413831206419	No	No
Q8WWK9	CKAP2	1.95102664503228	0.0001583417096067	No	No
Q8WWM7	ATXN2L	2.43970675514728	2.24226216310948e-07	No	No
Q8WXF1	PSPC1	1.80113361227805	5.45767124232377e-05	No	No
Q8WXX5	DNAJC9	2.40621355884203	1.38080349571674e-05	No	No
Q8WY36	BBX	3.1072781762248	4.84704406160261e-06	No	No
Q8WYA1	BMAL2	2.37717911356274	7.34930929684208e-08	No	No
Q8WYQ5	DGCR8	3.38384037416162	0.0001133713209753	No	No
Q92522	H1-10	2.14101749435165	0.0002909846519703	No	No
Q92547	TOPBP1	2.84685919710717	4.22743998957327e-05	No	No
Q92576	PHF3	2.0723641494896	0.0058293247446467	No	No
Q92615	LARP4B	1.87671511009179	2.10168404676973e-10	No	No
Q92665	MRPS31	2.52344514469602	2.40217205619797e-07	No	No
Q92785	DPF2	2.80468952734656	0.0083222234158136	No	No
Q92793	CREBBP	2.78555674450694	8.44838029849066e-05	No	No
Q92796	DLG3	2.7826712243926	0.0003237675294895	No	No
Q92804	TAF15	3.41625555805919	2.43642938560578e-12	No	No
Q92830	KAT2A	2.75679347315973	4.31690590050708e-06	No	No
Q92870	APBB2	3.37751256954661	6.75075689196493e-08	No	No
Q92896	GLG1	5.54194940717161	9.24751844255819e-12	No	No
Q92900	UPF1	1.72131726071093	1.2400102407777e-07	No	No
Q92979	EMG1	3.17810249699644	3.4839362640325e-06	No	No
Q92993	KAT5	2.32600912596173	0.0001151587107516	No	No
Q93008	USP9X	2.19559442870306	7.49032122279574e-12	No	No
Q93063	EXT2	3.03079124466779	0.0049031403658252	No	No
Q969Q0	RPL36AL	2.07756585025892	1.63443738419388e-06	No	No
Q969X6	UTP4	1.75476577859424	5.89160262460612e-06	No	No
Q96A19	CCDC102A	2.33647978650019	1.33247331836173e-08	No	No
Q96A35	MRPL24	2.99367665048447	1.4385471133669099e-11	No	No
Q96AA3	RFT1	3.79558741741845	0.0017924704695523	No	No
Q96AQ6	PBXIP1	1.93695996782272	0.0022928751876434	No	No
Q96BK5	PINX1	2.82397446049737	0.0001361542401483	No	No
Q96C92	ENTR1	2.3883098984081	1.64172851270305e-07	No	No
Q96CG3	TIFA	4.82637316619388	1.29007650181747e-08	No	No
Q96CM3	RPUSD4	3.38335117430053	2.16239731625763e-06	No	No
Q96CW5	TUBGCP3	3.66346160007618	1.87775397143549e-11	No	No
Q96DF8	ESS2	3.61708430372806	6.42177462739084e-05	No	No
Q96DP5	MTFMT	2.76712341524138	0.0002405541253993	No	No
Q96DU7	ITPKC	2.38053087728574	0.001021294012564	No	No
Q96DV4	MRPL38	3.64493332872963	4.3285540697994e-13	No	No
Q96E29	MTERF3	2.89182745581726	1.10964743655713e-06	No	No
Q96EB1	ELP4	3.09528865201457	2.2465865557393697e-12	No	No
Q96ES7	SGF29	4.64139263307379	1.51114691640728e-08	No	No
Q96EU6	RRP36	2.56617459409835	5.71393628773658e-06	No	No
Q96EV2	RBM33	4.87510943021555	6.16457018169506e-16	No	No
Q96EY4	TMA16	2.04759594765843	0.0008166683288533	No	No
Q96EY7	PTCD3	2.05065313308154	2.2456212649915001e-10	No	No
Q96F63	CCDC97	3.50341112717547	1.98209805573116e-07	No	No
Q96FJ2	DYNLL2	2.64360094103919	0.0003192355402976	No	No
Q96G21	IMP4	2.19655601915729	1.25110158877844e-05	No	No
Q96GA3	LTV1	2.16003027797936	0.0012933944811412	No	No
Q96GD3	SCMH1	7.50852844833313	7.17765757611293e-16	No	No
Q96GK7	FAHD2A	3.63147430873404	6.963040612179111e-09	No	No
Q96GQ7	DDX27	1.93568782223028	0.0030107239224856	No	No
Q96I25	RBM17	5.12931932565898	1.23983517183971e-13	No	No
Q96I51	RCC1L	2.53184712160665	0.0010323520323173	No	No
Q96IY4	CPB2	4.76706866114939	2.2125873044861e-09	No	No
Q96JC9	EAF1	1.83259785597125	6.06408682615526e-05	No	No
Q96JM2	ZNF462	3.67643328324182	0.0026505353742075	No	No
Q96JP5	ZFP91	2.25420673467528	8.10545742746656e-07	No	No
Q96K58	ZNF668	3.13643056834648	0.001869891480692	No	No
Q96K76	USP47	2.21147724485855	0.0003068704943253	No	No
Q96KA5	CLPTM1L	2.2083980438308	0.0060401773993617	No	No
Q96KM6	ZNF512B	2.90879620666085	8.50605923440179e-06	No	No
Q96L58	B3GALT6	3.27669562877296	3.06785546731527e-06	No	No
Q96L91	EP400	4.83791351752699	8.907897267515179e-11	No	No
Q96LI5	CNOT6L	2.05563703022598	0.0035395829288488	No	No
Q96LT9	RNPC3	2.48675383536944	1.82059246978941e-05	No	No
Q96N96	SPATA13	4.00455031981011	3.0238133128692e-08	No	No
Q96P11	NSUN5	1.6755190813596	0.000885489623257	No	No
Q96PM9	ZNF385A	2.47531676717534	6.30548569135571e-05	No	No
Q96PV6	LENG8	2.78057590346018	0.0003049957260528	No	No
Q96Q42	ALS2	2.13845502236428	0.0030202261674827	No	No
Q96QC0	PPP1R10	4.82042712715915	2.15032984836092e-09	No	No
Q96QD9	FYTTD1	2.01385196551299	2.80821860541688e-05	No	No
Q96QE3	ATAD5	2.51312388309854	0.0001022870843288	No	No
Q96QR8	PURB	1.77135519977037	2.89440099892909e-08	No	No
Q96QT6	PHF12	2.78586221798182	2.77046912296204e-08	No	No
Q96R06	SPAG5	9.2652645495638	2.76527857665117e-22	No	No
Q96RF0	SNX18	1.81893967209835	1.10771119945101e-05	No	No
Q96RK0	CIC	4.33390626387356	4.92414152633508e-09	No	No
Q96RL1	UIMC1	1.83791731037118	0.0050344565860256	No	No
Q96RS0	TGS1	3.59582455317694	1.46868381492603e-05	No	No
Q96RT7	TUBGCP6	3.46202454522735	1.57688776572508e-10	No	No
Q96RT8	TUBGCP5	5.11258582955674	1.75539023337831e-13	No	No
Q96SL8	FIZ1	2.83328112970154	0.0036124930725039	No	No
Q96ST2	IWS1	4.39082664385777	2.82248041420891e-06	No	No
Q96T21	SECISBP2	4.24720425857253	0.0018471096929595	No	No
Q99417	MYCBP	4.00663409814024	6.31011357574281e-10	No	No
Q99459	CDC5L	2.82111840867262	3.41826974282775e-14	No	No
Q99496	RNF2	3.8349040632468	9.390349441524281e-15	No	No
Q99547	MPHOSPH6	1.79116233890837	2.91431309373265e-05	No	No
Q99575	POP1	2.49653704919389	9.14488243187207e-07	No	No
Q99590	SCAF11	2.22039699637068	0.003563516083809	No	No
Q99622	C12orf57	4.7649088509383	0.0001950450339015	No	No
Q99743	NPAS2	4.78963470323561	1.7078715984007599e-13	No	No
Q99755	PIP5K1A	2.01267096542485	5.55956999332187e-07	No	No
Q99848	EBNA1BP2	2.27383835884114	0.0008297064776927	No	No
Q99985	SEMA3C	3.25470487656399	2.50591643427141e-06	No	No
Q9BQ04	RBM4B	1.80502213715736	0.0007444617889555	No	No
Q9BQ39	DDX50	2.24597228379359	6.84374095294145e-06	No	No
Q9BQ48	MRPL34	2.64138299789644	3.22048010364447e-07	No	No
Q9BQ50	TREX2	2.10143959465534	0.0075391696707094	No	No
Q9BQ61	TRIR	2.69809748174771	0.0007644093981292	No	No
Q9BQ67	GRWD1	1.75100170445215	1.00545289959673e-06	No	No
Q9BQ75	CMSS1	2.06209430508595	4.2930640073767e-05	No	No
Q9BQ90	KLHDC3	2.17638002607963	0.0060782933664371	No	No
Q9BQC6	MRPL57	3.83196742804149	5.70575618592622e-12	No	No
Q9BRD0	BUD13	3.12508590746966	8.16725230820522e-06	No	No
Q9BRJ2	MRPL45	3.25214349575186	3.82184467367214e-10	No	No
Q9BRJ6	CHLSN	2.35822161937926	6.41279840305467e-05	No	No
Q9BRQ6	CHCHD6	2.93076790659974	4.07520402455093e-05	No	No
Q9BRX8	PRXL2A	1.74327500867991	0.0005313550114065	No	No
Q9BSC4	NOL10	1.7333099201219	0.0069195796007106	No	No
Q9BSJ2	TUBGCP2	3.54729832363272	7.72536858214006e-12	No	No
Q9BSJ6	PIMREG	3.7255635742472	0.0011183740197863	No	No
Q9BU76	MMTAG2	2.08468152690249	6.77563640659262e-06	No	No
Q9BUR4	WRAP53	3.43575644263178	2.44076058905226e-06	No	No
Q9BUT1	BDH2	3.52715243544657	2.4362816133303903e-10	No	No
Q9BVI4	NOC4L	2.01587250206378	0.0002384450239193	No	No
Q9BVJ6	UTP14A	1.89933457714295	7.80492902785821e-06	No	No
Q9BW66	CINP	1.7439422851691	0.0052191919438647	No	No
Q9BWJ5	SF3B5	4.17457570465501	4.65333487130201e-12	No	No
Q9BWU0	SLC4A1AP	3.76236952387593	2.57626871179678e-05	No	No
Q9BX40	LSM14B	2.31738663904894	1.85332340857518e-05	No	No
Q9BXS6	NUSAP1	2.77210247879363	3.23458276961276e-05	No	No
Q9BXY0	MAK16	2.32283506797056	0.0001705960505342	No	No
Q9BYC8	MRPL32	6.64212126156073	1.1073414570994201e-20	No	No
Q9BYC9	MRPL20	4.41262325402566	1.46693176931913e-13	No	No
Q9BYD1	MRPL13	3.01358775023263	1.41479646509227e-10	No	No
Q9BYD2	MRPL9	3.25134427895388	5.55637967547247e-14	No	No
Q9BYD3	MRPL4	2.92002363354125	1.1024002139370998e-12	No	No
Q9BYD6	MRPL1	3.73536960269229	9.405667934683241e-14	No	No
Q9BYG3	NIFK	2.21206180474712	0.0027697301169048	No	No
Q9BYK8	HELZ2	3.60152338508057	4.87768428506867e-05	No	No
Q9BYN8	MRPS26	2.19081448994688	2.8081644560978e-06	No	No
Q9BYT3	STK33	3.13053943530243	0.0001051061782537	No	No
Q9BYW2	SETD2	2.12686829304464	0.0002996694011655	No	No
Q9BZE1	MRPL37	2.02447365670244	4.93768204425299e-10	No	No
Q9BZE4	GTPBP4	1.8540692892253	0.0008775361681527	No	No
Q9BZF1	OSBPL8	6.23565289473244	2.17590556728252e-11	No	No
Q9BZI7	UPF3B	2.21943097497862	4.71116346473331e-06	No	No
Q9C0D5	TANC1	3.6419509839251	3.39893502128978e-14	No	No
Q9C0E8	LNPK	3.90457462811197	6.32361882507252e-05	No	No
Q9GZL7	WDR12	1.66363006933439	0.0006400224500614	No	No
Q9GZR2	REXO4	4.22864361637838	0.0005365613016531	No	No
Q9GZR7	DDX24	2.22667955087357	0.0001641282547863	No	No
Q9GZS1	POLR1E	3.2461448247172	0.0001325924815815	No	No
Q9GZV5	WWTR1	1.82411658430317	0.0080777622734341	No	No
Q9H008	LHPP	3.40223985859473	1.2771819430902398e-11	No	No
Q9H074	PAIP1	2.81134967463649	4.08978350508002e-05	No	No
Q9H0E3	SAP130	2.44375039150425	0.0006890144538516	No	No
Q9H0E9	BRD8	2.11477151507318	1.86279098988327e-06	No	No
Q9H0I2	ENKD1	3.08138089523103	0.0097134632940374	No	No
Q9H0M0	WWP1	2.2661113072621	0.0001048959616099	No	No
Q9H0U6	MRPL18	3.83102199883377	1.7242641698878998e-12	No	No
Q9H116	GZF1	5.34820025522902	1.49468103583713e-05	No	No
Q9H1J1	UPF3A	2.64804269757988	0.000674316246753	No	No
Q9H2H8	PPIL3	1.83094904732868	7.6971109364122e-07	No	No
Q9H2W6	MRPL46	3.14075252662048	3.2318299554418703e-09	No	No
Q9H3S7	PTPN23	1.6934999830737	7.94426348899385e-07	No	No
Q9H4A6	GOLPH3	4.81856236737641	9.50132763126271e-14	No	No
Q9H4I2	ZHX3	4.12879435572302	4.1070439605622805e-20	No	No
Q9H501	ESF1	2.60003619098752	9.22017553901105e-05	No	No
Q9H582	ZNF644	1.95044066128771	0.0042741427353881	No	No
Q9H583	HEATR1	1.87349291829919	0.0007123446049389	No	No
Q9H5U6	ZCCHC4	3.71602731376153	2.35592265216054e-10	No	No
Q9H6F5	CCDC86	2.02060268743991	0.0007314500230562	No	No
Q9H6R0	DHX33	1.7613813721073	0.0005911455516863	No	No
Q9H6S0	YTHDC2	3.17583748350288	0.0001166440283894	No	No
Q9H6Y2	WDR55	2.41782701016438	0.0003123606694049	No	No
Q9H7E2	TDRD3	2.99254931869791	6.25918215523619e-07	No	No
Q9H7E9	C8orf33	2.03650498732681	7.96727557953959e-07	No	No
Q9H8H0	NOL11	2.02129396128352	5.62944320697038e-05	No	No
Q9H8H2	DDX31	2.9586902647982	0.0016262782412611	No	No
Q9H8Y5	ANKZF1	1.83209821528359	0.0001422483135067	No	No
Q9H992	MARCHF7	2.16555808479102	0.0005145470364594	No	No
Q9H9A5	CNOT10	5.5958178136286	3.67711137420186e-08	No	No
Q9H9A7	RMI1	2.79248757477835	0.0001295651960548	No	No
Q9H9G7	AGO3	1.82186318908644	0.0020190292480751	No	No
Q9H9J2	MRPL44	4.65908023258464	6.019998024286831e-15	No	No
Q9H9Y2	RPF1	2.67373711573267	0.0002681743614995	No	No
Q9H9Y6	POLR1B	3.14097583284189	6.4486929901973e-05	No	No
Q9HA38	ZMAT3	4.75601847405142	2.79551034152874e-18	No	No
Q9HA77	CARS2	2.14003791430611	0.0037133034430737	No	No
Q9HAF1	MEAF6	1.95198362323229	0.0013944807412085	No	No
Q9HAN9	NMNAT1	4.43274974847293	8.99918364936169e-08	No	No
Q9HAU4	SMURF2	1.7564289920131	0.0002526275273135	No	No
Q9HB66	LOC128706665	2.06293633575347	2.95304851845946e-05	No	No
Q9HBE1	PATZ1	1.78714935311584	0.0005907179165401	No	No
Q9HBI5	CEP15	2.05304805802469	0.0014909362680985	No	No
Q9HBM6	TAF9B	2.88172265621301	2.02811539650922e-09	No	No
Q9HBZ2	ARNT2	5.50998784950709	5.841238912989e-19	No	No
Q9HC35	EML4	5.79390227922091	5.10469893190006e-18	No	No
Q9HC52	CBX8	4.92895935202495	2.09627765208094e-13	No	No
Q9HCE1	MOV10	1.84223266069026	7.94967028916995e-07	No	No
Q9HCG8	CWC22	3.01537678025146	0.0001773991731829	No	No
Q9HCK5	AGO4	2.34610421325822	0.0061497298399179	No	No
Q9HCK8	CHD8	2.14135425870086	5.92205916079874e-05	No	No
Q9HCM4	EPB41L5	2.29466243536689	0.0008043602593426	No	No
Q9HCY8	S100A14	2.09148372067462	0.0016475585917896	No	No
Q9HD33	MRPL47	3.66584848274277	4.04834455139565e-12	No	No
Q9NP92	MRPS30	3.25982153959635	2.24739977564726e-05	No	No
Q9NPE2	NGRN	2.82867008717101	3.26866896170191e-05	No	No
Q9NPE3	NOP10	2.11924865239219	3.77812752823858e-06	No	No
Q9NPF5	DMAP1	1.97863651273886	5.42881115421867e-06	No	No
Q9NPI1	BRD7	1.78141560767324	0.0011596698109871	No	No
Q9NQ11	ATP13A2	6.03243465284071	6.27916623058438e-16	No	No
Q9NQ50	MRPL40	4.18880970576405	1.10459843859142e-07	No	No
Q9NQ55	PPAN	2.26316073230874	0.0007889760910486	No	No
Q9NQS7	INCENP	3.57191259817602	0.0004289977051946	No	No
Q9NQT4	EXOSC5	1.71524282037436	7.61472902126687e-05	No	No
Q9NQZ2	UTP3	2.69189014128313	0.0002923576363707	No	No
Q9NR48	ASH1L	3.83521459719966	2.1526891986178e-08	No	No
Q9NRH3	TUBG2	2.90718739889054	0.0001126712334907	No	No
Q9NRR4	DROSHA	2.03430038081153	0.0008813713896286	No	No
Q9NRX1	PNO1	1.70581985149517	2.74377136998594e-05	No	No
Q9NRX2	MRPL17	1.9845998967099	1.3067875201490802e-09	No	No
Q9NRY6	PLSCR3	2.64012308711788	1.17018933455016e-13	No	No
Q9NSI2	SLX9	3.05668021282385	8.36697911295754e-07	No	No
Q9NSK0	KLC4	3.52773810465676	1.21200242564481e-11	No	No
Q9NUD5	ZCCHC3	4.1494050500063	1.80073017294409e-07	No	No
Q9NUL5	SHFL	3.17616144055101	6.77317507309892e-11	No	No
Q9NUL7	DDX28	2.15651994094467	4.28756120116795e-06	No	No
Q9NUQ6	SPATS2L	1.8677363935624	3.99315709615395e-07	No	No
Q9NUX5	POT1	3.27031703962784	6.4967147097826e-10	No	No
Q9NV06	DCAF13	1.96534755583125	0.0002856458293934	No	No
Q9NV31	IMP3	2.85121895251928	4.67541737449014e-06	No	No
Q9NVE5	USP40	2.81459288960234	0.0006009154260963	No	No
Q9NVP1	DDX18	2.3921903316635	0.0013505297723169	No	No
Q9NVP2	ASF1B	2.18349026990239	2.95817002437403e-09	No	No
Q9NVS2	MRPS18A	4.86819234174054	4.35116097619223e-09	No	No
Q9NVU0	POLR3E	2.3415802495722	0.0091207222630277	No	No
Q9NW08	POLR3B	2.29500592515141	1.48390088273201e-05	No	No
Q9NW13	RBM28	1.89542113138617	0.0011121676390241	No	No
Q9NW75	GPATCH2	2.09036680341497	0.0030426362341226	No	No
Q9NWB7	IFT57	2.48717618299905	0.0001778718888689	No	No
Q9NWK9	ZNHIT6	3.34023414745423	0.0011862335846941	No	No
Q9NWQ4	GPATCH2L	3.5608498351596	3.99776562653622e-13	No	No
Q9NWT1	PAK1IP1	2.35923603769598	8.20598247696638e-06	No	No
Q9NWT8	AURKAIP1	2.3295646732285	1.85800193777273e-06	No	No
Q9NWU5	MRPL22	3.64381632053029	1.322586067471e-12	No	No
Q9NX05	FAM120C	1.79854575801987	1.8323329449612e-05	No	No
Q9NX24	NHP2	1.73663889098326	0.0001485294875294	No	No
Q9NX58	LYAR	2.50701382980201	0.0006173253551785	No	No
Q9NX63	CHCHD3	1.73022435738464	0.0001625360703881	No	No
Q9NXE8	CWC25	2.31818929686666	3.20248129382676e-05	No	No
Q9NY12	GAR1	2.7825539004395	4.74221847625318e-05	No	No
Q9NY61	AATF	2.13751893230926	2.51286595272059e-05	No	No
Q9NY93	DDX56	1.74601402165576	0.0003125594274318	No	No
Q9NYB0	TERF2IP	2.99500082155266	6.07005510192297e-05	No	No
Q9NYK5	MRPL39	3.26419763481105	2.41551109043413e-13	No	No
Q9NZE8	MRPL35	5.694808969384	1.6806362642268902e-17	No	No
Q9NZI8	IGF2BP1	1.71913421867646	1.13930606658541e-07	No	No
Q9NZM1	MYOF	3.90051260676358	1.22394172577739e-15	No	No
Q9NZM5	NOP53	2.45841374024914	6.89776677951617e-07	No	No
Q9P015	MRPL15	3.90567669059857	2.1710593618190402e-10	No	No
Q9P021	CRIPT	2.07662627086264	0.0048799512993369	No	No
Q9P031	CCDC59	2.05221890077057	8.42088715091249e-06	No	No
Q9P0L2	MARK1	2.930223163548	0.0028607058884192	No	No
Q9P0M9	MRPL27	3.80322179375463	4.0025236835988497e-13	No	No
Q9P206	NHSL3	2.49379346750361	0.0007819019274358	No	No
Q9P270	SLAIN2	2.0579138012468	7.00730815220984e-11	No	No
Q9P275	USP36	3.07166012893812	0.0003964422140613	No	No
Q9P2D0	IBTK	3.57374733260505	0.0013651506576021	No	No
Q9P2E3	ZNFX1	2.22944631563042	0.0001769976736293	No	No
Q9P2K1	CC2D2A	3.28514566505329	0.0011831699980179	No	No
Q9P2N5	RBM27	3.04723433093943	0.000333849751191	No	No
Q9P2W9	STX18	2.67595563914442	0.0012099784589346	No	No
Q9UDW3	ZMAT5	7.17381744897559	4.95708491659949e-19	No	No
Q9UFF9	CNOT8	2.16180539975463	8.35148599131697e-08	No	No
Q9UGJ1	TUBGCP4	3.64220708488734	4.77844942998658e-12	No	No
Q9UGN5	PARP2	3.02336443561577	1.49938846932299e-05	No	No
Q9UH17	APOBEC3B	2.18855151001921	4.14108782580899e-05	No	No
Q9UHA3	RSL24D1	2.62877993990375	0.000373587850149	No	No
Q9UHK0	NUFIP1	3.80970851587683	0.000134298184708	No	No
Q9UHN6	CEMIP2	3.42262603183544	2.23162603452611e-06	No	No
Q9UI10	EIF2B4	2.01487325082983	1.86679110301557e-05	No	No
Q9UIF9	BAZ2A	1.76653308561194	7.11526022831617e-05	No	No
Q9UKD2	MRTO4	2.14032274322103	0.0083322274001041	No	No
Q9UKN8	GTF3C4	2.35795694468969	1.74623973809866e-05	No	No
Q9UKV5	AMFR	2.2203633933568	3.66457050724022e-07	No	No
Q9UKZ1	CNOT11	2.19634447372265	2.05036013934094e-06	No	No
Q9UL18	AGO1	2.49417514006419	3.27450944221001e-06	No	No
Q9UL54	TAOK2	2.2091421073083	0.0078138384241165	No	No
Q9ULL5	PRR12	4.88411197876964	5.887651470771401e-10	No	No
Q9ULM3	YEATS2	3.5953129727341	9.28962887281465e-13	No	No
Q9ULW0	TPX2	3.04885877012509	1.24184059932864e-09	No	No
Q9ULW3	ABT1	2.17545973735622	3.20827682493527e-05	No	No
Q9UMS4	PRPF19	2.87864826212628	1.1681252676435101e-15	No	No
Q9UMY1	NOL7	2.60817927915216	1.16443745281988e-05	No	No
Q9UN81	L1RE1	2.983532140487	5.89260288809445e-15	No	No
Q9UN86	G3BP2	4.14422970500084	9.80876684764284e-18	No	No
Q9UNQ2	DIMT1	2.18385995697205	1.23719762689894e-05	No	No
Q9UNX4	WDR3	2.03133818775866	0.0010867643682164	No	No
Q9UPP1	PHF8	2.94105663214456	6.43562502486393e-05	No	No
Q9UPU9	SAMD4A	2.44419164863086	0.0002017825531973	No	No
Q9UPV9	TRAK1	3.54820212535168	4.96232668253864e-06	No	No
Q9UPY8	MAPRE3	6.06173771020019	0.0003941381756168	No	No
Q9UQB8	BAIAP2	2.9130500552585	0.0002333044462093	No	No
Q9UQR0	SCML2	2.73230990923336	0.0003732313395696	No	No
Q9Y221	NIP7	2.93966576836144	0.0029968898261104	No	No
Q9Y224	RTRAF	2.0120991464719	2.01051589297292e-10	No	No
Q9Y294	ASF1A	3.34242613431026	1.10518823745594e-06	No	No
Q9Y2F5	ICE1	3.77197474978363	1.00102090531191e-07	No	No
