Protein_Group	Genes	SAX_vs_RAW_logFC	SAX_vs_RAW_pval	Removed?	Contaminant?
Q9DCL8	Ppp1r2	8.62985549632233	6.93136335494984e-15	No	No
Q9DCL9	Paics	3.92965944916768	0.0001108347914484	No	No
Q9DCM2	Gstk1	3.96830207636987	1.6398170321294999e-12	No	No
Q9DCN2	Cyb5r3	1.54556940726071	0.0054319184634297	No	No
Q9DCR2	Ap3s1	7.47080795799489	3.2942293702022497e-12	No	No
Q9DCS2	Mettl26	1.62379757379878	7.60277363237157e-05	No	No
Q9DCS9	Ndufb10	2.80270888183793	0.0013073968659831	No	No
Q9DCT2	Ndufs3	6.61366999013112	1.43891599861578e-16	No	No
Q9DCT5	Sdf2	2.14512129973473	7.95278284590349e-11	No	No
Q9DCV4	Rmdn1	3.25355295908909	5.22316733628942e-09	No	No
Q9DCW4	Etfb	5.13414845533848	4.29172615926454e-07	No	No
Q9DCX2	Atp5pd	5.25340815139701	2.35900347216345e-07	No	No
Q9DCZ1	Gmpr	4.31780497925268	8.48525254307549e-08	No	No
Q9DD03	Rab13	4.68757131446505	1.37145242069097e-07	No	No
Q9DD18	Dtd1	3.87608922706826	1.6954259829919002e-10	No	No
Q9EP52	Twsg1	4.57081627193294	1.94590294885384e-15	No	No
Q9EP69	Sacm1l	10.8229163816434	5.0997520737562605e-09	No	No
Q9EP71	Rai14	6.53203633725304	2.4052215247100003e-13	No	No
Q9EP72	Emc7	4.80101207581871	8.998544545029909e-12	No	No
Q9EP73	Cd274	1.93259826915286	4.98408873563293e-11	No	No
Q9EP89	Lactb	5.22842052966064	4.48168196837478e-13	No	No
Q9EPE9	Atp13a1	4.05692528272206	8.94945534061717e-06	No	No
Q9EPJ9	Arfgap1	2.32938759239911	6.46332018893093e-07	No	No
Q9EPK6	Sil1	3.6814693173035	3.46495030817102e-09	No	No
Q9EPL2	Clstn1	4.22939185675504	6.68134762197437e-10	No	No
Q9EPL8	Ipo7	2.76633264554311	5.96930805768772e-06	No	No
Q9EPR5	Sorcs2	4.93024775294713	6.3193654500277e-09	No	No
Q9EPU0	Upf1	3.08142993767797	4.57554200106491e-09	No	No
Q9EPV7	9530002B09Rik	4.60336841289516	1.3150777646474002e-16	No	No
Q9EPW0	Inpp4a	3.220368053919	4.48991316676772e-05	No	No
Q9EQ80	Nif3l1	2.24614758927878	0.0003448568769264	No	No
Q9EQC0	Chst1	2.54511639598676	0.0011820802837965	No	No
Q9EQF2	Kel	2.0546640394778	0.0002339740305167	No	No
Q9EQG9	Cert1	4.02728916304697	6.9629964280938505e-15	No	No
Q9EQH3	Vps35	1.94079299109299	0.000897017504094	No	No
Q9EQI8	Mrpl46	4.25736571701321	5.06231704916714e-06	No	No
Q9EQJ0	Tpcn1	4.72197878101051	6.75764297232653e-14	No	No
Q9EQK5	Mvp	6.22259205909697	1.2118776201342101e-14	No	No
Q9EQN3	Tsc22d4	5.94518758843175	3.0240778550169103e-09	No	No
Q9EQP2	Ehd4	3.28311489054165	3.07207804403219e-07	No	No
Q9EQQ2	Yipf5	3.45546975710253	1.7288579009978302e-15	No	No
Q9EQQ9	Oga	4.97086689892997	1.0253804852257e-06	No	No
Q9EQS3	Mycbp	4.10543852535487	8.702516237640359e-13	No	No
Q9EQS9	Igdcc4	3.26001596705668	2.50359471979473e-07	No	No
Q9EQU5	Set	4.75698632446811	2.10975344283051e-14	No	No
Q9EQW7	Kif13a	6.52289750669518	1.43214967989825e-08	No	No
Q9EQX0	Ghrl	2.89219709849663	1.65506989598997e-05	No	No
Q9EQY5	Fcrls	4.76885499001456	1.0354170888257e-05	No	No
Q9ER00	Stx12	5.99628943997224	2.0468187429734e-13	No	No
Q9ER38	Tor3a	2.24836015373209	0.0023017473871182	No	No
Q9ER39	Tor1a	2.89568107894499	0.001733536367492	No	No
Q9ER41	Tor1b	1.68455401877716	7.62401080050701e-06	No	No
Q9ER73	Elp4	4.75938293019689	0.0017084646205986	No	No
Q9ERA0	Tfcp2	3.45161681941032	1.0117101823216899e-12	No	No
Q9ERB0	Snap29	3.54832312602177	6.14786014775744e-07	No	No
Q9ERD6	Ralgps2	5.76492164619826	2.92170184529787e-20	No	No
Q9ERD7	Tubb3	3.06575393551779	1.92881196799816e-09	No	No
Q9ERE7	Mesd	5.26615381240481	1.41706870242078e-07	No	No
Q9ERG0	Lima1	5.40989222869447	3.46576434859035e-09	No	No
Q9ERG2	Strn3	6.67531173439919	1.87853458656915e-12	No	No
Q9ERI2	Rab27a	2.23299744473789	9.18746948706539e-07	No	No
Q9ERI5	Jmjd6	1.22941092454119	2.12922497813673e-06	No	No
Q9ERL7	Gmfg	3.0351075908552	0.0002855169749234	No	No
Q9ERL9	Gucy1a1	4.7764166127361	3.25381801677701e-08	No	No
Q9ERN0	Scamp2	3.34157576089132	4.73208947924994e-05	No	No
Q9ERS5	Plekha2	7.59054331565139	7.858857295881649e-12	No	No
Q9ERZ0	Hemgn	8.05255884840501	5.01770659105574e-12	No	No
Q9ES28	Arhgef7	4.93861094121966	4.38973089775742e-11	No	No
Q9ES30	C1qtnf3	4.13144348592214	3.52624006704162e-13	No	No
Q9ES46	Parvb	3.43025636314329	1.0943250066174e-07	No	No
Q9ES52	Inpp5d	6.12699910085295	0.0002845603454079	No	No
Q9ES56	Trappc4	3.97103626102665	8.97892778040664e-08	No	No
Q9ES57	Cd200r1	4.23380242925992	1.7390033669332001e-15	No	No
Q9ES97	Rtn3	4.50039638658221	1.18604526152526e-09	No	No
Q9ESE1	Lrba	9.29148548639079	1.85294262380844e-14	No	No
Q9ESJ0	Xpo4	2.78774487497319	0.0014557718685365	No	No
Q9ESN9	Mapk8ip3	2.32697049808665	0.0005584422396691	No	No
Q9ESP1	Sdf2l1	5.21279358416531	9.56259291796113e-07	No	No
Q9ESU6	Brd4	6.17186864174314	5.91873345317643e-08	No	No
Q9ET26	Rnf114	4.72632477844228	3.93583249975112e-05	No	No
Q9ET30	Tm9sf3	3.80741676525946	1.56668865056249e-10	No	No
Q9ET54	Palld	8.26061524585662	4.232087971917131e-09	No	No
Q9ET66	Pi16	2.8659047184149	7.47907382234331e-09	No	No
Q9JHH9	Copz2	3.89142726101762	5.47601223622354e-05	No	No
Q9JHI0	Mmp19	2.17589413978677	2.89393429065845e-07	No	No
Q9JHI5	Ivd	6.38758564333942	1.6834143049743499e-18	No	No
Q9JHI9	Slc40a1	2.76088394392323	2.22452046057776e-08	No	No
Q9JHJ0	Tmod3	6.20196696312551	1.1080100243649298e-11	No	No
Q9JHK4	Rabggta	5.29466896115022	1.15276218390304e-11	No	No
Q9JHK5	Plek	3.06667468182639	1.69428626602493e-06	No	No
Q9JHL1	Slc9a3r2	2.94304537703059	2.41103485270195e-05	No	No
Q9JHP7	Poglut2	3.11872136792481	5.948988562813239e-11	No	No
Q9JHQ5	Lztfl1	6.87148571460673	2.6196017330520497e-18	No	No
Q9JHS3	Lamtor2	5.72983582032944	2.26699051130375e-12	No	No
Q9JHS9	Cwc15	3.1049097383921	2.00457650987509e-14	No	No
Q9JHU4	Dync1h1	5.67057978984989	1.77344943232633e-06	No	No
Q9JHX3	Il21r	1.0258256120398	9.86905802331415e-05	No	No
Q9JI02	Scgb2b20	3.51812967675215	4.81839166368207e-08	No	No
Q9JI10	Stk3	8.97550369372988	8.067184622708859e-11	No	No
Q9JI11	Stk4	6.97312760581932	1.28727875296064e-15	No	No
Q9JI33	Ntn4	1.88825355282537	0.0008540452346328	No	No
Q9JI90	Rnf14	8.11713938307448	1.0036151652090399e-22	No	No
Q9JI91	Actn2	3.12450447261728	1.76464057636114e-05	No	No
Q9JIA7	Sphk2	5.10139103781777	1.0253828336819301e-14	No	No
Q9JIF0	Prmt1	5.58669912470414	1.4725111060621998e-13	No	No
Q9JIF7	Copb1	4.87766873757636	7.99613289867027e-12	No	No
Q9JII5	Dazap1	1.55945244242604	0.0001162377748482	No	No
Q9JIL4	Pdzk1	5.88254651139903	3.00150991541358e-12	No	No
Q9JIM1	Slc29a1	1.89069381201565	8.64138557544714e-06	No	No
Q9JIQ3	Diablo	1.22878622565413	4.66055310552665e-05	No	No
Q9JIW9	Ralb	3.2097516671973	4.7290969301715e-05	No	No
Q9JIX8	Acin1	7.61420947468372	1.89837201917924e-13	No	No
Q9JIY0	Plekho1	3.96134546874572	1.9282032644767e-08	No	No
Q9JIY5	Htra2	5.28423885912804	1.76245956496499e-13	No	No
Q9JJ00	Plscr1	6.17963189609977	2.54432210034989e-15	No	No
Q9JJ28	Flii	7.99034536797435	1.3718702697075e-11	No	No
Q9JJ78	Pbk	4.13588363436933	5.67827746531911e-05	No	No
Q9JJC6	Rilpl1	3.80098367163435	6.60363510214245e-08	No	No
Q9JJF9	Sppl2a	7.73190443163933	1.49718876626758e-19	No	No
Q9JJJ3	Aqp9	2.54370552699742	2.94024999783385e-11	No	No
Q9JJN5	Cpn1	0.993393511101097	0.0013131726675009	No	No
Q9JJV2	Pfn2	9.01539424948733	9.19684808671172e-23	No	No
Q9JJY3	Smpd3	0.919369558044041	0.0024231856440299	No	No
Q9JJZ2	Tuba8	3.95046025254288	2.54548663941057e-13	No	No
Q9JK48	Sh3glb1	3.04252344468088	5.62651429604282e-08	No	No
Q9JK53	Prelp	3.40359117757983	0.0033024326132177	No	No
Q9JKC7	Ap4m1	4.73858747877172	2.09935600404277e-08	No	No
Q9JKC8	Ap3m1	5.32960203242495	2.51141031693818e-06	No	No
Q9JKF1	Iqgap1	4.83935381576606	3.43482481823398e-06	No	No
Q9JKK1	Stx6	6.16222543505373	3.19071768686041e-18	No	No
Q9JKL5	Tesc	6.38397865917655	1.6063772599534399e-18	No	No
Q9JKM7	Rab37	10.4640452686077	9.04098915823257e-18	No	No
Q9JKN1	Slc30a7	3.09582524543549	8.11199194086847e-12	No	No
Q9JKP5	Mbnl1	6.17030921596798	4.94969634752407e-09	No	No
Q9JKR6	Hyou1	3.68297208013728	4.2783286481328996e-11	No	No
Q9JKV1	Adrm1	4.79400391535774	9.79787660125923e-09	No	No
Q9JKX6	Nudt5	3.37253893970633	2.97201854708701e-05	No	No
Q9JKY5	Hip1r	1.40904562690462	0.0014839043739714	No	No
Q9JL26	Fmnl1	5.80187815448305	4.52826756010317e-12	No	No
Q9JL35	Hmgn5	9.68179983954997	3.20854180849388e-22	No	No
Q9JL62	Gltp	3.18816179126935	1.36156499186373e-08	No	No
Q9JL99	Clec1b	4.12292864560237	3.37885381179473e-10	No	No
Q9JLB0	Mpp6	2.92839227286141	0.0005727833314716	No	No
Q9JLI2	Col5a3	3.68247252559166	3.82778652113522e-09	No	No
Q9JLI8	Sart3	3.76158142221226	0.0012230148468351	No	No
Q9JLJ0	Litaf	11.4430845776492	2.2731674924163897e-18	No	No
Q9JLN9	Mtor	5.11082787286981	4.26415287357611e-10	No	No
Q9JLQ0	Cd2ap	3.11529948907311	5.76748370472434e-06	No	No
Q9JLQ2	Git2	7.45170605444786	1.6566551998214402e-15	No	No
Q9JLV1	Bag3	3.88414472767837	0.0012673170215803	No	No
Q9JLZ3	Auh	1.81696282093028	1.0458540643730501e-09	No	No
Q9JLZ8	Sigirr	3.47774104565005	9.70463290934224e-16	No	No
Q9JM13	Rabgef1	5.97849889710167	1.7235231825902298e-12	No	No
Q9JM52	Mink1	8.79197435613608	2.35399756181878e-19	No	No
Q9JM61	Thsd1	3.92567308123878	1.03578541686237e-07	No	No
Q9JM76	Arpc3	1.31326224246661	0.0044200898682798	No	No
Q9JM99	Prg4	2.30498853430522	7.07542733730078e-07	No	No
Q9JMC3	Dnaja4	3.74684051849324	1.00265145738784e-10	No	No
Q9JME2	Chst11	2.39224610577195	1.030095791102e-11	No	No
Q9JME7	Trappc2l	6.78427803953004	1.9622183294651302e-17	No	No
Q9JMH7	Neu3	7.61060842806369	4.90445366454755e-12	No	No
Q9JMH9	Myo18a	8.47758391052357	3.5152079657534594e-11	No	No
Q9QUG9	Rasgrp2	4.54511542315528	9.22776215753771e-06	No	No
Q9QUI0	Rhoa	3.18548891139395	1.80636112480829e-07	No	No
Q9QUJ7	Acsl4	5.99028523114961	5.80836180851852e-06	No	No
Q9QUM0	Itga2b	4.16206663245006	6.369607453120389e-11	No	No
Q9QUM4	Slamf1	4.67297777434944	3.00249142127091e-10	No	No
Q9QUM9	Psma6	4.76843424616756	1.2712674715547601e-14	No	No
Q9QUN9	Dkk3	3.80658132981556	2.5904213243842404e-09	No	No
Q9QUP5	Hapln1	5.81173901019217	2.6674546671925097e-11	No	No
Q9QVP9	Ptk2b	8.86296101440802	1.99927932709904e-13	No	No
Q9QWK4	Cd5l	2.25165103786436	2.41206953264248e-07	No	No
Q9QWR8	Naga	6.19263438070018	8.45988195686528e-07	No	No
Q9QWY8	Asap1	6.40094118223623	2.2291082520492604e-09	No	No
Q9QX11	Cyth1	3.93487583967414	1.54771232416272e-09	No	No
Q9QX60	Dguok	1.90475649792066	0.00024384259031	No	No
Q9QXA5	Lsm4	8.3793247555329	1.08403834913281e-17	No	No
Q9QXE7	Tbl1x	5.07540228594469	4.23603803870023e-09	No	No
Q9QXG2	Chm	6.11364437401284	1.1180286323046701e-15	No	No
Q9QXK3	Copg2	5.37118728528642	1.49303521479144e-07	No	No
Q9QXM1	Jmy	6.64274486944924	1.66026088925619e-10	No	No
Q9QXP7	C1qtnf1	7.23163579017887	5.20642856479439e-17	No	No
Q9QXS1	Plec	4.82276656438126	8.37477077027827e-05	No	No
Q9QXS6	Dbn1	4.91385611824987	1.59497823332401e-06	No	No
Q9QXT0	Cnpy2	5.28431971610117	4.99670622455175e-10	No	No
Q9QXT1	Dapp1	6.70271333906329	2.83993751720251e-12	No	No
Q9QXV0	Pcsk1n	2.87046409125992	1.22066650613944e-06	No	No
Q9QXY6	Ehd3	4.77084968850622	2.2430037319315603e-09	No	No
Q9QXY7	Xk	2.82624274914575	1.7756814701642e-05	No	No
Q9QXZ0	Macf1	4.32590507234711	0.000139029876967	No	No
Q9QY06	Myo9b	3.60217742589041	1.09246715898471e-05	No	No
Q9QY36	Naa10	5.46856856123635	2.11397288307145e-17	No	No
Q9QY73	Tmem59	7.65033848652833	3.1279879503684097e-18	No	No
Q9QY76	Vapb	7.62266627549039	6.02300635038014e-16	No	No
Q9QY93	Dctpp1	1.53871972193057	9.34748328326089e-07	No	No
Q9QYA2	Tomm40	7.33476595991541	1.99894266908968e-15	No	No
Q9QYB1	Clic4	2.77327337980778	7.56916746866943e-05	No	No
Q9QYB5	Add3	5.85808560438998	1.3205715665765798e-11	No	No
Q9QYB8	Add2	3.54147070565803	0.0002135923033311	No	No
Q9QYC0	Add1	4.42242547704999	9.47365256906735e-08	No	No
Q9QYE6	Golga5	5.24139222642038	1.47990947579872e-05	No	No
Q9QYF1	Rdh11	4.45193033015663	3.47158225981499e-13	No	No
Q9QYG0	Ndrg2	3.95553046331513	0.0007038590912787	No	No
Q9QYI3	Dnajc7	8.23842665571824	2.25978185037506e-18	No	No
Q9QYI4	Dnajb12	7.88426196754699	2.9471020003422e-06	No	No
Q9QYI5	Dnajb2	3.93968093343848	3.61491922460846e-08	No	No
Q9QYJ0	Dnaja2	5.6477168797193	5.59839907475268e-12	No	No
Q9QYR6	Map1a	1.68165972108919	0.0031991495621659	No	No
Q9QYR9	Acot2	2.00626542687386	0.0001376018794826	No	No
Q9QYY0	Gab1	4.41979741038895	1.1555427310475e-11	No	No
Q9QYY7	Esm1	8.82430778464981	9.65840889971417e-22	No	No
Q9QZ06	Tollip	2.5011157893693	6.11921242197983e-05	No	No
Q9QZ08	Nagk	6.93732196861004	1.64040334179392e-06	No	No
Q9QZ47	Tnnt3	3.61957503971001	6.783238383248e-08	No	No
Q9QZ85	Iigp1	5.5740137587237	1.2881945306451e-05	No	No
Q9QZ88	Vps29	5.41999131299391	2.07224090768525e-08	No	No
Q9QZB7	Actr10	5.48627497788141	7.29325653075854e-13	No	No
Q9QZB9	Dctn5	3.14520551457142	2.2832451587147297e-11	No	No
Q9QZD9	Eif3i	6.11592452548861	1.26873894258427e-13	No	No
Q9QZE5	Copg1	2.28904722717649	0.0045612077346711	No	No
Q9QZE7	Tsnax	8.90270684094811	1.4918605853377298e-11	No	No
Q9QZF2	Gpc1	4.01643489252579	8.28096171315177e-08	No	No
Q9QZJ6	Mfap5	2.72870274155915	4.36605666659291e-11	No	No
Q9QZL0	Ripk3	4.2599313003168	4.10550734191066e-15	No	No
Q9QZM0	Ubqln2	6.51155092129278	1.79655929786821e-18	No	No
Q9QZN4	Fbxo6	3.6024589043591	0.0008508027773352	No	No
Q9QZQ1	Afdn	8.21653639224473	4.75038982631596e-08	No	No
Q9QZS3	Numb	3.66301704138784	2.05568906816674e-08	No	No
Q9QZZ6	Dpt	3.86815371361746	1.98445815692958e-13	No	No
Q9R045	Angptl2	2.93464659895213	8.82688746439966e-05	No	No
Q9R059	Fhl3	5.0944736907709	1.91077941740403e-12	No	No
Q9R069	Bcam	1.93724224363722	0.0007175625171968	No	No
Q9R099	Tbl2	0.936352145913061	0.0090607396880636	No	No
Q9R0A0	Pex14	4.29170577386444	5.863854343147441e-14	No	No
Q9R0B6	Lamc3	0.970586416877115	0.0011812238003452	No	No
Q9R0C8	Vav3	9.93956242008912	1.55456090979061e-13	No	No
Q9R0E1	Plod3	4.35365198148867	5.77143630597675e-10	No	No
Q9R0G6	Comp	4.39894176294468	1.8860529489883098e-11	No	No
Q9R0H2	Emcn	9.64184171234318	2.86592529164387e-16	No	No
Q9R0M0	Celsr2	5.57075689869226	2.6984639909674804e-09	No	No
Q9R0M4	Podxl	2.09317866069474	0.0002508731366083	No	No
Q9R0M6	Rab9a	4.5492890401282	2.3223604330187e-08	No	No
Q9R0N0	Galk1	2.95712707445674	2.06960199900584e-05	No	No
Q9R0P5	Dstn	1.81895852081754	6.52827125732699e-05	No	No
Q9R0Q1	Sytl4	8.74530313697857	8.414935826913029e-11	No	No
Q9R0Q3	Tmed2	4.07850395419016	9.02086130458708e-08	No	No
Q9R0Q6	Arpc1a	1.72070811942982	0.0047821482079144	No	No
Q9R0Q7	Ptges3	7.2011089213479	3.39310976927441e-13	No	No
Q9R0S3	Mmp17	7.60156505485032	1.96242477782215e-11	No	No
Q9R0X4	Acot9	6.64590381749283	5.495446057778421e-09	No	No
Q9R100	Cdh17	3.18807892469594	5.55255783474499e-10	No	No
Q9R171	Cbln1	8.06803649220515	1.90459828019546e-14	No	No
Q9R1J0	Nsdhl	3.08408485014232	4.72663501261182e-05	No	No
Q9R1P0	Psma4	5.20095442812554	1.21539727640605e-14	No	No
Q9R1P1	Psmb3	3.80082058490953	4.4593490765206596e-11	No	No
Q9R1P3	Psmb2	4.37679970102472	1.69129082591236e-11	No	No
Q9R1P4	Psma1	4.52373726795538	5.22376033362776e-12	No	No
Q9R1Q7	Plp2	2.4134842663967	8.598015955453689e-12	No	No
Q9R1T2	Sae1	3.21278555672239	0.0001265412550449	No	No
Q9R1T4	Septin6	4.3739386396735	7.68349202999809e-13	No	No
Q9R1V7	Adam23	3.24184755186955	8.21745304610866e-08	No	No
Q9R1Z7	Pts	2.98410232229965	0.0010178379100492	No	No
Q9R210	Tfeb	3.44712727490909	3.07787401506035e-14	No	No
Q9R229	Bmp10	6.98801902778589	7.018358171485149e-18	No	No
Q9R233	Tapbp	8.291600465213	1.6882738884126902e-15	No	No
Q9WTI7	Myo1c	4.14386460460699	5.14569426654485e-06	No	No
Q9WTK5	Nfkb2	4.58733940792782	3.2767069396717602e-09	No	No
Q9WTM5	Ruvbl2	6.47101129584798	6.07925053620302e-11	No	No
Q9WTP6	Ak2	4.79077720714313	3.27516519951374e-12	No	No
Q9WTP7	Ak3	12.4246417715999	8.0748554299959e-15	No	No
Q9WTQ5	Akap12	5.36445038508106	1.43040971332676e-12	No	No
Q9WTR1	Trpv2	7.71630325968269	6.57814531597085e-16	No	No
Q9WTS2	Fut8	4.32361212062725	0.0003706356354433	No	No
Q9WTX5	Skp1	8.2110670444851	1.96408556632616e-17	No	No
Q9WTX6	Cul1	1.46071172020567	0.0064388856239303	No	No
Q9WU28	Pfdn5	3.03384158324243	3.6097134868633e-09	No	No
Q9WU60	Atrn	2.13775263041405	0.0017642892481418	No	No
Q9WU79	Prodh	1.66289100001036	0.0015262010180557	No	No
Q9WUA2	Farsb	3.82858828395831	1.36312278310768e-07	No	No
Q9WUA3	Pfkp	2.28032685922715	0.0010424356023881	No	No
Q9WUA6	Akt3	6.25881627472164	1.6994040592054102e-15	No	No
Q9WUB0	Rbck1	4.59860383299798	1.84824450055357e-07	No	No
Q9WUB4	Dctn6	7.47758854567184	1.42080571005896e-12	No	No
Q9WUH5	Trim10	3.6436371358573	4.55782131704699e-06	No	No
Q9WUK2	Eif4h	3.74153766580672	2.26240113276848e-05	No	No
Q9WUM3	Coro1b	2.50312545802059	0.0004231166911258	No	No
Q9WUM4	Coro1c	5.13223129856529	3.45687813491362e-10	No	No
Q9WUM5	Suclg1	5.08685443916957	1.41042908469963e-06	No	No
Q9WUP7	Uchl5	4.05860135571474	1.63046429309234e-07	No	No
Q9WUR0	Tinag	4.61860538252276	4.0188856256676e-11	No	No
Q9WUR2	Eci2	3.07909750967752	1.01712277191251e-07	No	No
Q9WUX5	Irag1	6.86089052510395	2.34135540298481e-09	No	No
Q9WV32	Arpc1b	1.61522187739018	0.00215385580657	No	No
Q9WV34	Mpp2	6.91082638640554	3.27669881913862e-08	No	No
Q9WV55	Vapa	5.6570435297336	1.75889652681386e-10	No	No
Q9WV56	Gdf2	4.45386689042324	9.599495446219469e-11	No	No
Q9WV60	Gsk3b	2.58827499714035	1.05415237617551e-06	No	No
Q9WV69	Dmtn	4.05695904927469	1.82678618223712e-06	No	No
Q9WV80	Snx1	4.45400885458021	5.5671474343361e-11	No	No
Q9WV91	Ptgfrn	3.64097470537132	8.90615005018302e-05	No	No
Q9WV98	Timm9	4.48136662918351	5.199203952470209e-16	No	No
Q9WVA4	Tagln2	2.55316591872278	6.53843998967369e-06	No	No
Q9WVE8	Pacsin2	5.39573958893412	2.08272801353878e-10	No	No
Q9WVG5	Lipg	2.05594894801851	3.90320809344839e-05	No	No
Q9WVH4	Foxo3	1.64337802575136	1.60294524492995e-06	No	No
Q9WVH9	Fbln5	4.24656014745793	4.01000323389013e-13	No	No
Q9WVJ2	Psmd13	5.76392489942849	5.78827537282906e-10	No	No
Q9WVJ9	Efemp2	4.4259486987716	1.16564470419701e-13	No	No
Q9WVK4	Ehd1	2.02576112829587	6.26902678117357e-05	No	No
Q9Z0F4	Cib1	3.39466644609773	1.03810720284654e-07	No	No
Q9Z0F7	Sncg	2.09865890679904	1.78185813048672e-05	No	No
Q9Z0F8	Adam17	6.39732634668714	2.8413057201780198e-12	No	No
Q9Z0G0	Gipc1	3.23631399457909	0.00708829596203	No	No
Q9Z0H8	Clip2	10.6215072145615	4.13587343530265e-14	No	No
Q9Z0N1	Eif2s3x	3.91351742377016	2.29956063569583e-09	No	No
Q9Z0P4	Palm	4.23572812628971	4.636223266363651e-15	No	No
Q9Z0P5	Twf2	3.86068943200364	1.02316398215456e-06	No	No
Q9Z0R4	Itsn1	3.90521848993947	9.32058411160662e-09	No	No
Q9Z0R6	Itsn2	8.3822051006396	1.91653944434148e-14	No	No
Q9Z0S4	Cldn13	2.45126718770652	3.8206046343768803e-10	No	No
Q9Z0U1	Tjp2	7.23815597978203	2.3187718456191204e-09	No	No
Q9Z0V7	Timm17b	2.13052844779176	4.2308610637761503e-10	No	No
Q9Z0W1	Ngfr	8.742407343166	4.920935534525721e-10	No	No
Q9Z0X1	Aifm1	9.70450844429482	2.11447338166181e-14	No	No
Q9Z0X4	Pde3a	6.68561996167714	1.5634846103953702e-14	No	No
Q9Z0Y1	Dctn3	6.45908871408849	1.4865989963505802e-14	No	No
Q9Z0Z4	Heph	2.96367860768913	8.4399929994498e-08	No	No
Q9Z110	Aldh18a1	7.62392192829307	5.30717712191054e-14	No	No
Q9Z127	Slc7a5	4.81810000126852	1.15395015015353e-17	No	No
Q9Z139	Ror1	6.87563530563214	1.9023890211220097e-11	No	No
Q9Z1A1	Tfg	3.94328949174406	7.71433235635876e-11	No	No
Q9Z1B3	Plcb1	4.43355709733905	1.63498347455011e-09	No	No
Q9Z1B5	Mad2l1	3.15809038893276	9.39841214947414e-05	No	No
Q9Z1D1	Eif3g	5.64458088405196	1.52165910364322e-13	No	No
Q9Z1F9	Uba2	8.47274912234718	6.01083216116405e-17	No	No
Q9Z1G3	Atp6v1c1	3.28532822320643	2.92586708484306e-06	No	No
Q9Z1G4	Atp6v0a1	6.85327963087883	5.388402257781031e-09	No	No
Q9Z1K5	Arih1	1.44024294212884	0.0044889558806368	No	No
Q9Z1K6	Arih2	4.66326299953889	4.09905866701372e-10	No	No
Q9Z1N5	Ddx39b	4.74954910327324	4.03086869108585e-07	No	No
Q9Z1P6	Ndufa7	9.52295301005806	3.70104886053819e-17	No	No
Q9Z1P7	Kank3	5.58009640557563	7.287576702334071e-20	No	No
Q9Z1Q2	Abhd16a	8.33500153501442	1.2472983773235602e-09	No	No
Q9Z1Q5	Clic1	4.22643161324676	1.19802900972929e-11	No	No
Q9Z1Q9	Vars1	4.04587063836911	4.77290397416723e-05	No	No
Q9Z1R2	Bag6	4.97319399205212	2.26325746618344e-08	No	No
Q9Z1S8	Gab2	5.03171465821667	1.13854507808132e-06	No	No
Q9Z1T2	Thbs4	3.64694689438018	9.494445084370259e-12	No	No
Q9Z1X4	Ilf3	5.34968620844267	5.2817775860938894e-11	No	No
Q9Z1Z0	Uso1	3.62218464230879	2.90516017953574e-07	No	No
Q9Z1Z2	Strap	5.42370380137324	7.47366874793404e-15	No	No
Q9Z204	Hnrnpc	4.92397333980292	2.7901339148865096e-11	No	No
Q9Z247	Fkbp9	9.57014527741339	5.988516822002551e-09	No	No
Q9Z266	Snapin	1.51891790030298	0.004509308750956	No	No
Q9Z2A0	Pdpk1	1.52545247092454	3.39405591180517e-08	No	No
Q9Z2B5	Eif2ak3	4.61059689750865	1.83023997970731e-15	No	No
Q9Z2G6	Sel1l	7.21704386649476	1.6839812653367398e-11	No	No
Q9Z2G9	Htatip2	2.35967402446975	6.42201352363116e-07	No	No
Q9Z2I0	Letm1	9.47966333168503	2.36467070288177e-16	No	No
Q9Z2I8	Suclg2	8.12644941654783	1.81099734091143e-16	No	No
Q9Z2I9	Sucla2	5.4359595479446	4.69903364265115e-10	No	No
Q9Z2L7	Crlf3	6.21232317967324	1.24982182432392e-10	No	No
Q9Z2N8	Actl6a	2.11738874311841	4.28458400823068e-11	No	No
Q9Z2P8	Vamp5	4.99472495243651	3.03706543251252e-08	No	No
Q9Z2R6	Unc119	1.10938274675661	2.52525583972466e-05	No	No
Q9Z2R9	Eif2ak1	5.77027384260829	2.02808262080902e-10	No	No
Q9Z2U0	Psma7	4.35451051107778	8.55169932338747e-15	No	No
Q9Z2U1	Psma5	4.3051868464406	1.6486031708611902e-14	No	No
Q9Z2V5	Hdac6	5.08441347978519	5.04025264758162e-13	No	No
Q9Z2V6	Hdac5	3.48324629215795	3.21290805287512e-12	No	No
Q9Z2X1	Hnrnpf	3.49597491930155	0.007606821803848	No	No
Q9Z2X2	Psmd10	7.71809597665852	1.13668162101289e-14	No	No
Q9Z2Y8	Plpbp	3.25032650706709	0.0002132648076135	No	No
Q9Z2Z6	Slc25a20	6.93192254994375	5.13637999144466e-07	No	No
Q9Z319	Corin	2.25933223023917	8.68368206389143e-07	No	No
Q9Z329	Itpr2	4.0776657053993	5.954724898574e-05	No	No
V9GXG1	Slfn14	2.18414766458897	0.0014696651313893	No	No
A0A075B5L2	Igkv4-91	-2.38383077356116	7.57733017670645e-08	No	No
A0A075B5P9	Ighv5-4	-1.23358462621029	0.0052914557275208	No	No
