Protein_Group	Genes	SAX_vs_RAW_logFC	SAX_vs_RAW_pval	Removed?	Contaminant?
P62307	Snrpf	3.32727032042198	8.1816467141006e-09	No	No
P62309	Snrpg	1.43909627117231	8.0756126957746e-06	No	No
P62311	Lsm3	3.20318007891186	1.84125884504309e-07	No	No
P62313	Lsm6	6.11373786015484	3.74945948465289e-14	No	No
P62317	Snrpd2	7.31321533136311	9.87523569424175e-19	No	No
P62331	Arf6	2.571297204646	2.41086164523194e-05	No	No
P62334	Psmc6	4.72519165606072	7.666418639834441e-09	No	No
P62482	Kcnab2	1.37380973524758	0.0010621363976219	No	No
P62484	Abi2	8.25192493672689	6.8023946736526695e-18	No	No
P62492	Rab11a	5.21834564813828	2.31502649822325e-10	No	No
P62500	Tsc22d1	2.93597664482771	8.470020781063e-08	No	No
P62627	Dynlrb1	7.12980035645396	1.74194468938481e-08	No	No
P62700	Ypel5	10.7160909892223	2.0357071706345302e-23	No	No
P62702	Rps4x	3.00800971690736	3.07980632455261e-05	No	No
P62715	Ppp2cb	4.93192317046062	2.79388186464593e-10	No	No
P62717	Rpl18a	5.0750244790087	7.10200171049956e-16	No	No
P62746	Rhob	6.65724399668145	7.86916364756403e-19	No	No
P62748	Hpcal1	2.70314157241017	1.42019819389282e-05	No	No
P62754	Rps6	1.42782160496725	6.11949739170162e-05	No	No
P62814	Atp6v1b2	3.0177792370696	5.49525867783553e-07	No	No
P62821	Rab1A	4.73128995384933	3.87498537558293e-08	No	No
P62827	Ran	1.6548188316064	0.0002154443112754	No	No
P62830	Rpl23	3.80241359720506	5.7600091825169595e-12	No	No
P62838	Ube2d2	1.58320214679937	1.30815810039119e-07	No	No
P62852	Rps25	2.4436364067492	3.4471192487261e-05	No	No
P62855	Rps26	2.28779254783049	2.3974368380500904e-09	No	No
P62869	Elob	4.6434652082817	8.156357906145369e-12	No	No
P62874	Gnb1	7.39285416373399	1.4815037936897802e-20	No	No
P62878	Rbx1	4.96576044004906	7.685327870873219e-13	No	No
P62880	Gnb2	2.72894941532234	7.69166904114524e-07	No	No
P62889	Rpl30	9.25487147435353	1.3686640768137201e-17	No	No
P62900	Rpl31	1.65037119980469	0.0013946151442471	No	No
P62908	Rps3	3.687605004246	1.83979195413897e-06	No	No
P62918	Rpl8	2.00988126177587	0.0001210201627225	No	No
P62960	Ybx1	5.69811353453261	5.912928182658e-15	No	No
P62962	Pfn1	1.66874896513099	0.0001162518509722	No	No
P63001	Rac1	1.48369273082019	0.0013060163556732	No	No
P63011	Rab3a	2.17654392564943	1.90519456950531e-06	No	No
P63017	Hspa8	1.57209996947325	4.9079816554995e-06	No	No
P63024	Vamp3	4.61013214699876	1.7796140172842e-11	No	No
P63028	Tpt1	4.91937068798324	1.6247368004672e-14	No	No
P63030	Mpc1	7.17862430406221	3.5250855847076504e-14	No	No
P63034	Cyth2	2.69711363071949	1.10256895927863e-11	No	No
P63037	Dnaja1	3.19191158373577	2.64184182634075e-07	No	No
P63038	Hspd1	5.27056408906151	1.75877668223338e-13	No	No
P63082	Atp6v0c	6.6892288473166	9.42765630839013e-20	No	No
P63087	Ppp1cc	4.24151115154791	7.67301500265914e-05	No	No
P63101	Ywhaz	5.50388351651619	6.30664436574875e-16	No	No
P63158	Hmgb1	2.31075920378731	0.0001082383990844	No	No
P63166	Sumo1	1.84093331357309	8.87241864009164e-07	No	No
P63168	Dynll1	2.40776486810574	1.3451670064126e-09	No	No
P63213	Gng2	2.63192399686452	1.13579731169418e-07	No	No
P63242	Eif5a	4.07767048402325	4.12620124130368e-05	No	No
P63268	Actg2	3.10540249509161	1.07635404745394e-07	No	No
P63280	Ube2i	0.865000906959592	0.0088469036624989	No	No
P63321	Rala	3.40359314900591	3.92929108303054e-13	No	No
P63323	Rps12	1.00795823292738	0.0046639214406159	No	No
P63328	Ppp3ca	4.95191611569194	1.35289823314941e-05	No	No
P63330	Ppp2ca	4.23320795873581	4.45340259820679e-08	No	No
P67778	Phb	6.48792521841542	4.41353442238157e-14	No	No
P67871	Csnk2b	3.68571202335234	7.31877763291231e-12	No	No
P67984	Rpl22	2.0584131406251	2.36757691186021e-05	No	No
P68040	Rack1	2.43210019873971	8.64569114451892e-05	No	No
P68181	Prkacb	6.57486476614702	1.28645577128757e-15	No	No
P68254	Ywhaq	4.21381676328542	3.3651245652806e-12	No	No
P68368	Tuba4a	5.14915568732215	2.4731509002386297e-11	No	No
P68372	Tubb4b	4.644749814232	6.11709530195424e-12	No	No
P68373	Tuba1c	4.40346221165125	3.3536191673133098e-12	No	No
P68404	Prkcb	2.31675247842065	9.42089566248482e-05	No	No
P68510	Ywhah	5.70122015074996	4.32464704089143e-13	No	No
P70122	Sbds	2.53401282626301	7.67413031571768e-06	No	No
P70126	St8sia5	5.21694968813667	4.14592716771467e-09	No	No
P70168	Kpnb1	3.91269779969391	5.61847985070377e-09	No	No
P70182	Pip5k1a	3.23507104910783	1.40481476842313e-08	No	No
P70186	Epyc	7.39232481386011	6.09986307101544e-13	No	No
P70191	Traf5	4.98798385673864	1.53485966006068e-08	No	No
P70195	Psmb7	6.02447173366302	2.00899939397892e-12	No	No
P70218	Map4k1	1.97806505027069	0.0060983085419786	No	No
P70224	Gimap1	5.97270078934262	2.1830039160268e-08	No	No
P70232	Chl1	2.7260311742142	1.47132752410182e-06	No	No
P70245	Ebp	2.50550016495613	4.33712073021162e-09	No	No
P70248	Myo1f	1.16143468506593	0.0040064802616602	No	No
P70268	Pkn1	5.47014211988348	3.3611735216542203e-14	No	No
P70269	Ctse	3.27710522426484	1.6269603845253e-10	No	No
P70274	Selenop	1.50096922739109	0.0003827660737334	No	No
P70280	Vamp7	6.28291525584488	3.10157228223663e-10	No	No
P70290	Mpp1	1.52646882222627	0.0003371839137838	No	No
P70295	Aup1	7.24508690825814	6.42083046023798e-11	No	No
P70297	Stam	6.1136157705011	4.1046853695179094e-11	No	No
P70302	Stim1	5.27127080834617	4.64935736636155e-07	No	No
P70303	Ctps2	4.45251967981071	1.0227207782652e-07	No	No
P70315	Was	6.37907989266088	2.50713746854482e-13	No	No
P70318	Tial1	1.29348015495508	1.46899489230799e-05	No	No
P70335	Rock1	7.84022211957342	3.68197421403775e-13	No	No
P70336	Rock2	7.81336201486509	8.18321656516446e-10	No	No
P70372	Elavl1	4.35858044582197	3.34469401807813e-06	No	No
P70375	F7	3.71791686997771	2.82160836548169e-10	No	No
P70398	Usp9x	4.72057333451965	7.80629408476231e-06	No	No
P70399	Tp53bp1	5.99732092678272	1.36412821037492e-10	No	No
P70404	Idh3g	4.16457252421664	2.27751635378501e-14	No	No
P70429	Evl	6.11081155059207	1.97863807502267e-11	No	No
P70444	Bid	2.7485904293611	0.0002634786439567	No	No
P70451	Fer	3.1466544196574	3.35165703800558e-06	No	No
P70452	Stx4	3.2991335710393	3.31722827229764e-06	No	No
P70460	Vasp	4.12782633446351	0.000278298986056	No	No
P70663	Sparcl1	3.8430441557963	7.74665994304451e-10	No	No
P70670	Naca	3.75806251806436	7.3356114487170905e-09	No	No
P70677	Casp3	2.03222563083727	0.0057339939087145	No	No
P70698	Ctps1	4.0494003183697	0.0003381414525986	No	No
P70704	Atp8a1	5.05861641144768	1.80115224318143e-06	No	No
P79568	H2-Q6	1.30338661828015	0.0001386009097212	No	No
P80313	Cct7	2.19597225647395	4.9824656600144e-06	No	No
P80314	Cct2	3.28344603243586	1.06156168842829e-08	No	No
P80315	Cct4	2.89127362696121	0.00013737860564	No	No
P80316	Cct5	3.02710168976029	3.6478623495331e-06	No	No
P80317	Cct6a	2.9839247672876	9.11374612810492e-07	No	No
P80318	Cct3	3.04503451435391	2.92707784771592e-07	No	No
P80560	Ptprn2	3.76575905904178	2.3566651048043e-07	No	No
P81117	Nucb2	7.94083859378857	2.76849227064714e-14	No	No
P83510	Tnik	6.91421081193978	5.90872211205522e-12	No	No
P83741	Wnk1	6.49134719611981	3.0524609425876897e-12	No	No
P83917	Cbx1	5.63649824879928	8.628888690566889e-18	No	No
P83940	Eloc	4.13992224107656	8.8869420914228e-11	No	No
P84091	Ap2m1	5.19482058443787	3.52816224947773e-07	No	No
P84096	Rhog	3.49843662525284	1.92635519018516e-06	No	No
P84099	Rpl19	2.59978529619146	1.05092683376452e-07	No	No
P84309	Adcy5	3.72498983503518	1.8252704085278201e-09	No	No
P84444;P86792;P86793	Ccl21a;Ccl21b;Ccl21c	3.03025615775934	7.51852916294787e-12	No	No
P86048;Q6ZWV3	Rpl10;Rpl10l	2.16894839583693	3.33922465954411e-06	No	No
P97291	Cdh8	2.65543429722764	6.2474020192782e-09	No	No
P97302	Bach1	2.58874088709141	3.98252086402204e-09	No	No
P97310	Mcm2	2.81648352438259	2.9349360258179296e-11	No	No
P97311	Mcm6	10.8140640897138	1.5443854106776902e-15	No	No
P97315	Csrp1	3.57760508661276	2.59656123930091e-08	No	No
P97326	Cdh6	4.40832996815468	5.8732163228845496e-12	No	No
P97346	Nxn	2.23521788261593	0.0043204068249709	No	No
P97352	S100a13	2.91343262050549	3.16976013155379e-08	No	No
P97370	Atp1b3	4.53867172039572	1.08416966423241e-05	No	No
P97371	Psme1	0.995511013156754	0.0043046379600526	No	No
P97372	Psme2	1.65498218681768	0.0001208524773284	No	No
P97379	G3bp2	9.4878041498985	1.0431281263863499e-22	No	No
P97384	Anxa11	4.4852485389098	3.25928290988566e-08	No	No
P97390	Vps45	5.67190951438429	5.26744494470452e-09	No	No
P97399	Dspp	4.91476606444397	5.61963227822153e-10	No	No
P97402	Gcnt2	2.1930890386755	0.0003042855995729	No	No
P97429	Anxa4	5.33712717845846	2.00916363669299e-10	No	No
P97434	Mprip	5.42632746202817	1.98058186223134e-07	No	No
P97447	Fhl1	2.87799812066109	5.74112145505105e-06	No	No
P97450	Atp5pf	4.64993025039847	1.5190127429217501e-09	No	No
P97461	Rps5	1.92668033574813	1.30424968556142e-07	No	No
P97465	Dok1	5.64838022660785	5.46662453023624e-10	No	No
P97467	Pam	1.69314900731058	6.35306648862559e-05	No	No
P97470	Ppp4c	5.53848937637989	1.05758412014971e-06	No	No
P97492	Rgs14	3.50800177433157	7.13478760166065e-06	No	No
P97742	Cpt1a	3.89612850461899	8.59146354696397e-06	No	No
P97765	Wbp2	3.72215336164282	4.4269272785069196e-11	No	No
P97789	Xrn1	3.68226923102845	6.28658918290109e-07	No	No
P97798	Neo1	1.97528159786873	9.64429270173793e-07	No	No
P97820	Map4k4	4.35918915275125	3.98282739442069e-15	No	No
P97823	Lypla1	1.56998477666438	1.63086664875857e-05	No	No
P97855	G3bp1	5.96178228538705	2.30506534021586e-13	No	No
P97864	Casp7	0.949847449797616	0.0001778680770361	No	No
P97872	Fmo5	7.97782802050183	1.91468762310265e-12	No	No
P97927	Lama4	5.1479854321989	8.34471317615327e-05	No	No
P98063	Bmp1	3.37661670014743	1.7733989489879701e-09	No	No
P98064	Masp1	4.28014018962779	5.38289353823194e-12	No	No
P98083	Shc1	5.2004423699479	1.57060689923581e-07	No	No
P98156	Vldlr	4.62333608018856	0.0011002983125209	No	No
P99024	Tubb5	5.2306225069465	1.13639809850674e-13	No	No
P99026	Psmb4	4.97943990001386	2.83667127189028e-16	No	No
P99027	Rplp2	4.36128104876641	2.1514366363046e-11	No	No
P99029	Prdx5	1.43890712636237	0.0005949659810338	No	No
Q00262	Stx2	12.0979069483431	2.1660713327814102e-15	No	No
Q00493	Cpe	5.8240739262008	9.4888466695596e-15	No	No
Q00558	F8a1	3.47295987109578	3.86083373110306e-07	No	No
Q00651	Itga4	1.913094856222	1.12614422717436e-05	No	No
Q00941	Csf2ra	1.17837037468042	0.0006270791115223	No	No
Q00993	Axl	2.22318810671062	1.35145297072863e-07	No	No
Q00PI9	Hnrnpul2	7.93277801612729	2.0189627210613803e-15	No	No
Q01063	Pde4d	5.18582315785466	6.976333113014279e-18	No	No
Q01102	Selp	1.87265459113688	0.0001968140249116	No	No
Q01341	Adcy6	9.08117907633503	4.08277593558471e-13	No	No
Q01705	Notch1	5.27414977693463	3.09854024493762e-08	No	No
Q01721	Gas1	5.067552300543	3.54199982286464e-10	No	No
Q01730	Rsu1	3.82490491642837	3.4304044781190204e-09	No	No
Q01853	Vcp	4.09925104341567	2.39722661874099e-11	No	No
Q01965	Ly9	4.13421892509671	0.0004472560314147	No	No
Q02013	Aqp1	2.02509030188261	3.92996197043375e-05	No	No
Q02111	Prkcq	8.40678035427838	6.10822574740867e-14	No	No
Q02357	Ank1	2.44435494058733	1.4791288403793e-06	No	No
Q02596	Glycam1	3.58743981044965	1.10435992147811e-08	No	No
Q02788	Col6a2	1.90948437899749	0.0062271150175776	No	No
Q02819	Nucb1	3.3899586765523	2.98324654228384e-08	No	No
Q03157	Aplp1	4.83921418383525	5.91144203670817e-12	No	No
Q03265	Atp5f1a	4.86560139193793	1.17293649504784e-09	No	No
Q03350	Thbs2	5.30493085571031	9.65610657031272e-15	No	No
Q03401	Crisp1	3.12568931155224	3.70978298202298e-10	No	No
Q03517	Scg2	9.45244722183293	2.7382381667414404e-09	No	No
Q03958	Pfdn6	4.03581322631035	3.16729358964423e-05	No	No
Q04207	Rela	8.68152436439126	4.15034616250554e-16	No	No
Q04447	Ckb	1.97919136696926	1.18228495186316e-06	No	No
Q04592	Pcsk5	5.25413109072485	5.50397136477288e-12	No	No
Q05512	Mark2	4.90950419230029	4.54067225340343e-09	No	No
Q05895	Thbs3	6.63154461237547	5.05408103792129e-13	No	No
Q05909	Ptprg	2.59071930152713	3.26731051686744e-08	No	No
Q05920	Pc	6.81465002851004	5.41185748325728e-08	No	No
Q05D44	Eif5b	9.07445603012612	1.49387455661533e-15	No	No
Q06138	Cab39	1.38590739733042	0.0012931077593035	No	No
Q06185	Atp5me	8.93451484030629	2.9623284652796596e-18	No	No
Q06194	F8	4.71870939369906	1.0625706345833699e-11	No	No
Q06335	Aplp2	8.20230250171609	7.75930685031532e-17	No	No
Q06649	Sh3bp2	2.36006698995408	9.11883711147903e-09	No	No
Q06890	Clu	1.32995039479982	0.0003182213036703	No	No
Q07076	Anxa7	2.27748046412054	3.8180854232061e-05	No	No
Q07113	Igf2r	2.95015485864722	9.3587387009019e-09	No	No
Q07417	Acads	6.0993453551091	3.31947519563612e-09	No	No
Q07797	Lgals3bp	4.19767193806459	6.899840023766759e-11	No	No
Q07968	F13b	2.91891883382594	8.033800822977929e-11	No	No
Q08093	Cnn2	4.50158202697895	4.54767840001486e-08	No	No
Q08122	Tle3	0.969689966517075	9.91400526424812e-05	No	No
Q08189	Tgm3	2.54911430465427	0.0004553177301564	No	No
Q08351	Mpl	10.4707790419693	1.2184458082252e-13	No	No
Q08481	Pecam1	2.18047371012435	9.26759055687022e-05	No	No
Q08761	Pros1	4.15134179529707	6.43574941073157e-11	No	No
Q08857	Cd36	2.51060505563571	9.58195457290943e-06	No	No
Q08879	Fbln1	3.30462463259506	4.13318452907957e-10	No	No
Q08890	Ids	4.24796537876949	9.30692363244588e-05	No	No
Q08EC4	Cass4	11.6252007233032	5.13389064940215e-12	No	No
Q0GNC1	Inf2	6.64170037590694	1.9876206939516998e-12	No	No
Q0VGB7	Ppp4r2	0.579670794912779	0.005423672807123	No	No
Q0VGU4	Vgf	5.30045423396581	4.7190454072663595e-11	No	No
Q0VGU8	Bpifa6	7.03555692631957	6.726340156418159e-11	No	No
Q0VGY8	Tanc1	2.96122443195649	9.54059325183336e-06	No	No
Q10470	Mgat3	4.82524700558578	6.62767720811475e-07	No	No
Q148V7	Relch	7.82665460887388	2.31227014962127e-10	No	No
Q14B01	Rnf113a2	3.04059832174026	4.91254996791131e-08	No	No
Q14B98	Pheta2	5.58508272388894	1.2650815360855799e-12	No	No
Q14BI5	Myom2	2.87330372428421	5.71872750694987e-05	No	No
Q18PI6	Cd84	3.29712716928012	2.89969418702037e-08	No	No
Q1ERP8	Cd300lg	2.33034101749102	4.53626196126056e-09	No	No
Q1W617	Shroom4	3.22807525847409	6.50078287612069e-05	No	No
Q2PZL6	Fat4	7.18469493140289	1.00936704112832e-08	No	No
Q2TB54	Fcamr	3.96124879550303	1.40495635852059e-06	No	No
Q2TPA8	Hsdl2	6.79007738076623	2.1488627116144398e-11	No	No
Q2VIS4	Flg2	1.58724151424317	0.0004869962820196	No	No
Q31099	H2-DMb2	0.837403966507507	0.0017502599307403	No	No
Q3B7Z2	Osbp	6.21950691327478	1.35040831600935e-07	No	No
Q3SXB8	Colec11	4.47990335327427	5.31612309811839e-13	No	No
Q3T9M1	Mfsd2b	4.99128056227231	3.87475129056264e-09	No	No
Q3TAS6	Emc10	3.37098181128733	1.60195657515637e-08	No	No
Q3TBD2	Arhgap45	6.65933089286619	2.28652031536715e-10	No	No
Q3TC93	Hs1bp3	8.49203894557864	1.0992843460429e-08	No	No
Q3TCJ1	Abraxas2	4.74651817650234	7.61132791517615e-10	No	No
Q3TDD9	Ppp1r21	3.39948189992748	0.0001932905732924	No	No
Q3TDQ1	Stt3b	6.15799846260062	1.20618492568396e-13	No	No
Q3THE2	Myl12b	2.65168359156394	6.35808226849493e-07	No	No
Q3THG9	Aarsd1	2.92156748174476	1.73370492203248e-05	No	No
Q3THK7	Gmps	10.4656030233061	8.08539242866482e-21	No	No
Q3TIR1	Trappc13	11.0347177920131	3.4485364517946803e-15	No	No
Q3TIV5	Zc3h15	7.8627956890012	1.29488061349292e-20	No	No
Q3TJD7	Pdlim7	5.7139655134184	4.90142413980241e-08	No	No
Q3TL44	Nlrx1	6.23877132574699	3.94143296647637e-08	No	No
Q3TLH4	Prrc2c	8.30803411654058	2.3631823467167804e-09	No	No
Q3TMX7	Qsox2	2.8700447180412	7.14998104957395e-07	No	No
Q3TN34	Micall2	3.1157377299846	3.37440303433148e-05	No	No
Q3TUY3	Sbpl	6.10463140418798	1.30172674024605e-10	No	No
Q3TVC7	Ccndbp1	4.60874519038412	2.97798487193233e-10	No	No
Q3TWW8	Srsf6	4.88552571204482	4.59651038425175e-06	No	No
Q3TXS7	Psmd1	4.99023406731954	1.7529342555640601e-10	No	No
Q3TXX3	Zfyve27	2.49269742838026	1.08552970658577e-11	No	No
Q3TYX2	Lrrn4cl	3.43750353277468	2.74754131237486e-14	No	No
Q3TYX3	Smyd5	3.99616128543581	1.12551928764135e-12	No	No
Q3TZZ7	Esyt2	7.71452017643073	2.9652158163429e-13	No	No
Q3U0M1	Trappc9	3.93435010620318	3.42164120384592e-05	No	No
Q3U0S6	Rasip1	7.51023996362009	1.3948233170667898e-12	No	No
Q3U0V2	Tradd	2.66106357849877	3.445955500677e-08	No	No
Q3U1J4	Ddb1	6.43295926000186	2.03012527889846e-10	No	No
Q3U2S4	Otud5	1.99581879963101	2.5296694448715e-08	No	No
Q3U308	Ctu2	3.69195281274754	6.36264531844117e-12	No	No
Q3U487	Hectd3	4.92236080689518	1.11750167599012e-14	No	No
Q3U4S0	Pank2	2.58775670066623	4.3419476205280597e-11	No	No
Q3U7R1	Esyt1	5.76448657354966	9.11215743479012e-10	No	No
Q3U7U3	Fbxo7	3.96638910729556	1.61907426956862e-07	No	No
Q3U7U4	gene	6.23826787315231	2.49121493289243e-08	No	No
Q3U962	Col5a2	2.22066500533802	3.71684290273034e-06	No	No
Q3U9N9	Slc16a10	3.5230704900163	0.0010694287268216	No	No
Q3UCV8	Otulin	4.6483980105633	7.92875679379673e-09	No	No
Q3UDE2	Ttll12	4.69088721097919	7.06875613767782e-07	No	No
Q3UDK1	Trafd1	6.42099618740683	1.09347772567196e-18	No	No
Q3UE37	Ube2z	10.1163939172107	9.131248679132901e-20	No	No
Q3UEB3	Puf60	6.43286995533738	1.82886728424994e-12	No	No
Q3UFB7	Ntrk1	3.36373270427096	0.0001000176109744	No	No
Q3UGC7;Q66JS6	Eif3j1;Eif3j2	4.52875343607536	2.40972891722526e-10	No	No
Q3UHC1	Rapgef1	4.79317370126801	2.37560002718146e-18	No	No
Q3UHD6	Snx27	3.81080506583029	2.37811044952068e-12	No	No
Q3UHI4	Tmed8	3.48632557065783	1.26366681529775e-13	No	No
Q3UHJ0	Aak1	5.89769133349195	3.96745108933425e-09	No	No
Q3UHX2	Pdap1	3.338110628876	2.7581536678859803e-09	No	No
Q3UI43	Babam1	5.4644617138167	1.0376207084062e-15	No	No
Q3UIA2	Arhgap17	6.71692401063982	3.5018215534420502e-19	No	No
Q3UIU2	Ndufb6	0.976349246658692	2.87657613325723e-05	No	No
Q3UJ81	Cnep1r1	2.20656703111357	4.20926199252746e-11	No	No
Q3UJB0	Sf3b2	5.02528436781328	9.39898571192785e-20	No	No
Q3UJB9	Edc4	7.39246416144901	6.50287872621367e-15	No	No
Q3UJD6	Usp19	1.85247649124076	0.0026051957806782	No	No
Q3UJK4	Gtpbp2	4.32760884345757	2.18555030077626e-07	No	No
Q3UJU9	Rmdn3	7.83797910461127	3.48793670844251e-08	No	No
Q3UKC1	Tax1bp1	7.8480751901347	6.61757968751131e-17	No	No
Q3ULD5	Mccc2	4.42229921234731	1.57228616214027e-10	No	No
Q3UM29	Cog7	4.27612575466875	6.54186923011831e-07	No	No
Q3UM45	Ppp1r7	3.34571464525779	3.732162151818841e-09	No	No
Q3UMB5	Smcr8	2.700958639494	8.52358629244515e-14	No	No
Q3UMC0	Spata5	6.4143077368059	0.0004481759879976	No	No
Q3UMF0	Cobll1	8.66270136490935	2.7363164387581903e-09	No	No
Q3UMR0	Ankrd27	1.67027260257587	6.094726553915271e-09	No	No
Q3UMR5	Mcu	10.0785250120423	4.24577767634226e-18	No	No
Q3UMT1	Ppp1r12c	7.07499547060079	8.78829523768035e-13	No	No
Q3UMU9	Hdgfl2	0.982885413762205	0.0011891594160226	No	No
Q3UMW7	Mapkapk3	2.63773959358532	0.0002700685396404	No	No
Q3UMY5	Eml4	9.4500438711711	5.168230548120999e-13	No	No
Q3UNA4;Q9QZV9	Nxt1;Nxt2	1.32704816803319	0.0017273278425634	No	No
Q3UND0	Skap2	6.6378069668197	3.3520891330561802e-15	No	No
Q3UNZ8	Cryzl2	3.73442384913276	1.438162280184e-12	No	No
Q3UPF5	Zc3hav1	6.5285568358948	9.045203165198e-06	No	No
Q3UPH1	Prrc1	2.47206831072483	4.28147708905417e-08	No	No
Q3UPL0	Sec31a	7.48015069056692	4.4225990222550595e-11	No	No
Q3UQN2	Fcho2	1.78116734194508	0.0057612481585082	No	No
Q3UR78	Gm1673	6.42559516209964	8.36339395099041e-13	No	No
Q3URD3	Slmap	9.3790958897582	2.02313510150288e-17	No	No
Q3UTY6	Thsd4	3.87530620529467	0.0005700129164683	No	No
Q3UU35	Ovos	3.56663621631196	1.95454312934508e-07	No	No
Q3UU96	Cdc42bpa	2.06558097754121	0.0007010957851077	No	No
Q3UVK0	Ermp1	4.95569852943043	1.47760395621972e-14	No	No
Q3UW53	Niban1	4.9291858606141	8.64560305028945e-09	No	No
Q3UWE6	Wdr20	0.977919315683399	3.23974372963418e-05	No	No
Q3UWL8	Pfdn4	1.88352511731021	4.18251298093251e-08	No	No
Q3UX10	Tubal3	3.5817357840195	2.94462281150651e-08	No	No
Q3UYC0	Ppm1h	3.94626611712644	1.2581986138769399e-11	No	No
Q3UZ09	C1rl	1.256462590165	0.0017756965085334	No	No
Q3UZ39	Lrrfip1	6.37427090945723	1.37839954393561e-09	No	No
Q3UZA1	Rcsd1	3.5301220261563	3.3618540142288197e-11	No	No
Q3UZP4	Svip	2.49110664468838	3.04665577215357e-08	No	No
Q3V0K9	Pls1	2.56047238429955	0.0048413110572454	No	No
Q3V1G4	Olfml2b	5.13245224800519	5.60248859114897e-10	No	No
Q3V1H3	Hephl1	4.71363863258913	1.8837170319749e-12	No	No
Q3V1L4	Nt5c2	2.11361848021954	3.66968970443529e-07	No	No
Q3V1T4	P3h1	4.25211062578684	1.32291455082218e-08	No	No
Q3V2D2	Gm94	1.35257547290652	1.73228031710527e-05	No	No
Q3V3E1	Ubash3a	4.35734853882495	1.12594818842614e-05	No	No
Q3V3Q7	Pacs2	2.80238605463807	2.06915975557114e-10	No	No
Q3V3R1	Mthfd1l	9.21779411408868	1.7327589728088e-10	No	No
Q4ACU6	Shank3	3.24221151445006	0.0002185785476912	No	No
Q4FJU9	Tmem40	7.7607055316209	6.58901438448985e-16	No	No
Q4KMM3	Oxr1	7.07177465526888	3.40559610438959e-10	No	No
Q4LDD4	Arap1	6.10382848754325	4.65983338789834e-08	No	No
Q4QRL3	Ccdc88b	2.07101919949861	7.26157014338542e-06	No	No
Q4V9Z5	Sez6l2	4.83475625190789	2.31411844425831e-09	No	No
Q4VAA2	Cdv3	3.02542836133645	1.05033088179155e-05	No	No
Q4VBD2	Tapt1	3.19747479424258	7.409041653217701e-11	No	No
Q4VC33	Maea	5.98955396251934	1.36512357319505e-10	No	No
Q4ZJN1	C1qtnf9	2.42155441566593	4.51015144073564e-07	No	No
Q501J7	Phactr4	3.57163619995349	5.86080226382775e-09	No	No
Q505B7	Zbtb8os	7.87903072945378	4.3447650650488204e-20	No	No
Q505D1	Ankrd28	10.3198385113137	9.88341921997578e-19	No	No
Q505F5	Lrrc47	2.80213117114741	0.0021204403984963	No	No
Q571I9	Aldh16a1	2.49366747673591	2.13877953240038e-05	No	No
Q58A65	Spag9	6.98210458864067	1.25160865369209e-13	No	No
Q59J78	Ndufaf2	8.972892363666	4.43115115173846e-06	No	No
Q5BKQ4	Pnliprp1	2.03943422858866	3.13936607704016e-07	No	No
Q5BLK4	Tut7	4.41205622805977	3.9295636153239e-06	No	No
Q5EG47	Prkaa1	4.20471603567952	3.3499488951908e-06	No	No
Q5F2E8	Taok1	7.33384407016097	3.93346902971887e-15	No	No
Q5FW85	Ecm2	6.65955975027863	1.0226781680296201e-15	No	No
Q5FWK3	Arhgap1	3.324260599151	0.0002927852225375	No	No
Q5H8C4	Vps13a	3.8572769722888	1.21911524864946e-11	No	No
Q5KU39	Vps41	1.56693031683417	0.0002188645092284	No	No
Q5NCC9	Trim58	6.12410122538146	3.70514134654719e-10	No	No
Q5ND28	Scarf1	3.09057764171907	6.283680821312561e-15	No	No
Q5ND29	Rilp	4.85128482995943	5.606162256287881e-15	No	No
Q5ND34	Wdr81	5.22658394402487	1.11853940491526e-05	No	No
Q5PR69	Crad	10.4529493261859	7.212028549184589e-16	No	No
Q5PRF0	Heatr5a	2.69126246195358	8.71414351844579e-06	No	No
Q5RJI4	Pkdcc	3.40600478026962	8.00101777636794e-08	No	No
Q5SNZ0	Ccdc88a	6.73763155392938	6.584595882253071e-09	No	No
Q5SQX6	Cyfip2	7.27544354606498	6.76110826909395e-05	No	No
Q5SRX1	Tom1l2	4.61397401511415	2.83892627993711e-13	No	No
Q5SRY7	Fbxw11	5.07070055878616	2.2402829081531e-05	No	No
Q5SSH7	Zzef1	2.71796891594587	0.0048983951176089	No	No
Q5SUA5	Myo1g	2.8445522775818	0.0001561523275393	No	No
Q5SV85	Synrg	6.24537132470615	2.59584762263668e-12	No	No
Q5SVR0	Tbc1d9b	4.5557509964495	1.68270764528923e-05	No	No
Q5SW46	Lpo	10.7966085703955	5.4998069928211e-15	No	No
Q5SXY1	Specc1	4.45753214660274	5.23197068089894e-08	No	No
Q5U3K5	Rabl6	6.93272190654369	9.652536730311111e-20	No	No
Q5U458	Dnajc11	5.0804239652415	3.07984101326505e-08	No	No
Q5XJY5	Arcn1	8.4768953228668	6.5051226416267495e-12	No	No
Q60575	Kif1b	3.04937472827802	0.0005258527402686	No	No
Q60591	Nfatc2	0.946251985090393	0.0004035345225512	No	No
Q60597	Ogdh	6.0917003553168	2.2569081366406303e-09	No	No
Q60598	Cttn	6.26955562465929	1.7056237654062802e-09	No	No
Q60605	Myl6	4.50672924390331	1.2837783954033002e-10	No	No
Q60631	Grb2	4.32081734061248	1.02520712030753e-08	No	No
