term,fdr,Odds Ratio,Combined Score,Genes,description
IUPHAR.LIGAND:14,0.0356751,inf,inf,A1BG;A2M,IUPHAR.LIGAND:14
IUPHAR.LIGAND:707,0.05114205,10.86377,76.22237,C7;C8B;C2;C1QC,IUPHAR.LIGAND:707
OSIMERTINIB,0.1690869,28.10256,151.9843,MET;EGFR,OSIMERTINIB
IUPHAR.LIGAND:52,0.1690869,18.72934,90.0381,A1BG;A2M,IUPHAR.LIGAND:52
PANITUMUMAB,0.1690869,18.72934,90.0381,MET;EGFR,PANITUMUMAB
MK 2461,0.1690869,16.05128,73.31633,MERTK;MET,MK 2461
IUPHAR.LIGAND:56,0.1690869,16.05128,73.31633,A1BG;A2M,IUPHAR.LIGAND:56
TRIAMCINOLONE,0.1828057,14.04274,61.17139,BCHE;SERPINA6,TRIAMCINOLONE
ISRADIPINE,0.2025063,inf,inf,CACNA2D1,ISRADIPINE
ZONISAMIDE,0.2025063,inf,inf,CA1,ZONISAMIDE
TRASTUZUMAB,0.2131715,9.356125,34.60019,MET;EGFR,TRASTUZUMAB
LAPATINIB,0.2131715,9.356125,34.60019,MET;EGFR,LAPATINIB
PEMBROLIZUMAB,0.2131715,8.635108,30.79755,MET;EGFR,PEMBROLIZUMAB
CRIZOTINIB,0.2131715,8.017094,27.61506,MET;EGFR,CRIZOTINIB
PREGABALIN,0.2131715,55.75424,186.5702,CACNA2D1,PREGABALIN
IUPHAR.LIGAND:50,0.2131715,55.75424,186.5702,A1BG,IUPHAR.LIGAND:50
PERTUZUMAB,0.2131715,55.75424,186.5702,EGFR,PERTUZUMAB
ATROPINE,0.2131715,55.75424,186.5702,GUCA2A,ATROPINE
CETUXIMAB,0.2131715,6.599296,20.6212,MET;EGFR,CETUXIMAB
SAFINAMIDE,0.2131715,27.87288,82.2153,CACNA2D1,SAFINAMIDE
CHLOROTHIAZIDE,0.2131715,27.87288,82.2153,CA1,CHLOROTHIAZIDE
IUPHAR.LIGAND:2644,0.2131715,27.87288,82.2153,BCHE,IUPHAR.LIGAND:2644
BMS 690514,0.2131715,27.87288,82.2153,EGFR,BMS 690514
CANERTINIB,0.2131715,27.87288,82.2153,EGFR,CANERTINIB
IUPHAR.LIGAND:91,0.2131715,27.87288,82.2153,A1BG,IUPHAR.LIGAND:91
TRICHLORMETHIAZIDE,0.2131715,27.87288,82.2153,CA1,TRICHLORMETHIAZIDE
LIDOCAINE,0.2131715,27.87288,82.2153,EGFR,LIDOCAINE
BRIGATINIB,0.2131715,27.87288,82.2153,EGFR,BRIGATINIB
FELODIPINE,0.2191308,18.5791,49.62042,CACNA2D1,FELODIPINE
SPIRONOLACTONE,0.2191308,18.5791,49.62042,ADIPOQ,SPIRONOLACTONE
MGCD265,0.2191308,18.5791,49.62042,MET,MGCD265
ZIPRASIDONE,0.2191308,18.5791,49.62042,CNTN4,ZIPRASIDONE
XL647,0.2191308,18.5791,49.62042,EGFR,XL647
DULOXETINE,0.2191308,18.5791,49.62042,FCN2,DULOXETINE
CLOFIBRATE,0.2191308,18.5791,49.62042,FABP1,CLOFIBRATE
ALTIRATINIB,0.2191308,18.5791,49.62042,MET,ALTIRATINIB
CURCUMIN,0.2325519,4.482051,11.1901,CA1;EGFR,CURCUMIN
AMUVATINIB,0.2325519,13.9322,34.22297,MET,AMUVATINIB
ERLOTINIB,0.2325519,4.148781,9.847807,MET;EGFR,ERLOTINIB
IPILIMUMAB,0.2325519,11.14407,25.43987,EGFR,IPILIMUMAB
GABAPENTIN,0.2325519,11.14407,25.43987,CACNA2D1,GABAPENTIN
IBRUTINIB,0.2325519,11.14407,25.43987,EGFR,IBRUTINIB
GLUCAGON,0.2325519,11.14407,25.43987,GPT,GLUCAGON
CRENOLANIB,0.2325519,11.14407,25.43987,MET,CRENOLANIB
SULTHIAME,0.2325519,11.14407,25.43987,CA1,SULTHIAME
ETHOXZOLAMIDE,0.2325519,11.14407,25.43987,CA1,ETHOXZOLAMIDE
FLUTICASONE PROPIONATE,0.2325519,11.14407,25.43987,CD163,FLUTICASONE PROPIONATE
AFATINIB,0.2325519,11.14407,25.43987,EGFR,AFATINIB
NEVIRAPINE,0.2325519,11.14407,25.43987,ADIPOQ,NEVIRAPINE
TACROLIMUS,0.2325519,11.14407,25.43987,GPT,TACROLIMUS
NERATINIB,0.2445046,9.285311,19.8463,EGFR,NERATINIB
FORETINIB,0.2445046,9.285311,19.8463,MET,FORETINIB
ACETAZOLAMIDE,0.2445046,9.285311,19.8463,CA1,ACETAZOLAMIDE
JNJ 26483327,0.2445046,9.285311,19.8463,EGFR,JNJ 26483327
CEP 11981,0.2445046,9.285311,19.8463,EGFR,CEP 11981
GEFITINIB,0.2672949,3.291101,6.624289,MET;EGFR,GEFITINIB
DIGOXIN,0.2672949,7.957627,16.01512,CST3,DIGOXIN
FLUOROURACIL,0.27407,3.196581,6.292028,HBB;EGFR,FLUOROURACIL
CUDC 101,0.27407,6.961864,13.25146,EGFR,CUDC 101
PEGINTERFERON ALFA 2A,0.27407,6.961864,13.25146,EGFR,PEGINTERFERON ALFA 2A
TALAZOPARIB,0.27407,6.961864,13.25146,EGFR,TALAZOPARIB
AT9283,0.27407,6.961864,13.25146,MERTK,AT9283
PD 0166285,0.2863279,2.94287,5.425715,MET;EGFR,PD 0166285
THIOGUANINE,0.2879674,6.187382,11.17886,HBB,THIOGUANINE
CABOZANTINIB,0.2879674,6.187382,11.17886,MET,CABOZANTINIB
NIVOLUMAB,0.2916141,5.567797,9.576761,EGFR,NIVOLUMAB
ATEZOLIZUMAB,0.2916141,5.567797,9.576761,EGFR,ATEZOLIZUMAB
FENOFIBRATE,0.2916141,5.567797,9.576761,ADIPOQ,FENOFIBRATE
VATALANIB,0.2916141,5.567797,9.576761,EGFR,VATALANIB
PEMETREXED,0.2916141,5.567797,9.576761,EGFR,PEMETREXED
AZACITIDINE,0.3109603,5.060863,8.307955,HBB,AZACITIDINE
AZD 1152 HQPA,0.3288434,4.638418,7.282933,EGFR,AZD 1152 HQPA
SIROLIMUS,0.3288434,4.280965,6.440997,EGFR,SIROLIMUS
DORAMAPIMOD,0.3288434,4.280965,6.440997,EGFR,DORAMAPIMOD
TOSEDOSTAT,0.3288434,4.280965,6.440997,XPNPEP2,TOSEDOSTAT
MENADIONE,0.3288434,4.280965,6.440997,HBB,MENADIONE
NIFEDIPINE,0.3288434,4.280965,6.440997,CACNA2D1,NIFEDIPINE
MERCAPTOPURINE,0.3647465,3.70904,5.148304,HBB,MERCAPTOPURINE
MLN 8054,0.3933748,3.271685,4.211196,EGFR,MLN 8054
VEMURAFENIB,0.3933748,3.271685,4.211196,MET,VEMURAFENIB
CAPECITABINE,0.4066665,3.089454,3.835592,SIRPA,CAPECITABINE
PALBOCICLIB,0.4093335,2.926405,3.507609,MET,PALBOCICLIB
DACTOLISIB,0.4093335,2.926405,3.507609,MET,DACTOLISIB
PROGESTERONE,0.4093335,2.926405,3.507609,CR2,PROGESTERONE
CYC 116,0.4314086,1.768281,2.005667,MET;EGFR,CYC 116
INSULIN,0.4325115,2.646893,2.964513,ADIPOQ,INSULIN
IRINOTECAN,0.4432737,2.526194,2.738036,BCHE,IRINOTECAN
ILORASERTIB,0.4484208,1.661692,1.755175,MET;EGFR,ILORASERTIB
SNS 314,0.4484208,2.415991,2.535789,MET,SNS 314
VALPROIC ACID,0.4530803,2.314972,2.354384,OTC,VALPROIC ACID
ALISERTIB,0.4530803,2.314972,2.354384,EGFR,ALISERTIB
SELUMETINIB,0.4562748,2.222034,2.191014,MET,SELUMETINIB
CENISERTIB,0.4562748,1.567112,1.543294,MET;EGFR,CENISERTIB
BEVACIZUMAB,0.4562748,2.136245,2.04334,EGFR,BEVACIZUMAB
CELECOXIB,0.4562748,2.136245,2.04334,CACNA2D1,CELECOXIB
TRAMETINIB,0.4562748,2.136245,2.04334,MET,TRAMETINIB
VANDETANIB,0.4846164,1.914378,1.676284,EGFR,VANDETANIB
PAZOPANIB,0.4846164,1.914378,1.676284,MET,PAZOPANIB
DEXAMETHASONE,0.5034837,1.790323,1.481102,FABP1,DEXAMETHASONE
CARBOPLATIN,0.5321976,1.631605,1.242906,EGFR,CARBOPLATIN
DAUNORUBICIN,0.5376745,1.584746,1.175216,SERPINA6,DAUNORUBICIN
SOTRASTAURIN,0.5428555,1.54049,1.112446,EGFR,SOTRASTAURIN
IMATINIB,0.5477525,1.498626,1.054135,EGFR,IMATINIB
ENTRECTINIB,0.5567399,1.421339,0.9493052,MET,ENTRECTINIB
DOCETAXEL,0.5567399,1.421339,0.9493052,ORM2,DOCETAXEL
LINIFANIB,0.5717766,1.288333,0.7779693,MET,LINIFANIB
TOZASERTIB,0.5717766,1.288333,0.7779693,EGFR,TOZASERTIB
PACLITAXEL,0.5717766,1.288333,0.7779693,EGFR,PACLITAXEL
DOXORUBICIN,0.5717766,1.288333,0.7779693,SERPINA6,DOXORUBICIN
SORAFENIB,0.6071166,1.153249,0.6167025,EGFR,SORAFENIB
CISPLATIN,0.6521762,1.005393,0.4565577,EGFR,CISPLATIN
RG 1530,0.6595449,0.9698186,0.420809,EGFR,RG 1530
BORTEZOMIB,0.6663226,0.9366561,0.3885174,F12,BORTEZOMIB
PF 562271,0.7115105,0.8115653,0.2762285,MET,PF 562271
