term,fdr,Odds Ratio,Combined Score,Genes,description
Complement Cascade,3.468747e-20,20.86491,1050.558,C1QB;C1QA;FCN2;CPB2;IGKV2D-30;CFH;CFI;IGHV1-69;C8B;CFP;C2;IGHG3;IGHG1;IGHG2;C6;C7;CR2;IGHV3-53;IGLV7-43;IGLV5-37;CFHR2;CFHR1;IGLV3-12;CFB;IGKV2-30;C1QC,Complement Cascade
Regulation of Complement Cascade,3.468747e-20,22.16994,1104.4,C1QB;C1QA;CPB2;IGKV2D-30;CFH;CFI;IGHV1-69;C8B;CFP;C2;IGHG3;IGHG1;IGHG2;C6;C7;CR2;IGHV3-53;IGLV7-43;IGLV5-37;CFHR2;CFHR1;IGLV3-12;CFB;IGKV2-30;C1QC,Regulation of Complement Cascade
Initial Triggering of Complement,3.362976e-12,16.70513,518.1935,C1QB;FCN2;C1QA;IGKV2D-30;IGHV3-53;IGHV1-69;IGLV7-43;CFP;C2;IGHG3;IGLV5-37;IGHG1;IGHG2;IGLV3-12;CFB;IGKV2-30;C1QC,Initial Triggering of Complement
Innate Immune System,1.877612e-11,4.737839,137.457,C1QB;C1QA;FCN2;ORM1;CPB2;SERPINA1;PGLYRP2;IGKV2D-30;CFH;CRISP3;CFI;HP;HBB;PRCP;IGHV1-69;A1BG;C8B;CFP;ORM2;C2;CST3;IGHG3;IGHG1;IGHG2;C6;C7;GM2A;SIRPA;AGA;CR2;SIGLEC14;IGHV3-53;AHSG;IGLV7-43;IGLV5-37;CEACAM1;LRG1;CFHR2;NPC2;CFHR1;IGLV3-12;CFB;IGKV2-30;C1QC,Innate Immune System
Creation of C4 and C2 Activators,1.937258e-09,14.24918,344.1604,C1QB;FCN2;C1QA;IGKV2D-30;IGHV3-53;IGHV1-69;IGLV7-43;IGHG3;IGLV5-37;IGHG1;IGHG2;IGLV3-12;IGKV2-30;C1QC,Creation of C4 and C2 Activators
Classical Antibody-Mediated Complement Activation,5.096087e-09,14.82145,340.945,C1QB;C1QA;IGKV2D-30;IGHV3-53;IGHV1-69;IGLV7-43;IGHG3;IGLV5-37;IGHG1;IGHG2;IGLV3-12;IGKV2-30;C1QC,Classical Antibody-Mediated Complement Activation
Immune System,1.20362e-07,3.253648,64.05553,FCN2;ORM1;SERPINA1;PGLYRP2;CRISP3;HP;HBB;C8B;PVR;ORM2;IGHG3;CA1;IGHG1;IGHG2;GM2A;MRC1;SIRPA;ICOSLG;CR2;AHSG;IGLV5-37;CEACAM1;NPC2;IGLV3-12;IGHD;CFB;IGKV2-30;C1QB;C1QA;CPB2;IGKV2D-30;CFH;CFI;PRCP;IGHV1-69;A1BG;CFP;C2;CST3;C6;C7;AGA;SIGLEC14;IGHV3-53;IGLV7-43;LRG1;CFHR2;CFHR1;C1QC,Immune System
Scavenging of Heme From Plasma,9.979628e-07,11.45307,199.7249,IGLV5-37;HPX;CD163;IGKV2D-30;IGHV3-53;IGLV3-12;HP;HBB;IGHV1-69;IGLV7-43;IGKV2-30,Scavenging of Heme From Plasma
FCGR Activation,1.384573e-05,9.644865,140.8691,IGHG3;IGLV5-37;IGHG1;IGHG2;IGKV2D-30;IGHV3-53;IGLV3-12;IGHV1-69;IGLV7-43;IGKV2-30,FCGR Activation
Hemostasis,1.384573e-05,3.684381,53.73814,ITIH4;ORM1;SERPINA1;IGKV2D-30;HBB;PRCP;IGHV1-69;HBD;A1BG;ORM2;CLEC3B;SIRPA;A2M;IGHV3-53;AHSG;HBG1;F12;F11;IGLV7-43;MERTK;IGLV5-37;CEACAM1;IGLV3-12;KLKB1;IGKV2-30,Hemostasis
Role of Phospholipids in Phagocytosis,2.149386e-05,8.918253,124.5383,IGHG3;IGLV5-37;IGHG1;IGHG2;IGKV2D-30;IGHV3-53;IGLV3-12;IGHV1-69;IGLV7-43;IGKV2-30,Role of Phospholipids in Phagocytosis
Binding and Uptake of Ligands by Scavenger Receptors,2.149386e-05,7.78268,108.6717,IGLV5-37;HPX;CD163;IGKV2D-30;IGHV3-53;IGLV3-12;HP;HBB;IGHV1-69;IGLV7-43;IGKV2-30,Binding and Uptake of Ligands by Scavenger Receptors
FCGR3A-mediated IL10 Synthesis,4.493196e-05,8.065956,106.0339,IGHG3;IGLV5-37;IGHG1;IGHG2;IGKV2D-30;IGHV3-53;IGLV3-12;IGHV1-69;IGLV7-43;IGKV2-30,FCGR3A-mediated IL10 Synthesis
Anti-inflammatory Response Favouring Leishmania Parasite Infection,6.74394e-05,6.667695,83.99079,IGHG3;IGLV5-37;IGHG1;CD163;IGHG2;IGKV2D-30;IGHV3-53;IGLV3-12;IGHV1-69;IGLV7-43;IGKV2-30,Anti-inflammatory Response Favouring Leishmania Parasite Infection
Leishmania Parasite Growth and Survival,6.74394e-05,6.667695,83.99079,IGHG3;IGLV5-37;IGHG1;CD163;IGHG2;IGKV2D-30;IGHV3-53;IGLV3-12;IGHV1-69;IGLV7-43;IGKV2-30,Leishmania Parasite Growth and Survival
FCGR3A-mediated Phagocytosis,0.0005516971,5.657492,58.34336,IGHG3;IGLV5-37;IGHG1;IGHG2;IGKV2D-30;IGHV3-53;IGLV3-12;IGHV1-69;IGLV7-43;IGKV2-30,FCGR3A-mediated Phagocytosis
Parasite Infection,0.0005516971,5.657492,58.34336,IGHG3;IGLV5-37;IGHG1;IGHG2;IGKV2D-30;IGHV3-53;IGLV3-12;IGHV1-69;IGLV7-43;IGKV2-30,Parasite Infection
Leishmania Phagocytosis,0.0005516971,5.657492,58.34336,IGHG3;IGLV5-37;IGHG1;IGHG2;IGKV2D-30;IGHV3-53;IGLV3-12;IGHV1-69;IGLV7-43;IGKV2-30,Leishmania Phagocytosis
