"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0000288","GO:0000288",1,"GO:0000288",3.71316172558062,69,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",0.7861800486618,0.239888888888889,0
"GO:0000463","GO:0000463",2,"GO:0000463",3.64867727037978,16,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.866607299270073,0.408,0
"GO:0045943","GO:0045943",3,"GO:0045943",3.50824117838853,35,"positive regulation of transcription by RNA polymerase I","positive regulation of transcription by RNA polymerase I",0.858551338199513,0.3325,0
"GO:0000956","GO:0000956",1,"GO:0000288",3.28704042705173,128,"nuclear-transcribed mRNA catabolic process","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",0.824503163017032,0.242407407407407,0.937
"GO:0000447","GO:0000447",2,"GO:0000463",3.0893390497541,10,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.871915328467153,0.401444444444444,0.658
"GO:0006383","GO:0006383",4,"GO:0006383",2.90608790910826,61,"transcription by RNA polymerase III","transcription by RNA polymerase III",0.912365936739659,0.391,0
"GO:0000460","GO:0000460",2,"GO:0000463",2.77471734547827,36,"maturation of 5.8S rRNA","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.86019902676399,0.360444444444444,0.713
"GO:0006355","GO:0006355",5,"GO:0006355",2.75689495104781,3456,"regulation of DNA-templated transcription","regulation of DNA-templated transcription",0.820289537712895,0.286333333333333,0
"GO:0000289","GO:0000289",1,"GO:0000288",2.65641142301708,34,"nuclear-transcribed mRNA poly(A) tail shortening","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",0.797889051094891,0.277888888888889,0.945
"GO:0007004","GO:0007004",6,"GO:0007004",2.5709484840063,69,"telomere maintenance via telomerase","telomere maintenance via telomerase",0.844070559610706,0.317625,0
"GO:0006278","GO:0006278",6,"GO:0007004",2.5709484840063,75,"RNA-templated DNA biosynthetic process","telomere maintenance via telomerase",0.903659367396594,0.31475,0.995
"GO:0007020","GO:0007020",7,"GO:0007020",2.55991701999894,45,"microtubule nucleation","microtubule nucleation",0.907150851581509,0.358133333333333,0
"GO:0022618","GO:0022618",8,"GO:0022618",2.46856336486106,235,"protein-RNA complex assembly","protein-RNA complex assembly",0.911646715328467,0.27,0
"GO:0010833","GO:0010833",9,"GO:0010833",2.37241203400299,81,"telomere maintenance via telomere lengthening","telomere maintenance via telomere lengthening",0.849479318734793,0.234388888888889,0
"GO:2001141","GO:2001141",5,"GO:0006355",2.29549103777364,3474,"regulation of RNA biosynthetic process","regulation of DNA-templated transcription",0.820489537712895,0.288166666666667,0.95
"GO:1902570","GO:1902570",10,"GO:1902570",2.23524800582098,18,"protein localization to nucleolus","protein localization to nucleolus",0.946296836982968,0.400090909090909,0
"GO:0042255","GO:0042255",8,"GO:0022618",2.18763406563952,64,"ribosome assembly","protein-RNA complex assembly",0.915656447688564,0.33,0.746
"GO:0002181","GO:0002181",11,"GO:0002181",2.01152755392356,156,"cytoplasmic translation","cytoplasmic translation",0.894451581508516,0.2885,0
"GO:0006357","GO:0006357",12,"GO:0006357",1.6889668180061,2581,"regulation of transcription by RNA polymerase II","regulation of transcription by RNA polymerase II",0.828371776155718,0.3095,0
"GO:0000375","GO:0000375",13,"GO:0000375",1.66677990782785,336,"RNA splicing, via transesterification reactions","RNA splicing, via transesterification reactions",0.896206326034063,0.319,0
"GO:0006390","GO:0006390",14,"GO:0006390",1.6310878837273,19,"mitochondrial transcription","mitochondrial transcription",0.919013138686131,0.537,0
"GO:0046785","GO:0046785",7,"GO:0007020",1.62751329853693,94,"microtubule polymerization","microtubule nucleation",0.901719221411192,0.3248,0.942
"GO:0045893","GO:0045893",15,"GO:0045893",1.60345963020143,1687,"positive regulation of DNA-templated transcription","positive regulation of DNA-templated transcription",0.806980048661801,0.2364,0
"GO:0000389","GO:0000389",8,"GO:0022618",1.54499425226187,6,"mRNA 3'-splice site recognition","protein-RNA complex assembly",0.870936253041362,0.399076923076923,0.747
"GO:2000234","GO:2000234",2,"GO:0000463",1.54499425226187,10,"positive regulation of rRNA processing","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.825443795620438,0.389666666666667,0.662
"GO:0042796","GO:0042796",16,"GO:0042796",1.54499425226187,8,"snRNA transcription by RNA polymerase III","snRNA transcription by RNA polymerase III",0.916081751824818,0.290142857142857,0
"GO:0045945","GO:0045945",4,"GO:0006383",1.43779781141857,18,"positive regulation of transcription by RNA polymerase III","transcription by RNA polymerase III",0.865483211678832,0.378,0.898
"GO:0000154","GO:0000154",17,"GO:0000154",1.43779781141857,36,"rRNA modification","rRNA modification",0.846837469586375,0.2595,0
"GO:0009301","GO:0009301",16,"GO:0042796",1.2594047488674,19,"snRNA transcription","snRNA transcription by RNA polymerase III",0.910259367396594,0.247857142857143,0.93
"GO:2000232","GO:2000232",2,"GO:0000463",1.22504771719213,16,"regulation of rRNA processing","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.83701897810219,0.376,0.68
"GO:0045892","GO:0045892",18,"GO:0045892",1.1897704400579,1323,"negative regulation of DNA-templated transcription","negative regulation of DNA-templated transcription",0.81047299270073,0.302142857142857,0
"GO:0016070","GO:0016070",12,"GO:0006357",1.0509336877429,5098,"RNA metabolic process","regulation of transcription by RNA polymerase II",0.880799513381995,0.312833333333333,0.769
"GO:0031126","GO:0031126",19,"GO:0031126",1.03113317407532,12,"sno(s)RNA 3'-end processing","sno(s)RNA 3'-end processing",0.862259367396594,0.291285714285714,0
"GO:1901796","GO:1901796",20,"GO:1901796",0.995190856435749,107,"regulation of signal transduction by p53 class mediator","regulation of signal transduction by p53 class mediator",0.889629197080292,0.205444444444444,0
"GO:0006338","GO:0006338",21,"GO:0006338",0.953877638242934,638,"chromatin remodeling","chromatin remodeling",0.915602919708029,0.247315789473684,0
"GO:0006325","GO:0006325",21,"GO:0006338",0.949863176260856,782,"chromatin organization","chromatin remodeling",0.914284671532847,0.257473684210526,0.97
"GO:0006351","GO:0006351",12,"GO:0006357",0.93600313178811,3568,"DNA-templated transcription","regulation of transcription by RNA polymerase II",0.875096350364963,0.279333333333333,0.857
"GO:0010468","GO:0010468",5,"GO:0006355",0.935979895459249,5467,"regulation of gene expression","regulation of DNA-templated transcription",0.834147445255474,0.345,0.805
"GO:0000027","GO:0000027",8,"GO:0022618",0.918187677167245,26,"ribosomal large subunit assembly","protein-RNA complex assembly",0.915145498783455,0.284153846153846,0.832
"GO:0031167","GO:0031167",17,"GO:0000154",0.918187677167245,27,"rRNA methylation","rRNA modification",0.849077372262774,0.255428571428571,0.98
"GO:0034475","GO:0034475",16,"GO:0042796",0.905396471905242,8,"U4 snRNA 3'-end processing","snRNA transcription by RNA polymerase III",0.918138199513382,0.314285714285714,0.74
"GO:0042795","GO:0042795",16,"GO:0042796",0.905396471905242,16,"snRNA transcription by RNA polymerase II","snRNA transcription by RNA polymerase III",0.912644282238443,0.265285714285714,0.905
"GO:0006359","GO:0006359",4,"GO:0006383",0.901180515651349,30,"regulation of transcription by RNA polymerase III","transcription by RNA polymerase III",0.882220924574209,0.367666666666667,0.929
"GO:0006376","GO:0006376",8,"GO:0022618",0.901180515651349,49,"mRNA splice site recognition","protein-RNA complex assembly",0.852520194647202,0.328230769230769,0.863
"GO:0000077","GO:0000077",22,"GO:0000077",0.901180515651349,126,"DNA damage checkpoint signaling","DNA damage checkpoint signaling",0.837740632603406,0.188707317073171,0
"GO:0016075","GO:0016075",1,"GO:0000288",0.898144022501204,21,"rRNA catabolic process","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",0.900697810218978,0.342888888888889,0.672
"GO:0016071","GO:0016071",23,"GO:0016071",0.840514921449598,829,"mRNA metabolic process","mRNA metabolic process",0.893496350364964,0.293714285714286,0
"GO:1905168","GO:1905168",24,"GO:1905168",0.840514921449598,37,"positive regulation of double-strand break repair via homologous recombination","positive regulation of double-strand break repair via homologous recombination",0.810785401459854,0.279272727272727,0
"GO:0051254","GO:0051254",15,"GO:0045893",0.815148789562724,1900,"positive regulation of RNA metabolic process","positive regulation of DNA-templated transcription",0.810978588807786,0.266,0.965
"GO:0035196","GO:0035196",19,"GO:0031126",0.815148789562724,47,"miRNA processing","sno(s)RNA 3'-end processing",0.846769343065693,0.245285714285714,0.827
"GO:0006265","GO:0006265",25,"GO:0006265",0.710773036029612,9,"DNA topological change","DNA topological change",0.872713381995134,0.464933333333333,0
"GO:0016479","GO:0016479",3,"GO:0045943",0.710773036029612,12,"negative regulation of transcription by RNA polymerase I","positive regulation of transcription by RNA polymerase I",0.866689537712895,0.3625,0.891
"GO:2000628","GO:2000628",26,"GO:2000628",0.710773036029612,86,"regulation of miRNA metabolic process","regulation of miRNA metabolic process",0.869344525547445,0.2470625,0
"GO:0032774","GO:0032774",12,"GO:0006357",0.578359060973116,3599,"RNA biosynthetic process","regulation of transcription by RNA polymerase II",0.875549878345499,0.279666666666667,0.855
"GO:0071694","GO:0071694",29,"GO:0071694",0.571612157326087,8,"maintenance of protein location in extracellular region","maintenance of protein location in extracellular region",0.949965450121654,0.57,0
"GO:1904948","GO:1904948",30,"GO:1904948",0.571612157326087,17,"midbrain dopaminergic neuron differentiation","midbrain dopaminergic neuron differentiation",0.934053527980535,0.528,0
"GO:0071139","GO:0071139",24,"GO:1905168",0.571612157326087,6,"resolution of recombination intermediates","positive regulation of double-strand break repair via homologous recombination",0.925189294403893,0.414818181818182,0.605
"GO:0038092","GO:0038092",33,"GO:0038092",0.571612157326087,20,"nodal signaling pathway","nodal signaling pathway",0.91258296836983,0.331666666666667,0
"GO:0071028","GO:0071028",1,"GO:0000288",0.571612157326087,10,"nuclear mRNA surveillance","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",0.85649197080292,0.325592592592593,0.763
"GO:0099172","GO:0099172",34,"GO:0099172",0.571612157326087,52,"presynapse organization","presynapse organization",0.933425790754258,0.320588235294118,0
"GO:0010608","GO:0010608",28,"GO:0010608",0.571612157326087,1093,"post-transcriptional regulation of gene expression","post-transcriptional regulation of gene expression",0.857078345498783,0.311142857142857,0
"GO:0045623","GO:0045623",32,"GO:0045623",0.571612157326087,19,"negative regulation of T-helper cell differentiation","negative regulation of T-helper cell differentiation",0.820315328467153,0.307666666666667,0
"GO:0070475","GO:0070475",17,"GO:0000154",0.571612157326087,11,"rRNA base methylation","rRNA modification",0.858020924574209,0.293642857142857,0.924
"GO:0001522","GO:0001522",17,"GO:0000154",0.571612157326087,18,"pseudouridine synthesis","rRNA modification",0.913168369829684,0.284785714285714,0.746
"GO:0090670","GO:0090670",27,"GO:0090670",0.571612157326087,19,"RNA localization to Cajal body","RNA localization to Cajal body",0.958957664233577,0.282285714285714,0
"GO:0090672","GO:0090672",27,"GO:0090670",0.571612157326087,19,"telomerase RNA localization","RNA localization to Cajal body",0.959466666666667,0.279428571428571,0.72
"GO:0099054","GO:0099054",34,"GO:0099172",0.571612157326087,47,"presynapse assembly","presynapse organization",0.879770802919708,0.278941176470588,0.992
"GO:2000317","GO:2000317",31,"GO:2000317",0.571612157326087,13,"negative regulation of T-helper 17 type immune response","negative regulation of T-helper 17 type immune response",0.895801946472019,0.2754,0
"GO:0090671","GO:0090671",27,"GO:0090670",0.571612157326087,19,"telomerase RNA localization to Cajal body","RNA localization to Cajal body",0.959336739659367,0.241285714285714,0.987
"GO:0032210","GO:0032210",9,"GO:0010833",0.571612157326087,53,"regulation of telomere maintenance via telomerase","telomere maintenance via telomere lengthening",0.801228710462287,0.232444444444444,0.957
"GO:0061668","GO:0061668",8,"GO:0022618",0.529726405398904,10,"mitochondrial ribosome assembly","protein-RNA complex assembly",0.92463698296837,0.376846153846154,0.658
"GO:0032211","GO:0032211",25,"GO:0006265",0.529726405398904,20,"negative regulation of telomere maintenance via telomerase","DNA topological change",0.789763503649635,0.3254,0.526
"GO:1903311","GO:1903311",23,"GO:0016071",0.529726405398904,362,"regulation of mRNA metabolic process","mRNA metabolic process",0.853710948905109,0.222357142857143,0.88
"GO:0050684","GO:0050684",23,"GO:0016071",0.453525940727667,129,"regulation of mRNA processing","mRNA metabolic process",0.860747931873479,0.226857142857143,0.787
"GO:0031053","GO:0031053",19,"GO:0031126",0.43415784607406,20,"primary miRNA processing","sno(s)RNA 3'-end processing",0.858026763990268,0.287142857142857,0.774
"GO:0031054","GO:0031054",19,"GO:0031126",0.43415784607406,17,"pre-miRNA processing","sno(s)RNA 3'-end processing",0.857670072992701,0.285857142857143,0.775
"GO:0090267","GO:0090267",22,"GO:0000077",0.43415784607406,12,"positive regulation of mitotic cell cycle spindle assembly checkpoint","DNA damage checkpoint signaling",0.786632116788321,0.257292682926829,0.769
"GO:0071103","GO:0071103",25,"GO:0006265",0.42407794054693,92,"DNA conformation change","DNA topological change",0.919646228710462,0.3918,0.862
"GO:0000028","GO:0000028",8,"GO:0022618",0.42407794054693,19,"ribosomal small subunit assembly","protein-RNA complex assembly",0.916989781021898,0.303923076923077,0.813
"GO:1901880","GO:1901880",35,"GO:1901880",0.42407794054693,70,"negative regulation of protein depolymerization","negative regulation of protein depolymerization",0.853929927007299,0.22516,0
"GO:0042753","GO:0042753",40,"GO:0042753",0.415506397951192,18,"positive regulation of circadian rhythm","positive regulation of circadian rhythm",0.943662287104623,0.6625,0
"GO:0035994","GO:0035994",38,"GO:0035994",0.415506397951192,25,"response to muscle stretch","response to muscle stretch",0.960122141119221,0.37075,0
"GO:0045006","GO:0045006",36,"GO:0045006",0.415506397951192,13,"DNA deamination","DNA deamination",0.913541119221411,0.356,0
