term,fdr,Odds Ratio,Combined Score,Genes,description
Aerobic Respiration and Respiratory Electron Transport,0.001023118,2.449152,32.92868,MT-ND4;NDUFA13;NDUFB8;MT-ND5;NDUFA10;HCCS;UQCR11;UQCR10;PDHB;HIGD1A;MT-ND1;NFS1;RMND5A;IDH3B;ME1;PDK3;NEK1;UQCRFS1;PDK2;ATP5MF;PDK1;DMAC2L;NDUFA9;ATP5PF;SURF1;UQCC2;IDH3G;NDUFA4;UQCC1;NDUFA3;NDUFA1;ARMC8;BCS1L;COQ10B;SIRT3;PDP1;NDUFS8;SCO1;NDUFS4;TMEM126A;L2HGDH;MT-CYB;SLC25A12;FXN;SLC25A13,Aerobic Respiration and Respiratory Electron Transport
Metabolism of Lipids,0.001023118,2.018125,26.84295,MTMR14;INPPL1;PTEN;LPCAT1;PIK3CB;SPTLC1;CPT2;ME1;TSPO;MLYCD;MFSD2B;SBF1;PRKACB;ABCC3;ACOT8;ABCC1;PCYT1B;MIGA2;MECR;ACSL1;SPHK1;ACSL5;ELOVL7;ACSL3;PLA2G15;GNPAT;INPP4B;PLPP6;PCCA;EHHADH;MAPKAPK2;ACOX3;SLC27A3;VAC14;MTMR2;ABHD4;PON2;PIK3R4;MTMR9;AGPAT1;ACACA;PIK3R6;AGPAT3;MTMR6;HACD4;INPP5D;FAM120B;INPP5K;KDSR;ARSD;DECR2;CERT1;OSBPL8;SEC24B;OSBPL6;PLEKHA2;EPHX2;MBOAT7;OSBPL2;M6PR;ACSF3;PIKFYVE;SYNJ1;PRXL2B;PI4KA;PNPLA6;SEC24D;OSBPL1A;GLA,Metabolism of Lipids
PI Metabolism,0.001023118,4.446473,57.60347,VAC14;MTMR2;PLEKHA2;MTMR14;INPPL1;PTEN;PIK3R4;MTMR9;PIK3CB;MTMR6;PIK3R6;INPP4B;PIKFYVE;SYNJ1;INPP5D;PI4KA;INPP5K;PNPLA6;SBF1,PI Metabolism
Phospholipid Metabolism,0.01061142,2.621858,27.07884,VAC14;MTMR2;ABHD4;MTMR14;PIK3R4;LPCAT1;INPPL1;PTEN;MTMR9;PIK3CB;AGPAT1;MTMR6;PIK3R6;AGPAT3;INPP5D;INPP5K;SBF1;OSBPL8;PCYT1B;MIGA2;PLEKHA2;MBOAT7;PLA2G15;GNPAT;INPP4B;PIKFYVE;SYNJ1;PI4KA;PNPLA6,Phospholipid Metabolism
Respiratory Electron Transport,0.01317832,2.536883,24.96173,MT-ND4;NDUFA13;NDUFB8;MT-ND5;NDUFA10;HCCS;UQCR11;UQCR10;HIGD1A;MT-ND1;NFS1;UQCRFS1;NDUFA9;SURF1;UQCC2;NDUFA4;UQCC1;NDUFA3;NDUFA1;BCS1L;COQ10B;NDUFS8;SCO1;NDUFS4;TMEM126A;MT-CYB;SLC25A12;FXN;SLC25A13,Respiratory Electron Transport
Metabolism,0.01317832,1.446497,14.0397,VKORC1L1;MT-ND4;NDUFA13;MT-ND5;NDUFA10;INPPL1;ENO2;GLS;MT-ND1;FLAD1;PDK3;NUDT18;NEK1;CHP1;MLYCD;MFSD2B;SBF1;CIAO2B;PRKACB;PDK2;RPS12;PDK1;MCCC2;ACOT8;MIGA2;MECR;HGD;ACSL1;ACSL5;ACSL3;ARMC8;BCS1L;PLA2G15;GNPAT;INPP4B;PLPP6;POR;SCO1;PRKAR1B;MAPKAPK2;CMPK1;TMEM126A;SLC27A3;MTMR2;SEH1L;ABHD4;ABCB7;ITPR1;PIK3R4;MTMR9;HIGD1A;ACACA;PIK3R6;MTMR6;HACD4;DGUOK;INPP5D;INPP5K;KDSR;ARSD;IP6K1;DECR2;CERT1;HMOX2;ATP5MF;EEFSEC;DMAC2L;OSBPL8;SURF1;OSBPL6;UQCC2;EPHX2;UQCC1;OSBPL2;M6PR;PYCR2;PARP14;ACSF3;UCKL1;DERA;GLUD1;COQ3;SYNJ1;PRXL2B;PI4KA;KYAT3;MAN2B1;MMS19;MT-CYB;OSBPL1A;MTMR14;PTEN;LPCAT1;HCCS;PIK3CB;OPLAH;ADO;HS2ST1;GYS1;NADK2;SPTLC1;CPT2;GUK1;DBT;IDH3B;ME1;TSPO;UQCRFS1;TK2;CA9;MAN2C1;ABCC3;VKORC1;ABCC1;PCYT1B;PARP4;SPHK1;NME2;ELOVL7;COQ10B;SIRT3;SLC25A15;NDUFS8;PCCA;RRM2B;EHHADH;NDUFS4;DPYD;ACOX3;L2HGDH;SLC25A12;UMPS;GART;FXN;BCAT2;SLC25A13;PRPS1;VAC14;NDUFB8;DTYMK;PON2;UQCR11;PDHB;UQCR10;PPOX;AGPAT1;ADCY6;AGPAT3;NFS1;RMND5A;ALDH1B1;MTHFD1L;CHSY1;FAM120B;PHKG2;AASDHPPT;NDUFA9;CYB5A;ATP5PF;SEC24B;NDUFA4;IDH3G;PLEKHA2;NDUFA3;MBOAT7;ADRM1;NDUFA1;GCG;NMNAT3;DHODH;PDP1;GALE;PIKFYVE;PNPLA6;SEC24D;GLA,Metabolism
Complex III Assembly,0.02130456,6.636984,59.40745,NFS1;UQCC2;UQCC1;UQCRFS1;UQCR11;UQCR10;BCS1L;MT-CYB;FXN,Complex III Assembly
Synthesis of PIPs at the Plasma Membrane,0.02130456,4.231331,37.81952,MTMR2;PLEKHA2;MTMR14;INPPL1;PTEN;MTMR9;PIK3CB;MTMR6;PIK3R6;INPP4B;SYNJ1;INPP5D;INPP5K,Synthesis of PIPs at the Plasma Membrane
Synthesis of Very Long-Chain Fatty acyl-CoAs,0.02698636,9.446032,81.08265,ACSL1;ACSL5;ACSL3;ELOVL7;SLC27A3;ACSF3;HACD4,Synthesis of Very Long-Chain Fatty acyl-CoAs
Regulation of Pyruvate Metabolism,0.08697367,4.863847,35.5457,PDP1;RMND5A;ME1;NEK1;PDK3;PDHB;ARMC8;PDK2;PDK1,Regulation of Pyruvate Metabolism
