Protein_Group	Genes	MoMacs_day15_vs_MoMacs_day30_logFC	MoMacs_day15_vs_MoMacs_day30_pval	Removed?	Contaminant?
Q08093	Cnn2	-2.63526233919393	0.006828412069342	No	No
Q09014	Ncf1	-7.5149231315064	1.42430985154337e-06	No	No
Q11136	Pepd	-2.43008219045212	0.0007212119723852	No	No
Q14CH1	Mocos	-6.42499707520491	4.57796399483453e-05	No	No
Q2NL51	Gsk3a	-4.82711506595248	5.39550113165386e-07	No	No
Q3B7Z2	Osbp	-3.84925837397049	0.0010614446152685	No	No
Q3T9E4;Q62293	Tgtp1;Tgtp2	-4.0321791335849	2.2046675487704e-06	No	No
Q3TBD2	Arhgap45	-5.78994438825393	8.50980042406297e-06	No	No
Q3TCN2	Plbd2	-4.4622735780271	0.0002285901318803	No	No
Q3TDX8	Cyb5r4	-3.18299155668342	0.0087310734912015	No	No
Q3TEA8	Hp1bp3	-3.91350295943998	0.0057575894864462	No	No
Q3THK7	Gmps	-3.74156632225469	0.0093714251605088	No	No
Q3TIX9	Usp39	-3.33487128985671	0.003662943558228	No	No
Q3TKT4	Smarca4	-4.26557331423901	0.003669760415978	No	No
Q3TPX4	Exoc5	-6.23203259414619	0.0001184186665183	No	No
Q3TRM8	Hk3	-3.53352634008417	3.80011449152581e-07	No	No
Q3TW96	Uap1l1	-2.56168759458947	0.0032188285649771	No	No
Q3U1J4	Ddb1	-2.4422064088774	0.0014561053206347	No	No
Q3U2P1	Sec24a	-5.2950850193461	0.0009715081068347	No	No
Q3U487	Hectd3	-5.14530125426023	8.55857465947465e-05	No	No
Q3U5Q7	Cmpk2	-3.51045574602498	0.0003308571451138	No	No
Q3U7R1	Esyt1	-3.50529980183145	0.0003468236846476	No	No
Q3UA06	Trip13	-2.84478269575233	0.007515237402429	No	No
Q3UCV8	Otulin	-5.60340333691525	2.32619577844843e-08	No	No
Q3UE37	Ube2z	-4.46464011335858	0.0003445510417643	No	No
Q3UEB3	Puf60	-6.16208349219772	0.0001526683566041	No	No
Q3UGR5	Hdhd2	-6.16047857380516	7.61699549489174e-06	No	No
Q3UHX2	Pdap1	-6.27849712921174	2.32144861100709e-06	No	No
Q3UL36	Arglu1	-7.07573503837232	7.70681924695989e-08	No	No
Q3ULJ0	Gpd1l	-5.64033369758119	0.0001318547570603	No	No
Q3UM29	Cog7	-5.95721021959492	0.0015291749433695	No	No
Q3UM45	Ppp1r7	-4.49394879245066	0.0087117432222665	No	No
Q3UMU9	Hdgfl2	-4.57481271323269	3.37954253170141e-05	No	No
Q3UND0	Skap2	-2.63249223117743	0.0075077602960086	No	No
Q3UP87	Elane	-9.96842904257955	3.12530954325798e-15	No	No
Q3UPH1	Prrc1	-4.36904616701498	0.001172130938529	No	No
Q3UPL0	Sec31a	-7.02642540353974	0.0004303489831712	No	No
Q3UQ44	Iqgap2	-4.55019976400383	0.0052868284258448	No	No
Q3UQN2	Fcho2	-7.20229287557994	5.83827063667644e-05	No	No
Q3UR70	Tgfbrap1	-3.50789066111194	0.0056518460714419	No	No
Q3UYV9	Ncbp1	-3.74609985806799	0.0052421684044397	No	No
Q3UZ39	Lrrfip1	-4.82066048169444	0.0003208818567197	No	No
Q3UZA1	Rcsd1	-7.3213090124954	6.67948449597854e-07	No	No
Q3UZZ4	Olfm4	-10.866141848653	4.91937911267681e-10	No	No
Q3V1L4	Nt5c2	-2.65185416042764	0.0077810754949072	No	No
Q4FK66	Prpf38a	-3.74357860711374	0.0022335032889366	No	No
Q4LDD4	Arap1	-4.79330819797409	0.000605852113734	No	No
Q4VA53	Pds5b	-4.76202794988836	0.0001196834421936	No	No
Q505B7	Zbtb8os	-3.5575887219503	0.0008070981570968	No	No
Q505F5	Lrrc47	-5.42024547567125	0.001642188241107	No	No
Q52KI8	Srrm1	-8.18454531250095	3.85822675008007e-08	No	No
Q569Z5	Ddx46	-5.24426913839271	0.0017775494127958	No	No
Q569Z6	Thrap3	-6.54927597185445	0.0010213202805461	No	No
Q571E4	Galns	-3.26562836095433	9.65645234217306e-05	No	No
Q571I9	Aldh16a1	-2.4947448721015	0.0001117194860049	No	No
Q5DTM8	Rnf20	-3.76246122295279	0.0001644850385901	No	No
Q5EG47	Prkaa1	-2.27007226946131	0.0099593822817429	No	No
Q5PRF0	Heatr5a	-4.2843113866097	3.56313681938652e-07	No	No
Q5SQX6	Cyfip2	-2.87440213844423	0.0038259526432628	No	No
Q5SRY7	Fbxw11	-4.30909197443061	0.0024376172451596	No	No
Q5SUR0	Pfas	-3.49479427613599	0.001467637446702	No	No
Q5SW19	Cluh	-7.28807986144285	0.0003175970158449	No	No
Q5SWU9	Acaca	-5.28802756545511	0.0019696492602783	No	No
Q5U4D9	Thoc6	-5.84739636250641	3.3193719551454e-06	No	No
Q5XJY5	Arcn1	-2.75175628195315	0.0087551826961135	No	No
Q60575	Kif1b	-4.2852627041421	0.0040197104438284	No	No
Q60598	Cttn	-6.36170363658997	0.0020525129235345	No	No
Q60605	Myl6	-2.78341527694587	0.0014339669418147	No	No
Q60631	Grb2	-4.20715413371166	5.90165896928035e-05	No	No
Q60648	Gm2a	-2.81507867263772	7.66958914233387e-05	No	No
Q60676	Ppp5c	-7.06740806985654	0.000112859245239	No	No
Q60692	Psmb6	-2.81516778326906	0.0004164140596993	No	No
Q60710	Samhd1	-2.34528728316387	8.02035928805802e-05	No	No
Q60749	Khdrbs1	-4.54575871608403	0.0024497668776069	No	No
Q60823	Akt2	-6.10255251310978	0.0016334535858894	No	No
Q60855	Ripk1	-3.66769752526336	0.0044129734488319	No	No
Q60865	Caprin1	-2.51040975720831	0.0065240160411154	No	No
Q60902	Eps15l1	-5.54669493603991	3.38555074209008e-07	No	No
Q60949	Tbc1d1	-4.91653265802077	2.15033550990265e-05	No	No
Q60972	Rbbp4	-2.15425278082873	0.0041954143216866	No	No
Q60973	Rbbp7	-2.68980927408889	0.0014248791536442	No	No
Q60996	Ppp2r5c	-4.67236165988514	0.000238828675795	No	No
Q61074	Ppm1g	-4.71236640907757	0.0001665022506935	No	No
Q61096	Prtn3	-6.08314466057847	1.26509844358747e-10	No	No
Q61107	Gbp4	-2.78497835851159	0.0008499387610743	No	No
Q61133	Gstt2	-3.99422661409898	9.22347182056897e-06	No	No
Q61151	Ppp2r5e	-5.77417106139504	9.49674573480001e-05	No	No
Q61166	Mapre1	-2.97801944706692	0.0084173492887331	No	No
Q61171	Prdx2	-2.46714084058381	0.0026110488305073	No	No
Q61176	Arg1	-3.76713708284085	0.004641496806476	No	No
Q61183	Papola	-6.47155651749939	7.54893463756441e-05	No	No
Q61187	Tsg101	-5.13402202235476	8.78599774774891e-05	No	No
Q61206	Pafah1b2	-2.48494612815913	0.0027223503216591	No	No
Q61207	Psap	-2.36304662435896	0.0002458022099497	No	No
Q61233	Lcp1	-2.04212998360993	0.0004133268384693	No	No
Q61247	Serpinf2	-3.6739881918268	0.0039751710170175	No	No
Q61316	Hspa4	-2.51442250829133	0.0005860607975318	No	No
Q61333	Tnfaip2	-4.5110808300109	0.0039334821456184	No	No
Q61335	Bcap31	-7.1046247153311	0.0002675947903744	No	No
Q61362	Chi3l1	-7.83883907014148	1.34494858180208e-09	No	No
Q61425	Hadh	-3.38620279489992	0.000585953764347	No	No
Q61510	Trim25	-5.01192558943578	0.0001625441659759	No	No
Q61545	Ewsr1	-5.27185959621374	9.95113740823422e-05	No	No
Q61550	Rad21	-2.92371305383416	0.0046316798982126	No	No
Q61595	Ktn1	-6.97234728814653	1.15492291617177e-05	No	No
Q61599	Arhgdib	-3.35509573202435	2.08801124451806e-06	No	No
Q61635	Ifi47	-4.97655494672757	0.0001231848984355	No	No
Q61646	Hp	-6.75309780367652	1.8519459618897202e-09	No	No
Q61686	Cbx5	-4.0834789664241	0.007073661542039	No	No
Q61687	Atrx	-4.6801580149201	6.13906703476787e-05	No	No
Q61768	Kif5b	-7.70381276679132	0.0015513527049252	No	No
Q61792	Lasp1	-3.88840905404659	0.0002535269737988	No	No
Q61805	Lbp	-6.83029243847817	2.26345576579414e-08	No	No
Q61838	Pzp	-3.82807660309073	0.0023204353691998	No	No
Q61937	Npm1	-2.69378640107776	0.0064996661080181	No	No
Q62048	Pea15	-3.27894922977265	0.0004007964566673	No	No
Q62148	Aldh1a2	-5.07272753223459	4.25811864177917e-09	No	No
Q62188	Dpysl3	-4.30689264216057	0.0019367246177919	No	No
Q62191	Trim21	-4.09649569121331	0.0005550916845133	No	No
Q62193	Rpa2	-5.27699746687687	7.73822455056732e-05	No	No
Q62261	Sptbn1	-3.36194131567279	0.0042690413427276	No	No
Q62348	Tsn	-2.50671061085444	0.0007925634405657	No	No
Q62351	Tfrc	-3.91677647440467	0.0003033633285501	No	No
Q62383	Supt6h	-4.60872921725885	0.005652590605654	No	No
Q62393	Tpd52	-2.90036065042717	0.0095669522502818	No	No
Q62419	Sh3gl1	-5.46883733885194	7.85639144394852e-05	No	No
Q62422	Ostf1	-2.63761518801007	0.0008625810086795	No	No
Q62426	Cstb	-2.42964161032119	0.0004038944936683	No	No
Q62433	Ndrg1	-7.80409376230621	1.18438546225328e-07	No	No
Q62446	Fkbp3	-5.77108865766022	1.03947100463948e-05	No	No
Q62523	Zyx	-4.24396918418381	0.0004196211241196	No	No
Q63844	Mapk3	-3.72676264230554	0.0061348191601057	No	No
Q640N3	Arhgap30	-6.48778912039878	2.346585472482e-05	No	No
Q64152	Btf3	-5.5976931763151	3.77909724578335e-05	No	No
Q64282	Ifit1	-3.06656999407142	0.003027656071453	No	No
Q64324	Stxbp2	-5.38269165420019	0.0072941699537313	No	No
Q64442	Sord	-2.98974849145012	0.0082859244111505	No	No
Q64467	Gapdhs	-4.02689359574326	0.0027296042789865	No	No
Q64511	Top2b	-4.54057712293044	0.0011899297337071	No	No
Q64514	Tpp2	-3.96071375944672	0.0007457034829894	No	No
Q64516	Gk	-6.22924082085019	0.0015693407406752	No	No
Q64727	Vcl	-3.3863311401391	0.0020460744496526	No	No
Q64737	Gart	-4.11286826679271	3.11326148774314e-05	No	No
Q68FD5	Cltc	-2.00969867747433	0.0025452993054632	No	No
Q68FG2	Sptbn2	-7.6346708784022	0.0002209128455696	No	No
Q68FH4	Galk2	-4.75177665366117	0.0050016438147926	No	No
Q6A026	Pds5a	-7.43497189582869	4.22841227266221e-11	No	No
Q6A068	Cdc5l	-6.30679513325631	0.0001169493485683	No	No
Q6A0A9	FAM120A	-3.34843315356121	0.0049174867938632	No	No
Q6DTY7	Pfkfb4	-3.12569867283336	0.0027033701955031	No	No
Q6IFZ6	Krt77	-2.80606488385958	0.0099164223722801	No	No
Q6KAR6	Exoc3	-4.82125575403333	0.0006505522298993	No	No
Q6NZR5	Skiv2l	-6.03447313358489	9.21177098190665e-05	No	No
Q6P069	Sri	-3.73934426857303	0.001085704098164	No	No
Q6P1B1	Xpnpep1	-3.65682517740247	0.0011410640753593	No	No
Q6P2B1	Tnpo3	-2.9969389618274	0.0018302482686027	No	No
Q6P2K6	Ppp4r3a	-4.87039663365699	8.35781850067573e-05	No	No
Q6P3D0	Nudt16	-4.58312090007361	2.14363525321219e-08	No	No
Q6P4T2	Snrnp200	-2.91780018296005	0.0036759168872362	No	No
Q6P542	Abcf1	-7.41780304284545	2.59705316636154e-05	No	No
Q6P5E4	Uggt1	-5.10093826125719	0.0048469028051907	No	No
Q6P5F9	Xpo1	-2.14724906908003	0.0017566425776513	No	No
Q6P6M7	Sepsecs	-5.41391353886726	1.37332014531811e-05	No	No
Q6PB44	Ptpn23	-4.18185360819444	0.0077938352753012	No	No
Q6PD03	Ppp2r5a	-4.42466230117015	0.0011498401532356	No	No
Q6PDG5	Smarcc2	-6.83721332701615	0.000125610965149	No	No
Q6PDL0	Dync1li2	-4.86688965068332	1.77283518762458e-05	No	No
Q6PDQ2	Chd4	-4.19989985660761	0.0064719568142863	No	No
Q6PEB6	Mob4	-6.19383051572761	6.86324316319855e-08	No	No
Q6PGF7	Exoc8	-5.18658417757788	0.0014237705540026	No	No
Q6PHQ9	Pabpc4	-5.46181476420157	0.0001312906128995	No	No
Q6R0H7	Gnas	-2.36588593205725	0.0099072540491637	No	No
Q6WVG3	Kctd12	-2.14586588966818	0.0001877893768952	No	No
Q6ZQ38	Cand1	-2.04566045202709	0.0056517444341866	No	No
Q6ZQ58	Larp1	-4.37413378716239	0.0018468741721119	No	No
Q6ZQK5	Acap2	-5.06923491758877	0.0014420553611383	No	No
Q6ZWM4	Lsm8	-2.77770694397373	0.0094084045672257	No	No
Q6ZWR6	Syne1	-6.69180714886185	1.25363014922221e-05	No	No
Q6ZWY3	Rps27l	-4.58125429537507	0.0046612458308037	No	No
Q71RI9	Kyat3	-4.28242050016393	0.0003570562719491	No	No
Q76MZ3	Ppp2r1a	-2.14182371881717	0.0028467172871331	No	No
Q78JE5	Fbxo22	-5.34798121861745	8.13043143587863e-05	No	No
Q78JT3	Haao	-2.31123360192819	0.0090097714900328	No	No
Q793I8	Tifa	-4.72503672804369	0.0008759117276994	No	No
Q7M6Y3	Picalm	-2.72516262643476	0.0069865337327937	No	No
Q7TMK9	Syncrip	-3.34071978343134	0.0069572468614703	No	No
Q7TMQ7	Wdr91	-4.62489445444525	0.0001418330470268	No	No
Q7TMY8	Huwe1	-4.4675237363945	0.0066910494358252	No	No
Q7TNG5	Eml2	-3.26271982538034	5.0925112988609e-05	No	No
Q7TNP2	Ppp2r1b	-4.32524133970467	0.0050687066279867	No	No
Q7TNV0	Dek	-4.28097042874678	0.0076561960276449	No	No
Q7TPD0	Ints3	-5.49858944426835	3.76794113007123e-07	No	No
Q7TPR4	Actn1	-2.44780590277279	8.99835893854637e-05	No	No
Q7TQI3	Otub1	-3.03857863341328	0.0091327751526465	No	No
Q7TSG2	Ctdp1	-2.6402284001866	0.0012727885715017	No	No
Q7TSH6	Scaf4	-2.44974464359952	0.0089980539147876	No	No
Q7TT37	Elp1	-3.54957732198955	0.004519647386206	No	No
Q80SU7	Gvin1	-3.36926174176563	9.8647285139735e-05	No	No
Q80SW1	Ahcyl1	-4.08496455736438	0.000180644445787	No	No
Q80SY5	Prpf38b	-3.62067836988098	0.0052173947795683	No	No
Q80SZ7	Gng5	-3.22086405459603	0.0055290704175213	No	No
Q80TL7	Mon2	-3.69423793451752	0.0062526319800738	No	No
Q80TM9	Nisch	-6.10728396765449	2.59731775260611e-06	No	No
Q80TY0	Fnbp1	-4.16132898316553	0.0098697080405438	No	No
Q80UG5	Septin9	-5.54937327034805	0.0002363674624375	No	No
Q80UM3	Naa15	-5.56425595515457	0.0074231844099089	No	No
Q80UW8	Polr2e	-4.64018627522035	4.29244418941149e-08	No	No
Q80W47	Wipi2	-7.36750327249612	5.3577882892501194e-11	No	No
Q80WQ2	Vac14	-2.86569664850857	0.0011445186582152	No	No
Q80X82	Sympk	-3.46897969737899	0.0020372240214125	No	No
Q80X98	Dhx38	-5.02812241838615	0.0013425032341465	No	No
Q80YA7	Dpp8	-5.19883487704137	0.0002070282263947	No	No
Q810B6	Ankfy1	-2.66424996456074	0.0017932145663458	No	No
Q810D6	Grwd1	-5.02654908050746	0.0067714168276226	No	No
Q8BFQ8	Gatd1	-5.48906435437519	0.0007099660659877	No	No
Q8BFV2	Pcid2	-3.37149452182715	0.0036236263737545	No	No
Q8BFZ3	Actbl2	-2.43491831674931	0.0043675597560669	No	No
Q8BG07	Pld4	-2.13881402103593	0.0004629467282413	No	No
Q8BG94	Commd7	-3.64349544381134	0.0002279012110221	No	No
Q8BGB7	Enoph1	-7.09545669918978	1.0525292670129401e-09	No	No
Q8BGD9	Eif4b	-3.21957147571775	0.0028423482572883	No	No
Q8BGW1	Fto	-3.45268826894301	0.001090545585816	No	No
Q8BGZ4	Cdc23	-4.09444627247321	9.7829486786022e-05	No	No
Q8BH15	Cnot10	-2.85763542185383	0.0021175197477581	No	No
Q8BH24	Tm9sf4	-6.61194210693907	4.5801360581978e-06	No	No
Q8BH59	Slc25a12	-4.30575088896414	0.001847575870534	No	No
Q8BH74	Nup107	-5.22210955532247	0.0001612585451236	No	No
Q8BHG1	Nrdc	-3.57991516711672	0.0002340852470351	No	No
Q8BHG2	Czib	-3.52884251272646	0.0004058634269375	No	No
Q8BHL5	Elmo2	-3.92712388255051	0.0069139883140272	No	No
Q8BHN3	Ganab	-4.14490245612039	0.0003183031076467	No	No
Q8BJ71	Nup93	-4.820351560324	0.0028626096568872	No	No
Q8BJW6	Eif2a	-4.0360644062529	0.000149236633433	No	No
Q8BJY1	Psmd5	-2.76366511129651	9.96863805503103e-05	No	No
Q8BK58	Hspbap1	-4.46252402804187	0.000744960465384	No	No
Q8BK63	Csnk1a1	-7.13795374940156	0.000974600424938	No	No
Q8BK64	Ahsa1	-2.25116170582686	0.0012389212463743	No	No
Q8BKC5	Ipo5	-2.07783847457218	0.001127141733176	No	No
Q8BKS9	Pum3	-6.87638961276876	1.24784233932895e-08	No	No
Q8BL66	Eea1	-7.70811581739639	0.0007203299182431	No	No
Q8BMA6	Srp68	-4.18423224529645	0.0046184789153743	No	No
Q8BMF4	Dlat	-5.95970458908037	3.4263235806709e-06	No	No
Q8BMG7	Rab3gap2	-4.98385087721936	6.03265378414054e-06	No	No
Q8BMJ2	Lars1	-5.33204243676711	0.0072951962605462	No	No
Q8BML9	Qars1	-5.12991790391441	0.0013859496920764	No	No
Q8BND5	Qsox1	-4.90113479999615	2.79818563939018e-05	No	No
Q8BPU7	Elmo1	-3.84146653089486	9.25485986767111e-05	No	No
Q8BQ30	Ppp1r18	-6.43764076293324	3.18168470470124e-07	No	No
Q8BQM4	Heatr3	-4.62505526780646	1.8477514819259e-06	No	No
Q8BTM8	Flna	-2.51663805688275	0.000202972296149	No	No
Q8BTU1	Cfap20	-3.33639376671302	0.0003095782055295	No	No
Q8BTV2	Cpsf7	-5.78046353158128	0.0008175609153647	No	No
Q8BTZ7	Gmppb	-3.76755169005777	0.0081248255456871	No	No
Q8BUK6	Hook3	-3.2444231828128	0.0094915697960159	No	No
Q8BUY9	Pggt1b	-3.69233443866287	0.0005866194354489	No	No
Q8BV13	Cops7b	-6.69956753975353	8.14356067503189e-07	No	No
Q8BVE3	Atp6v1h	-3.69779954869671	0.0069719925833977	No	No
Q8BVF2	Pdcl3	-4.6842624043742	8.14371445988434e-05	No	No
Q8BVG4	Dpp9	-4.24640767935384	8.86155813048441e-05	No	No
Q8BVI4	Qdpr	-2.19813669592518	0.0003493573344666	No	No
Q8BVQ5	Ppme1	-4.50097698736244	0.0018405388730751	No	No
Q8BWT1	Acaa2	-3.34729576258443	6.59448885813718e-05	No	No
Q8BX09	Rbbp5	-5.25139474073467	0.0027428679888631	No	No
Q8BX70	Vps13c	-5.38852568111895	7.97443023553268e-05	No	No
Q8BX80	Engase	-5.61489730830945	0.0028689697125379	No	No
Q8BY71	Hat1	-3.75918919252362	0.0050578703219647	No	No
Q8BYC6	Taok3	-3.37106607774948	0.004441630430514	No	No
Q8BYW1	Arhgap25	-6.50960471910919	1.18021780028376e-05	No	No
Q8BYY4	Ttc39b	-6.93125179856287	8.05857134495418e-05	No	No
Q8BZY3	Ddx19b	-2.93846423657118	0.0077553359237217	No	No
Q8C079	Strip1	-4.6074880883215	2.42145133750148e-05	No	No
Q8C0D5	Efl1	-4.15602452275161	0.0010300604242945	No	No
Q8C0E2	Vps26b	-3.49641424124384	2.90253214190206e-05	No	No
Q8C0G2	Traf3ip3	-3.09531149158472	3.64219800515111e-05	No	No
Q8C0L6	Paox	-2.86480309592437	0.0003480346708418	No	No
Q8C0P5	Coro2a	-4.34497144827565	0.0006802985377141	No	No
Q8C129	Lnpep	-5.24736124276884	0.0032825078282446	No	No
Q8C1A5	Thop1	-7.46020792902236	0.0030493470933328	No	No
Q8C2Q3	Rbm14	-4.83742968182954	0.0044532070511492	No	No
Q8C3J5	Dock2	-6.72893401797867	6.41506502233226e-05	No	No
Q8C570	Rae1	-5.94299603006811	3.21940133149037e-06	No	No
Q8C5L3	Cnot2	-2.93094359995744	8.38407471626434e-05	No	No
Q8C5L6	Inpp5k	-6.40933248053427	1.43782474456688e-08	No	No
Q8C5P5	Nt5dc1	-2.97348749498987	0.0033825884011518	No	No
Q8C754	Vps52	-5.74325597283312	0.000108416832634	No	No
Q8C7J6	Kctd12b	-4.43187523077501	3.17006337544302e-07	No	No
Q8C863	Itch	-6.47894496267897	0.0006016159804961	No	No
Q8CA72	Gan	-5.95488285649751	0.0004820053046035	No	No
Q8CAA7	Pgm2l1	-3.73265547816161	0.0024109795365377	No	No
Q8CBA2	Slfn5	-6.24282573340655	1.86893504464575e-08	No	No
Q8CBW3	Abi1	-5.26345203365993	0.0011009307226325	No	No
Q8CBY8	Dctn4	-4.09216290181489	0.0018827502887199	No	No
Q8CCF0	Prpf31	-4.32818030276152	0.0001838550137074	No	No
Q8CCS6	Pabpn1	-5.32267471867793	2.84881362610335e-05	No	No
Q8CF66	Lamtor4	-5.46892937317746	2.64884101417117e-09	No	No
Q8CF89	Tab1	-2.46026207409609	0.0035414190062439	No	No
Q8CFB4	Gbp5	-6.02937385802225	5.57115398514658e-08	No	No
Q8CFE4	Scyl2	-5.80159933891028	0.0002625347543886	No	No
Q8CFQ3	Aqr	-7.07865959895497	0.0001181119108429	No	No
Q8CFX1	H6pd	-5.43800726390831	0.0004877685652485	No	No
Q8CG48	Smc2	-6.80800957174224	2.03617023299982e-06	No	No
Q8CG76	Akr7a2	-4.62019602629125	0.0094133533403879	No	No
Q8CGA0	Ppm1f	-5.13652047943925	6.00875174243724e-06	No	No
Q8CGC7	Eprs1	-5.89261544761041	0.0002934750498925	No	No
Q8CGE8	Ifi205a	-2.96380117199393	0.0063115298564759	No	No
Q8CGK3	Lonp1	-4.65947618842821	6.10657803619164e-05	No	No
Q8CGZ0	Cherp	-5.68148128474486	5.35555016132534e-05	No	No
Q8CH18	Ccar1	-5.07750340365496	3.26390232056706e-07	No	No
Q8CHP8	Pgp	-2.79517740157996	0.0038429719445458	No	No
Q8CHW4	Eif2b5	-3.62963714004211	0.0001758914552974	No	No
Q8CHY3	Dym	-3.56649221722185	0.0026343670219244	No	No
Q8CI51	Pdlim5	-7.09270358944329	0.0007356088851189	No	No
Q8CI71	Vps50	-2.34660954021468	0.0078049593729599	No	No
Q8CIE6	Copa	-2.68530253855171	0.0019979581375758	No	No
Q8CIH5	Plcg2	-2.88913161152391	0.0005473125342063	No	No
Q8CIM8	Ints4	-4.31578439347372	4.23105050814077e-05	No	No
Q8CJG0	Ago2	-4.65529810276425	0.0014820291128537	No	No
Q8JZK9	Hmgcs1	-5.44494557346297	0.0039971536863788	No	No
Q8JZN5	Acad9	-6.60080929148808	2.30417691632937e-06	No	No
Q8JZQ9	Eif3b	-3.26366415925679	0.0011736366763305	No	No
Q8JZX4	Rbm17	-4.65073114402929	2.13001404028613e-05	No	No
Q8K019	Bclaf1	-3.37871928930693	0.0097565314303505	No	No
Q8K0C9	Gmds	-2.98776760737463	0.0077145934450702	No	No
Q8K124	Plekho2	-7.29483736295014	9.95584811984613e-11	No	No
Q8K157	Galm	-4.19555549496053	3.85766640124947e-05	No	No
Q8K1B8	Fermt3	-2.45002734524456	0.0004837885280568	No	No
Q8K1I7	Wipf1	-3.83734446198282	0.0003355825828464	No	No
Q8K1J6	Trnt1	-4.69088967295371	0.0018063768456777	No	No
Q8K1R7	Nek9	-7.60783017761104	1.02671903609594e-06	No	No
Q8K212	Pacs1	-6.88526025354694	2.14139918569038e-10	No	No
Q8K268	Abcf3	-4.9970520314429	9.30661992709486e-06	No	No
Q8K296	Mtmr3	-4.88767165435235	1.01069213045053e-06	No	No
Q8K2B3	Sdha	-4.74508278006241	0.0031038256011275	No	No
Q8K2I1	Fntb	-4.96065552306707	8.75004468018809e-06	No	No
Q8K2L8	Trappc12	-2.44523420359669	0.00973092341544	No	No
Q8K2Q7	Brox	-3.66521534511011	0.00535656224238	No	No
Q8K2T1	Nmral1	-3.24704947002833	0.005345405429325	No	No
Q8K2V6	Ipo11	-6.43186011291272	2.6450680151101e-07	No	No
Q8K2Z2	Prpf39	-4.98743859885698	0.0002429799379024	No	No
Q8K310	Matr3	-3.46451996363794	0.0097757179527329	No	No
Q8K337	Inpp5b	-5.36381000610565	4.41761669167611e-05	No	No
Q8K352	Sash3	-4.78232406825723	3.61835640649657e-07	No	No
Q8K385	FRRS1	-6.46182751205908	1.60731580617241e-07	No	No
Q8K3H0	Appl1	-4.30246200378085	0.003959206275258	No	No
Q8K3W0	Babam2	-5.6729709590885	1.59259658774854e-05	No	No
Q8K426	Retnlg	-9.86775580941408	2.1914263635126702e-14	No	No
Q8K4Z3	Naxe	-6.2872685335326	3.77901160374389e-05	No	No
Q8QZT1	Acat1	-5.24109534561114	4.23763914871376e-05	No	No
Q8R001	Mapre2	-7.27775545932922	2.01676064134504e-06	No	No
Q8R010	Aimp2	-6.34378653704915	7.72246784729503e-06	No	No
Q8R086	Suox	-2.51960696723215	0.0025281041582628	No	No
Q8R0F6	Ilkap	-4.20402835963043	0.0005874073257582	No	No
Q8R0H9	Gga1	-4.37400478793801	0.000571718000154	No	No
Q8R0X7	Sgpl1	-4.62168159348736	1.65311145840373e-05	No	No
Q8R146	Apeh	-2.26964200613722	0.0013914059021718	No	No
Q8R180	Ero1a	-5.99338626667096	9.56130498602251e-05	No	No
Q8R1B4	Eif3c	-3.30114426675013	0.0092748106865654	No	No
Q8R1Q8	Dync1li1	-3.6674292751036	0.0016212539680049	No	No
Q8R242	Ctbs	-2.78570102777478	0.0082099953132289	No	No
Q8R2S8	Cd177	-5.0214723003338	5.88600667387385e-08	No	No
Q8R2U0	Seh1l	-5.72496474546831	1.97812437243508e-05	No	No
Q8R2Y9	Nabp2	-4.81535379315973	9.41606631003229e-08	No	No
Q8R317	Ubqln1	-6.82608673059913	3.00085672998211e-09	No	No
Q8R326	Pspc1	-6.12719961869598	2.32955448849588e-06	No	No
Q8R4K2	Irak4	-4.73114351435144	0.0003160015707123	No	No
Q8R5A3	Apbb1ip	-5.99384757084246	2.26332143698556e-06	No	No
Q8R5A6	Tbc1d22a	-3.47899322378167	0.0059818562210501	No	No
Q8R5F7	Ifih1	-4.07604868394463	0.0006272050768665	No	No
Q8R5L3	Vps39	-3.62584541959892	0.0027817601355258	No	No
Q8VBT6	Apobr	-2.81925380171323	0.0048318829079373	No	No
Q8VBV3	Exosc2	-6.74275756366135	0.0003089365485883	No	No
Q8VBV7	Cops8	-3.29874457421099	0.0010193269383516	No	No
Q8VC30	Tkfc	-4.94436566254804	0.0003461621782343	No	No
Q8VC57	Kctd5	-4.30521346026332	6.18676598093817e-06	No	No
Q8VCN6	Cd99	-3.34012287191234	0.002083212737416	No	No
Q8VCR7	Abhd14b	-4.25718802284815	0.0053312042247045	No	No
Q8VCT3	Rnpep	-2.4057880524297	6.47542064593009e-05	No	No
Q8VCT4	Ces1d	-4.83804833700711	1.03222933739052e-06	No	No
Q8VD65	Pik3r4	-5.97904384218396	7.0420085866809e-07	No	No
Q8VD75	Hip1	-4.51083364672588	0.0005018814396453	No	No
Q8VDG5	Ppcs	-4.27817204818583	0.0071505926652512	No	No
Q8VDK1	Nit1	-5.19174879265768	0.0002436160900861	No	No
Q8VDN2	Atp1a1	-7.32956437623888	0.0004545025529233	No	No
Q8VDP3	Mical1	-3.01486803895203	0.0021015414198131	No	No
Q8VDP4	Ccar2	-4.4020884992755	0.0072264753660453	No	No
Q8VDQ8	Sirt2	-4.72503128511471	0.0001909087418874	No	No
Q8VE37	Rcc1	-4.86665572869619	0.0003295355561629	No	No
Q8VE47	Uba5	-3.10764658401881	0.0078498961415729	No	No
Q8VEE4	Rpa1	-3.93757004020534	0.0010604286517507	No	No
Q8VI93	Oas3	-2.84694629973429	0.0023658288447836	No	No
