,parent,parentTerm,term,fdr,Odds Ratio,Combined Score,Genes,description
0,GO:0006357,regulation of transcription by RNA polymerase II,GO:0006357,0.004716632,3.307575,40.50876,CEBPB;BHLHE41;ETS2;RELB;NFIL3;MYC;JUNB;IER2;KDM6B;EGR1;IL11;FST;NOG;LIF;NFATC2;FOS;DKK1;KLF5;BCL6;IRF1;MAFF;FOSB;MAFK;ATF3;NFE2L2,Regulation Of Transcription By RNA Polymerase II (GO:0006357)
1,GO:0140467,integrated stress response signaling,GO:0140467,0.005725789,35.26786,396.5189,CEBPB;FOS;JUNB;NFE2L2,Integrated Stress Response Signaling (GO:0140467)
2,GO:0006954,inflammatory response,GO:0006954,0.005725789,11.10973,114.0039,CEBPB;IRAK2;CCL2;FOS;S100A9;RELB,Inflammatory Response (GO:0006954)
3,GO:0010604,positive regulation of macromolecule metabolic process,GO:0010604,0.005725789,6.40022,66.51961,FGF5;EGR1;SFRP4;MYC;PIP;NOG;DKK1;SLC38A2;NFE2L2,Positive Regulation Of Macromolecule Metabolic Process (GO:0010604)
4,GO:0042127,regulation of cell population proliferation,GO:0042127,0.005975506,4.169454,40.86266,IL11;CDKN1A;LIF;PTHLH;FGF5;SFRP4;AZGP1;BCL6;MYC;IRF1;EMILIN2;JUNB;HBEGF,Regulation Of Cell Population Proliferation (GO:0042127)
5,GO:2000351,regulation of endothelial cell apoptotic process,GO:2000351,0.005975506,23.49524,231.8687,IL11;TNFAIP3;CCL2;NFE2L2,Regulation Of Endothelial Cell Apoptotic Process (GO:2000351)
6,GO:1902895,positive regulation of miRNA transcription,GO:1902895,0.009369133,18.26296,164.2935,EGR1;KLF5;MYC;FOS,Positive Regulation Of miRNA Transcription (GO:1902895)
7,GO:0000122,negative regulation of transcription by RNA polymerase II,GO:0000122,0.009369133,3.840595,34.66605,CEBPB;FST;NOG;BHLHE41;DKK1;ETS2;BCL6;NFIL3;MYC;MAFF;FOSB;MAFK;ATF3,Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)
8,GO:0043410,positive regulation of MAPK cascade,GO:0043410,0.009369133,7.218034,65.98835,IL11;FBXW7;GDF15;DIRAS1;LIF;CCL2;CCN2,Positive Regulation Of MAPK Cascade (GO:0043410)
9,GO:1905332,positive regulation of morphogenesis of an epithelium,GO:1905332,0.01142218,33.25926,283.9088,WNT5B;NOG;LIF,Positive Regulation Of Morphogenesis Of An Epithelium (GO:1905332)
10,GO:0045741,positive regulation of epidermal growth factor-activated receptor activity,GO:0045741,0.01142218,241.1707,2043.303,FBXW7;HBEGF,Positive Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0045741)
11,GO:0045779,negative regulation of bone resorption,GO:0045779,0.01142218,241.1707,2043.303,TNFAIP3;GPR137B,Negative Regulation Of Bone Resorption (GO:0045779)
12,GO:1905517,macrophage migration,GO:1905517,0.01142218,241.1707,2043.303,KLF5;CCL2,Macrophage Migration (GO:1905517)
