,parent,parentTerm,term,fdr,Odds Ratio,Combined Score,Genes,description
0,GO:0001935,endothelial cell proliferation,GO:0001935,0.1066296,72.69286,299.0246,PRKX,Endothelial Cell Proliferation (GO:0001935)
1,GO:1902882,regulation of response to oxidative stress,GO:1902882,0.1066296,84.81667,360.1391,HEBP2,Regulation Of Response To Oxidative Stress (GO:1902882)
2,GO:0061548,ganglion development,GO:0061548,0.1066296,169.6833,814.9497,FZD3,Ganglion Development (GO:0061548)
3,GO:0061036,positive regulation of cartilage development,GO:0061036,0.1066296,101.79,447.8007,BMP1,Positive Regulation Of Cartilage Development (GO:0061036)
4,GO:0060993,kidney morphogenesis,GO:0060993,0.1066296,169.6833,814.9497,PRKX,Kidney Morphogenesis (GO:0060993)
5,GO:0048485,sympathetic nervous system development,GO:0048485,0.1066296,169.6833,814.9497,FZD3,Sympathetic Nervous System Development (GO:0048485)
6,GO:0051881,regulation of mitochondrial membrane potential,GO:0051881,0.1066296,38.18045,243.6039,HEBP2;RTL10,Regulation Of Mitochondrial Membrane Potential (GO:0051881)
7,GO:0030856,regulation of epithelial cell differentiation,GO:0030856,0.1066296,84.81667,360.1391,PRKX,Regulation Of Epithelial Cell Differentiation (GO:0030856)
8,GO:1900117,regulation of execution phase of apoptosis,GO:1900117,0.1066296,72.69286,299.0246,FZD3,Regulation Of Execution Phase Of Apoptosis (GO:1900117)
9,GO:1903522,regulation of blood circulation,GO:1903522,0.1066296,72.69286,299.0246,DES,Regulation Of Blood Circulation (GO:1903522)
10,GO:0035563,positive regulation of chromatin binding,GO:0035563,0.1066296,72.69286,299.0246,HMBOX1,Positive Regulation Of Chromatin Binding (GO:0035563)
11,GO:0043652,engulfment of apoptotic cell,GO:0043652,0.1066296,169.6833,814.9497,XKR8,Engulfment Of Apoptotic Cell (GO:0043652)
12,GO:0030182,neuron differentiation,GO:0030182,0.1066296,14.99333,69.49237,FZD3;IER2,Neuron Differentiation (GO:0030182)
13,GO:0097345,mitochondrial outer membrane permeabilization,GO:0097345,0.1066296,84.81667,360.1391,RTL10,Mitochondrial Outer Membrane Permeabilization (GO:0097345)
14,GO:0071774,response to fibroblast growth factor,GO:0071774,0.1084607,56.52778,220.0258,IER2,Response To Fibroblast Growth Factor (GO:0071774)
15,GO:0009953,dorsal/ventral pattern formation,GO:0009953,0.1084607,63.6,254.1921,BMP1,Dorsal/Ventral Pattern Formation (GO:0009953)
16,GO:1902692,regulation of neuroblast proliferation,GO:1902692,0.1084607,50.87,193.2051,FZD3,Regulation Of Neuroblast Proliferation (GO:1902692)
17,GO:0019896,axonal transport of mitochondrion,GO:0019896,0.1084607,50.87,193.2051,TRAK1,Axonal Transport Of Mitochondrion (GO:0019896)
18,GO:1903894,regulation of IRE1-mediated unfolded protein response,GO:1903894,0.1088531,46.24091,171.6454,BFAR,Regulation Of IRE1-mediated Unfolded Protein Response (GO:1903894)
19,GO:0051338,regulation of transferase activity,GO:0051338,0.1088531,42.38333,153.9751,HMBOX1,Regulation Of Transferase Activity (GO:0051338)
20,GO:0018105,peptidyl-serine phosphorylation,GO:0018105,0.1088531,8.610184,31.14711,PRKX;MASTL,Peptidyl-Serine Phosphorylation (GO:0018105)
21,GO:0010923,negative regulation of phosphatase activity,GO:0010923,0.1088531,42.38333,153.9751,MASTL,Negative Regulation Of Phosphatase Activity (GO:0010923)
22,GO:0060538,skeletal muscle organ development,GO:0060538,0.1131803,33.89667,116.2048,DES,Skeletal Muscle Organ Development (GO:0060538)
23,GO:0030199,collagen fibril organization,GO:0030199,0.1174063,31.775,107.036,BMP1,Collagen Fibril Organization (GO:0030199)
24,GO:0072344,rescue of stalled ribosome,GO:0072344,0.1200494,28.23889,92.03863,RCHY1,Rescue Of Stalled Ribosome (GO:0072344)
25,GO:2001032,regulation of double-strand break repair via nonhomologous end joining,GO:2001032,0.1209585,24.19762,75.39033,AUNIP,Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001032)
26,GO:0019941,modification-dependent protein catabolic process,GO:0019941,0.1209585,6.766532,21.56981,BFAR;RCHY1,Modification-Dependent Protein Catabolic Process (GO:0019941)
27,GO:0045930,negative regulation of mitotic cell cycle,GO:0045930,0.121578,23.09545,70.9523,FZD3,Negative Regulation Of Mitotic Cell Cycle (GO:0045930)
28,GO:0035567,non-canonical Wnt signaling pathway,GO:0035567,0.121578,21.16667,63.30316,FZD3,Non-Canonical Wnt Signaling Pathway (GO:0035567)
29,GO:0043542,endothelial cell migration,GO:0043542,0.121578,21.16667,63.30316,PRKX,Endothelial Cell Migration (GO:0043542)
30,GO:0097435,supramolecular fiber organization,GO:0097435,0.1247212,5.850292,17.1614,BMP1;DES,Supramolecular Fiber Organization (GO:0097435)
31,GO:0000122,negative regulation of transcription by RNA polymerase II,GO:0000122,0.1293848,3.647566,10.13281,HMBOX1;ZNF749;JAZF1,Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)
32,GO:1904358,positive regulation of telomere maintenance via telomere lengthening,GO:1904358,0.1293848,15.3803,41.40338,HMBOX1,Positive Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904358)
33,GO:0070534,protein K63-linked ubiquitination,GO:0070534,0.1415454,12.36951,30.7807,BFAR,Protein K63-linked Ubiquitination (GO:0070534)
34,GO:0008333,endosome to lysosome transport,GO:0008333,0.1524336,11.26556,27.05242,TRAK1,Endosome To Lysosome Transport (GO:0008333)
35,GO:0016485,protein processing,GO:0016485,0.1795908,7.90625,16.39722,BMP1,Protein Processing (GO:0016485)
36,GO:0006493,protein O-linked glycosylation,GO:0006493,0.1795908,8.03254,16.77593,TRAK1,Protein O-linked Glycosylation (GO:0006493)
37,GO:0007010,cytoskeleton organization,GO:0007010,0.2098291,6.159756,11.37592,DES,Cytoskeleton Organization (GO:0007010)
38,GO:0006468,protein phosphorylation,GO:0006468,0.2098291,3.011016,5.554449,PRKX;MASTL,Protein Phosphorylation (GO:0006468)
39,GO:0030155,regulation of cell adhesion,GO:0030155,0.2121454,6.011905,10.97125,PRKX,Regulation Of Cell Adhesion (GO:0030155)
