Protein_Group	Genes	WM793_vs_FMC29_logFC	WM793_vs_FMC29_pval	Removed?	Contaminant?
Q96J87	CELF6	-5.06370107822258	2.40969378837019e-16	No	No
Q96JE9	MAP6	-5.67205433566142	9.95022631512842e-27	No	No
Q96JK2	DCAF5	-3.69247578689943	5.49235869338435e-08	No	No
Q96KR6	FAM210B	-2.72523025608264	1.0052762254082e-09	No	No
Q96L08	SUSD3	-2.46708038651709	0.0021686423181103	No	No
Q96LR2	LURAP1	-4.59554958158182	2.98997553642182e-15	No	No
Q96LR9	APOLD1	-7.29438935176614	2.6117154008427402e-14	No	No
Q96LW4	PRIMPOL	-2.46099388465855	0.0005058143076176	No	No
Q96M94	KLHL15	-4.11240540558061	9.89979195668424e-05	No	No
Q96MD2	KICS2	-3.10221728166101	0.0060941253964558	No	No
Q96ME7	ZNF512	-5.19010491307334	3.35106639772602e-06	No	No
Q96MF6	COQ10A	-7.9939774712621	5.6037425421865396e-11	No	No
Q96MM6	HSPA12B	-3.99109799268253	0.0053496441971101	No	No
Q96MZ0	GDAP1L1	-7.51010157405962	3.7723195445661104e-25	No	No
Q96N03	VSTM2L	-4.68460866233128	2.98443070085754e-07	No	No
Q96NH3	TBC1D32	-2.94394159776401	0.0095062185308229	No	No
Q96NZ8	WFIKKN1	-3.22559802611417	2.73390140119515e-22	No	No
Q96P48	ARAP1	-2.59945124061283	2.09661232838191e-18	No	No
Q96PB1	CASD1	-4.07074660638699	5.0815673083141805e-15	No	No
Q96PC3	AP1S3	-2.41901271923276	7.735965573343e-05	No	No
Q96PM5	RCHY1	-2.69117583101118	0.0005237992034197	No	No
Q96PQ0	SORCS2	-6.142951952487	7.26974902257491e-12	No	No
Q96Q40	CDK15	-6.37907021049004	4.16239955544315e-13	No	No
Q96QD9	FYTTD1	-3.60730554222694	7.2303869213210295e-12	No	No
Q96QE2	SLC2A13	-3.69353996548547	1.04778603088704e-10	No	No
Q96QP1	ALPK1	-6.03767188900641	1.70316037287383e-10	No	No
Q96R72	OR4K3	-2.4915871935961	3.4753222239423e-06	No	No
Q96RK4	BBS4	-5.92893520131801	7.28716609384843e-14	No	No
Q96RP7	GAL3ST4	-3.43018152624776	3.0012734431633e-08	No	No
Q96RQ3	MCCC1	-3.26649648512165	2.90145489684451e-08	No	No
Q96RR4	CAMKK2	-2.59303660852761	0.0007454077888952	No	No
Q96RW7	HMCN1	-2.71982401554263	0.0001947464342372	No	No
Q96T23	RSF1	-4.58259829558681	3.05891215918642e-12	No	No
Q96T49	PPP1R16B	-3.74806201521007	1.84636650472053e-07	No	No
Q99424	ACOX2	-5.14358063027844	2.71387725056434e-17	No	No
Q99523	SORT1	-4.01643256348262	7.33983625356739e-24	No	No
Q99536	VAT1	-4.01105918163714	4.78678426282573e-25	No	No
Q99571	P2RX4	-3.99283889526367	1.3644984657677601e-17	No	No
Q99572	P2RX7	-8.01054865375387	5.106626754873241e-15	No	No
Q99574	SERPINI1	-6.59721470908272	2.8172804488835603e-25	No	No
Q99576	TSC22D3	-3.76947845593353	1.1869968934267e-15	No	No
Q99689	FEZ1	-8.02927915279567	1.37070455789139e-16	No	No
Q99697	PITX2	-4.16929329542124	1.48167722201684e-07	No	No
Q99698	LYST	-2.7384329306684	6.14274318328557e-07	No	No
Q99758	ABCA3	-3.67553300151847	6.8790742993823e-08	No	No
Q99784	OLFM1	-2.65592672817161	1.31929335259134e-08	No	No
Q99884	SLC6A7	-4.88907083701263	2.60526953093081e-08	No	No
Q99933	BAG1	-2.41061607251808	8.48448167289789e-05	No	No
Q99985	SEMA3C	-2.84548196887039	6.76192270091737e-10	No	No
Q99988	GDF15	-9.83864817425536	3.35625402137946e-16	No	No
Q9BPU6	DPYSL5	-8.16588750452469	6.430704537484129e-16	No	No
Q9BPU9	B9D2	-3.78284245066494	1.1498973364091301e-15	No	No
Q9BPW8	NIPSNAP1	-3.27846617373687	3.4428823431964704e-09	No	No
Q9BPX1	HSD17B14	-6.42177573431573	8.2489764553989305e-25	No	No
Q9BQ04	RBM4B	-3.85818622246416	9.93281913505894e-09	No	No
Q9BQ70	TCF25	-3.27764276177786	5.256995642676391e-09	No	No
Q9BQ87	TBL1Y	-4.54612812802758	1.85354739530305e-12	No	No
Q9BQG2	NUDT12	-4.351995072193	5.11825424828682e-12	No	No
Q9BQI0	AIF1L	-7.99584832226407	5.15792934722851e-08	No	No
Q9BQI5	SGIP1	-6.03818132133375	2.65824503760251e-20	No	No
Q9BR01	SULT4A1	-9.22220309621635	3.3795173036163196e-30	No	No
Q9BRC7	PLCD4	-7.09054946442674	1.72381494964555e-06	No	No
Q9BRL6	SRSF8	-3.20741086707971	2.58633789006275e-15	No	No
Q9BS40	LXN	-5.24342773926727	2.03485591656474e-17	No	No
Q9BSF0	C2orf88	-5.42778622011205	6.07360146714836e-24	No	No
Q9BSH5	HDHD3	-4.17162530646532	3.60776773648503e-10	No	No
Q9BSN7	TMEM204	-2.35754322198704	6.119466509533911e-09	No	No
Q9BSV6	TSEN34	-3.05467119073586	0.0013752000097217	No	No
Q9BSW7	SYT17	-7.43101813730743	3.9871702705305104e-25	No	No
Q9BTA0	FAM167B	-4.25119833934018	3.29828514266484e-21	No	No
Q9BTA9	WAC	-2.54278727442594	0.0016594314606634	No	No
Q9BTC8	MTA3	-3.08847753908998	2.26148965157357e-06	No	No
Q9BTD8	RBM42	-2.53511227087851	8.67010328551849e-06	No	No
Q9BUD6	SPON2	-2.91801332396272	3.23763841025282e-10	No	No
Q9BUP0	EFHD1	-3.53889416305368	7.04070724750497e-08	No	No
Q9BUQ8	DDX23	-3.04123123431659	5.58193114461275e-08	No	No
Q9BV36	MLPH	-7.06168672917675	2.67711731857511e-20	No	No
Q9BV40	VAMP8	-7.42258112501403	9.42938411002695e-28	No	No
Q9BVA6	FICD	-2.72648821040158	8.3739803625051e-05	No	No
Q9BVL4	SELENOO	-2.69904291675129	1.01806124174784e-06	No	No
Q9BW92	TARS2	-4.23275772358991	0.0002836576651413	No	No
Q9BWV1	BOC	-7.650435086034	1.09164826396852e-07	No	No
Q9BWV3	CDADC1	-3.79587467843001	6.00468039712669e-13	No	No
Q9BX59	TAPBPL	-4.49205065888954	7.1415633133891e-07	No	No
Q9BX66	SORBS1	-2.74730439236761	2.9510066327985e-09	No	No
Q9BXC9	BBS2	-3.43219831107583	0.002545299901103	No	No
Q9BXI3	NT5C1A	-2.96334464281511	5.14929939957588e-12	No	No
Q9BXJ3	C1QTNF4	-3.18068474022776	9.89221451528122e-13	No	No
Q9BXM9	FSD1L	-9.33976423771698	6.87649963515596e-24	No	No
Q9BY12	SCAPER	-3.53720892065403	1.23317529289809e-05	No	No
Q9BY41	HDAC8	-4.28353090542847	9.606485155208561e-09	No	No
Q9BY50	SEC11C	-4.70984895103912	3.5826328128730704e-14	No	No
Q9BY76	ANGPTL4	-3.497403657466	4.25593978299615e-05	No	No
Q9BYP7	WNK3	-4.45573694964931	5.34210569580473e-08	No	No
Q9BYX2	TBC1D2	-3.06340505223877	2.1937003473666e-05	No	No
Q9BZC1	CELF4	-5.77550065681382	5.46316922339694e-27	No	No
Q9BZF2	OSBPL7	-3.76418813743541	1.35941168714675e-05	No	No
Q9BZR6	RTN4R	-3.69122255011947	3.19986270712641e-08	No	No
Q9C0B0	UNK	-2.37161757214438	2.78568169472161e-16	No	No
Q9GZN7	ROGDI	-2.65966437369605	5.91836824331293e-05	No	No
Q9GZT4	SRR	-2.75762046994446	1.0416293914211801e-10	No	No
Q9H008	LHPP	-5.01984865114635	6.6605307164473e-18	No	No
Q9H019	MTFR1L	-3.62416869560912	4.4578491301697395e-11	No	No
Q9H0C3	TMEM117	-4.42361844578805	1.5753188173764701e-10	No	No
Q9H0E3	SAP130	-2.35826842726568	4.65249185976153e-07	No	No
Q9H0K1	SIK2	-2.92424128003406	4.79307590799008e-08	No	No
Q9H0Q3	FXYD6	-8.44441777946025	5.7370109748079294e-30	No	No
Q9H0R5	GBP3	-7.12191645342936	4.41723268167454e-09	No	No
Q9H0W5	CCDC8	-5.95036796466296	2.03318674335778e-14	No	No
Q9H1H9	KIF13A	-2.69900048807177	4.34901474347925e-12	No	No
Q9H1K1	ISCU	-4.05075584477483	4.10630309771586e-12	No	No
Q9H1V8	SLC6A17	-8.68136130418409	7.26155877509525e-26	No	No
Q9H1Z9	TSPAN10	-7.44706391480914	6.2114794934904e-21	No	No
Q9H244	P2RY12	-3.1599628821558	4.0798400307322e-05	No	No
Q9H2B2	SYT4	-3.24065980472643	2.1010624039714e-11	No	No
Q9H2E6	SEMA6A	-4.78797380880573	3.7921335642492604e-23	No	No
Q9H2I8	LRMDA	-2.51942418147403	1.7864823266687e-09	No	No
Q9H2T7	RANBP17	-4.07146044928762	2.53149116416914e-08	No	No
Q9H2X9	SLC12A5	-4.86529379230581	3.6060499076510604e-20	No	No
Q9H307	PNN	-2.39906445127425	0.0002416935235515	No	No
Q9H336	CRISPLD1	-5.45418694587347	2.07086495898605e-08	No	No
Q9H3P2	NELFA	-4.26515613988066	3.85014931230019e-05	No	No
Q9H469	FBXL15	-3.02524647914599	2.19124930617741e-07	No	No
Q9H477	RBKS	-3.37722597899618	5.7520854416749805e-15	No	No
Q9H479	FN3K	-4.50052189078176	2.0764549113512e-13	No	No
Q9H4M3	FBXO44	-5.17798758932138	3.5535896098063695e-18	No	No
Q9H4Z3	PCIF1	-2.87272909718254	1.91612266067335e-06	No	No
Q9H598	SLC32A1	-3.34973653422774	1.49492884386502e-06	No	No
Q9H5V8	CDCP1	-2.59428134543006	8.96785090769249e-05	No	No
Q9H6B9	EPHX3	-2.95340051268944	1.0931619405753202e-09	No	No
Q9H6D3	XKR8	-4.06464622347552	1.25344118933209e-18	No	No
Q9H6L2	TMEM231	-5.57978070945687	7.24482241187476e-20	No	No
Q9H6S3	EPS8L2	-7.17550227598868	5.2197601280737604e-15	No	No
Q9H706	GAREM1	-2.45264561517818	0.0007605711237846	No	No
Q9H765	ASB8	-3.87849474260578	3.84353030661957e-12	No	No
Q9H788	SH2D4A	-5.82054485502328	4.16256317742857e-23	No	No
Q9H7U1	CCSER2	-5.05002904289735	3.1710400912905e-05	No	No
Q9H845	ACAD9	-4.26613539867881	1.91773544501772e-13	No	No
Q9H857	NT5DC2	-5.07125727550308	4.10333386699544e-13	No	No
Q9H867	VCPKMT	-2.43665805224808	0.0003791583034052	No	No
Q9H8H2	DDX31	-4.59683679304682	9.000101626188171e-09	No	No
Q9H8H3	TMT1A	-5.7686016623516	5.41050470998238e-05	No	No
Q9H8M9	EVA1A	-2.57332428152302	5.4746387224041796e-18	No	No
Q9H902	REEP1	-5.78198716617653	1.59637709966218e-08	No	No
Q9H9F9	ACTR5	-2.89779086968479	0.0039357454493871	No	No
Q9H9G7	AGO3	-3.44691663600757	1.7071162024220799e-12	No	No
Q9H9P8	L2HGDH	-3.12624125069118	0.0032401706154946	No	No
Q9HA72	CALHM2	-3.40120567706491	5.86664099716133e-13	No	No
Q9HA77	CARS2	-4.15242903540521	0.0064383363244704	No	No
Q9HAC7	SUGCT	-2.53913841927424	6.48532822581956e-08	No	No
Q9HAT2	SIAE	-2.41234786264005	5.62550245449369e-07	No	No
Q9HAT8	PELI2	-2.66621889329967	1.2336014091502e-12	No	No
Q9HB19	PLEKHA2	-4.07435053118235	5.16611014255722e-17	No	No
Q9HBG4	ATP6V0A4	-4.30061005819821	8.968248637981539e-11	No	No
Q9HBK9	AS3MT	-3.36078977599395	1.32375087743259e-06	No	No
Q9HBL0	TNS1	-5.51239685826469	7.27247436189627e-12	No	No
Q9HBU6	ETNK1	-3.32107981850398	0.0001652722426354	No	No
Q9HBW0	LPAR2	-2.86581423749298	1.1018026790631702e-09	No	No
Q9HBW9	ADGRL4	-5.04012489420158	7.01048981135804e-22	No	No
Q9HC16	APOBEC3G	-4.50453050649593	2.7305832027290104e-23	No	No
Q9HC57	WFDC1	-7.11596708656499	2.68455031689275e-21	No	No
Q9HC78	ZBTB20	-4.99066833212444	3.51816305658528e-06	No	No
Q9HCC0	MCCC2	-2.85016644718772	2.1386489924819204e-09	No	No
Q9HCE6	ARHGEF10L	-5.82583280039714	1.54572290392621e-17	No	No
Q9HCF6	TRPM3	-5.34332539093353	0.000165530685262	No	No
Q9HCH0	NCKAP5L	-2.4766188717583	2.46958281000446e-12	No	No
Q9HCJ6	VAT1L	-8.86429465685688	1.7973468950503097e-30	No	No
Q9HCM2	PLXNA4	-4.31035279613959	2.5028261018213e-13	No	No
Q9HCS5	EPB41L4A	-8.91304916547362	9.880268851443431e-14	No	No
Q9HCU0	CD248	-2.50331580391506	0.0034708202240451	No	No
Q9HD33	MRPL47	-4.50312690328273	5.13028442139473e-08	No	No
Q9HD67	MYO10	-5.15610036214835	9.052579959653421e-20	No	No
Q9NP56	PDE7B	-7.28711796997889	2.12368852468404e-08	No	No
Q9NP64	ZCCHC17	-2.88966450221691	0.0004802676807754	No	No
Q9NP78	ABCB9	-2.49534757326556	2.98745221021824e-10	No	No
Q9NQ29	LUC7L	-2.35909876614327	1.08327668881977e-08	No	No
Q9NQ89	FERRY3	-2.73859754056327	6.8456434585456e-06	No	No
Q9NQG7	HPS4	-6.23679220580732	8.78664864395476e-14	No	No
Q9NQL2	RRAGD	-3.10060565601958	1.7552845833923201e-09	No	No
Q9NR34	MAN1C1	-4.56101311724611	1.15880911616054e-05	No	No
Q9NRA8	EIF4ENIF1	-2.45251911886703	1.03588117300139e-06	No	No
Q9NRD8	DUOX2	-3.59334418024572	1.03944713243929e-05	No	No
Q9NRH2	SNRK	-2.45218946605567	8.93579136830235e-06	No	No
Q9NRJ4	TULP4	-2.91217808910416	0.001947663357639	No	No
Q9NRR6	INPP5E	-3.02475512947751	5.40139482275942e-05	No	No
Q9NRU3	CNNM1	-7.41727761893614	3.31882026099819e-14	No	No
Q9NRV9	HEBP1	-3.05761267600529	3.34984985484773e-22	No	No
Q9NRZ7	AGPAT3	-4.09163198561133	4.66926433166823e-16	No	No
Q9NS75	CYSLTR2	-8.19969041511882	6.32295767452919e-23	No	No
Q9NSK7	C19orf12	-2.80572211049423	1.19850126251212e-05	No	No
Q9NSY0	NRBP2	-3.98587670744609	3.06092595808774e-13	No	No
Q9NSY2	STARD5	-3.09092850930492	9.02867809997686e-10	No	No
Q9NT22	EMILIN3	-3.27140077799265	3.8615278126266e-11	No	No
Q9NTG7	SIRT3	-2.60556611003207	8.24125470861798e-13	No	No
Q9NTJ4	MAN2C1	-2.7117855473675	5.72329113909987e-11	No	No
Q9NUB1	ACSS1	-3.60026197653008	3.2047370573489795e-11	No	No
Q9NUI1	DECR2	-3.68938822961341	0.0001173049588513	No	No
Q9NVK5	FGFR1OP2	-2.53733134723741	3.11881085337366e-05	No	No
Q9NVM9	INTS13	-2.53645394972349	0.0025273295971991	No	No
Q9NVU0	POLR3E	-2.72488982281079	0.0007037512914902	No	No
Q9NVV4	MTPAP	-3.9531754677626	1.6965908698293e-09	No	No
Q9NW07	ZNF358	-4.76557408211769	7.85325840790531e-10	No	No
Q9NWH7	SPATA6	-3.39254647045788	2.66723077254478e-06	No	No
Q9NWQ8	PAG1	-2.53330219222934	2.20277126235599e-17	No	No
Q9NXB0	MKS1	-7.71927482810765	7.37195817631334e-20	No	No
Q9NXC2	GFOD1	-4.30181470214305	6.02463588729627e-11	No	No
Q9NY47	CACNA2D2	-7.72351716532387	3.95835906242145e-26	No	No
Q9NY59	SMPD3	-2.55188517241238	1.22280122720995e-08	No	No
Q9NY64	SLC2A8	-2.97909754381433	3.86874274218227e-09	No	No
Q9NYF5	FAM13B	-2.68352938324829	0.0021276586553104	No	No
Q9NYJ7	DLL3	-9.15775588804554	2.23390271444229e-34	No	No
Q9NYK5	MRPL39	-2.73433472482538	9.42404468089692e-07	No	No
Q9NYK6	EURL	-3.67752254091864	4.19148461240529e-08	No	No
Q9NYQ8	FAT2	-3.4361015895202	1.91932138323975e-06	No	No
Q9NYV4	CDK12	-2.71069102590359	5.20733605663734e-08	No	No
Q9NZJ7	MTCH1	-4.34223297850761	2.4993139963923796e-11	No	No
Q9P016	THYN1	-2.41660609230834	3.31447055180801e-10	No	No
Q9P0J1	PDP1	-2.81879857209171	2.0001283769159804e-09	No	No
Q9P0M2	AKAP7	-2.73067344816099	7.79528101950538e-10	No	No
Q9P0M6	MACROH2A2	-7.81239845314114	1.1984434861835499e-16	No	No
Q9P0N9	TBC1D7	-4.48666922573807	7.153109701035269e-13	No	No
Q9P104	DOK5	-6.43836736530923	5.92215654909558e-19	No	No
Q9P1W3	TMEM63C	-7.6604485336473	4.91602792156143e-28	No	No
Q9P1Y5	CAMSAP3	-6.29004288563633	1.67489200207075e-16	No	No
Q9P202	WHRN	-3.95159856653542	1.62799940925698e-09	No	No
Q9P203	BTBD7	-4.72189436549172	1.20473781502512e-10	No	No
Q9P278	FNIP2	-4.18427604545973	6.55295921141237e-06	No	No
Q9P291	ARMCX1	-4.06537722838738	6.4046731363060905e-09	No	No
Q9P2B7	CFAP97	-4.26911311060409	7.48914130683794e-06	No	No
Q9P2K1	CC2D2A	-8.87094388062156	1.4527215179250302e-15	No	No
Q9P2K5	MYEF2	-4.8539672371203	2.19182315127698e-12	No	No
Q9P2M4	TBC1D14	-2.79819846574103	6.45654080035602e-06	No	No
Q9P2S2	NRXN2	-2.38067162127882	0.0006046276945929	No	No
Q9P2U8	SLC17A6	-6.89636629879971	5.21137844484281e-18	No	No
Q9UBB5	MBD2	-2.63251792753347	4.93814542487393e-05	No	No
Q9UBI9	HECA	-3.04605789456657	1.03435393304007e-08	No	No
Q9UBL9	P2RX2	-6.47722408873641	6.95516007321838e-13	No	No
Q9UBN6	TNFRSF10D	-9.49777249434599	9.343358493695301e-36	No	No
Q9UBN7	HDAC6	-2.35111740248362	2.85882764916547e-14	No	No
Q9UBT2	UBA2	-2.76167240364587	1.8952828742007799e-13	No	No
Q9UBT6	POLK	-3.75433387795302	0.001269860558959	No	No
Q9UBX3	SLC25A10	-3.90129542989592	1.45359647191241e-17	No	No
Q9UDX4	SEC14L3	-6.41645845898448	2.72224018785922e-07	No	No
Q9UF11	PLEKHB1	-7.06620540314098	7.63893360253085e-11	No	No
Q9UFN0	NIPSNAP3A	-2.86033556357424	3.16851109499052e-10	No	No
Q9UGK3	STAP2	-4.32735798593647	3.06200269380992e-08	No	No
Q9UGT4	SUSD2	-6.55361662920453	6.87694754281303e-21	No	No
Q9UH03	SEPTIN3	-2.45394274751127	2.80068693244733e-13	No	No
Q9UH62	ARMCX3	-2.39572871795891	4.13435100678691e-06	No	No
Q9UHC6	CNTNAP2	-6.43649505748223	1.96955971620186e-10	No	No
Q9UHG2	PCSK1N	-10.242409202537	6.291342614052769e-36	No	No
Q9UHI5	SLC7A8	-7.40207601433032	8.38094534789683e-25	No	No
Q9UI09	NDUFA12	-2.74313978943245	0.0034353349611895	No	No
Q9UI17	DMGDH	-5.00735575340908	1.6416851014828402e-09	No	No
Q9UI40	SLC24A2	-4.80717044242246	4.40367550565412e-11	No	No
Q9UIJ7	AK3	-2.61188297058117	1.8038942946338e-06	No	No
Q9UJ04	TSPYL4	-3.01315160737368	0.0063974212094481	No	No
Q9UJA9	ENPP5	-3.22067546205428	3.11358469951864e-17	No	No
Q9UJC3	HOOK1	-3.67018788885762	2.23912067503878e-07	No	No
Q9UJT9	FBXL7	-3.25082592686003	2.32414564384855e-10	No	No
Q9UJV3	MID2	-2.41373175268228	0.0005975060607087	No	No
Q9UK00	C3orf18	-3.24571881484829	5.47765907511919e-07	No	No
Q9UK17	KCND3	-5.99708569164699	1.30716619993723e-17	No	No
Q9UK96	FBXO10	-5.76535932765018	1.61651757162554e-05	No	No
Q9UK99	FBXO3	-2.41689137037965	3.27021761771018e-10	No	No
Q9UKC9	FBXL2	-3.32759783938866	5.40885729639492e-12	No	No
Q9UKP4	ADAMTS7	-2.56001302248752	1.42022734305631e-07	No	No
Q9UKR5	ERG28	-3.19352814843307	1.55219560221766e-05	No	No
Q9UKU0	ACSL6	-3.90443486659293	4.07022027662602e-14	No	No
Q9UKU9	ANGPTL2	-2.56860630921031	7.557240252834611e-09	No	No
Q9UKV3	ACIN1	-2.58917547438307	2.52356101715073e-07	No	No
Q9UKZ9	PCOLCE2	-3.02147244337613	7.8155223871273e-06	No	No
Q9UL12	SARDH	-7.52655854528766	1.28437279151609e-21	No	No
Q9UL15	BAG5	-2.41535483489507	1.843491260208e-13	No	No
Q9ULD0	OGDHL	-6.24672789339605	4.19020524579594e-19	No	No
Q9ULM0	PLEKHH1	-5.23726814854586	3.77679653507937e-08	No	No
Q9ULP0	NDRG4	-6.64606584867126	7.22835979612552e-19	No	No
Q9ULR3	PPM1H	-3.8486858799253	1.0490531092178198e-11	No	No
Q9ULU8	CADPS	-6.70484485253602	3.90249422584091e-22	No	No
Q9ULX7	CA14	-9.29097723834855	1.25175271565637e-28	No	No
Q9ULZ3	PYCARD	-7.98972253980051	3.20957657470404e-20	No	No
Q9UM73	ALK	-2.58602382485636	1.80727465459191e-08	No	No
Q9UMS0	NFU1	-3.2654338515097	5.8569010832466095e-12	No	No
Q9UMX9	SLC45A2	-7.44758578016472	1.3778523061829298e-26	No	No
Q9UN71	PCDHGB4	-5.04726710079465	1.16160898370881e-14	No	No
Q9UNA1	ARHGAP26	-4.54426080521437	1.64837286407925e-08	No	No
Q9UNA4	POLI	-4.41211125640923	1.33729790919405e-06	No	No
Q9UNN8	PROCR	-6.85581266651828	5.2649181334976e-21	No	No
Q9UNP9	PPIE	-2.46990826781851	1.63839712319677e-07	No	No
Q9UNW9	NOVA2	-2.98235134823485	0.0001580836904478	No	No
Q9UPM9	B9D1	-4.94792619046276	2.20623480545228e-13	No	No
Q9UPR5	SLC8A2	-7.20377921448269	1.0708707210283299e-22	No	No
Q9UPT6	MAPK8IP3	-4.76562091781293	6.36836406599434e-15	No	No
Q9UPU7	TBC1D2B	-3.3502870171563	3.3849163329066104e-09	No	No
Q9UPV7	PHF24	-5.22144902058902	7.90522553424468e-25	No	No
Q9UPY6	WASF3	-3.56505462879069	5.9717381942494304e-21	No	No
Q9UPZ6	THSD7A	-4.10343787276377	1.16445963348812e-09	No	No
Q9UQ03	CORO2B	-9.20932693983464	8.565365104122399e-19	No	No
Q9UQF2	MAPK8IP1	-3.65004147614339	2.18127761052094e-05	No	No
Q9Y216	MTMR7	-4.93269361890732	3.90702178454787e-08	No	No
Q9Y233	PDE10A	-4.09149421928287	2.43521195161355e-07	No	No
Q9Y283	INVS	-3.39752310207456	0.0041805268319214	No	No
Q9Y2C4	EXOG	-5.47754126886253	4.5713172924265e-14	No	No
Q9Y2D0	CA5B	-2.93759559852553	8.46639870222473e-07	No	No
Q9Y2E5	MAN2B2	-2.90628615787676	0.0008322645259382	No	No
Q9Y2G0	EFR3B	-2.36719972815486	1.86702747738256e-08	No	No
Q9Y2G2	CARD8	-2.91145298489787	0.0012045497221559	No	No
Q9Y2G5	POFUT2	-3.39707467857562	2.46380249436367e-05	No	No
Q9Y2H5	PLEKHA6	-5.17596066275428	7.221900601527399e-17	No	No
Q9Y2J8	PADI2	-7.17968918263298	7.05291789959312e-27	No	No
Q9Y2K9	STXBP5L	-2.49238068310479	1.69755336922106e-07	No	No
Q9Y2L6	FRMD4B	-8.14291830727888	6.96109414298155e-10	No	No
Q9Y2Q0	ATP8A1	-6.93981070989739	2.3127457304090204e-15	No	No
Q9Y2S2	CRYL1	-4.40110699812703	6.60933788531029e-16	No	No
Q9Y2W6	TDRKH	-3.11620422467142	9.852226276671871e-09	No	No
Q9Y2X0	MED16	-6.55684627703463	8.22163713982077e-13	No	No
Q9Y2Y6	TMEM98	-3.9027526086099	1.90898965773152e-13	No	No
Q9Y2Z2	MTO1	-3.18336780954488	2.50765397131879e-05	No	No
Q9Y2Z4	YARS2	-2.72923470847472	0.0032329440330725	No	No
Q9Y303	AMDHD2	-2.50515989100111	1.08852414892057e-16	No	No
Q9Y305	ACOT9	-4.63267910511968	2.36109955766809e-14	No	No
Q9Y365	STARD10	-2.76803831453344	1.2182712504449801e-09	No	No
Q9Y399	MRPS2	-3.90530936931984	8.05923291211749e-09	No	No
Q9Y3B7	MRPL11	-4.18233316561076	6.16698318671841e-07	No	No
Q9Y3D2	MSRB2	-2.37465570892488	0.0010931672136406	No	No
Q9Y3D9	MRPS23	-2.53657151606748	3.1186631852459804e-09	No	No
Q9Y3E1	HDGFL3	-4.65985264527403	7.69845553745426e-12	No	No
Q9Y3Q0	NAALAD2	-4.57334356569	3.7562028180391e-22	No	No
Q9Y3S1	WNK2	-2.9734626804576	2.24476512718257e-05	No	No
Q9Y3V2	RWDD3	-2.80646279210959	2.3373614343494102e-09	No	No
Q9Y3Z3	SAMHD1	-2.63599335030703	1.12967087774511e-07	No	No
Q9Y426	C2CD2	-3.3601463189739	2.78363564999115e-05	No	No
Q9Y463	DYRK1B	-5.31071510857752	5.0090506889212e-18	No	No
Q9Y4B5	MTCL1	-5.31132854056815	0.0001315289634772	No	No
Q9Y4B6	DCAF1	-2.53618382861075	4.84314547218124e-05	No	No
Q9Y4F1	FARP1	-2.63782044702212	7.86832256026622e-21	No	No
Q9Y4F5	CEP170B	-3.45502538759871	1.22434582647647e-06	No	No
Q9Y4I1	MYO5A	-4.00538012127782	4.9814686295269004e-26	No	No
Q9Y4J8	DTNA	-5.12853751282843	1.74198774028817e-18	No	No
Q9Y512	SAMM50	-3.00431944479085	0.0001800636341959	No	No
Q9Y572	RIPK3	-6.95530491298139	2.4269373924587e-23	No	No
Q9Y5F8	PCDHGB7	-4.34291864845426	1.02252971173019e-14	No	No
Q9Y5H0	PCDHGA3	-4.18586043434	3.89789173434156e-12	No	No
Q9Y5K6	CD2AP	-2.52142430628209	3.0715522445292397e-18	No	No
Q9Y5L3	ENTPD2	-5.73531161267873	1.10293435606435e-19	No	No
Q9Y5S1	TRPV2	-3.94140944630422	1.52159412721538e-25	No	No
Q9Y5T4	DNAJC15	-3.13659592550223	2.51360174833455e-06	No	No
Q9Y644	RFNG	-2.71728570406321	6.44317063575714e-06	No	No
Q9Y672	ALG6	-3.54578253969208	5.99097324684563e-06	No	No
Q9Y697	NFS1	-5.97078091407706	5.12839878127326e-12	No	No
Q9Y698	CACNG2	-4.32632101179839	2.87740578761199e-26	No	No
Q9Y6C9	MTCH2	-3.10151906869054	0.0001845845195775	No	No
Q9Y6H8	GJA3	-5.27818433353139	1.01287670439737e-20	No	No
Q9Y6K0	CEPT1	-2.35150413583732	3.9461829627497203e-10	No	No
Q9Y6N5	SQOR	-5.3485434430907	6.01762697095452e-18	No	No
Q9Y6P5	SESN1	-3.5596054772119	0.0006454960185421	No	No
Q9Y6Q1	CAPN6	-4.43014731251226	1.27195758910006e-07	No	No
Q9Y6T7	DGKB	-3.96248175983645	7.335000772479241e-15	No	No
Q9Y6U3	SCIN	-4.19603913293665	6.90018276753223e-24	No	No
Q9Y6X3	MAU2	-3.18443421571589	6.5367360084323e-06	No	No
Q9Y6X4	FAM169A	-9.17953508728016	1.8820126185512998e-29	No	No
