Protein_Group	Genes	HIM-ST_vs_FMC29_logFC	HIM-ST_vs_FMC29_pval	Removed?	Contaminant?
Q5U5X0	LYRM7	6.02487051237047	1.74449918153212e-09	No	No
Q5UIP0	RIF1	2.56573190349884	0.0005998382960017	No	No
Q5VV42	CDKAL1	3.63016597052501	3.57573879929946e-05	No	No
Q5VWQ0	RSBN1	2.07432908961768	0.0069525612790642	No	No
Q63HN8	RNF213	1.95985609561964	5.17462502800259e-15	No	No
Q66K79	CPZ	5.01821918618214	2.73444685992291e-19	No	No
Q68BL7	OLFML2A	4.46622545113565	4.795192235545911e-15	No	No
Q68BL8	OLFML2B	6.25140487646473	2.5415839156080002e-11	No	No
Q68CQ4	UTP25	2.8251990629597	0.0025587387013499	No	No
Q68CQ7	GLT8D1	3.06675177540329	8.913735874688179e-12	No	No
Q69YZ2	TMEM200B	2.64577540300434	3.06794398857483e-13	No	No
Q6DKI1	RPL7L1	5.45019821105564	4.25974111809193e-07	No	No
Q6DKK2	TTC19	2.06907614245201	1.86826274166727e-05	No	No
Q6DN12	MCTP2	2.96175223561888	0.0070082942460414	No	No
Q6GPH4	XAF1	4.64740560044476	5.14914101997678e-16	No	No
Q6IAN0	DHRS7B	2.69131101509893	1.7595620260134897e-11	No	No
Q6IN84	MRM1	2.22919099638593	3.09477941324379e-05	No	No
Q6NUK1	SLC25A24	2.02512743434178	0.0003135645569422	No	No
Q6NUQ4	TMEM214	4.69696341506075	2.17616722702807e-05	No	No
Q6NW34	NEPRO	2.03226075813207	0.0003830689961815	No	No
Q6P1A2	LPCAT3	2.53214987877878	1.04035027772401e-05	No	No
Q6P1X6	C8orf82	2.55148161061299	2.62111803729978e-05	No	No
Q6P4E1	GOLM2	3.1593516007677	1.3154225841811698e-11	No	No
Q6P5R6	RPL22L1	2.08978686532452	9.697153346805179e-12	No	No
Q6PCB0	VWA1	2.61962357679729	2.7678405623594e-06	No	No
Q6PI48	DARS2	4.29873196468016	1.09406848258658e-08	No	No
Q6RFH5	WDR74	2.01236650657632	8.35653457488241e-07	No	No
Q6T4R5	NHS	5.24346612601174	1.92659531726353e-15	No	No
Q6TCH7	PAQR3	2.20697224838489	3.31786260967438e-07	No	No
Q6UW02	CYP20A1	1.90525669150994	1.72776557597384e-07	No	No
Q6UWI4	SHISA2	3.04722639570406	2.49000227291204e-06	No	No
Q6UX15	LAYN	3.52993657303819	1.69378446831464e-22	No	No
Q6UXH8	CCBE1	12.6075835286529	7.32965038500031e-21	No	No
Q6YN16	HSDL2	2.40986998003572	8.29256993584852e-07	No	No
Q6ZMZ3	SYNE3	6.64388511631172	4.245526966906849e-11	No	No
Q6ZQN7	SLCO4C1	7.50996421382467	3.00079938645385e-11	No	No
Q6ZRQ5	MMS22L	4.8220319672352	1.76037229756534e-08	No	No
Q6ZRS2	SRCAP	2.04344670460143	0.0028407457727329	No	No
Q6ZW49	PAXIP1	2.00004601777029	0.0092530120429693	No	No
Q6ZWT7	MBOAT2	2.73882470716676	8.79476483894064e-07	No	No
Q75QN2	INTS8	3.44640962881969	0.009379705912815	No	No
Q7L0Y3	TRMT10C	3.44358673313701	2.53102999107285e-08	No	No
Q7L592	NDUFAF7	3.72154940035183	2.05881212149703e-09	No	No
Q7L8L6	FASTKD5	3.29504053008547	2.15077152827887e-06	No	No
Q7Z2T5	TRMT1L	4.30379569749462	0.0023117004151174	No	No
Q7Z2W9	MRPL21	4.72625674270561	2.9536072750254e-07	No	No
Q7Z3D6	DGLUCY	3.33546255209048	1.27870738984814e-06	No	No
Q7Z402	TMC7	3.12801891735993	4.49621219583864e-06	No	No
Q7Z417	NUFIP2	2.27123316899527	1.5309901839018e-05	No	No
Q7Z419	RNF144B	4.24521028903866	3.10408374481684e-08	No	No
Q7Z4H4	ADM2	2.47644093546785	0.0021118094507158	No	No
Q7Z5H3	ARHGAP22	4.4551310019945	9.12957816202435e-05	No	No
Q7Z5L7	PODN	1.97720896213293	0.0022930250116705	No	No
Q7Z7G0	ABI3BP	3.72623602549913	1.1389048405629e-07	No	No
Q7Z7H8	MRPL10	1.83768862907183	2.41605900712331e-05	No	No
Q7Z7L1	SLFN11	3.05365224640106	0.0053828590333281	No	No
Q86SF2	GALNT7	2.0904417693816	5.4654517091091e-09	No	No
Q86U38	NOP9	2.36854467593073	0.0093371156788289	No	No
Q86U86	PBRM1	2.63595664638877	0.0017404468766986	No	No
Q86UE4	MTDH	1.81864661936466	2.23648009083979e-05	No	No
Q86UU0	BCL9L	6.53948335481174	3.23312831123893e-09	No	No
Q86VM9	ZC3H18	1.98275650436996	0.0009066634115785	No	No
Q86VR8	FJX1	4.49881392125412	3.24136731944153e-07	No	No
Q86VY9	TMEM200A	4.0344268224589	4.58708658087904e-11	No	No
Q86WV6	STING1	2.52685057326848	4.309071147707e-08	No	No
Q86XI2	NCAPG2	2.844522439543	0.0001868898613339	No	No
Q86YP4	GATAD2A	2.74326103827009	0.0001182918653643	No	No
Q86YV0	RASAL3	4.71058491302013	1.8787921659581e-18	No	No
Q8IUX4	APOBEC3F	4.61214199293826	5.1090539883772e-06	No	No
Q8IVF2	AHNAK2	5.64979276072711	3.26868472020771e-16	No	No
Q8IVG5	SAMD9L	4.2873288957097	7.17842763608804e-08	No	No
Q8IVL6	P3H3	3.54391281458621	4.30777030544118e-07	No	No
Q8IVS2	MCAT	3.00570817746081	0.0007314737191808	No	No
Q8IVW1	ARL17A	6.05184969559486	1.02483711049739e-07	No	No
Q8IW52	SLITRK4	5.34276300757671	1.85700647927824e-19	No	No
Q8IWA0	WDR75	2.01379821697081	1.27727843768212e-05	No	No
Q8IWB1	ITPRIP	3.63114669189288	2.71956877757597e-08	No	No
Q8IWB9	TEX2	2.48683549133218	0.0001905788962805	No	No
Q8IWF2	FOXRED2	3.72021166228311	4.90045466538328e-05	No	No
Q8IWJ2	GCC2	2.44785198910013	0.0042313716322457	No	No
Q8IXQ6	PARP9	2.42650130855824	9.99225433239199e-10	No	No
Q8IY21	DDX60	2.16299947788251	2.52622966926702e-06	No	No
Q8IY34	SLC15A3	2.06242811083418	4.71839848716772e-08	No	No
Q8IYS1	PM20D2	4.13752523953498	3.9163461330453605e-09	No	No
Q8IZ81	ELMOD2	2.56111349453306	6.61352562291203e-05	No	No
Q8IZL8	PELP1	1.90639388804195	0.000156059080649	No	No
Q8N114	SHISA5	2.38771205512112	5.1876174962182e-08	No	No
Q8N131	TMEM123	1.94719251415615	4.32517964925491e-07	No	No
Q8N1G0	ZNF687	2.88901843529442	0.0010088895507645	No	No
Q8N1G2	CMTR1	3.02999546416738	2.9593348189675e-06	No	No
Q8N1Q1	CA13	1.92914664390878	2.61451698531558e-05	No	No
Q8N201	INTS1	2.88428587250208	0.0012951824261537	No	No
Q8N2G8	GHDC	1.79979240650949	8.96132379272415e-07	No	No
Q8N465	D2HGDH	3.9777399740228	4.14747386141368e-17	No	No
Q8N4P3	HDDC3	1.9271468061636	2.0649054201665e-07	No	No
Q8N4Q0	PTGR3	3.66939490870052	0.0048586013922269	No	No
Q8N4X5	AFAP1L2	5.94112380967368	1.5971414239987e-09	No	No
Q8N567	ZCCHC9	1.79711893790667	0.0018667191435389	No	No
Q8N5C6	SRBD1	2.89666448570398	3.03640350624578e-05	No	No
Q8N5C7	DTWD1	2.44756799815795	0.0012688075589627	No	No
Q8N6D2	RNF182	2.11234165943651	2.94566774723717e-05	No	No
Q8N6G6	ADAMTSL1	8.85879812528771	8.78429155320575e-23	No	No
Q8N6Y1	PCDH20	8.28278031136448	1.3930979100253e-09	No	No
Q8N6Y2	LRRC17	5.57258331502392	7.545559625529049e-18	No	No
Q8N884	CGAS	3.3116902653015	8.339233463678521e-15	No	No
Q8N8Z6	DCBLD1	2.24064791004526	6.787425328148321e-09	No	No
Q8N954	GPATCH11	3.33574895288204	0.0051799216621781	No	No
Q8NBJ5	COLGALT1	2.52407206914763	3.78085783285809e-08	No	No
Q8NBM4	UBAC2	3.64616176344901	1.65826993277474e-05	No	No
Q8NBM8	PCYOX1L	2.29564659280942	0.0069292892486709	No	No
Q8NBP0	TTC13	4.64284091499144	8.49928392125004e-07	No	No
Q8NBP7	PCSK9	7.5986755134675	3.77283706053068e-18	No	No
Q8NCH0	CHST14	1.92188149746757	8.09408194130164e-09	No	No
Q8NF91	SYNE1	2.48058529720553	3.97468323988099e-06	No	No
Q8NFV4	ABHD11	2.44074986920072	0.0032300714120087	No	No
Q8NFW8	CMAS	2.19834214176771	9.29555112438474e-07	No	No
Q8NHQ9	DDX55	2.5128660536385	5.37602327912429e-07	No	No
Q8NHU3	SGMS2	2.17778676311355	4.78404299589061e-08	No	No
Q8NI27	THOC2	2.79663173219629	4.11210944688999e-08	No	No
Q8TAD8	SNIP1	4.35048032595307	7.15425287474641e-06	No	No
Q8TCB0	IFI44	2.61795813653055	2.48716279951313e-18	No	No
Q8TCT6	SPPL3	2.58561546926384	0.0008313660175889	No	No
Q8TDB6	DTX3L	2.17214699318333	3.50147742000643e-13	No	No
Q8TDN6	BRIX1	2.49908229219021	7.08091668581039e-05	No	No
Q8TE58	ADAMTS15	3.12344606401224	0.0012475148008568	No	No
Q8TER0	SNED1	2.96083633419949	6.29791025854458e-06	No	No
Q8TF65	GIPC2	3.43391447920572	3.98816353867651e-06	No	No
Q8WUF5	PPP1R13L	3.66060018694754	3.71496668839714e-05	No	No
Q8WUG5	SLC22A17	2.59000152762552	1.84784147605372e-07	No	No
Q8WUJ3	CEMIP	3.19762419354223	2.18102251390186e-05	No	No
Q8WUP2	FBLIM1	1.79645932836148	7.41004873819774e-08	No	No
Q8WUY1	THEM6	2.36736104459218	0.0002264997479917	No	No
Q8WV83	SLC35F5	1.98380997501607	3.6067517398067395e-11	No	No
Q8WVM0	TFB1M	1.84721166901827	1.34716574581968e-06	No	No
Q8WVN6	SECTM1	4.08471100890141	2.75280816662609e-12	No	No
Q8WWC4	MAIP1	1.92579274628298	8.72484645512737e-07	No	No
Q8WX93	PALLD	1.89145544865915	4.67129903427568e-12	No	No
Q8WXE1	ATRIP	2.28977150010475	0.0045600760361637	No	No
Q8WXH0	SYNE2	3.12031134954011	4.09792701869769e-07	No	No
Q8WXI9	GATAD2B	2.04734337796631	0.0012664569973033	No	No
Q8WXS8	ADAMTS14	5.5596058034037	5.14822924474585e-08	No	No
Q8WY07	SLC7A3	4.90771509344601	8.1500738750016e-21	No	No
Q8WZA2	RAPGEF4	4.49576311599053	3.68887561426804e-17	No	No
Q92485	SMPDL3B	3.29104437553708	5.90953907955471e-06	No	No
Q92506	HSD17B8	2.05827907467759	0.0002312053314672	No	No
Q92544	TM9SF4	3.15318277116121	1.33665048406821e-10	No	No
Q92545	TMEM131	5.58972313530935	3.35855495795762e-08	No	No
Q92552	MRPS27	2.69820992970822	0.0019586119116526	No	No
Q92575	UBXN4	2.1815119918245	2.48498000838852e-05	No	No
Q92610	ZNF592	2.08779538840483	0.0033864110247471	No	No
Q92626	PXDN	2.45487818499699	0.0002404555370157	No	No
Q92633	LPAR1	4.18379152478925	2.08336362968264e-05	No	No
Q92819	HAS2	8.04202327777073	9.363351763965471e-17	No	No
Q92947	GCDH	1.90233607609105	0.001646529337981	No	No
Q92979	EMG1	1.98587912770211	3.4452280094123905e-09	No	No
Q92985	IRF7	2.57774660337	7.42132486876364e-07	No	No
Q93063	EXT2	4.76214311843303	1.35473010945151e-07	No	No
Q969H8	MYDGF	2.21724891662527	9.176668334910459e-11	No	No
Q969I6	SLC38A4	3.07790252188232	4.90938880219026e-06	No	No
Q969K7	TMEM54	2.08949941578411	2.63015671181185e-09	No	No
Q969S9	GFM2	4.34537080571151	1.02196937373335e-08	No	No
Q969W9	PMEPA1	1.76340937692204	7.5729089601534e-09	No	No
Q969Y0	NXPE3	3.95731396180726	5.28247105555666e-05	No	No
Q96AB3	ISOC2	2.33321685530408	6.26422623393588e-07	No	No
Q96AD5	PNPLA2	2.95558451762859	0.0013845023064381	No	No
Q96AG4	LRRC59	2.36605597191331	1.289551610091e-12	No	No
Q96B96	LDAF1	2.01452386946153	1.33819142739541e-07	No	No
Q96BP3	PPWD1	3.46441157892714	9.43133570831711e-08	No	No
Q96BR5	COA7	2.66475444071452	2.8366496886771304e-09	No	No
Q96C01	FAM136A	2.58819316264711	3.2668605791891897e-11	No	No
Q96CB9	NSUN4	2.81084421708437	0.0005711351364847	No	No
Q96CG3	TIFA	3.19306875601726	0.0016250860839234	No	No
Q96CN9	GCC1	2.65166973195372	0.0088324919100474	No	No
Q96DB5	RMDN1	1.81751829976613	4.50596069474092e-06	No	No
Q96DV4	MRPL38	2.30102159356176	5.28527822534621e-09	No	No
Q96E11	MRRF	3.76913968344652	0.0002174660204262	No	No
Q96EH3	MALSU1	2.30930067227266	0.0081835105484293	No	No
Q96EI5	TCEAL4	3.37296656267256	0.0025570338340464	No	No
Q96EU7	C1GALT1C1	2.16594686322474	0.0074441176321335	No	No
Q96EY4	TMA16	2.16254026431514	9.59652747631814e-05	No	No
Q96EY7	PTCD3	3.03661965831421	0.0001682336877059	No	No
Q96FV9	THOC1	2.12466167300904	7.22768702758487e-05	No	No
Q96G21	IMP4	1.79140495348317	2.7897564554459e-05	No	No
Q96GM8	TOE1	2.58057575396337	0.0015409465633625	No	No
Q96GQ7	DDX27	2.85894873855506	7.23941773579726e-05	No	No
Q96GR4	ZDHHC12	1.86773010768879	4.62932192643292e-07	No	No
Q96GW9	MARS2	2.68163057614773	5.753907138599e-06	No	No
Q96HE7	ERO1A	2.15929912257819	1.0589504184384e-07	No	No
Q96HE9	PRR11	2.17417077936874	0.0047347002445623	No	No
Q96HR9	REEP6	1.95588594299573	5.03716589025371e-07	No	No
Q96HS1	PGAM5	2.60612723220114	1.14533581010323e-05	No	No
Q96I25	RBM17	2.30771885487906	9.34671127278081e-05	No	No
Q96IR7	HPDL	3.0512190713386	1.45812956002441e-07	No	No
Q96JP5	ZFP91	7.77804068312137	0.0003393256147828	No	No
Q96JQ2	CLMN	3.16417567072374	8.52343314665174e-10	No	No
Q96K12	FAR2	3.0882105638847	0.0001926649766114	No	No
Q96KG7	MEGF10	2.3082806361061	3.47404959517193e-06	No	No
Q96L08	SUSD3	3.95471492297936	8.15813789411311e-06	No	No
Q96L91	EP400	2.65277247587697	0.0015461943823739	No	No
Q96LW7	CARD19	2.18184914696108	0.0009786466120667	No	No
Q96ME7	ZNF512	4.56588193069011	2.29622050439828e-05	No	No
Q96PP9	GBP4	3.86631527807161	9.83189097948299e-08	No	No
Q96PU4	UHRF2	3.94554117564824	0.0009293741763953	No	No
Q96PZ2	FAM111A	2.53884004399367	0.0091475033635207	No	No
Q96QB1	DLC1	1.865274770375	1.88185983219002e-06	No	No
Q96QC0	PPP1R10	2.23876064431319	0.005091162829068	No	No
Q96QE5	TEFM	2.12007138508128	1.30255440079112e-07	No	No
Q96QI5	HS3ST6	7.04930256049736	8.12342054504658e-15	No	No
Q96QV1	HHIP	4.67628696154513	3.35630110953958e-05	No	No
Q96S52	PIGS	2.08471709543278	4.39822636833913e-07	No	No
Q96S66	CLCC1	2.39185593028091	1.72100036623084e-05	No	No
Q96S86	HAPLN3	2.40992046594403	3.5635998516475e-09	No	No
Q96T88	UHRF1	3.51495365390659	2.48607454201111e-06	No	No
Q96TA2	YME1L1	2.22312747656808	0.0002897909461644	No	No
Q99500	S1PR3	2.13940185721954	9.6949887397431e-12	No	No
Q99542	MMP19	4.58235862142666	1.2340126006022e-09	No	No
Q99575	POP1	2.0403692329108	9.20696254371671e-05	No	No
Q99590	SCAF11	2.23374472233957	0.0066457284679712	No	No
Q99650	OSMR	4.55804880156574	5.3213211137087504e-17	No	No
Q99685	MGLL	4.27482136490744	7.60836712867751e-15	No	No
Q99741	CDC6	3.57749434807472	9.76390296316505e-05	No	No
Q99766	DMAC2L	2.16003597256612	1.83424840519415e-07	No	No
Q99788	CMKLR1	4.07766820370425	1.2099422185289599e-12	No	No
Q99798	ACO2	2.24437629318855	6.89060637870344e-07	No	No
Q99848	EBNA1BP2	3.27677829861165	0.0001117619655799	No	No
Q99941	ATF6B	2.90771891267726	0.0023021646847085	No	No
Q99973	TEP1	2.45627884720633	1.03158830434193e-08	No	No
Q9BQ51	PDCD1LG2	2.90188618586221	3.9483068742643597e-11	No	No
Q9BQ61	TRIR	2.01839886726409	2.9310519972952e-07	No	No
Q9BQE5	APOL2	1.84755752888466	1.06789821826484e-07	No	No
Q9BQG0	MYBBP1A	2.22057051491033	3.26379555307249e-05	No	No
Q9BQP7	MGME1	2.64589736253059	2.6277118840780702e-09	No	No
Q9BRD0	BUD13	4.20201423118284	2.3273868481955303e-09	No	No
Q9BRJ6	CHLSN	3.25377583240373	5.71141167731807e-07	No	No
Q9BRT6	LLPH	2.7397279210464	0.0010477070517137	No	No
Q9BRX5	GINS3	1.99300486189473	0.0006480477589462	No	No
Q9BRY0	SLC39A3	2.2911651512605	1.52959996797033e-08	No	No
Q9BS26	ERP44	1.78007430825908	3.07583927985824e-06	No	No
Q9BSH4	TACO1	2.72492056501985	1.51096172301559e-05	No	No
Q9BSH5	HDHD3	2.0130653390946	0.0001192896425751	No	No
Q9BSW2	CRACR2A	2.60600699127076	7.16979935367604e-05	No	No
Q9BTC0	DIDO1	4.50748273140496	0.0002165991604177	No	No
Q9BTV5	FSD1	1.76060791204529	7.37255628818067e-06	No	No
Q9BTY2	FUCA2	1.98854688132611	7.65748505317569e-05	No	No
Q9BTZ2	DHRS4	2.51293131263111	1.30595752843467e-06	No	No
Q9BU23	LMF2	4.27764779208121	7.20806628161133e-06	No	No
Q9BU61	NDUFAF3	2.7979759185309	0.0003880828852829	No	No
Q9BUI4	POLR3C	2.65838902379761	0.0011087100696515	No	No
Q9BV79	MECR	2.49848954185588	6.24236255935362e-06	No	No
Q9BVJ6	UTP14A	2.02793017201554	0.0019328246083425	No	No
Q9BX68	HINT2	2.50381310351533	4.60387784891431e-08	No	No
Q9BXS6	NUSAP1	2.64530577734011	0.0020560536202642	No	No
Q9BXW7	HDHD5	2.91143046409742	2.61736574090217e-05	No	No
Q9BXX0	EMILIN2	6.43330948526555	2.28725682448413e-10	No	No
Q9BYD1	MRPL13	4.13593164159782	1.51850746708704e-05	No	No
Q9BYD3	MRPL4	2.30853281985971	1.38495171405262e-05	No	No
Q9BYD6	MRPL1	1.85101896400172	4.20873514394209e-06	No	No
Q9BYG0	B3GNT5	2.17300355696119	2.975847350417e-06	No	No
Q9BYG3	NIFK	2.96199493226865	4.72011990677893e-05	No	No
Q9BYK8	HELZ2	2.96326202962354	4.14939134285383e-17	No	No
Q9BYN8	MRPS26	3.8373171059507	0.0024072148903011	No	No
Q9BZE1	MRPL37	1.84100852962754	5.37952399612326e-07	No	No
Q9BZQ8	NIBAN1	3.3671231425621	1.0875813913437301e-24	No	No
Q9C0D9	SELENOI	1.98508263429494	2.10025248299667e-06	No	No
Q9GZP1	NRSN2	1.81546439912869	1.07714133297362e-10	No	No
Q9GZR7	DDX24	2.39248326044331	1.58311745547809e-07	No	No
Q9GZS1	POLR1E	3.57211610996919	2.90594693375719e-08	No	No
Q9H013	ADAM19	3.2985378175652	1.60329035084533e-11	No	No
Q9H078	CLPB	2.66377796837409	1.19971727751269e-05	No	No
Q9H0H0	INTS2	1.96600475754963	0.0007718968654315	No	No
Q9H0J9	PARP12	2.79360155967203	7.45413578250182e-17	No	No
Q9H0S4	DDX47	2.05740515987088	1.19669131408133e-05	No	No
Q9H0U6	MRPL18	2.25489506716016	4.91253038408767e-08	No	No
Q9H173	SIL1	2.53965799842152	2.12292173054652e-05	No	No
Q9H1B5	XYLT2	2.70024123412098	0.0006930119715332	No	No
Q9H1J7	WNT5B	7.09188841022056	1.40707036170223e-17	No	No
Q9H228	S1PR5	2.72313180276127	1.4981195383072202e-14	No	No
Q9H2W6	MRPL46	2.86231169968822	7.83565672469156e-05	No	No
Q9H497	TOR3A	3.0234249348159	5.88250585934347e-06	No	No
Q9H4I2	ZHX3	2.5304854984946	3.20921749656696e-07	No	No
Q9H4L4	SENP3	1.92492087244482	0.0076925391772196	No	No
Q9H583	HEATR1	2.01579835472972	0.0009912176405691	No	No
Q9H5Q4	TFB2M	3.25284001988107	5.8587697445721e-07	No	No
Q9H5V8	CDCP1	5.70633309544461	5.57518850112759e-11	No	No
Q9H5Y7	SLITRK6	3.89640510512152	4.48564881308668e-12	No	No
Q9H694	BICC1	3.76223268397939	9.93586562681201e-05	No	No
Q9H6B4	CLMP	6.26344756231829	3.1361581463274703e-15	No	No
Q9H6E4	CCDC134	1.96952403089992	0.0022256811414684	No	No
Q9H6L5	RETREG1	1.88584294618178	1.96716122496667e-05	No	No
Q9H6R3	ACSS3	1.83983406948737	3.06413600066008e-06	No	No
Q9H6R4	NOL6	2.70873019059894	2.59709285444192e-07	No	No
Q9H6V9	LDAH	2.46062303119391	1.48620611889121e-07	No	No
Q9H992	MARCHF7	2.26574265616126	2.9555202234238e-08	No	No
Q9H9B1	EHMT1	1.87588235660639	0.0012130309560444	No	No
Q9H9L3	ISG20L2	2.18595249652481	2.30322967845724e-06	No	No
Q9H9Y2	RPF1	1.86874312386987	2.40523553793651e-05	No	No
Q9HAV7	GRPEL1	2.50522204411852	1.05128933027194e-07	No	No
Q9HB58	SP110	3.0781059853479	6.22936302164223e-05	No	No
Q9HB63	NTN4	10.1800213385924	4.99402970790373e-13	No	No
Q9HBH1	PDF	4.69413552536521	1.64810879356836e-05	No	No
Q9HBW9	ADGRL4	3.78885595091352	2.11607397412933e-18	No	No
Q9HC07	TMEM165	3.35845213274024	5.83248584461886e-13	No	No
Q9HC16	APOBEC3G	3.27246603413953	2.34456320229177e-19	No	No
Q9HC36	MRM3	5.1365683972162	3.26074079904787e-06	No	No
Q9HC52	CBX8	3.36529515329905	3.00806632171584e-06	No	No
Q9HCL0	PCDH18	3.67077637012122	5.812055531063441e-10	No	No
Q9HCN8	SDF2L1	1.84908051690578	2.64030485641387e-05	No	No
Q9NNW7	TXNRD2	5.08387872872766	4.38881003388171e-05	No	No
Q9NP81	SARS2	2.74882975241713	0.0001830179971991	No	No
Q9NP92	MRPS30	3.49730864630508	1.1631955644648901e-09	No	No
Q9NPE3	NOP10	3.2811408719171	0.0016499515469366	No	No
Q9NPH0	ACP6	3.28333051817035	1.22166416339092e-07	No	No
Q9NPH5	NOX4	2.76950866571702	0.0060030629920609	No	No
Q9NPJ3	ACOT13	2.835465357242	2.14858735460232e-08	No	No
Q9NPR9	GPR108	2.11578705059181	6.85685990702436e-11	No	No
Q9NQ50	MRPL40	2.89622186816832	3.10557389298702e-06	No	No
Q9NQ55	PPAN	1.88344284115945	1.10207332274332e-05	No	No
Q9NR28	DIABLO	3.24645589511836	1.69586373965171e-08	No	No
Q9NR30	DDX21	1.85722125637657	4.48192138292743e-06	No	No
Q9NRA1	PDGFC	3.43624191672709	3.50514503523264e-10	No	No
Q9NRL2	BAZ1A	2.64246543548625	0.0015798136941839	No	No
Q9NRP2	CMC2	3.79115755841633	3.42298236611341e-10	No	No
Q9NRX2	MRPL17	3.5149953709222	1.78964873697333e-09	No	No
Q9NS00	C1GALT1	3.65580586278332	2.19355368180583e-06	No	No
Q9NS18	GLRX2	7.13357182711447	7.42007771055672e-19	No	No
Q9NS62	THSD1	2.85984014816519	8.22851330327495e-08	No	No
Q9NS84	CHST7	4.84650757872605	3.9605412664584004e-10	No	No
Q9NSU2	TREX1	3.10228075270915	5.08345965597218e-07	No	No
Q9NT68	TENM2	4.82290195072294	9.76216742747701e-08	No	No
Q9NU23	LYRM2	2.6020057607	0.0030978245531271	No	No
Q9NUJ1	ABHD10	3.52637750056743	5.05158266842681e-09	No	No
Q9NUM3	SLC39A9	3.57778105387683	9.08548555535148e-15	No	No
Q9NUQ6	SPATS2L	2.54515821674894	1.02086255330592e-13	No	No
Q9NUW8	TDP1	2.34969327143594	0.0007621435084148	No	No
Q9NV29	TMEM100	5.24227173249943	1.0286142464156e-24	No	No
Q9NVI7	ATAD3A	3.42361622734887	6.46028558447453e-05	No	No
Q9NVP1	DDX18	2.15407356530205	1.4644924241706e-05	No	No
Q9NVS2	MRPS18A	2.71164371142016	8.28313331762897e-08	No	No
Q9NW13	RBM28	3.46358419449545	0.0004056704164385	No	No
Q9NWA0	MED9	3.61768059135506	1.52332147914267e-08	No	No
Q9NWM8	FKBP14	1.90798704738765	0.0004378263076092	No	No
Q9NWU1	OXSM	2.78603590304437	1.59302579739176e-08	No	No
Q9NWU5	MRPL22	1.97315720942614	0.0056365978931936	No	No
Q9NXF1	TEX10	2.38907941982145	8.94953628338544e-07	No	No
Q9NXH8	TOR4A	4.70947426198483	7.42322378508118e-14	No	No
Q9NXV6	CDKN2AIP	2.13963923437743	0.0021719256227353	No	No
Q9NY93	DDX56	1.84435398954401	0.0001111603256329	No	No
Q9NYU2	UGGT1	1.83703279956877	4.16441749202156e-12	No	No
Q9NYY8	FASTKD2	4.72190286344487	0.0004022570987905	No	No
Q9NZ01	TECR	2.06904017200179	1.77679621907135e-05	No	No
Q9NZ56	FMN2	6.85551797626877	1.9504834472390502e-14	No	No
Q9NZM1	MYOF	1.81828224228612	2.17416462943575e-13	No	No
Q9NZP8	C1RL	5.2755997924696	2.91848077397395e-13	No	No
Q9NZV1	CRIM1	2.1621337821446	1.64280081636484e-12	No	No
Q9P121	NTM	2.29937142733424	2.50434710968449e-11	No	No
Q9P2E7	PCDH10	4.3079741083891	1.32517499348878e-06	No	No
Q9P2N5	RBM27	2.43315944184031	0.0010521517212213	No	No
Q9P2R7	SUCLA2	3.35434385343539	6.26239950797707e-06	No	No
Q9UBL6	CPNE7	7.09221734161038	9.898714214536189e-12	No	No
Q9UBS4	DNAJB11	2.56071004279975	9.39913517258813e-07	No	No
Q9UBU9	NXF1	2.63694138546996	0.0011573857257392	No	No
Q9UBW7	ZMYM2	3.38842222476326	0.0003734284591645	No	No
Q9UDR5	AASS	2.56547484741581	0.0002832399585889	No	No
Q9UGM6	WARS2	2.15161956081571	4.94905610863979e-05	No	No
Q9UH17	APOBEC3B	1.87919274336645	7.84403694767519e-05	No	No
Q9UHF1	EGFL7	2.92574870005626	2.37767013486104e-06	No	No
Q9UHI8	ADAMTS1	2.31122048077879	6.43423581385417e-05	No	No
Q9UHV7	MED13	2.51289961759194	1.38627672505719e-07	No	No
Q9UIG0	BAZ1B	2.1033206568097	0.000394800817763	No	No
Q9UII4	HERC5	3.7589720274612	2.9455418977671797e-12	No	No
Q9UIS9	MBD1	2.35073132489178	8.75800512573353e-08	No	No
Q9UJH8	METRN	4.2749939365542	3.64549802042187e-05	No	No
Q9UKJ3	GPATCH8	2.98352845477431	0.0061792118015629	No	No
Q9UKK3	PARP4	2.48173015637468	2.4222644217702198e-11	No	No
Q9UKM9	RALY	2.20781896493521	1.13218168484621e-10	No	No
Q9UKP4	ADAMTS7	3.50065932072959	2.28645565214933e-10	No	No
Q9UKP5	ADAMTS6	5.59097486765797	2.43973062666355e-15	No	No
Q9UKU7	ACAD8	3.89990715393185	0.0001850497141372	No	No
Q9UKX5	ITGA11	2.42801740266946	7.99331199391997e-08	No	No
Q9UKX7	NUP50	2.44183164524716	3.29729735962071e-05	No	No
Q9UL03	INTS6	2.88548103120404	0.0003196827634454	No	No
Q9UL40	ZNF346	1.89345343805885	0.0022534985010006	No	No
Q9UL42	PNMA2	4.34527108337087	6.52971802474927e-12	No	No
Q9ULV3	CIZ1	2.13014571646865	0.0019345504489472	No	No
Q9UMW8	USP18	4.15963036573896	7.63408706875494e-07	No	No
Q9UMX9	SLC45A2	3.07218759592379	9.24345592735139e-16	No	No
Q9UNA0	ADAMTS5	7.27474986567315	1.0522877911510898e-11	No	No
Q9UNG2	TNFSF18	3.32163442940366	3.52660113234522e-05	No	No
