term,fdr,Odds Ratio,Combined Score,Genes,description
Serine Biosynthesis,0.1652497,73.95402,617.9342,PSAT1;PHGDH;PSPH,Serine Biosynthesis
Viral mRNA Translation,0.3871911,3.627894,23.03261,RPS25;RPL7A;RPS8;RPS5;RPL38;RPS11;RPL29;GRSF1;RPL18,Viral mRNA Translation
ECM Proteoglycans,0.3871911,3.911765,24.26126,LAMA5;IBSP;LAMA2;LAMA1;COL6A1;TNR;HAPLN1;DCN,ECM Proteoglycans
Oncogene Induced Senescence,0.3871911,14.78161,86.24605,MOV10;CDK6;TNRC6B,Oncogene Induced Senescence
Regulation of RUNX1 Expression and Activity,0.3871911,14.78161,86.24605,MOV10;CDK6;TNRC6B,Regulation of RUNX1 Expression and Activity
Regulation of MITF-M-dependent Genes Involved in Apoptosis,0.3871911,12.31609,67.22862,MOV10;MITF;TNRC6B,Regulation of MITF-M-dependent Genes Involved in Apoptosis
Metabolism of Folate and Pterines,0.3871911,12.31609,67.22862,ALDH1L1;MTHFD1L;ALDH1L2,Metabolism of Folate and Pterines
Influenza Viral RNA Transcription and Replication,0.3871911,2.839567,15.03516,NUP93;RPS25;RPL7A;RPS8;RPS5;RPL38;RPS11;RPL29;GRSF1;RPL18,Influenza Viral RNA Transcription and Replication
PKMTs Methylate Histone Lysines,0.3871911,10.55501,54.16034,SETD3;RBBP4;SMYD3,PKMTs Methylate Histone Lysines
Peptide Chain Elongation,0.3871911,3.212198,16.46447,RPL7A;RPS25;RPS8;RPS5;RPL38;RPS11;RPL29;RPL18,Peptide Chain Elongation
Selenocysteine Synthesis,0.3871911,3.0625,14.92456,RPS25;RPL7A;RPS8;RPS5;RPL38;RPS11;RPL29;RPL18,Selenocysteine Synthesis
Maturation of Nucleoprotein 9694631,0.3871911,9.234195,44.71246,SRPK2;CSNK1A1;PARP14,Maturation of Nucleoprotein 9694631
Eukaryotic Translation Elongation,0.3871911,3.015625,14.45263,RPS25;RPL7A;RPS8;RPS5;RPL38;RPS11;RPL29;RPL18,Eukaryotic Translation Elongation
Eukaryotic Translation Termination,0.3871911,3.015625,14.45263,RPS25;RPL7A;RPS8;RPS5;RPL38;RPS11;RPL29;RPL18,Eukaryotic Translation Termination
Oxidative Stress Induced Senescence,0.3871911,5.808145,27.82694,MOV10;CDK6;RBBP4;TNRC6B,Oxidative Stress Induced Senescence
Response of EIF2AK4 (GCN2) to Amino Acid Deficiency,0.3871911,2.970149,13.99961,RPS25;RPL7A;RPS8;RPS5;RPL38;RPS11;RPL29;RPL18,Response of EIF2AK4 (GCN2) to Amino Acid Deficiency
SRP-dependent Cotranslational Protein Targeting to Membrane,0.3871911,2.701063,12.4476,RPS25;RPL7A;SRP72;RPS8;RPS5;RPL38;RPS11;RPL29;RPL18,SRP-dependent Cotranslational Protein Targeting to Membrane
Transcriptional Regulation by NPAS4,0.3871911,8.206897,37.6169,RET;MOV10;TNRC6B,Transcriptional Regulation by NPAS4
Nonsense Mediated Decay (NMD) Independent of the Exon Junction Complex (EJC),0.3871911,2.883152,13.14647,RPS25;RPL7A;RPS8;RPS5;RPL38;RPS11;RPL29;RPL18,Nonsense Mediated Decay (NMD) Independent of the Exon Junction Complex (EJC)
Degradation of the Extracellular Matrix,0.4020656,2.761719,11.98623,ADAMTS5;LAMA5;MMP25;MMP1;COL6A1;HTRA1;SPP1;DCN,Degradation of the Extracellular Matrix
Influenza Infection,0.4020656,2.420304,10.45471,NUP93;RPS25;RPL7A;RPS8;RPS5;RPL38;RPS11;RPL29;GRSF1;RPL18,Influenza Infection
Extracellular Matrix Organization,0.4020656,2.012757,8.69376,LAMA5;LAMA2;MMP1;LAMA1;HTRA1;PCOLCE;FBLN2;DCN;HAPLN1;ADAMTS5;MMP25;IBSP;COL6A1;SPP1;TNR,Extracellular Matrix Organization
Regulation of NPAS4 Gene Expression,0.4020656,16.36641,69.51832,MOV10;TNRC6B,Regulation of NPAS4 Gene Expression
Regulation of NPAS4 mRNA Translation,0.4020656,16.36641,69.51832,MOV10;TNRC6B,Regulation of NPAS4 mRNA Translation
SUMOylation of Transcription Factors,0.4020656,16.36641,69.51832,SUMO2;MITF,SUMOylation of Transcription Factors
Formation of a Pool of Free 40S Subunits,0.4052378,2.686233,11.28363,RPS25;RPL7A;RPS8;RPS5;RPL38;RPS11;RPL29;RPL18,Formation of a Pool of Free 40S Subunits
rRNA Processing in the Nucleus and Cytosol,0.418682,2.460504,10.07761,RPS25;RPL7A;RPS8;RPS5;RPL38;THUMPD1;RPS11;RPL29;RPL18,rRNA Processing in the Nucleus and Cytosol
rRNA Processing,0.418682,2.328354,9.531806,RPS25;RPL7A;TRMT10C;RPS8;RPS5;RPL38;THUMPD1;RPS11;RPL29;RPL18,rRNA Processing
Nonhomologous End-Joining (NHEJ),0.4392116,6.152299,24.26555,RAD50;TDP2;UBE2V2,Nonhomologous End-Joining (NHEJ)
Regulation of CDH11 Expression and Function,0.4392116,6.152299,24.26555,MOV10;ANGPTL4;TNRC6B,Regulation of CDH11 Expression and Function
Formation of Incision Complex in GG-NER,0.4392116,6.152299,24.26555,SUMO2;UBE2V2;CUL4B,Formation of Incision Complex in GG-NER
Regulation of CDH11 mRNA Translation by microRNAs,0.4589225,12.2729,47.47551,MOV10;TNRC6B,Regulation of CDH11 mRNA Translation by microRNAs
Regulation of Expression and Function of Type II Classical Cadherins,0.4589225,5.678161,21.3809,MOV10;ANGPTL4;TNRC6B,Regulation of Expression and Function of Type II Classical Cadherins
Regulation of Homotypic Cell-Cell Adhesion,0.4589225,5.678161,21.3809,MOV10;ANGPTL4;TNRC6B,Regulation of Homotypic Cell-Cell Adhesion
Cellular Response to Starvation,0.4589225,2.306125,8.653372,RPS25;RPL7A;RPS8;RPS5;RPL38;TCIRG1;RPS11;RPL29;RPL18,Cellular Response to Starvation
Selenoamino Acid Metabolism,0.4589225,2.451389,9.194453,RPS25;RPL7A;RPS8;RPS5;RPL38;RPS11;RPL29;RPL18,Selenoamino Acid Metabolism
SARS-CoV-1 Modulates Host Translation Machinery,0.4738794,3.944615,14.43032,RPS25;RPS8;RPS5;RPS11,SARS-CoV-1 Modulates Host Translation Machinery
Nonsense Mediated Decay (NMD) Enhanced by the Exon Junction Complex (EJC),0.4738794,2.391566,8.686858,RPS25;RPL7A;RPS8;RPS5;RPL38;RPS11;RPL29;RPL18,Nonsense Mediated Decay (NMD) Enhanced by the Exon Junction Complex (EJC)
Nonsense-Mediated Decay (NMD),0.4738794,2.391566,8.686858,RPS25;RPL7A;RPS8;RPS5;RPL38;RPS11;RPL29;RPL18,Nonsense-Mediated Decay (NMD)
L13a-mediated Translational Silencing of Ceruloplasmin Expression,0.4738794,2.362723,8.445856,RPS25;RPL7A;RPS8;RPS5;RPL38;RPS11;RPL29;RPL18,L13a-mediated Translational Silencing of Ceruloplasmin Expression
Competing Endogenous RNAs (ceRNAs) Regulate PTEN Translation,0.4738794,9.816794,34.92742,MOV10;TNRC6B,Competing Endogenous RNAs (ceRNAs) Regulate PTEN Translation
Global Genome Nucleotide Excision Repair (GG-NER),0.4738794,3.792308,13.44609,SUMO2;ACTL6A;UBE2V2;CUL4B,Global Genome Nucleotide Excision Repair (GG-NER)
GTP Hydrolysis and Joining of the 60S Ribosomal Subunit,0.4738794,2.334559,8.212907,RPS25;RPL7A;RPS8;RPS5;RPL38;RPS11;RPL29;RPL18,GTP Hydrolysis and Joining of the 60S Ribosomal Subunit
Major Pathway of rRNA Processing in the Nucleolus and Cytosol,0.4738794,2.334559,8.212907,RPS25;RPL7A;RPS8;RPS5;RPL38;RPS11;RPL29;RPL18,Major Pathway of rRNA Processing in the Nucleolus and Cytosol
Processing of DNA Double-Strand Break Ends,0.5422244,4.611351,15.23422,RAD50;SUMO2;UBE2V2,Processing of DNA Double-Strand Break Ends
Regulation of IGF Transport and Uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.5422244,2.22823,7.35519,MMP1;IGFBP2;SPP1;VWA1;NUCB1;MIA3;MFGE8;PAPPA2,Regulation of IGF Transport and Uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)
Regulation of PTEN mRNA Translation,0.5422244,8.179389,26.96116,MOV10;TNRC6B,Regulation of PTEN mRNA Translation
TGFBR3 Expression,0.5422244,8.179389,26.96116,MOV10;TNRC6B,TGFBR3 Expression
Drug-mediated Inhibition of CDK4 CDK6 Activity,0.5432215,inf,inf,CDK6,Drug-mediated Inhibition of CDK4 CDK6 Activity
SARS-CoV-2 Targets PDZ Proteins in Cell-Cell Junction,0.5432215,inf,inf,TJP1,SARS-CoV-2 Targets PDZ Proteins in Cell-Cell Junction
Interleukin-36 Pathway,0.5432215,inf,inf,IL1RAP,Interleukin-36 Pathway
PINK1-PRKN Mediated Mitophagy,0.5592188,4.339419,13.75519,MAP1LC3A;TOMM20;TOMM6,PINK1-PRKN Mediated Mitophagy
Cap-dependent Translation Initiation,0.5592188,2.154552,6.78164,RPS25;RPL7A;RPS8;RPS5;RPL38;RPS11;RPL29;RPL18,Cap-dependent Translation Initiation
Eukaryotic Translation Initiation,0.5592188,2.154552,6.78164,RPS25;RPL7A;RPS8;RPS5;RPL38;RPS11;RPL29;RPL18,Eukaryotic Translation Initiation
Adherens Junctions Interactions,0.577295,3.178164,9.693222,AFDN;MOV10;ANGPTL4;TNRC6B,Adherens Junctions Interactions
DNA Double-Strand Break Repair,0.577295,3.178164,9.693222,RAD50;TDP2;SUMO2;UBE2V2,DNA Double-Strand Break Repair
Regulation of Endogenous Retroelements,0.577295,4.097701,12.4747,RBBP4;SUMO2;ACTL6A,Regulation of Endogenous Retroelements
Laminin Interactions,0.577295,4.097701,12.4747,LAMA5;LAMA2;LAMA1,Laminin Interactions
Cellular Senescence,0.5865143,2.681299,8.074405,MOV10;RAD50;CDK6;RBBP4;TNRC6B,Cellular Senescence
HDR Through Homologous Recombination (HRR) or Single Strand Annealing (SSA),0.6237362,3.881428,11.35819,RAD50;SUMO2;UBE2V2,HDR Through Homologous Recombination (HRR) or Single Strand Annealing (SSA)
SARS-CoV-2 Modulates Host Translation Machinery,0.6237362,2.984615,8.590042,RPS25;RPS8;RPS5;RPS11,SARS-CoV-2 Modulates Host Translation Machinery
Pre-NOTCH Transcription and Translation,0.6237362,6.132634,17.62201,MOV10;TNRC6B,Pre-NOTCH Transcription and Translation
Regulation of Endogenous Retroelements by KRAB-ZFP Proteins,0.6237362,6.132634,17.62201,RBBP4;SUMO2,Regulation of Endogenous Retroelements by KRAB-ZFP Proteins
Metabolism of Water-Soluble Vitamins and Cofactors,0.6237362,2.315044,6.640706,ALDH1L1;PDXK;VNN2;MTHFD1L;PARP14;ALDH1L2,Metabolism of Water-Soluble Vitamins and Cofactors
RAC1 GTPase Cycle,0.6457095,2.0,5.63675,FMNL1;TFRC;ALS2;CAV1;MCF2L;PKN2;VRK2;ARHGAP15,RAC1 GTPase Cycle
Nucleotide Excision Repair,0.649675,2.89638,8.101132,SUMO2;ACTL6A;UBE2V2;CUL4B,Nucleotide Excision Repair
Metabolism of Vitamins and Cofactors,0.6667615,1.921117,5.084305,ALDH1L1;PDXK;VNN2;MTHFD1L;STARD7;PARP14;ALDH1L2;LRP12,Metabolism of Vitamins and Cofactors
RHOB GTPase Cycle,0.6667615,2.734615,7.228871,TFRC;MCF2L;CAV1;PKN2,RHOB GTPase Cycle
Homology Directed Repair,0.6667615,3.350575,8.746722,RAD50;SUMO2;UBE2V2,Homology Directed Repair
MET Activates PTK2 Signaling,0.6667615,3.350575,8.746722,LAMA5;LAMA2;LAMA1,MET Activates PTK2 Signaling
Ca2+ Activated K+ Channels,0.6667615,24.46388,62.63851,KCNN4,Ca2+ Activated K+ Channels
Polo-like Kinase Mediated Events,0.6667615,24.46388,62.63851,RBBP4,Polo-like Kinase Mediated Events
RUNX1 Regulates Expression of Components of Tight Junctions,0.6667615,24.46388,62.63851,TJP1,RUNX1 Regulates Expression of Components of Tight Junctions
Defective HDR Through Homologous Recombination Repair Due to PALB2 Loss of BRCA1 Binding Function,0.6667615,24.46388,62.63851,RAD50,Defective HDR Through Homologous Recombination Repair Due to PALB2 Loss of BRCA1 Binding Function
Defective HDR Through Homologous Recomb Repair Due to PALB2 Loss of BRCA2 RAD51 RAD51C Binding Fnc,0.6667615,24.46388,62.63851,RAD50,Defective HDR Through Homologous Recomb Repair Due to PALB2 Loss of BRCA2 RAD51 RAD51C Binding Fnc
Defective Homologous Recombination Repair (HRR) Due to BRCA1 Loss of Function,0.6667615,24.46388,62.63851,RAD50,Defective Homologous Recombination Repair (HRR) Due to BRCA1 Loss of Function
Defective Homologous Recombination Repair (HRR) Due to PALB2 Loss of Function,0.6667615,24.46388,62.63851,RAD50,Defective Homologous Recombination Repair (HRR) Due to PALB2 Loss of Function
Resolution of D-loop Structures Through Synthesis-Dependent Strand Annealing (SDSA),0.6667615,24.46388,62.63851,RAD50,Resolution of D-loop Structures Through Synthesis-Dependent Strand Annealing (SDSA)
Role of Second Messengers in Netrin-1 Signaling,0.6667615,24.46388,62.63851,PITPNA,Role of Second Messengers in Netrin-1 Signaling
SUMO Is Proteolytically Processed,0.6667615,24.46388,62.63851,SUMO2,SUMO Is Proteolytically Processed
Impaired BRCA2 Binding to PALB2,0.6667615,24.46388,62.63851,RAD50,Impaired BRCA2 Binding to PALB2
SARS-CoV-1-host Interactions,0.6667615,2.114618,5.388882,PYCARD;RPS25;RPS8;RPS5;CAV1;RPS11,SARS-CoV-1-host Interactions
Signaling by Hippo,0.6667615,4.90458,12.46665,LATS1;TJP1,Signaling by Hippo
Mitophagy,0.6679617,3.204398,8.063002,MAP1LC3A;TOMM20;TOMM6,Mitophagy
RND1 GTPase Cycle,0.6679617,3.204398,8.063002,TFRC;CAV1;RRAS2,RND1 GTPase Cycle
Cell Junction Organization,0.7071644,2.239382,5.480892,AFDN;MOV10;ANGPTL4;FLNC;TNRC6B,Cell Junction Organization
Cell-cell Junction Organization,0.7086924,2.523077,6.138139,AFDN;MOV10;ANGPTL4;TNRC6B,Cell-cell Junction Organization
Metabolism of Amino Acids and Derivatives,0.7086924,1.573997,3.812777,RPS8;RPS5;APIP;ADO;RPL7A;RPS25;PSAT1;PHGDH;RPL38;RPL29;RPS11;RPL18;PSPH,Metabolism of Amino Acids and Derivatives
DNA Repair,0.714172,2.02676,4.871018,RAD50;TDP2;ACTL6A;SUMO2;UBE2V2;CUL4B,DNA Repair
MITF-M-dependent Gene Expression,0.7321713,2.459615,5.822618,MOV10;ACTL6A;MITF;TNRC6B,MITF-M-dependent Gene Expression
Regulation of Expression of SLITs and ROBOs,0.7483648,1.780405,4.155796,RPS25;RPL7A;RPS8;RPS5;RPL38;RPS11;RPL29;RPL18,Regulation of Expression of SLITs and ROBOs
"Formation of the Ternary Complex, and Subsequently, the 43S Complex",0.7483648,2.39925,5.527739,RPS25;RPS8;RPS5;RPS11,"Formation of the Ternary Complex, and Subsequently, the 43S Complex"
Epigenetic Regulation of Gene Expression,0.7483648,2.122554,4.855859,RBBP4;WDR82;ACTL6A;SUMO2;ANGPTL4,Epigenetic Regulation of Gene Expression
