term,fdr,Odds Ratio,Combined Score,Genes,description
GO:0045785,0.2394213,4.696324,37.48361,RET;AFDN;IBSP;LAMA2;LAMA1;CHRD;SAA2;RNASE1;FBLN2,Positive Regulation of Cell Adhesion (GO:0045785)
GO:2001238,0.2394213,8.854109,64.63972,RET;PYCARD;CAV1;HTRA2;PKN2,Positive Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001238)
GO:0044743,0.2394213,8.854109,64.63972,PEX16;PEX7;TIMM17B;TOMM20;TOMM40L,Protein Transmembrane Import Into Intracellular Organelle (GO:0044743)
GO:0030336,0.2394213,3.410628,23.87363,AFDN;RBBP4;CHRD;NF1;STC1;MITF;MIA3;EPPK1;THY1;RNASE1;DCN,Negative Regulation of Cell Migration (GO:0030336)
GO:0000729,0.2394213,24.64368,167.7094,EXD2;RAD50;UBE2V2,DNA Double-Strand Break Processing (GO:0000729)
GO:2000146,0.2394213,3.814158,25.3979,AFDN;RBBP4;CHRD;NF1;STC1;MITF;MIA3;EPPK1;THY1,Negative Regulation of Cell Motility (GO:2000146)
GO:0006335,0.2394213,inf,inf,NASP;RBBP4,DNA Replication-Dependent Chromatin Assembly (GO:0006335)
GO:0035270,0.2394213,inf,inf,TG;NF1,Endocrine System Development (GO:0035270)
GO:0046629,0.2394213,inf,inf,JAML;CD3E,Gamma-Delta T Cell Activation (GO:0046629)
GO:2000144,0.2394213,inf,inf,DHX36;MITF,Positive Regulation of DNA-templated Transcription Initiation (GO:2000144)
GO:0032352,0.2394213,inf,inf,HPN;MIA3,Positive Regulation of Hormone Metabolic Process (GO:0032352)
GO:2001239,0.3303747,14.78161,86.24605,RET;IFI6;HTRA2,Regulation of Extrinsic Apoptotic Signaling Pathway in Absence of Ligand (GO:2001239)
GO:0006940,0.3303747,14.78161,86.24605,CNN1;SETD3;CAV1,Regulation of Smooth Muscle Contraction (GO:0006940)
GO:0170036,0.3303747,5.896304,34.1605,MCUR1;PNPT1;TIMM17B;TOMM20;TOMM40L,Import Into the Mitochondrion (GO:0170036)
GO:0001501,0.3303747,3.304671,19.10464,LAMA5;TCOF1;CHRD;STC1;ALPL;CHI3L1;HAPLN3;MRPL13;HAPLN1,Skeletal System Development (GO:0001501)
GO:0043062,0.3303747,3.956226,22.29195,ADAMTS5;MMP25;IBSP;MMP1;NF1;LRP12;MATN2,Extracellular Structure Organization (GO:0043062)
GO:0045229,0.3303747,3.867704,21.36317,ADAMTS5;MMP25;IBSP;MMP1;NF1;LRP12;MATN2,External Encapsulating Structure Organization (GO:0045229)
GO:0043271,0.3303747,12.31609,67.22862,PXK;STC1;LILRB1,Negative Regulation of Monoatomic Ion Transport (GO:0043271)
GO:0006907,0.3303747,12.31609,67.22862,PYCARD;PPT1;KCNN4,Pinocytosis (GO:0006907)
GO:0060331,0.3303747,49.1145,265.1694,TINAGL1;PARP14,Negative Regulation of Response to Type II Interferon (GO:0060331)
GO:0060336,0.3303747,49.1145,265.1694,TINAGL1;PARP14,Negative Regulation of Type II Interferon-Mediated Signaling Pathway (GO:0060336)
GO:2001188,0.3303747,49.1145,265.1694,LILRB1;LGALS9,Reg of T Cell Act via T Cell Rec Contact With Ag Bound to MHC Mol on Ag Presenting Cell (GO:2001188)
GO:0030334,0.3303747,2.073487,11.1542,RET;CHGA;CAV1;SEMA4C;CHRD;STC1;MITF;MIA3;THY1;SEMA3F;RNASE1;TJP1;AFDN;MYO1E;RBBP4;TMSB4X;NF1;TNR;EPPK1,Regulation of Cell Migration (GO:0030334)
GO:0045786,0.3303747,7.056044,37.88413,LATS1;CDK6;HTRA2;LILRB1,Negative Regulation of Cell Cycle (GO:0045786)
GO:0002181,0.377479,2.992941,15.5481,RPS25;RPL7A;RPS8;RPS5;RPL38;RPS11;RPL29;RPL18;MRPL13,Cytoplasmic Translation (GO:0002181)
GO:2000810,0.386825,10.55501,54.16034,TJP1;MYO1E;RNASE1,Regulation of Bicellular Tight Junction Assembly (GO:2000810)
