term,fdr,Odds Ratio,Combined Score,Genes,description
ATALUREN,0.2396845,3.435884,18.85425,RPL7A;RPS25;RPS8;RPS5;RPL38;RPS11;RPL29;RPL18,ATALUREN
MT 3724,0.2396845,3.377119,18.21648,RPL7A;RPS25;RPS8;RPS5;RPL38;RPS11;RPL29;RPL18,MT 3724
CYCLOHEXIMIDE,0.2396845,3.212198,16.46447,RPL7A;RPS25;RPS8;RPS5;RPL38;RPS11;RPL29;RPL18,CYCLOHEXIMIDE
DORLIMOMAB ARITOX,0.4413632,2.943481,12.44322,RPL7A;RPS25;RPS5;RPL38;RPS11;RPL29;RPL18,DORLIMOMAB ARITOX
DEXAMETHASONE,0.5645182,3.52033,11.73952,RET;TJP1;CDK6;TG,DEXAMETHASONE
LY2835219,0.5645182,inf,inf,CDK6,LY2835219
ETANERCEPT,0.5645182,6.132634,17.62201,CERS6;ALPL,ETANERCEPT
CALCITRIOL,0.5645182,24.46388,62.63851,TG,CALCITRIOL
INFLIXIMAB,0.5645182,4.085878,9.28156,CERS6;ALPL,INFLIXIMAB
ERLOTINIB,0.5645182,2.833333,6.404679,RET;NF1;PKN2,ERLOTINIB
DIAZOXIDE,0.5645182,12.23004,26.59641,CCK,DIAZOXIDE
AMINOGLUTETHIMIDE,0.5645182,12.23004,26.59641,TG,AMINOGLUTETHIMIDE
ISOTRETINOIN,0.5645182,12.23004,26.59641,TG,ISOTRETINOIN
AZD1480,0.5645182,12.23004,26.59641,RET,AZD1480
IL 2,0.5645182,3.267176,6.356655,TG;CD244,IL 2
LAMOTRIGINE,0.5645182,8.152091,15.54246,PPT1,LAMOTRIGINE
PAMIDRONATE,0.5645182,8.152091,15.54246,SPP1,PAMIDRONATE
ALECTINIB,0.5645182,8.152091,15.54246,RET,ALECTINIB
VEMURAFENIB,0.5645182,3.0625,5.674523,NF1;MITF,VEMURAFENIB
COLCHICINE,0.5645182,3.0625,5.674523,TUBB6;MAP2,COLCHICINE
AMIODARONE,0.5645182,6.113118,10.40973,TG,AMIODARONE
IUPHAR.LIGAND:1713,0.5645182,6.113118,10.40973,ACTN2,IUPHAR.LIGAND:1713
OCTREOTIDE,0.5645182,6.113118,10.40973,TG,OCTREOTIDE
AMUVATINIB,0.5645182,6.113118,10.40973,RET,AMUVATINIB
ALVOCIDIB,0.5645182,6.113118,10.40973,CDK6,ALVOCIDIB
PIMASERTIB,0.5645182,6.113118,10.40973,NF1,PIMASERTIB
PLX4720,0.5645182,6.113118,10.40973,MITF,PLX4720
PALBOCICLIB,0.5645182,2.721374,4.588757,RET;CDK6,PALBOCICLIB
IMATINIB,0.5645182,2.101806,3.517927,RET;ABCA3;NF1,IMATINIB
TAMOXIFEN,0.5645182,2.577742,4.152491,NF1;RRAS2,TAMOXIFEN
EVEROLIMUS,0.5645182,2.448473,3.771364,RET;NF1,EVEROLIMUS
RIBOCICLIB,0.5645182,4.889734,7.529358,CDK6,RIBOCICLIB
PHENYTOIN,0.5645182,4.889734,7.529358,TG,PHENYTOIN
LESTAURTINIB,0.5645182,4.889734,7.529358,RET,LESTAURTINIB
TACROLIMUS,0.5645182,4.889734,7.529358,SPP1,TACROLIMUS
MELATONIN,0.5645182,4.074144,5.723556,MAP2,MELATONIN
MOTESANIB,0.5645182,4.074144,5.723556,RET,MOTESANIB
BARASERTIB,0.5645182,4.074144,5.723556,RET,BARASERTIB
MARIMASTAT,0.5645182,4.074144,5.723556,MMP1,MARIMASTAT
CHLORPROMAZINE,0.5645182,4.074144,5.723556,CCK,CHLORPROMAZINE
SELUMETINIB,0.5645182,2.039122,2.644187,NF1;MITF,SELUMETINIB
FULVESTRANT,0.5645182,3.491581,4.505379,CDK6,FULVESTRANT
AGS 16C3F,0.5645182,3.491581,4.505379,TUBB6,AGS 16C3F
ASG 5ME,0.5645182,3.491581,4.505379,TUBB6,ASG 5ME
WORTMANNIN,0.5645182,3.491581,4.505379,SPP1,WORTMANNIN
QUIZARTINIB,0.5645182,3.491581,4.505379,RET,QUIZARTINIB
COBIMETINIB,0.5645182,3.491581,4.505379,NF1,COBIMETINIB
PODOFILOX,0.5645182,3.491581,4.505379,TUBB6,PODOFILOX
