term,ES,NES,fdr,Gene %,Genes,description
GO:0032375,-0.7877681424007302,-2.2345100762360715,0.1208327476816364,21.35%,ADIPOQ;APOA2;APOC1;APOC2;APOE;APOC3,GO_Biological_Process_2025__Negative Regulation of Cholesterol Transport (GO:0032375)
GO:0001732,0.6935557586837294,2.0360707844892656,0.0280298013907267,30.83%,EIF3J;EIF3D;EIF3B;EIF3I;EIF5;EIF3G;EIF3F;EIF3E;EIF3K;EIF3L;EIF3H;EIF3M,GO_Biological_Process_2025__Formation of Cytoplasmic Translation Initiation Complex (GO:0001732)
GO:1904358,0.6481155154993528,2.011550927827392,0.0391185140288164,29.12%,CCT2;CCT5;CTNNB1;CCT7;TCP1;PTGES3;HNRNPA2B1;CCT3;CCT8;CCT4;HSP90AA1;HNRNPD,GO_Biological_Process_2025__Positive Regulation of Telomere Maintenance via Telomere Lengthening (GO:1904358)
GO:0070646,0.5651665104490725,2.0108885393193043,0.0367533620276365,35.96%,USP5;USP9X;USP15;COPS5;COPS4;USP47;COPS6;PSMD14;COPS7A;COPS8;COPS2;GPS1;COPS7B;USP24;HINT1;BRCC3;COPS3;USP7;TOR1A;VCPIP1;STAMBP;UCHL3;USP4;OTUB1,GO_Biological_Process_2025__Protein Modification by Small Protein Removal (GO:0070646)
GO:0034067,0.6775548042544163,2.0075487548101743,0.0363720041855858,10.51%,SORL1;RAB33B;GAK;RAB6B;TMED10;VPS13C;VPS13A;RAB6A,GO_Biological_Process_2025__Protein Localization to Golgi Apparatus (GO:0034067)
GO:0008631,0.8208580556823367,1.9687838244604192,0.0574360662426051,18.03%,PDCD10;STK24;MAP3K5;PRKCD;UACA;DIABLO,GO_Biological_Process_2025__Intrinsic Apoptotic Signaling Pathway in Response to Oxidative Stress (GO:0008631)
GO:0009152,0.5897932664048551,1.959915465037124,0.0622426472058784,33.73%,ATP5PO;GUCY1B1;ATP5F1C;AMPD2;AK2;PAICS;ATP5F1A;GUCY1A1;ADSL;ATP5F1B;ATIC;ADCY6;GMPS;IMPDH2;TGFB1;GART;PFAS,GO_Biological_Process_2025__Purine Ribonucleotide Biosynthetic Process (GO:0009152)
GO:0032212,0.6427071207367058,1.9548513736116424,0.0630670531291351,29.12%,CCT2;CCT5;CTNNB1;CCT7;TCP1;PTGES3;CCT3;CCT8;CCT4;HSP90AA1;HNRNPD,GO_Biological_Process_2025__Positive Regulation of Telomere Maintenance via Telomerase (GO:0032212)
GO:0072659,0.4841820685618838,1.9305884246355425,0.0820345879048148,31.34%,ROCK2;EHD1;SPTBN1;RAB10;GAK;FLOT1;RAB8A;FLOT2;ANK1;ROCK1;SLMAP;RAP1A;TNIK;FYB1;TMED2;PLEKHF1;EHD4;MYO5A;BSG;EHD3;GAS6;ACTN2;ATP1B3;SEC16A;TTC7B;PACS1;IKBKB;RAB13;EHD2;ARF6;TSPAN14;RAB11A;TSPAN33;EPB41L3;TESC;DENND4C;RDX;TSPAN15;EZR;FLNA;F11R;HSP90B1,GO_Biological_Process_2025__Protein Localization to Plasma Membrane (GO:0072659)
GO:1990778,0.476038687743272,1.9108369064804216,0.0993556352867723,31.34%,ROCK2;EHD1;SPTBN1;RAB10;GAK;FLOT1;RAB8A;FLOT2;ANK1;ROCK1;SLMAP;RAP1A;MYADM;TNIK;FYB1;TMED2;PLEKHF1;EHD4;MYO5A;BSG;EHD3;GAS6;ACTN2;ATP1B3;SEC16A;TTC7B;PACS1;IKBKB;RAB13;EHD2;ARF6;TSPAN14;RAB11A;TSPAN33;EPB41L3;TESC;DENND4C;RDX;TSPAN15;EZR;FLNA;F11R;HSP90B1,GO_Biological_Process_2025__Protein Localization to Cell Periphery (GO:1990778)
GO:1903232,0.6296711787307866,1.9050999561217108,0.1011074978736928,34.96%,AP3D1;RAB32;AP1M1;AP1B1;AP3M1;AP3B1;AP1S1;AP3S1;AP1S2;RAB38;AP1G1;HPS4,GO_Biological_Process_2025__Melanosome Assembly (GO:1903232)
GO:0006099,0.604896112765911,1.900162736503572,0.1044292113501912,20.76%,MDH2;NNT;LDLR;DLST;SUCLA2;DLAT;SDHA;SDHB;CS;OGDH;SUCLG1;IDH3A,GO_Biological_Process_2025__Tricarboxylic Acid Cycle (GO:0006099)
GO:0002283,0.7233040611257694,1.8976721659116031,0.10315315108078,27.16%,VAMP7;VAMP8;STXBP3;STXBP2;DNASE1;FCER1G;SYK,GO_Biological_Process_2025__Neutrophil Activation Involved in Immune Response (GO:0002283)
