"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0043589","GO:0043589",10,"GO:0043589",0.938621040524209,12,"skin morphogenesis","skin morphogenesis",0.967413043478261,0.6165,0
"GO:1904526","GO:1904526",5,"GO:1904526",0.938621040524209,7,"regulation of microtubule binding","regulation of microtubule binding",0.909521739130435,0.5905,0
"GO:0003341","GO:0003341",7,"GO:0003341",0.938621040524209,203,"cilium movement","cilium movement",0.964315217391304,0.56,0
"GO:0043508","GO:0043508",8,"GO:0043508",0.938621040524209,14,"negative regulation of JUN kinase activity","negative regulation of JUN kinase activity",0.726130434782609,0.533,0
"GO:0060285","GO:0060285",1,"GO:0060285",0.938621040524209,163,"cilium-dependent cell motility","cilium-dependent cell motility",0.97829347826087,0.5035,0
"GO:0060294","GO:0060294",1,"GO:0060285",0.938621040524209,158,"cilium movement involved in cell motility","cilium-dependent cell motility",0.954586956521739,0.5035,0.993
"GO:0055090","GO:0055090",11,"GO:0055090",0.938621040524209,43,"acylglycerol homeostasis","acylglycerol homeostasis",0.989173913043478,0.502,0
"GO:0035082","GO:0035082",7,"GO:0003341",0.938621040524209,96,"axoneme assembly","cilium movement",0.938445652173913,0.454,0.655
"GO:1903564","GO:1903564",4,"GO:1903564",0.938621040524209,11,"regulation of protein localization to cilium","regulation of protein localization to cilium",0.874934782608696,0.43425,0
"GO:1903566","GO:1903566",4,"GO:1903564",0.938621040524209,7,"positive regulation of protein localization to cilium","regulation of protein localization to cilium",0.868434782608696,0.423,0.973
"GO:0048172","GO:0048172",9,"GO:0048172",0.938621040524209,16,"regulation of short-term neuronal synaptic plasticity","regulation of short-term neuronal synaptic plasticity",0.872858695652174,0.41825,0
"GO:0051004","GO:0051004",3,"GO:0051004",0.938621040524209,16,"regulation of lipoprotein lipase activity","regulation of lipoprotein lipase activity",0.890858695652174,0.403,0
"GO:0060192","GO:0060192",3,"GO:0051004",0.938621040524209,17,"negative regulation of lipase activity","regulation of lipoprotein lipase activity",0.881086956521739,0.403,0.836
"GO:1903706","GO:1903706",13,"GO:1903706",0.938621040524209,417,"regulation of hemopoiesis","regulation of hemopoiesis",0.880076086956522,0.368833333333333,0
"GO:0051588","GO:0051588",6,"GO:0051588",0.938621040524209,99,"regulation of neurotransmitter transport","regulation of neurotransmitter transport",0.868326086956522,0.367333333333333,0
"GO:0051005","GO:0051005",3,"GO:0051004",0.938621040524209,8,"negative regulation of lipoprotein lipase activity","regulation of lipoprotein lipase activity",0.884565217391304,0.363333333333333,0.955
"GO:1902306","GO:1902306",12,"GO:1902306",0.938621040524209,15,"negative regulation of sodium ion transmembrane transport","negative regulation of sodium ion transmembrane transport",0.851956521739131,0.3185,0
"GO:2000650","GO:2000650",12,"GO:1902306",0.938621040524209,14,"negative regulation of sodium ion transmembrane transporter activity","negative regulation of sodium ion transmembrane transport",0.811217391304348,0.3055,0.977
"GO:0030071","GO:0030071",2,"GO:0030071",0.938621040524209,90,"regulation of mitotic metaphase/anaphase transition","regulation of mitotic metaphase/anaphase transition",0.843184782608696,0.279285714285714,0
"GO:0051445","GO:0051445",17,"GO:0051445",0.883456010339802,66,"regulation of meiotic cell cycle","regulation of meiotic cell cycle",0.888619565217391,0.533666666666667,0
"GO:0045880","GO:0045880",15,"GO:0045880",0.883456010339802,37,"positive regulation of smoothened signaling pathway","positive regulation of smoothened signaling pathway",0.869684782608696,0.532,0
"GO:0070328","GO:0070328",11,"GO:0055090",0.883456010339802,43,"triglyceride homeostasis","acylglycerol homeostasis",0.989173913043478,0.502,0.996
"GO:0031145","GO:0031145",20,"GO:0031145",0.883456010339802,24,"anaphase-promoting complex-dependent catabolic process","anaphase-promoting complex-dependent catabolic process",0.91445652173913,0.491666666666667,0
"GO:0007269","GO:0007269",18,"GO:0007269",0.883456010339802,144,"neurotransmitter secretion","neurotransmitter secretion",0.796228260869565,0.405,0
"GO:0099643","GO:0099643",18,"GO:0007269",0.883456010339802,144,"signal release from synapse","neurotransmitter secretion",0.821369565217391,0.405,0.998
"GO:0018105","GO:0018105",14,"GO:0018105",0.883456010339802,295,"peptidyl-serine phosphorylation","peptidyl-serine phosphorylation",0.867304347826087,0.40425,0
"GO:0018209","GO:0018209",14,"GO:0018105",0.883456010339802,308,"peptidyl-serine modification","peptidyl-serine phosphorylation",0.886423913043478,0.403,0.993
"GO:0006836","GO:0006836",6,"GO:0051588",0.883456010339802,207,"neurotransmitter transport","regulation of neurotransmitter transport",0.923554347826087,0.396,0.913
"GO:0048168","GO:0048168",9,"GO:0048172",0.883456010339802,56,"regulation of neuronal synaptic plasticity","regulation of short-term neuronal synaptic plasticity",0.862130434782609,0.38225,0.922
"GO:0046928","GO:0046928",6,"GO:0051588",0.883456010339802,82,"regulation of neurotransmitter secretion","regulation of neurotransmitter transport",0.778228260869565,0.372,0.985
"GO:0032413","GO:0032413",12,"GO:1902306",0.883456010339802,73,"negative regulation of ion transmembrane transporter activity","negative regulation of sodium ion transmembrane transport",0.794119565217391,0.363,0.854
"GO:0035308","GO:0035308",16,"GO:0035308",0.883456010339802,28,"negative regulation of protein dephosphorylation","negative regulation of protein dephosphorylation",0.810597826086957,0.2905,0
"GO:2000042","GO:2000042",19,"GO:2000042",0.883456010339802,23,"negative regulation of double-strand break repair via homologous recombination","negative regulation of double-strand break repair via homologous recombination",0.825478260869565,0.28525,0
"GO:0010923","GO:0010923",16,"GO:0035308",0.883456010339802,24,"negative regulation of phosphatase activity","negative regulation of protein dephosphorylation",0.804239130434783,0.28225,0.963
"GO:0032515","GO:0032515",16,"GO:0035308",0.883456010339802,20,"negative regulation of phosphoprotein phosphatase activity","negative regulation of protein dephosphorylation",0.775315217391304,0.27425,0.977
"GO:0048814","GO:0048814",21,"GO:0048814",0.87381662343387,64,"regulation of dendrite morphogenesis","regulation of dendrite morphogenesis",0.869423913043478,0.5155,0
"GO:2000649","GO:2000649",12,"GO:1902306",0.864929395124067,50,"regulation of sodium ion transmembrane transporter activity","negative regulation of sodium ion transmembrane transport",0.821380434782609,0.348,0.895
"GO:0046329","GO:0046329",8,"GO:0043508",0.849437578109165,37,"negative regulation of JNK cascade","negative regulation of JUN kinase activity",0.842565217391304,0.533,0.934
"GO:0070979","GO:0070979",22,"GO:0070979",0.849437578109165,30,"protein K11-linked ubiquitination","protein K11-linked ubiquitination",0.906869565217391,0.526,0
"GO:0050773","GO:0050773",21,"GO:0048814",0.849437578109165,99,"regulation of dendrite development","regulation of dendrite morphogenesis",0.871782608695652,0.5155,0.969
"GO:0043506","GO:0043506",23,"GO:0043506",0.849437578109165,44,"regulation of JUN kinase activity","regulation of JUN kinase activity",0.794782608695652,0.4706,0
"GO:0001578","GO:0001578",7,"GO:0003341",0.849437578109165,125,"microtubule bundle formation","cilium movement",0.943489130434783,0.450666666666667,0.665
