term,fdr,Odds Ratio,Combined Score,Genes,description
GO:0060294,0.1151805,inf,inf,GAS8,Cilium Movement Involved In Cell Motility (GO:0060294)
GO:0030071,0.1151805,25.60859,144.1905,HECW2;ANAPC11,Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0030071)
GO:0051005,0.1151805,267.9737,1376.893,ANGPTL4,Negative Regulation Of Lipoprotein Lipase Activity (GO:0051005)
GO:0060285,0.1151805,178.6316,866.6153,GAS8,Cilium-Dependent Cell Motility (GO:0060285)
GO:0060192,0.1151805,178.6316,866.6153,ANGPTL4,Negative Regulation Of Lipase Activity (GO:0060192)
GO:1903566,0.1151805,133.9605,620.1298,GAS8,Positive Regulation Of Protein Localization To Cilium (GO:1903566)
GO:1904526,0.1151805,133.9605,620.1298,GAS8,Regulation Of Microtubule Binding (GO:1904526)
GO:0051588,0.1151805,107.1579,476.6175,MCTP2,Regulation Of Neurotransmitter Transport (GO:0051588)
GO:0003341,0.1151805,89.28947,383.4612,GAS8,Cilium Movement (GO:0003341)
GO:1903564,0.1151805,89.28947,383.4612,GAS8,Regulation Of Protein Localization To Cilium (GO:1903564)
GO:0043508,0.1151805,89.28947,383.4612,HIPK3,Negative Regulation Of JUN Kinase Activity (GO:0043508)
GO:0048172,0.1151805,89.28947,383.4612,PPFIA3,Regulation Of Short-Term Neuronal Synaptic Plasticity (GO:0048172)
GO:0043589,0.1151805,89.28947,383.4612,AHDC1,Skin Morphogenesis (GO:0043589)
GO:0051004,0.1151805,76.52632,318.5012,ANGPTL4,Regulation Of Lipoprotein Lipase Activity (GO:0051004)
GO:0035082,0.1151805,76.52632,318.5012,GAS8,Axoneme Assembly (GO:0035082)
GO:0055090,0.1151805,66.95395,270.8374,ANGPTL4,Acylglycerol Homeostasis (GO:0055090)
GO:1902306,0.1151805,66.95395,270.8374,HECW2,Negative Regulation Of Sodium Ion Transmembrane Transport (GO:1902306)
GO:2000650,0.1151805,66.95395,270.8374,HECW2,Negative Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000650)
GO:1903706,0.1151805,66.95395,270.8374,MYSM1,Regulation Of Hemopoiesis (GO:1903706)
GO:0018105,0.1307808,9.089431,33.7184,MASTL;HIPK3,Peptidyl-Serine Phosphorylation (GO:0018105)
GO:0045880,0.1307808,44.61842,164.2458,GAS8,Positive Regulation Of Smoothened Signaling Pathway (GO:0045880)
GO:0010923,0.1307808,44.61842,164.2458,MASTL,Negative Regulation Of Phosphatase Activity (GO:0010923)
GO:0018209,0.1307808,8.730035,31.74853,MASTL;HIPK3,Peptidyl-Serine Modification (GO:0018209)
GO:0070328,0.1307808,41.18219,148.5829,ANGPTL4,Triglyceride Homeostasis (GO:0070328)
GO:0032413,0.1307808,38.23684,135.3537,HECW2,Negative Regulation Of Ion Transmembrane Transporter Activity (GO:0032413)
GO:0032515,0.1307808,38.23684,135.3537,MASTL,Negative Regulation Of Phosphoprotein Phosphatase Activity (GO:0032515)
GO:0035308,0.1307808,35.68421,124.0478,MASTL,Negative Regulation Of Protein Dephosphorylation (GO:0035308)
GO:0051445,0.1307808,33.45066,114.2865,ANAPC11,Regulation Of Meiotic Cell Cycle (GO:0051445)
GO:0048168,0.1307808,33.45066,114.2865,PPFIA3,Regulation Of Neuronal Synaptic Plasticity (GO:0048168)
GO:0046928,0.1307808,33.45066,114.2865,MCTP2,Regulation Of Neurotransmitter Secretion (GO:0046928)
GO:0099643,0.1307808,33.45066,114.2865,PPFIA3,Signal Release From Synapse (GO:0099643)
GO:0007269,0.1307808,31.47988,105.783,PPFIA3,Neurotransmitter Secretion (GO:0007269)
GO:2000042,0.1307808,29.72807,98.31662,PARPBP,Negative Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:2000042)
GO:0031145,0.1307808,29.72807,98.31662,ANAPC11,Anaphase-Promoting Complex-Dependent Catabolic Process (GO:0031145)
GO:0006836,0.1307808,29.72807,98.31662,PPFIA3,Neurotransmitter Transport (GO:0006836)
GO:0048814,0.133716,28.16066,91.71456,HECW2,Regulation Of Dendrite Morphogenesis (GO:0048814)
GO:2000649,0.1364805,26.75,85.83992,HECW2,Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000649)
GO:0050773,0.1414368,24.3134,75.85416,HECW2,Regulation Of Dendrite Development (GO:0050773)
GO:0046329,0.1414368,24.3134,75.85416,HIPK3,Negative Regulation Of JNK Cascade (GO:0046329)
GO:0001578,0.1414368,23.254,71.58088,GAS8,Microtubule Bundle Formation (GO:0001578)
GO:0070979,0.1414368,22.28289,67.70259,ANAPC11,Protein K11-linked Ubiquitination (GO:0070979)
GO:0060284,0.1414368,22.28289,67.70259,MYSM1,Regulation Of Cell Development (GO:0060284)
GO:0043506,0.1414368,21.38947,64.16898,HIPK3,Regulation Of JUN Kinase Activity (GO:0043506)
GO:0043666,0.1414368,21.38947,64.16898,MASTL,Regulation Of Phosphoprotein Phosphatase Activity (GO:0043666)
GO:0043407,0.149044,19.09211,55.24498,HIPK3,Negative Regulation Of MAP Kinase Activity (GO:0043407)
