term,fdr,Odds Ratio,Combined Score,Genes,description
CHOLECALCIFEROL,0.7234224,inf,inf,FCGR3B,CHOLECALCIFEROL
CYPROTERONE ACETATE,0.7234224,32.65327,92.51388,PAEP,CYPROTERONE ACETATE
IUPHAR.LIGAND:2644,0.7234224,16.32412,39.87405,BCKDHB,IUPHAR.LIGAND:2644
METHIMAZOLE,0.7234224,16.32412,39.87405,FCGR3B,METHIMAZOLE
OXALIPLATIN,0.7234224,4.36633,10.51605,PIN1;SELE,OXALIPLATIN
IL 2,0.7234224,4.36633,10.51605,FCGR3B;PRF1,IL 2
RGB 286638,0.7234224,10.88107,23.60955,CDK3,RGB 286638
NAPROXEN,0.7234224,10.88107,23.60955,SAA1,NAPROXEN
DULOXETINE,0.7234224,10.88107,23.60955,FCN2,DULOXETINE
ALVOCIDIB,0.7234224,8.159548,16.00398,CDK3,ALVOCIDIB
AST 487,0.7234224,3.115921,5.926139,HCK;DAPK3,AST 487
BOSUTINIB,0.7234224,6.526633,11.70701,HCK,BOSUTINIB
OSI 027,0.7234224,5.438023,8.995431,AKT1S1,OSI 027
FENTANYL,0.7234224,4.660445,7.154539,FCGR3B,FENTANYL
AT 7519,0.7234224,4.077261,5.837926,CDK3,AT 7519
GEDATOLISIB,0.7234224,3.623674,4.858755,AKT1S1,GEDATOLISIB
EPIRUBICIN,0.7234224,3.623674,4.858755,FOXO1,EPIRUBICIN
AZD 1080,0.7234224,3.623674,4.858755,STK17A,AZD 1080
PI 103,0.7234224,3.623674,4.858755,DAPK3,PI 103
GEFITINIB,0.7234224,1.920677,2.363267,HCK;NUP62,GEFITINIB
FLUOROURACIL,0.7234224,1.865512,2.225585,SELE;FOXO1,FLUOROURACIL
NICOTINE,0.7234224,2.96391,3.51827,ELANE,NICOTINE
MASITINIB,0.7234224,2.96391,3.51827,HCK,MASITINIB
INDOMETHACIN,0.7234224,2.96391,3.51827,FCGR3B,INDOMETHACIN
SF1126,0.7234224,2.716499,3.045584,PRKDC,SF1126
FASUDIL,0.7234224,2.716499,3.045584,DAPK3,FASUDIL
PF 562271,0.7234224,1.48431,1.602035,HCK;STK17A;DAPK3,PF 562271
TOSEDOSTAT,0.7234224,2.507151,2.660364,XPNPEP3,TOSEDOSTAT
NIFEDIPINE,0.7234224,2.507151,2.660364,ELANE,NIFEDIPINE
PREDNISOLONE,0.7234224,2.32771,2.341953,FCGR3B,PREDNISOLONE
LEUCOVORIN,0.7234224,2.172194,2.075548,SELE,LEUCOVORIN
METFORMIN,0.7234224,2.172194,2.075548,NBEA,METFORMIN
MLN 8054,0.7234224,1.916051,1.658069,HCK,MLN 8054
HEPARIN,0.7234224,1.809324,1.492685,FCGR3B,HEPARIN
GOSSYPOL,0.7234224,1.809324,1.492685,PIN1,GOSSYPOL
CAPECITABINE,0.7234224,1.809324,1.492685,SELE,CAPECITABINE
THALIDOMIDE,0.7234224,1.713832,1.34936,FCGR3B,THALIDOMIDE
PALBOCICLIB,0.7234224,1.713832,1.34936,DAPK3,PALBOCICLIB
HALOPERIDOL,0.7234224,1.713832,1.34936,DLG4,HALOPERIDOL
INSULIN,0.7406047,1.550132,1.114651,IRS2,INSULIN
CYCLOSPORINE,0.7406047,1.479443,1.017899,FCGR3B,CYCLOSPORINE
IRINOTECAN,0.7406047,1.479443,1.017899,PIN1,IRINOTECAN
CYCLOPHOSPHAMIDE,0.7406047,1.251063,0.7263704,FOXO1,CYCLOPHOSPHAMIDE
CYC 116,0.7406047,1.031906,0.5569544,STK17A;DAPK3,CYC 116
ERLOTINIB,0.7406047,1.161342,0.6215104,NUP62,ERLOTINIB
DORLIMOMAB ARITOX,0.7406047,1.015625,0.5336888,RPL17;RPL6,DORLIMOMAB ARITOX
ATALUREN,0.7406047,1.015625,0.5336888,RPL17;RPL6,ATALUREN
MT 3724,0.7406047,0.9998446,0.5115521,RPL17;RPL6,MT 3724
ILORASERTIB,0.7406047,0.969697,0.470409,HCK;STK17A,ILORASERTIB
DEXAMETHASONE,0.7406047,1.048468,0.4982489,IRS2,DEXAMETHASONE
CYCLOHEXIMIDE,0.7406047,0.9552882,0.4512852,RPL17;RPL6,CYCLOHEXIMIDE
VINCRISTINE,0.7406047,1.015546,0.4642375,COCH,VINCRISTINE
ASPIRIN,0.7406047,1.015546,0.4642375,IRS2,ASPIRIN
CENISERTIB,0.7421207,0.9144971,0.3990808,STK17A;DAPK3,CENISERTIB
METHOTREXATE,0.7498007,0.9280689,0.3784193,S100A12,METHOTREXATE
ENTRECTINIB,0.7653021,0.832367,0.2926333,DAPK3,ENTRECTINIB
PD 0166285,0.7653021,0.832367,0.2926333,STK17A,PD 0166285
DOXORUBICIN,0.7885008,0.75447,0.2295952,FCGR3B,DOXORUBICIN
METFORMIN HYDROCHLORIDE,0.8075904,0.6753559,0.1723477,NDUFB9,METFORMIN HYDROCHLORIDE
DASATINIB,0.8075904,0.6614706,0.163046,HCK,DASATINIB
DOVITINIB,0.8137941,0.6230189,0.1385023,HCK,DOVITINIB
RG 1530,0.8289172,0.5679274,0.106563,STK17A,RG 1530
