term,ES,NES,fdr,Gene %,Genes,description
DGIdb_Drug_Targets_2024__DACTOLISIB,0.5073840967463582,1.5428442432714564,0.4630956347090033,23.81%,PIK3R1;MTOR;JAK2;MAP4K2;PIK3CG;PIK3R4;FGFR3;PIK3R6;PIK3CB,DGIdb_Drug_Targets_2024__DACTOLISIB
DGIdb_Drug_Targets_2024__XL765,0.6317930861402941,1.534033282493645,0.4732219122172535,23.81%,PIK3R1;MTOR;PIK3CG;PTEN;PIK3CB,DGIdb_Drug_Targets_2024__XL765
DGIdb_Drug_Targets_2024__E 3810,0.6581611255692068,1.5291081690784405,0.4834339570998402,22.58%,FGFR2;FGFR1;PDGFRA;PDGFRB;FGFR3,DGIdb_Drug_Targets_2024__E 3810
DGIdb_Drug_Targets_2024__TOFACITINIB,0.6208625163929864,1.5282214615385388,0.4752505335088088,12.41%,STAT5B;JAK2;JAK1;YES1,DGIdb_Drug_Targets_2024__TOFACITINIB
DGIdb_Drug_Targets_2024__MASITINIB,0.5582363832289372,1.5280665986759,0.4730915499096509,25.48%,FGFR2;YES1;PDGFRA;PDGFRB;FGFR3;LYN;PTK2,DGIdb_Drug_Targets_2024__MASITINIB
DGIdb_Drug_Targets_2024__METHADONE,0.6152494792581669,1.5194642244208891,0.4759043681892207,21.75%,TXNRD2;POR;SLC6A4;ALDH5A1,DGIdb_Drug_Targets_2024__METHADONE
DGIdb_Drug_Targets_2024__GSK2126458,0.5146853203166681,1.5146328469190915,0.4855726518317839,23.81%,PIK3R1;EML4;AKT1;PIK3CG;PIK3R4;PTEN;PIK3R6;PIK3CB,DGIdb_Drug_Targets_2024__GSK2126458
DGIdb_Drug_Targets_2024__AZD4547,0.64435358946488,1.499128771463969,0.5032673723892884,22.58%,FGFR2;AKT1;FGFR1;FGFR3,DGIdb_Drug_Targets_2024__AZD4547
DGIdb_Drug_Targets_2024__OXALIPLATIN,0.5090113544169914,1.493015218280643,0.5039327617261805,36.52%,FGFR2;ABCC1;IGF2BP2;DPYD;PTEN;PIN1;MTHFR;ATP7A;GNA13;CD274,DGIdb_Drug_Targets_2024__OXALIPLATIN
DGIdb_Drug_Targets_2024__CAPSAICIN,-0.5786879029199848,-1.489851226169947,0.3294349682870183,42.20%,ABCB1;RNASEH2A;PCNA;SCG5;NT5E,DGIdb_Drug_Targets_2024__CAPSAICIN
DGIdb_Drug_Targets_2024__SIROLIMUS,0.4996170013040876,1.480522921752771,0.5090044375585011,23.96%,MTOR;EML4;TSC1;PTEN;FGFR1;NF1,DGIdb_Drug_Targets_2024__SIROLIMUS
DGIdb_Drug_Targets_2024__MIDOSTAURIN,0.4834463418084556,1.477422307098006,0.5076181869634383,50.99%,PRKCQ;JAK2;JAK1;YES1;CBL;FGFR1;PDGFRA;PDGFRB;FGFR3;JAK3;PRKCI;IDH2;PRKCB;PRKCD;PRKCA,DGIdb_Drug_Targets_2024__MIDOSTAURIN
DGIdb_Drug_Targets_2024__SOTRASTAURIN,0.421114043934038,1.4743643509972366,0.5149296336202772,52.32%,PRKCQ;STK3;MINK1;AKT1;GRK5;RPS6KA3;FER;CAMK2G;MAP4K4;PDGFRB;GSK3A;PRKG1;CAMK2D;PKN2;GSK3B;AKT2;SLK;TAOK1;MAP4K5;PRKCI;MAP2K1;CDK5;PRKCB;PRKCD;PRKAA1;FLT4;PRKCA;PDPK1,DGIdb_Drug_Targets_2024__SOTRASTAURIN
DGIdb_Drug_Targets_2024__IMATINIB,0.4304872757678381,1.469515066508022,0.5176003459073263,24.95%,ABCC4;CTNNB1;JAK2;BCR;YES1;CD40LG;PDGFB;PTEN;PDGFRA;PDGFRB;ABCA3;NF1;LYN,DGIdb_Drug_Targets_2024__IMATINIB
DGIdb_Drug_Targets_2024__MESALAMINE,0.6606368410312561,1.456318310110867,0.5210892588013333,6.91%,CHUK;GLS;IKBKB,DGIdb_Drug_Targets_2024__MESALAMINE
DGIdb_Drug_Targets_2024__NILOTINIB,0.5814289897330791,1.4083269404865184,0.5502773131073204,30.76%,BCR;PDGFRA;PDGFRB;NF1;ABI1,DGIdb_Drug_Targets_2024__NILOTINIB
DGIdb_Drug_Targets_2024__REGORAFENIB,0.4558177252487184,1.4065429024111051,0.5490826321723746,22.58%,FGFR2;ARAF;YES1;PTEN;FGFR1;PDGFRA;PDGFRB;FGFR3,DGIdb_Drug_Targets_2024__REGORAFENIB
DGIdb_Drug_Targets_2024__GOSSYPOL,0.4734526260503665,1.3962497123965107,0.5400739436597207,40.59%,MTOR;BCL2L1;YES1;PIN1;ATXN2;GALK1;HSPA4;HSD17B10;ARSA;TGFB1,DGIdb_Drug_Targets_2024__GOSSYPOL
DGIdb_Drug_Targets_2024__BORTEZOMIB,0.3737134150940251,1.3940673102527334,0.5409599475812579,47.38%,PSMC1;PSMB7;PSMC4;PSMD5;ADRM1;PSMD8;PSMD4;PSMF1;PSMD11;PSMC2;PSMD13;PSMD3;FGFR3;NFKB1;PSMD6;PSMA7;PSMC6;PSMD7;PSMD2;PSME4;PSMB10;PSMD9;PSMB3;PSMB1;PSMB9;PSMA4;HSPA4;PSMB2;PSMA3;PSMC5;PSMB8;PSMB4;PSMB5;PSMD14;PSMD1;PSMA6;PSMC3;PSMA5;PSMA1;PSMA2,DGIdb_Drug_Targets_2024__BORTEZOMIB
DGIdb_Drug_Targets_2024__EVEROLIMUS,0.4432908768264256,1.393399216267024,0.5404441621370699,23.96%,PIK3R1;MTOR;TSC2;CTNNB1;TSC1;AKT1;PTEN;NF1,DGIdb_Drug_Targets_2024__EVEROLIMUS
DGIdb_Drug_Targets_2024__GILTERITINIB,0.5413609527795179,1.3850511422780838,0.5401596459660061,12.75%,EML4;JAK2;JAK1;CBL,DGIdb_Drug_Targets_2024__GILTERITINIB
DGIdb_Drug_Targets_2024__IRINOTECAN,0.4331075965444618,1.373649940982109,0.5474535199919432,40.88%,ABCC4;RALBP1;CSPG4;PIN1;PDGFRB;ISG15;FGFR3;KLC1;CES2;SHMT1;CD274;TGFB1;MAP2K1,DGIdb_Drug_Targets_2024__IRINOTECAN
DGIdb_Drug_Targets_2024__SUNITINIB,0.4430573172774623,1.362033495945378,0.562452806279954,21.37%,FGFR2;PDGFC;YES1;POR;PDGFB;PTEN;FGFR1;PDGFRA;PDGFRB,DGIdb_Drug_Targets_2024__SUNITINIB
DGIdb_Drug_Targets_2024__VERAPAMIL,0.5815377159708084,1.3538862357060413,0.5588964064236521,15.15%,LDLR;ABCC1;GRK5,DGIdb_Drug_Targets_2024__VERAPAMIL
DGIdb_Drug_Targets_2024__ALPELISIB,0.5300262563171445,1.3513247027495765,0.5609785152378105,22.58%,FGFR2;PTEN;FGFR1;FGFR3,DGIdb_Drug_Targets_2024__ALPELISIB
DGIdb_Drug_Targets_2024__PRAVASTATIN,0.478396652620899,1.3473253388836677,0.5635717041153618,11.06%,LDLR;LPL;ADAMTS1,DGIdb_Drug_Targets_2024__PRAVASTATIN
DGIdb_Drug_Targets_2024__COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,-0.3404214923106132,-1.3454161888920997,0.4907090263599155,66.05%,COL1A2;COL3A1;COL6A3;COL6A1;COL5A3;COL18A1;COL1A1;COL11A2;COL6A2;COL15A1;COL5A1;COL5A2,DGIdb_Drug_Targets_2024__COLLAGENASE CLOSTRIDIUM HISTOLYTICUM
DGIdb_Drug_Targets_2024__CEDIRANIB,0.3916572442255563,1.3390793571355222,0.5733196780253573,38.64%,STK3;FGFR2;MINK1;MAP4K2;FER;MAP4K4;FGFR1;PDGFRA;PDGFRB;FGFR3;ACVR1;NF1;LYN;PRKD2;FYN;SLK;TAOK1;MAP4K5,DGIdb_Drug_Targets_2024__CEDIRANIB
DGIdb_Drug_Targets_2024__IBUPROFEN,0.5504830262204222,1.3382963608869014,0.5738017275319742,10.49%,COMT;TARDBP,DGIdb_Drug_Targets_2024__IBUPROFEN
DGIdb_Drug_Targets_2024__INFIGRATINIB,0.571435841586591,1.337660788107826,0.5737078813062713,22.58%,FGFR2;FGFR1;FGFR3,DGIdb_Drug_Targets_2024__INFIGRATINIB
DGIdb_Drug_Targets_2024__TEMSIROLIMUS,0.5413768001911846,1.3351076203654515,0.5793368987714455,20.02%,MTOR;CTNNB1;PTEN,DGIdb_Drug_Targets_2024__TEMSIROLIMUS
DGIdb_Drug_Targets_2024__AST 487,0.429357955934264,1.332628018527766,0.5826326271767917,43.63%,JAK2;PRKACA;MAP4K2;MAP4K4;FGFR1;PDGFRA;PDGFRB;FYN;TAOK1;MAPK14;NTRK2;ROCK2,DGIdb_Drug_Targets_2024__AST 487
DGIdb_Drug_Targets_2024__PAZOPANIB,0.4162064314422355,1.3318417128946076,0.5831801523311182,25.48%,TNK2;MTOR;FGFR2;YES1;MAP4K4;FGFR1;PDGFRA;PDGFRB;FGFR3;PTK2,DGIdb_Drug_Targets_2024__PAZOPANIB
DGIdb_Drug_Targets_2024__RADIOTHERAPY,-0.393473724151015,-1.324721547908872,0.5113770287819975,60.73%,OSMR;CDH2;PIK3CA;GSTM1;IDH1;TMEM167A;TGFB1;OSGEP,DGIdb_Drug_Targets_2024__RADIOTHERAPY
DGIdb_Drug_Targets_2024__OLAPARIB,0.5313221690321728,1.3152422780814428,0.5978221376657739,20.02%,PPP2R2A;JAK2;PTEN,DGIdb_Drug_Targets_2024__OLAPARIB
DGIdb_Drug_Targets_2024__LORLATINIB,0.595442060562994,1.3147016426480744,0.5955202962117399,20.80%,EML4;FGFR1,DGIdb_Drug_Targets_2024__LORLATINIB
DGIdb_Drug_Targets_2024__TRAMETINIB,0.4089975844410055,1.3137778100211637,0.5966112371978415,23.96%,RASA1;EML4;CTNNB1;FGFR2;MAP2K3;PTEN;FGFR1;MAP2K4;NF1,DGIdb_Drug_Targets_2024__TRAMETINIB
DGIdb_Drug_Targets_2024__LENVATINIB,0.5445043006532542,1.3110431724846594,0.595900142971125,21.37%,FGFR2;FGFR1;PDGFRA;PDGFRB,DGIdb_Drug_Targets_2024__LENVATINIB
DGIdb_Drug_Targets_2024__SARACATINIB,0.5955454120237509,1.31087980650612,0.5954728710830167,5.30%,EML4;BCR,DGIdb_Drug_Targets_2024__SARACATINIB
DGIdb_Drug_Targets_2024__ENTRECTINIB,0.372082311623394,1.306816797381237,0.5987223452292373,38.64%,TNK2;EML4;PRKCQ;JAK2;STK3;TBK1;MAP4K2;GRK5;RPS6KA3;FER;MAP4K4;FGFR1;FGFR3;LYN;PTK2;PKN2;JAK3;FYN;SLK;TAOK1;MAP4K5,DGIdb_Drug_Targets_2024__ENTRECTINIB
DGIdb_Drug_Targets_2024__RUXOLITINIB,0.5517858945369652,1.2970270384082976,0.5984830351089854,12.03%,JAK2;IL7R;JAK1,DGIdb_Drug_Targets_2024__RUXOLITINIB
DGIdb_Drug_Targets_2024__BRIVANIB,0.5541706603662322,1.2886474322879369,0.6100690898604401,22.58%,FGFR2;FGFR1OP2;FGFR1;FGFR3,DGIdb_Drug_Targets_2024__BRIVANIB
DGIdb_Drug_Targets_2024__NEVIRAPINE,0.5750583510818286,1.276059098034893,0.6207774847467669,9.70%,ABCC1;ABCC3,DGIdb_Drug_Targets_2024__NEVIRAPINE
DGIdb_Drug_Targets_2024__CYC 116,0.3422897052511439,1.273866543075944,0.6246512714735554,43.63%,TNK2;JAK2;PRKACA;STK3;TBK1;YES1;AKT1;MAP4K2;RPS6KA3;FER;CAMK2G;MAP4K4;FGFR1;PDGFRA;FGFR3;LYN;GSK3A;PRKD2;ROCK1;CSNK1G1;CAMK2D;PKN2;GSK3B;JAK3;FYN;SLK;TAOK1;MAP4K5;IRAK4;CDK5;ROCK2,DGIdb_Drug_Targets_2024__CYC 116
DGIdb_Drug_Targets_2024__EPTIFIBATIDE,-0.4891922639362912,-1.269132987031897,0.5754574501147527,51.15%,FGG;FGA;FGB;ITGB3;ITGA2B,DGIdb_Drug_Targets_2024__EPTIFIBATIDE
DGIdb_Drug_Targets_2024__CARBAMAZEPINE,0.5113118575256435,1.2640748665000254,0.6412208788494286,33.06%,RALBP1;PRRC2A;MTHFR;BAG6,DGIdb_Drug_Targets_2024__CARBAMAZEPINE
DGIdb_Drug_Targets_2024__ROSIGLITAZONE,0.516496762080198,1.2580899473223626,0.6424790855745157,38.15%,MAP2K3;CD40LG;PIK3CG;TG;HSD17B10,DGIdb_Drug_Targets_2024__ROSIGLITAZONE
DGIdb_Drug_Targets_2024__CABOZANTINIB,0.4955161712312573,1.255638632919087,0.6464571253445218,18.56%,CTNNB1;YES1;GNA11,DGIdb_Drug_Targets_2024__CABOZANTINIB
DGIdb_Drug_Targets_2024__PD173074,0.5737068347042298,1.2537381292489904,0.6468083476014029,22.58%,FGFR2;FGFR1;FGFR3,DGIdb_Drug_Targets_2024__PD173074
DGIdb_Drug_Targets_2024__CAPIVASERTIB,0.5352652580785031,1.2517771248882006,0.6465894878380368,34.84%,MTOR;AKT1;PTEN;AKT2,DGIdb_Drug_Targets_2024__CAPIVASERTIB
DGIdb_Drug_Targets_2024__MITOXANTRONE,0.448472123406721,1.24897607431842,0.6467969438379424,40.48%,HTT;YES1;ATXN2;NFKB1;RPSA;DCK;ARSA,DGIdb_Drug_Targets_2024__MITOXANTRONE
DGIdb_Drug_Targets_2024__SELUMETINIB,0.3865806757082083,1.2468634129487908,0.6480357983443877,23.96%,EML4;FGFR2;MAP2K3;GNA11;PTEN;FGFR1;MAP2K4;FGFR3;NF1,DGIdb_Drug_Targets_2024__SELUMETINIB
DGIdb_Drug_Targets_2024__FASUDIL,0.4316825918757713,1.246004063227549,0.6476811669718479,48.02%,PRKCQ;AKT1;RPS6KA3;MAP4K4;PRKD2;ROCK1;CDK5;PRKACB;ROCK2;PRKCD,DGIdb_Drug_Targets_2024__FASUDIL
DGIdb_Drug_Targets_2024__PF 562271,0.328321495488451,1.2442995208766228,0.6475441770878199,43.63%,TNK2;PRKCQ;JAK2;PRKACA;STK3;PTK2B;TBK1;YES1;MINK1;MAP4K2;GRK5;RPS6KA3;CAMK2G;MAP4K4;FGFR1;PDGFRB;FGFR3;MARK2;LYN;PTK2;GSK3A;PRKD2;ROCK1;CSNK1G1;CAMK2D;CDC42BPA;PKN2;GSK3B;JAK3;FYN;SLK;TAOK1;MAP4K5;IRAK4;CDK5;NTRK2;ROCK2,DGIdb_Drug_Targets_2024__PF 562271
DGIdb_Drug_Targets_2024__OPIOIDS,0.4746967944014837,1.2383459820500675,0.655109667109948,31.20%,RGS19;CLCC1;EXOC4;TAOK3;SLC18A2;PDE3A,DGIdb_Drug_Targets_2024__OPIOIDS
DGIdb_Drug_Targets_2024__DIGOXIN,0.4892557097312845,1.2369610740060506,0.6555822305323481,28.60%,ATP1A1;ATP1B3;CCN2;STAT3,DGIdb_Drug_Targets_2024__DIGOXIN
DGIdb_Drug_Targets_2024__CENISERTIB,0.3249357000309799,1.2354595477277497,0.6556592795158686,56.24%,TNK2;PRKCQ;JAK2;PRKACA;STK3;PTK2B;TBK1;MINK1;MAP4K2;FER;CAMK2G;MAP4K4;FGFR1;PDGFRA;PDGFRB;FGFR3;ACVR1;MARK2;LYN;PRKD2;ROCK1;CSNK1G1;PRKG1;CAMK2D;CDC42BPA;PKN2;JAK3;FYN;TAOK1;MAP4K5;PRKCI;MAP2K1;IRAK4;CDK5;NTRK2;ROCK2;MAP2K2;PRKCD;PRKAA1;FLT4;PDPK1;SYK;AXL;BTK;PAK1;SRC,DGIdb_Drug_Targets_2024__CENISERTIB
DGIdb_Drug_Targets_2024__ACETAMINOPHEN,0.4978721452807167,1.2302553258672388,0.6594457094130445,7.69%,COMT;PLA2G4A,DGIdb_Drug_Targets_2024__ACETAMINOPHEN
DGIdb_Drug_Targets_2024__IPATASERTIB,0.5212642439713984,1.2202275172417034,0.6705259454176283,34.84%,AKT1;PTEN;FGFR3;AKT2,DGIdb_Drug_Targets_2024__IPATASERTIB
DGIdb_Drug_Targets_2024__ZOLEDRONATE,-0.4709897610921501,-1.2092196531043171,0.6706719404774264,52.96%,MMP2;FDPS;COL1A1;GGPS1;PPCDC,DGIdb_Drug_Targets_2024__ZOLEDRONATE
DGIdb_Drug_Targets_2024__PD 0166285,0.3436691895093431,1.2059424055121226,0.6847747570835321,43.11%,TNK2;JAK2;PRKACA;STK3;YES1;MINK1;MAP4K2;RPS6KA3;MAP4K4;FGFR1;PDGFRA;PDGFRB;ACVR1;PTK2;JAK3;FYN;TAOK1;MAPK14;MAP4K5;MAP2K1;NTRK2,DGIdb_Drug_Targets_2024__PD 0166285
DGIdb_Drug_Targets_2024__VALPROIC ACID,0.3947767585795776,1.2020478069828058,0.687227727387216,28.11%,OGDH;RABEP1;COMT;ACADSB;ALDH5A1;MTHFR;APEH;ABAT,DGIdb_Drug_Targets_2024__VALPROIC ACID
DGIdb_Drug_Targets_2024__LAMIVUDINE,0.427424014423276,1.201440992835067,0.6870620027040027,39.17%,ABCC4;ABCC1;ABCC3;MMP1;PCYT2;DCK;NT5C,DGIdb_Drug_Targets_2024__LAMIVUDINE
DGIdb_Drug_Targets_2024__IDARUBICIN,0.487466930491025,1.1994277324148264,0.6878465922853124,1.48%,MTOR;HTT,DGIdb_Drug_Targets_2024__IDARUBICIN
DGIdb_Drug_Targets_2024__WORTMANNIN,0.4676829037175521,1.1984738287633052,0.6887600763442665,45.61%,MYO9B;AKT1;EIF2B1;F2R;PRKAB1;HSPA4;SPP1,DGIdb_Drug_Targets_2024__WORTMANNIN
DGIdb_Drug_Targets_2024__EPIRUBICIN,0.4864306707429652,1.1980614647193342,0.6886418041931855,28.64%,ABCC1;IGF2BP2;PPP2R5D;FOXO1,DGIdb_Drug_Targets_2024__EPIRUBICIN
DGIdb_Drug_Targets_2024__ENMD 2076,0.4117794385549002,1.1927236815402509,0.6979976409665287,25.48%,JAK2;FGFR2;YES1;FGFR1;PDGFRA;FGFR3;PTK2,DGIdb_Drug_Targets_2024__ENMD 2076
DGIdb_Drug_Targets_2024__CLOMIPRAMINE,0.4559540561835629,1.1891306454342128,0.7009817362557862,20.44%,COMT;AKT1;SLC6A4;FKBP5,DGIdb_Drug_Targets_2024__CLOMIPRAMINE
DGIdb_Drug_Targets_2024__DIGITOXIN,0.5092759586129643,1.1885376029312125,0.6992705753095725,28.60%,ATP1A1;ATP1B3;STAT3,DGIdb_Drug_Targets_2024__DIGITOXIN
DGIdb_Drug_Targets_2024__DOCETAXEL,0.3392537903996936,1.1858319915521514,0.7016023898357885,52.23%,ACSS2;TUBB6;CHST3;ABCC1;PTEN;FGFR1;FGFR3;VAC14;GAS6;TUBB4A;ATP7A;PRDX4;PGP;EPHX1;TUBB;SOD2;SPG7;TUBA4A;PPCDC;TUBB4B;TUBB1,DGIdb_Drug_Targets_2024__DOCETAXEL
DGIdb_Drug_Targets_2024__XL228,0.5356101029365203,1.1755400042245328,0.7137765308700839,22.58%,FGFR2;FGFR1;FGFR3,DGIdb_Drug_Targets_2024__XL228
DGIdb_Drug_Targets_2024__DASATINIB,0.3234332658999125,1.1753777769179503,0.712853794635687,43.13%,TNK2;STAT5B;JAK2;BCR;FGR;YES1;MINK1;FES;FGFR1;PDGFRA;PDGFRB;FGFR3;ACVR1;NF1;LYN;CDC42BPA;PKN2;FYN;SLK;TAOK1;MAPK14;MAP4K5;MAP2K1;IRAK4;IDH2,DGIdb_Drug_Targets_2024__DASATINIB
DGIdb_Drug_Targets_2024__BMS 387032,0.5256968192283535,1.1678969190225867,0.7169840427407883,41.85%,GSK3A;GSK3B;TAOK1;CDK5,DGIdb_Drug_Targets_2024__BMS 387032
