Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,GO_Biological_Process_2025__Negative Regulation of Cholesterol Transport (GO:0032375),-0.7476401464072433,-2.1724027455087085,0.0,0.12985729402427912,0.108,7/7,25.36%,ADIPOQ;APOA2;APOC1;APOE;APOC2;APOC3;NFKBIA
prerank,GO_Biological_Process_2025__Growth Hormone Receptor Signaling Pathway via JAK-STAT (GO:0060397),0.7713941293690804,2.068537602632066,0.0,0.08926431744744277,0.071,9/10,20.28%,LYN;STAT3;STAT5B;STAT6;JAK3;JAK2;STAT5A;PTPN1;JAK1
prerank,GO_Biological_Process_2025__Growth Hormone Receptor Signaling Pathway (GO:0060396),0.7252289923105818,2.0675634783178856,0.0,0.04463215872372139,0.071,11/13,24.74%,LYN;STAT3;STAT5B;STAT6;JAK3;PIK3R1;JAK2;STAT5A;PTPN1;JAK1;PTK2
prerank,GO_Biological_Process_2025__Protein Modification by Small Protein Removal (GO:0070646),0.6044487665911654,2.0279637100252863,0.0,0.06182380504693259,0.144,24/32,27.93%,USP9X;COPS4;COPS5;USP47;COPS6;COPS2;COPS7A;PSMD14;COPS8;USP24;COPS7B;GPS1;STAMBP;USP5;COPS3;USP15;BRCC3;USP7;UCHL3;VCPIP1;HINT1;TOR1A;UCHL5;USP4
prerank,GO_Biological_Process_2025__Formation of Cytoplasmic Translation Initiation Complex (GO:0001732),0.7276333577067533,2.0222178455267796,0.0,0.051079026094925595,0.158,11/12,21.30%,EIF3I;EIF3F;EIF3D;EIF5;EIF3B;EIF3K;EIF3E;EIF3L;EIF3G;EIF3M;EIF3H
prerank,GO_Biological_Process_2025__tRNA Modification (GO:0006400),-0.5026036644165863,-1.9737981131609303,0.0,0.4119422562534905,0.49,13/13,49.88%,THUMPD3;TARBP1;ELP5;NSUN2;TP53RK;GON7;WDR6;THUMPD1;SSB;GTDC1;SARS1;OSGEP;OSGEPL1
prerank,GO_Biological_Process_2025__Alpha-Amino Acid Catabolic Process (GO:1901606),0.7254199405145795,1.949202898206266,0.0,0.13290465042174815,0.419,7/10,19.41%,HSD17B10;GOT2;ACADSB;ALDH6A1;HIBADH;HIBCH;ALDH4A1
prerank,GO_Biological_Process_2025__Positive Regulation of Actin Nucleation (GO:0051127),0.7976954192033817,1.9310443250852838,0.0,0.14679021091357256,0.507,6/7,19.82%,WASF2;BRK1;WASF1;NCKAP1;WASF3;CYFIP1
prerank,GO_Biological_Process_2025__Protein Deneddylation (GO:0000338),0.7481210252457121,1.9264284002612033,0.0,0.13417985495671161,0.524,9/9,25.32%,COPS4;COPS5;COPS6;COPS7A;COPS8;COPS7B;GPS1;COPS3;TOR1A
prerank,GO_Biological_Process_2025__acyl-CoA Metabolic Process (GO:0006637),0.6689493122826469,1.914113358727998,0.0010582010582010583,0.13984743066766037,0.592,8/13,21.87%,DLST;SUCLA2;ACOT7;OGDH;ACOT9;MLYCD;SUCLG2;ACOT8
prerank,GO_Biological_Process_2025__Response to Estradiol (GO:0032355),0.7272622662740551,1.9075907714627915,0.0,0.13731276486359717,0.633,5/9,8.04%,CTNNB1;RUVBL2;STRN3;STAT3;STAT5B
prerank,GO_Biological_Process_2025__Regulation of Protein Neddylation (GO:2000434),0.6944345258804866,1.8988320464027502,0.0,0.13954988294283555,0.683,9/12,17.62%,COPS4;COPS5;COPS6;COPS2;COPS7A;COPS8;COPS7B;GPS1;COPS3
prerank,GO_Biological_Process_2025__Phospholipid Efflux (GO:0033700),-0.6059730250481695,-1.8949061030845473,0.009900990099009901,0.48851077275800237,0.688,8/8,39.52%,APOA4;APOA2;APOA1;APOC1;APOE;APOC2;APOC3;APOA5
prerank,GO_Biological_Process_2025__Positive Regulation of Arp2/3 Complex-Mediated Actin Nucleation (GO:2000601),0.802773497688752,1.8671761372620495,0.0,0.1970126602249116,0.828,6/6,19.82%,WASF2;BRK1;WASF1;NCKAP1;WASF3;CYFIP1
prerank,Reactome_Pathways_2024__AUF1 (hnRNP D0) Binds and Destabilizes mRNA,0.5447042191267858,1.86373018120857,0.0,0.18811628380590717,0.837,29/36,32.32%,PSMC4;PSMD11;PSMD13;PSMC6;PSMD1;PSMD7;PSMD6;PSMD14;PSMC3;PSMC2;PSMD8;ADRM1;PSMD12;PSMA7;PSMD3;EIF4G1;PSMA5;PSMB3;PSMB1;PSMC5;PSMC1;PSMA4;PSMB4;PSMB5;PSMB2;PSMA2;PABPC1;PSMD2;PSMA1
prerank,DGIdb_Drug_Targets_2024__CARFILZOMIB,0.5289983685537774,1.8537264089855727,0.0,0.1966866755380406,0.87,33/42,32.32%,PSMC4;PSMD11;PSMD13;PSMC6;PSMB10;PSMD1;PSMD5;PSMD7;PSMD6;PSMD14;PSMC3;PSMC2;PSMB8;PSMD8;ADRM1;PSMD12;PSMA7;PSMD3;PSMB9;PSMA5;PSMB3;PSMF1;PSMB1;PSMC5;PSMC1;PSMA4;PSMB4;PSMB5;PSMB2;PSMA2;PSMD9;PSMD2;PSMA1
