Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,Category
prerank,GO_Biological_Process_2025__Negative Regulation of Cholesterol Transport (GO:0032375),-0.7476401464072433,-2.1724027455087085,0.0,0.1298572940242791,0.108,7/7,25.36%,ADIPOQ;APOA2;APOC1;APOE;APOC2;APOC3;NFKBIA,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__Growth Hormone Receptor Signaling Pathway via JAK-STAT (GO:0060397),0.7713941293690804,2.068537602632066,0.0,0.0892643174474427,0.071,9/10,20.28%,LYN;STAT3;STAT5B;STAT6;JAK3;JAK2;STAT5A;PTPN1;JAK1,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__Growth Hormone Receptor Signaling Pathway (GO:0060396),0.7252289923105818,2.0675634783178856,0.0,0.0446321587237213,0.071,11/13,24.74%,LYN;STAT3;STAT5B;STAT6;JAK3;PIK3R1;JAK2;STAT5A;PTPN1;JAK1;PTK2,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__Protein Modification by Small Protein Removal (GO:0070646),0.6044487665911654,2.0279637100252863,0.0,0.0618238050469325,0.144,24/32,27.93%,USP9X;COPS4;COPS5;USP47;COPS6;COPS2;COPS7A;PSMD14;COPS8;USP24;COPS7B;GPS1;STAMBP;USP5;COPS3;USP15;BRCC3;USP7;UCHL3;VCPIP1;HINT1;TOR1A;UCHL5;USP4,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__Formation of Cytoplasmic Translation Initiation Complex (GO:0001732),0.7276333577067533,2.02221784552678,0.0,0.0510790260949255,0.158,11/12,21.30%,EIF3I;EIF3F;EIF3D;EIF5;EIF3B;EIF3K;EIF3E;EIF3L;EIF3G;EIF3M;EIF3H,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__tRNA Modification (GO:0006400),-0.5026036644165863,-1.9737981131609303,0.0,0.4119422562534905,0.49,13/13,49.88%,THUMPD3;TARBP1;ELP5;NSUN2;TP53RK;GON7;WDR6;THUMPD1;SSB;GTDC1;SARS1;OSGEP;OSGEPL1,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__Alpha-Amino Acid Catabolic Process (GO:1901606),0.7254199405145795,1.949202898206266,0.0,0.1329046504217481,0.419,7/10,19.41%,HSD17B10;GOT2;ACADSB;ALDH6A1;HIBADH;HIBCH;ALDH4A1,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__Positive Regulation of Actin Nucleation (GO:0051127),0.7976954192033817,1.931044325085284,0.0,0.1467902109135725,0.507,6/7,19.82%,WASF2;BRK1;WASF1;NCKAP1;WASF3;CYFIP1,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__Protein Deneddylation (GO:0000338),0.7481210252457121,1.9264284002612035,0.0,0.1341798549567116,0.524,9/9,25.32%,COPS4;COPS5;COPS6;COPS7A;COPS8;COPS7B;GPS1;COPS3;TOR1A,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__acyl-CoA Metabolic Process (GO:0006637),0.6689493122826469,1.914113358727998,0.001058201058201,0.1398474306676603,0.592,8/13,21.87%,DLST;SUCLA2;ACOT7;OGDH;ACOT9;MLYCD;SUCLG2;ACOT8,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__Response to Estradiol (GO:0032355),0.7272622662740551,1.9075907714627915,0.0,0.1373127648635971,0.633,5/9,8.04%,CTNNB1;RUVBL2;STRN3;STAT3;STAT5B,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__Regulation of Protein Neddylation (GO:2000434),0.6944345258804866,1.8988320464027504,0.0,0.1395498829428355,0.683,9/12,17.62%,COPS4;COPS5;COPS6;COPS2;COPS7A;COPS8;COPS7B;GPS1;COPS3,GO_Biological_Process_2025
