term,fdr,Odds Ratio,Combined Score,Genes,description
GO:0051965,0.02208423,33.42799,393.438,PTPRD;SEMA4A;CLSTN1;IL1RAP;VSTM5;EPHB3,Positive Regulation Of Synapse Assembly (GO:0051965)
GO:0006690,0.03807715,9.9231,104.5083,DAGLA;GPX1;GPX4;CYP1B1;PLA2G4A;NLRC4;PTGR1;DAGLB,Icosanoid Metabolic Process (GO:0006690)
GO:0033559,0.04751649,7.181933,71.13628,ELOVL1;GSTM2;DAGLA;GPX1;GPX4;CYP1B1;PLA2G4A;PTGR1;DAGLB,Unsaturated Fatty Acid Metabolic Process (GO:0033559)
GO:0006796,0.06734796,2.785705,25.81907,DUSP4;PFKFB1;DUSP5;PFKFB4;PANK3;TGFB1;GPX4;EPHX2;LRRK2;PDXP;ACYP2;INPP4A;PTPRD;INPP4B;PPP3CB;INPP5J;PLPP3;IP6K1;PSPH;PLPP1;PFKP;PLCD1,Phosphate-Containing Compound Metabolic Process (GO:0006796)
GO:0001676,0.0734289,4.732558,42.11846,ELOVL1;GSTM2;DAGLA;GPX1;GPX4;ACSL6;CYP1B1;PLA2G4A;ACSBG1;PTGR1;DAGLB,Long-Chain Fatty Acid Metabolic Process (GO:0001676)
GO:0051963,0.0734289,8.670899,76.1002,PTPRD;SETD5;LRFN4;CLSTN1;IL1RAP;GPC4;EPHB3,Regulation Of Synapse Assembly (GO:0051963)
GO:0000097,0.07729649,44.45528,374.5065,MTRR;CTH;MTHFR;MTR,Sulfur Amino Acid Biosynthetic Process (GO:0000097)
GO:0050667,0.07729649,44.45528,374.5065,MTRR;CTH;MTHFR;MTR,Homocysteine Metabolic Process (GO:0050667)
GO:0019369,0.07729649,7.802857,64.9175,CBR1;DAGLA;GPX1;GPX4;CYP1B1;PLA2G4A;DAGLB,Arachidonic Acid Metabolic Process (GO:0019369)
GO:1904889,0.1350707,inf,inf,SEMA4A;LRFN4;VSTM5,Regulation Of Excitatory Synapse Assembly (GO:1904889)
GO:0042136,0.1350707,inf,inf,DAGLA;SLC44A4;DAGLB,Neurotransmitter Biosynthetic Process (GO:0042136)
GO:0032411,0.1350707,inf,inf,RXRA;KMT2A;STK39,Positive Regulation Of Transporter Activity (GO:0032411)
GO:0009067,0.1350707,22.22493,164.3275,MTRR;MTHFR;MTR;PLOD2,Aspartate Family Amino Acid Biosynthetic Process (GO:0009067)
GO:0090084,0.2392609,14.81481,97.99169,SACS;HSPA2;SORL1;HSPA1B,Negative Regulation Of Inclusion Body Assembly (GO:0090084)
GO:0043117,0.2392609,14.81481,97.99169,OCLN;TGFB1;TRPV4;TJP3,Positive Regulation Of Vascular Permeability (GO:0043117)
GO:0050848,0.2392609,14.81481,97.99169,LRRK2;ITPR1;HTT;CDH13,Regulation Of Calcium-Mediated Signaling (GO:0050848)
