Protein_Group	Genes	AURKA_dox+_vs_IgG_dox+_logFC	AURKA_dox+_vs_IgG_dox+_pval	Removed?	Contaminant?
Q8IY57	YAF2	4.89455704437724	7.566170776248949e-12	No	No
Q8IY81	FTSJ3	3.0987498677222	5.89770947641046e-06	No	No
Q8IYH5	ZZZ3	2.18038519100938	0.0005320759375536	No	No
Q8IZT6	ASPM	4.1661957542875	4.4105002782883703e-10	No	No
Q8N488	RYBP	3.33193809065227	8.930504171501621e-09	No	No
Q8N567	ZCCHC9	6.94650374366554	9.61327791376204e-12	No	No
Q8N5A5	ZGPAT	2.07868280213033	0.0005342255769226	No	No
Q8N5C6	SRBD1	2.77533057882262	0.000142912637047	No	No
Q8N5I2	ARRDC1	4.67307517749453	7.20294941144873e-07	No	No
Q8N5N7	MRPL50	3.05948530167753	3.92512067066765e-12	No	No
Q8N5P1	ZC3H8	3.51047290806189	3.26831028430552e-13	No	No
Q8N5U6	RNF10	2.83555815801877	4.3487329311544e-06	No	No
Q8N6T3	ARFGAP1	2.31191572370828	0.0002580707688737	No	No
Q8N954	GPATCH11	5.78647548311233	1.30228028897045e-14	No	No
Q8N961	ABTB2	3.46494612011382	6.94160169042648e-08	No	No
Q8N983	MRPL43	4.71765806098118	9.555524362951811e-19	No	No
Q8N9M1	C19orf47	2.55196523511601	0.0001098883925589	No	No
Q8N9N5	BANP	6.44594739917457	5.2069205585345296e-18	No	No
Q8N9T8	KRI1	3.72425409944687	2.60274879999279e-10	No	No
Q8NAF0	ZNF579	3.52835844875761	1.58466320410181e-08	No	No
Q8NBJ4	GOLM1	3.82446888807174	0.0021302632115941	No	No
Q8NC60	NOA1	3.47186450103939	7.89289576904986e-05	No	No
Q8ND82	ZNF280C	2.60046938319144	0.0006173122819903	No	No
Q8NDD1	FSAF1	4.11030785288865	1.74562713407515e-07	No	No
Q8NDT2	RBM15B	2.65858966029585	0.0061492409874431	No	No
Q8NEF9	SRFBP1	5.3262220278111	1.3886675956373802e-09	No	No
Q8NEJ9	NGDN	3.87803276414792	3.22541325516495e-07	No	No
Q8NEZ2	VPS37A	2.62793994821779	0.0013572672282581	No	No
Q8NEZ4	KMT2C	3.74160973914915	1.53678677428584e-05	No	No
Q8NI36	WDR36	2.2663400054645	1.12658497622321e-05	No	No
Q8TAE8	GADD45GIP1	3.52684206785868	1.03882383621447e-11	No	No
Q8TBF4	ZCRB1	3.51654765379241	1.4535960359060602e-09	No	No
Q8TCC3	MRPL30	3.31766930571412	3.1952070758202396e-12	No	No
Q8TDB6	DTX3L	2.06760621512855	1.1478980599332e-08	No	No
Q8TDD1	DDX54	2.49142542864575	6.69515410567025e-07	No	No
Q8TDN6	BRIX1	3.64736079248064	0.0007042467681869	No	No
Q8TE02	ELP5	2.79704792213637	4.32357485434185e-08	No	No
Q8TED0	UTP15	2.88360814642161	1.62764729698116e-08	No	No
Q8WTT2	NOC3L	2.43489717850145	1.18594117034614e-05	No	No
Q8WUA4	GTF3C2	2.92043329107327	9.85463620389601e-05	No	No
Q8WUB8	PHF10	2.62015716357557	2.80546533053998e-06	No	No
Q8WUD4	CCDC12	2.39710663475175	0.0001464665201169	No	No
Q8WV44	TRIM41	3.66669384314018	0.0007203763309508	No	No
Q8WVM0	TFB1M	2.7071626965872	5.20465179173975e-05	No	No
Q8WW12	PCNP	4.87413806001182	6.60555765058516e-08	No	No
Q8WXX5	DNAJC9	2.46092741712748	2.9765445925871e-05	No	No
Q8WY36	BBX	2.24228385117786	0.0007993364057032	No	No
Q8WYA1	BMAL2	2.99596016423639	3.5316672432896503e-09	No	No
Q92522	H1-10	2.92626103152415	1.43191522296514e-05	No	No
Q92547	TOPBP1	2.49704054939315	0.0005060360446555	No	No
Q92576	PHF3	2.24826160149192	0.0056425159338931	No	No
Q92600	CNOT9	2.19739446424202	1.83949398746853e-06	No	No
Q92628	KIAA0232	2.83114586948561	0.0007512330337687	No	No
Q92665	MRPS31	3.19721973565798	1.17585860073304e-08	No	No
Q92793	CREBBP	2.49933773603015	0.0006956345235742	No	No
Q92794	KAT6A	5.06609466787067	4.29549567463621e-07	No	No
Q92804	TAF15	3.88265566452312	7.18744318815948e-13	No	No
Q92833	JARID2	3.50826449264546	0.0001256304349403	No	No
Q92870	APBB2	5.62982198833491	6.6515957528235096e-12	No	No
Q92896	GLG1	4.86971052870673	9.30965117447912e-10	No	No
Q92979	EMG1	4.02655057007852	2.38324002675961e-07	No	No
Q93008	USP9X	2.33033617923619	1.12681571010215e-11	No	No
Q969Q0	RPL36AL	2.62109413140204	1.09234666578728e-07	No	No
Q969X6	UTP4	2.63809394399239	1.81540429833404e-08	No	No
Q96A19	CCDC102A	2.36948477901247	4.53800300942923e-08	No	No
Q96A35	MRPL24	3.75373517628632	4.15171216489816e-13	No	No
Q96AE7	TTC17	3.41301938309086	3.17002868881294e-05	No	No
Q96AY2	EME1	3.5615478837488	0.0003390118636285	No	No
Q96AY3	FKBP10	2.19507725685307	0.0007300354092988	No	No
Q96B26	EXOSC8	2.51221870883119	8.21829977984852e-08	No	No
Q96BK5	PINX1	3.42343987797229	3.08545660837012e-05	No	No
Q96BY7	ATG2B	2.16992314630045	0.0054575912591183	No	No
Q96C57	CUSTOS	3.13964847072914	2.51671664805235e-08	No	No
Q96C92	ENTR1	5.01296247780861	8.129659996645911e-14	No	No
Q96CG3	TIFA	6.79252974225951	4.56782233680564e-11	No	No
Q96CN9	GCC1	3.7520790891604	1.2470645379704e-05	No	No
Q96CW5	TUBGCP3	2.90229500164557	1.46594814547392e-08	No	No
Q96D09	GPRASP2	4.32297566164292	0.0005250054136148	No	No
Q96DF8	ESS2	4.08899846002671	3.51857080075196e-05	No	No
Q96DP5	MTFMT	3.93034097863222	6.3179119851841e-06	No	No
Q96DU7	ITPKC	5.99394773136787	2.39144046220087e-09	No	No
Q96DV4	MRPL38	3.54472331162515	5.33612467331024e-12	No	No
Q96E29	MTERF3	4.60090789700247	6.58833852311894e-10	No	No
Q96E39	RBMXL1	3.46224334205508	5.98953557047866e-06	No	No
Q96EB1	ELP4	2.59177068154625	7.23248898827208e-10	No	No
Q96EU6	RRP36	4.25548555999221	2.3978205366119503e-09	No	No
Q96EV2	RBM33	4.31791907522423	9.47180926245083e-14	No	No
Q96EY4	TMA16	3.21970897975399	7.64288102839272e-06	No	No
Q96G21	IMP4	3.08866023445757	1.67009375466207e-07	No	No
Q96GA3	LTV1	4.38615976001791	2.49133075254472e-07	No	No
Q96GC5	MRPL48	2.12548958273437	1.77247557984973e-07	No	No
Q96GD3	SCMH1	7.06594431376801	2.4175079537473802e-14	No	No
Q96GK7	FAHD2A	2.65700804514843	6.93717291060805e-06	No	No
Q96GM5	SMARCD1	2.16304317118242	0.0004535077441992	No	No
Q96GQ7	DDX27	3.15733409665274	3.49347667667604e-05	No	No
Q96I25	RBM17	5.54776222995722	1.19928502930905e-13	No	No
Q96I51	RCC1L	3.27677572078034	0.0001459513374102	No	No
Q96IF1	AJUBA	2.07646025271274	8.97570018318333e-05	No	No
Q96IY4	CPB2	4.34521252090508	6.43164361000887e-08	No	No
Q96IZ5	RBM41	5.54277677142188	2.7534664181845597e-11	No	No
Q96JC9	EAF1	4.36872325210967	3.3456150221376894e-11	No	No
Q96JP5	ZFP91	2.25761172939928	2.80497489086757e-06	No	No
Q96K58	ZNF668	5.13084109432362	1.55072056798525e-05	No	No
Q96K76	USP47	4.11857624238522	9.3597940329266e-08	No	No
Q96L91	EP400	3.31232962003687	7.58978349926176e-07	No	No
Q96LT9	RNPC3	5.58910854259387	1.6883289743286497e-11	No	No
Q96N96	SPATA13	4.93091868742696	2.1724150608067304e-09	No	No
Q96P11	NSUN5	2.26644860569236	6.94462124894584e-05	No	No
Q96PZ2	FAM111A	2.73439675256667	2.5743763537394e-05	No	No
Q96Q42	ALS2	4.43745876385309	9.05685381239711e-07	No	No
Q96Q45	TMEM237	3.22088399242647	0.0014899982672988	No	No
Q96QC0	PPP1R10	2.36088918085679	0.0005552792035366	No	No
Q96QD9	FYTTD1	2.20492867839496	2.32723826742265e-05	No	No
Q96QE5	TEFM	2.41165006757848	0.0014538829481595	No	No
Q96R06	SPAG5	8.22743674112164	5.98725691313219e-20	No	No
Q96RF0	SNX18	3.6111839903638	1.28736392373533e-10	No	No
Q96RG2	PASK	3.66032566093751	0.0001036395024266	No	No
Q96RK0	CIC	2.39630949095463	0.0002281329266224	No	No
Q96RS0	TGS1	2.58305287461168	0.0016937442402253	No	No
Q96RT7	TUBGCP6	2.70742218885421	1.13341859040701e-07	No	No
Q96RT8	TUBGCP5	3.3537332937561	1.2721085226214e-08	No	No
Q96SB4	SRPK1	2.87066233596538	0.000145024078897	No	No
Q96ST2	IWS1	2.55371179218085	0.0040256641009463	No	No
Q96T21	SECISBP2	6.5089702845049	3.76736781110732e-05	No	No
Q96T58	SPEN	2.85306474794372	0.0006536188550417	No	No
Q99417	MYCBP	4.19256762326856	1.24105510021481e-09	No	No
Q99459	CDC5L	2.80557154314457	2.64310480382568e-13	No	No
Q99496	RNF2	3.37372700434571	1.4864928780571e-12	No	No
Q99547	MPHOSPH6	2.92859076905888	3.03963280421422e-08	No	No
Q99549	MPHOSPH8	2.83181128756953	0.0012067284658243	No	No
Q99575	POP1	2.8740655981545	3.03964656422784e-07	No	No
Q99590	SCAF11	4.43884932384088	2.3348024197292e-06	No	No
Q99743	NPAS2	2.48847080103291	9.05911799292055e-07	No	No
Q99848	EBNA1BP2	3.49161999100868	1.11263152515783e-05	No	No
Q99985	SEMA3C	2.98845278676857	2.80867546476855e-05	No	No
Q9BPZ3	PAIP2	2.73225629996275	5.6420541491552e-09	No	No
Q9BQ39	DDX50	2.68973683346385	1.33585116065223e-06	No	No
Q9BQ48	MRPL34	4.90356396079072	3.96526541265176e-12	No	No
Q9BQ50	TREX2	2.19655693275355	0.009447318878554	No	No
Q9BQ61	TRIR	2.94975350191011	0.00067626551651	No	No
Q9BQ75	CMSS1	3.16727939480793	1.67658637753051e-07	No	No
Q9BQ90	KLHDC3	3.26061069693139	0.0003025434165357	No	No
Q9BQC6	MRPL57	2.93746086920729	1.01964015049953e-08	No	No
Q9BRD0	BUD13	4.34072932794631	1.23224219654136e-07	No	No
Q9BRJ2	MRPL45	3.40156403712599	7.647763513241501e-10	No	No
Q9BRJ6	CHLSN	2.99718630139942	6.55333084299679e-06	No	No
Q9BRQ6	CHCHD6	3.23364336352376	3.05697392192968e-05	No	No
Q9BRR8	GPATCH1	3.75513877415459	4.11086911024622e-07	No	No
Q9BRU9	UTP23	3.83119548739962	1.38415495835441e-10	No	No
Q9BSC4	NOL10	2.85019942779064	0.0001258559395209	No	No
Q9BSJ2	TUBGCP2	2.88470500502821	4.00472655491232e-09	No	No
Q9BUR4	WRAP53	3.74153455603992	2.13971747083758e-06	No	No
Q9BUT1	BDH2	5.71897825959264	1.58607061499034e-14	No	No
Q9BVI4	NOC4L	2.84319149026947	6.94736689240599e-06	No	No
Q9BVJ6	UTP14A	2.77174596787136	4.6232418411012e-08	No	No
Q9BW66	CINP	2.96442558172545	5.09127656900367e-05	No	No
Q9BWJ5	SF3B5	5.36259624471027	6.973791139272661e-14	No	No
Q9BWU0	SLC4A1AP	2.48759872179044	0.0047215210570018	No	No
Q9BX40	LSM14B	2.47861808195821	2.12827714127988e-05	No	No
Q9BXS6	NUSAP1	2.90730271255681	4.80036198043093e-05	No	No
Q9BXY0	MAK16	3.83553210173569	3.27632204663147e-07	No	No
Q9BYC8	MRPL32	2.1204496055919	6.9516084781003e-08	No	No
Q9BYC9	MRPL20	5.13462494865083	2.29810623853912e-14	No	No
Q9BYD1	MRPL13	3.84623140201539	3.0564178637494797e-12	No	No
Q9BYD2	MRPL9	3.33999499636926	1.92282684009747e-13	No	No
Q9BYD3	MRPL4	3.36672201061106	2.25842927379206e-13	No	No
Q9BYD6	MRPL1	4.32010088839115	1.70410195457079e-14	No	No
Q9BYG3	NIFK	3.80832181354841	1.42870066994957e-05	No	No
Q9BYK8	HELZ2	3.41198135145077	0.000244470382416	No	No
Q9BYN8	MRPS26	2.2529450440908	6.03194541423171e-06	No	No
Q9BYT3	STK33	2.29594798383944	0.0048570428569323	No	No
Q9BYW2	SETD2	4.07603465585985	5.25778904697521e-08	No	No
Q9BZE4	GTPBP4	2.78422391784234	1.66715554275782e-05	No	No
Q9BZF1	OSBPL8	5.6725241341363	9.77664140204837e-10	No	No
Q9BZF3	OSBPL6	4.38027035930967	1.33519570089847e-05	No	No
Q9BZI7	UPF3B	2.23592195004894	1.33652449395871e-05	No	No
Q9C0C2	TNKS1BP1	3.06559115082197	4.42217624958841e-13	No	No
Q9C0C6	CIPC	2.58187399038412	0.0042927981819672	No	No
Q9C0D5	TANC1	3.24880475763849	3.6005097402029797e-12	No	No
Q9C0E8	LNPK	3.5527784336859	0.000474881091534	No	No
Q9GZL7	WDR12	2.59194346420686	6.10476207008694e-06	No	No
Q9GZR2	REXO4	6.11540227014481	1.43065862021823e-05	No	No
Q9GZR7	DDX24	2.46343351814369	0.0001230223115107	No	No
Q9GZV5	WWTR1	2.6601470077845	0.0006198034214309	No	No
Q9GZY8	MFF	2.30338487786875	0.0052338745040165	No	No
Q9H089	LSG1	2.1593092369464	0.0003286776367779	No	No
Q9H0A0	NAT10	2.4168351282161	4.42644154286104e-06	No	No
Q9H0E3	SAP130	3.55356094929201	1.86930409020142e-05	No	No
Q9H0U6	MRPL18	4.20894674470146	1.1471034894751e-12	No	No
Q9H0X9	OSBPL5	3.68135279817406	7.7615659418611e-05	No	No
Q9H1J1	UPF3A	3.283947626716	0.0001456644550209	No	No
Q9H2W6	MRPL46	3.73446905280829	4.22581915380715e-10	No	No
Q9H3M7	TXNIP	4.70431120203796	6.01723603476888e-07	No	No
Q9H4K7	MTG2	2.552832766884	7.41935649127597e-05	No	No
Q9H501	ESF1	3.33342451172328	8.83275934135103e-06	No	No
Q9H583	HEATR1	2.78868962640297	1.40303152736823e-05	No	No
Q9H6F5	CCDC86	3.81667466954228	3.18680150123179e-07	No	No
Q9H6S0	YTHDC2	2.52866292639141	0.0026854967464457	No	No
Q9H6Y2	WDR55	3.12414940005311	3.43063578866299e-05	No	No
Q9H7B2	RPF2	4.15488530367149	0.0001647851134676	No	No
Q9H7E2	TDRD3	2.74672985383266	8.51480052023624e-06	No	No
Q9H7E9	C8orf33	2.30773503881148	3.47834498899849e-07	No	No
Q9H7N4	SCAF1	2.03681288330336	0.0002857611203272	No	No
Q9H7T9	AUNIP	4.38647449380124	1.80364101327971e-12	No	No
Q9H8H0	NOL11	4.6975771162229	5.23499938293319e-11	No	No
Q9H8H2	DDX31	3.21009850380949	0.0015611484603411	No	No
Q9H8M2	BRD9	5.33464260096314	2.58988786751316e-10	No	No
Q9H8Y5	ANKZF1	2.9353336620315	4.25707452171363e-07	No	No
Q9H910	JPT2	2.47136986249516	0.0024834689458155	No	No
Q9H9A5	CNOT10	4.64210678857259	3.68507223483047e-06	No	No
Q9H9A7	RMI1	2.31645861688675	0.0020313330019949	No	No
Q9H9B1	EHMT1	2.36035430834673	6.84162151060633e-05	No	No
Q9H9J2	MRPL44	4.46813033890066	1.18918791376923e-13	No	No
Q9H9L3	ISG20L2	2.18716111021885	0.0003152035406207	No	No
Q9H9Y2	RPF1	3.40404489129348	3.48716423749436e-05	No	No
Q9H9Y6	POLR1B	2.8067731039688	0.0005834464855787	No	No
Q9HA38	ZMAT3	6.97195323334524	6.844200660960549e-22	No	No
Q9HAF1	MEAF6	2.09682156308725	0.0014673458195988	No	No
Q9HAN9	NMNAT1	4.04076220484588	1.7413400987112e-06	No	No
Q9HBD1	RC3H2	6.58542879128616	2.32540742137904e-06	No	No
Q9HBI5	CEP15	3.46569909112349	6.75728093117396e-06	No	No
Q9HBM6	TAF9B	2.71785755447805	3.10119236927163e-08	No	No
Q9HBZ2	ARNT2	6.01375977081278	4.410397851803091e-19	No	No
Q9HC35	EML4	5.30026232367642	4.0715398614967897e-16	No	No
Q9HC44	GPBP1L1	3.3455576721387	0.0003660158144232	No	No
Q9HC52	CBX8	4.57617944905903	7.89670782979372e-12	No	No
Q9HCG8	CWC22	2.82133685591987	0.0008416465267012	No	No
Q9HD33	MRPL47	3.48394284773244	7.73480293450036e-11	No	No
Q9NP66	HMG20A	4.88034481068858	1.10190490336909e-11	No	No
Q9NP92	MRPS30	3.84735587399774	6.16672542772753e-06	No	No
Q9NPE2	NGRN	2.06363774676017	0.0024452917403052	No	No
Q9NPE3	NOP10	2.72621072958022	1.98957503165837e-07	No	No
Q9NQ11	ATP13A2	5.47789243812768	5.1878115451179605e-14	No	No
Q9NQ50	MRPL40	4.1100438572272	6.11150228402665e-07	No	No
Q9NQ55	PPAN	3.38444388423282	1.5182415965576e-05	No	No
Q9NQS7	INCENP	5.42547538085931	5.02921960647915e-06	No	No
Q9NQT4	EXOSC5	2.88931863859538	6.87816409014546e-08	No	No
Q9NQZ2	UTP3	4.41670746201209	8.21517987624891e-07	No	No
Q9NR30	DDX21	2.14057180246374	2.69720254870821e-05	No	No
Q9NR82	KCNQ5	3.23022969480613	3.57044920775269e-06	No	No
Q9NRH3	TUBG2	7.4892270699594	1.7417468674556198e-11	No	No
Q9NRL2	BAZ1A	2.99612741231624	0.0089209608560815	No	No
Q9NRR4	DROSHA	3.24121608294906	7.03720073369481e-06	No	No
Q9NRX1	PNO1	2.38038112252321	5.11176507415668e-07	No	No
Q9NRX2	MRPL17	2.62871853671148	1.4168897198996298e-11	No	No
Q9NSI2	SLX9	3.95402756887372	3.19077859084817e-08	No	No
Q9NSK0	KLC4	3.71753413155794	2.14307711688842e-11	No	No
Q9NT62	ATG3	2.34391648917004	0.0002402555886701	No	No
Q9NUD5	ZCCHC3	3.06071022083361	6.63447627811057e-05	No	No
Q9NUL5	SHFL	3.45744445069143	5.6827547934909596e-11	No	No
Q9NUX5	POT1	3.77735509858092	1.50248403829073e-10	No	No
Q9NV06	DCAF13	4.07902729785224	1.02473404185324e-08	No	No
Q9NV31	IMP3	3.84123301663879	1.10021069035289e-07	No	No
Q9NVE5	USP40	4.52225811344461	3.44895779417303e-06	No	No
Q9NVN8	GNL3L	2.73916617212082	0.0064112611070712	No	No
Q9NVP1	DDX18	3.19931553142107	0.0001381716759675	No	No
Q9NVP2	ASF1B	2.68011081968192	1.91932573972771e-10	No	No
Q9NVS2	MRPS18A	6.35594977722102	7.3659429654362e-11	No	No
Q9NVU0	POLR3E	3.29920484965689	0.0010431716069744	No	No
Q9NVU7	SDAD1	2.668168327148	0.0006349354290885	No	No
Q9NVX2	NLE1	2.46100869839293	2.13788327044212e-06	No	No
Q9NW08	POLR3B	3.16383560317485	2.94369953503663e-07	No	No
Q9NW13	RBM28	3.20279311884431	4.12321907040242e-06	No	No
Q9NWB7	IFT57	3.3541690594481	9.31073000964135e-06	No	No
Q9NWH9	SLTM	2.17821943962419	9.28004572634001e-07	No	No
Q9NWM3	CUEDC1	2.55476459911998	0.0004483753445487	No	No
Q9NWT1	PAK1IP1	3.46332478734438	4.40241678600201e-08	No	No
Q9NWU5	MRPL22	4.16154753206564	3.42947948214014e-13	No	No
Q9NX04	AIRIM	2.62464598393374	0.0001023025264101	No	No
Q9NX24	NHP2	2.54375327049762	2.04350443583955e-06	No	No
Q9NX58	LYAR	2.87694677401222	0.0003229447436849	No	No
Q9NXE8	CWC25	2.37948596246458	6.29733591986645e-05	No	No
Q9NY12	GAR1	4.17087501480838	2.97059117933617e-07	No	No
Q9NY61	AATF	2.97486121012298	4.79429097900246e-07	No	No
Q9NY93	DDX56	2.22024913536363	4.2571539377772e-05	No	No
Q9NYA4	MTMR4	3.57922748905251	0.0001012276053235	No	No
Q9NYH9	UTP6	2.11954204796232	9.38829814288267e-05	No	No
Q9NYK5	MRPL39	3.68381069864416	8.19098000054029e-14	No	No
Q9NZ09	UBAP1	2.31557929238496	9.58719781019096e-06	No	No
Q9NZ56	FMN2	2.75492703609051	0.0010519115370252	No	No
Q9NZE8	MRPL35	6.1719533149239	1.5362861856164902e-17	No	No
Q9NZM1	MYOF	3.4922290057693	1.39726849513058e-13	No	No
Q9NZM5	NOP53	2.87704635601058	1.68091211749121e-07	No	No
Q9P015	MRPL15	4.18801560674949	2.5475870027960303e-10	No	No
Q9P031	CCDC59	3.30393801917765	7.444137823108891e-09	No	No
Q9P0M9	MRPL27	3.759645343581	3.36275954990522e-12	No	No
Q9P1T7	MDFIC	2.91525314800273	0.0006177386289084	No	No
Q9P1Y6	PHRF1	2.0610865528496	0.0024137438349909	No	No
Q9P1Z2	CALCOCO1	3.58872551552618	0.0032217245629935	No	No
Q9P206	NHSL3	2.33279834607952	0.0029196617165757	No	No
Q9P270	SLAIN2	2.31101440450418	2.8974704056807297e-11	No	No
Q9P275	USP36	3.54741564600446	0.0001863182300513	No	No
Q9P291	ARMCX1	2.56170758866299	0.0051984158521436	No	No
Q9P2D0	IBTK	4.20059319885315	0.0005943969527031	No	No
Q9UBB5	MBD2	2.37273406944009	0.0001438763770409	No	No
Q9UBG0	MRC2	2.20148337053303	0.0007929190931884	No	No
Q9UDW3	ZMAT5	10.3820981178601	1.64730613982155e-22	No	No
Q9UFF9	CNOT8	2.64123019960932	7.64363148806027e-09	No	No
Q9UGJ1	TUBGCP4	2.96342971701331	2.5962471051112304e-09	No	No
Q9UH17	APOBEC3B	2.34591226690094	4.58406251021276e-05	No	No
Q9UHA3	RSL24D1	4.25885512901885	1.46972848163807e-06	No	No
Q9UHK0	NUFIP1	4.34647023289772	6.78956675337094e-05	No	No
Q9UHN6	CEMIP2	4.33701181239556	1.43313726777928e-07	No	No
Q9UIF9	BAZ2A	2.86953732593258	1.22335717540565e-07	No	No
Q9UJA5	TRMT6	2.688956543257	0.0013648223885289	No	No
Q9UJM3	ERRFI1	2.79510838672661	5.80765725771946e-10	No	No
Q9UK45	LSM7	2.11036419701766	0.0002615929193226	No	No
Q9UKB1	FBXW11	2.25214721905126	0.0032142917792944	No	No
Q9UKD2	MRTO4	4.38173766814105	9.36451154328196e-06	No	No
Q9UKI2	CDC42EP3	2.04154027966007	0.0001385762911974	No	No
Q9UKJ3	GPATCH8	2.11010536031667	0.0008619658357538	No	No
Q9UKS7	IKZF2	7.09336912341418	1.76277646488054e-17	No	No
Q9UKV3	ACIN1	2.14383234670889	0.0002507301469293	No	No
Q9UKV5	AMFR	2.25347443898803	1.06590465707538e-06	No	No
Q9UKZ1	CNOT11	2.45862958930504	1.14009913216297e-06	No	No
Q9UL18	AGO1	2.46461025847532	1.26166627679512e-05	No	No
Q9ULL5	PRR12	3.36085442095574	2.87080198327984e-06	No	No
Q9ULM3	YEATS2	3.55658434041084	7.49470276188906e-12	No	No
Q9ULR0	ISY1	2.79695232095862	1.47335278210504e-06	No	No
Q9ULW0	TPX2	5.75023623317302	2.3157249872775203e-15	No	No
Q9ULW3	ABT1	3.47686071133634	5.37376265439192e-08	No	No
Q9UMS4	PRPF19	2.88934380626969	7.638856581435181e-15	No	No
Q9UMY1	NOL7	4.31732622356404	6.615561571204181e-09	No	No
Q9UN81	L1RE1	6.8537464618615	8.85376317343269e-24	No	No
Q9UN86	G3BP2	4.41051201080901	1.45356975865507e-17	No	No
Q9UNP9	PPIE	2.30061120231689	1.5942030921422e-06	No	No
Q9UNQ2	DIMT1	2.48288961802487	5.76116984838352e-06	No	No
Q9UNX3	RPL26L1	4.79061099309537	3.61292989787856e-08	No	No
Q9UNX4	WDR3	2.41344670278194	0.0004111352720522	No	No
Q9UPP1	PHF8	3.38440695561903	2.76709511544271e-05	No	No
Q9UPU9	SAMD4A	2.28063807192961	0.0009636538351995	No	No
Q9UPV9	TRAK1	2.90436380728885	0.000208716884597	No	No
Q9UPY3	DICER1	3.90942888759004	3.34888086925596e-08	No	No
Q9UQB8	BAIAP2	3.20113186923491	0.0001911079001718	No	No
Q9UQR0	SCML2	2.50801980143959	0.0018689670178013	No	No
Q9Y291	MRPS33	7.46894018114927	4.450032482825871e-09	No	No
Q9Y294	ASF1A	2.87982711091433	3.37976413548852e-05	No	No
Q9Y2F5	ICE1	4.89219883871235	2.7507254840967503e-09	No	No
Q9Y2P8	RCL1	2.57246741097545	2.13068125600602e-06	No	No
Q9Y2R4	DDX52	2.17026160934691	1.10907836766094e-05	No	No
Q9Y2U8	LEMD3	2.16396513133153	0.0090322711112415	No	No
Q9Y2V0	CDIN1	9.76546530328783	9.89743820317453e-27	No	No
Q9Y2W2	WBP11	2.53939757855971	0.0007737092638192	No	No
Q9Y2X3	NOP58	2.41749678138435	2.05823777583411e-05	No	No
Q9Y2Y1	POLR3K	3.87184288241446	0.0005596304077735	No	No
Q9Y324	FCF1	3.6694051862784	2.44117653165569e-07	No	No
Q9Y3A2	UTP11	4.13015670356204	2.66401499895862e-08	No	No
Q9Y3A4	RRP7A	2.41153147795153	2.45012694238813e-05	No	No
Q9Y3B4	SF3B6	4.20970333241284	5.38207494659557e-14	No	No
Q9Y3B9	RRP15	3.09187441632174	3.01668004242723e-05	No	No
Q9Y3C1	NOP16	4.11168699926314	5.88466263321719e-06	No	No
Q9Y3E0	GOLT1B	2.11795230985237	0.0093607289513178	No	No
Q9Y3R4	NEU2	2.40148856024946	0.0025210481347	No	No
Q9Y3U8	RPL36	2.70689664724582	7.49988990725244e-08	No	No
Q9Y3X0	CCDC9	2.64405878580779	0.0006525107402764	No	No
Q9Y448	KNSTRN	10.2677908559412	4.00004506135223e-16	No	No
Q9Y4C8	RBM19	2.8388683321094	3.14137442961998e-05	No	No
Q9Y4F1	FARP1	3.31782695004845	0.0002738903666037	No	No
Q9Y4G8	RAPGEF2	2.88603805086618	0.0012970175932245	No	No
Q9Y512	SAMM50	3.21267224569598	0.0001117820676468	No	No
Q9Y580	RBM7	2.65860557191465	0.0011296376618286	No	No
Q9Y5A6	ZSCAN21	11.0614312126744	8.755811671603001e-27	No	No
Q9Y5A7	NUB1	2.19975023728667	0.0074914782650428	No	No
Q9Y5B6	PAXBP1	3.91552922148725	0.0002114897489319	No	No
Q9Y5J1	UTP18	3.0017136148762	5.81101940770022e-07	No	No
Q9Y5X1	SNX9	3.50678160369548	7.981604361725071e-15	No	No
Q9Y625	GPC6	2.76071330672427	0.0098906215841735	No	No
Q9Y657	SPIN1	3.46656405827682	3.3840415338444e-08	No	No
Q9Y673	ALG5	4.27891914151422	0.0004385794072241	No	No
Q9Y6A4	CFAP20	3.79520021669997	8.94361631623808e-09	No	No
Q9Y6A5	TACC3	6.01791087167651	2.27795699915681e-14	No	No
Q9Y6D5	ARFGEF2	2.16921826174981	0.0089045278170327	No	No
Q9Y6G3	MRPL42	10.631700918534	8.44095194363141e-27	No	No
Q9Y6I9	TEX264	2.56813981860175	0.0060506604734405	No	No
Q9Y6Q9	NCOA3	3.43005854501408	0.0084778262660379	No	No
Q9Y6V7	DDX49	2.93429195050929	0.0001282081022359	No	No
Q9Y6X8	ZHX2	2.8587246739321	1.55681361925716e-05	No	No
