term,fdr,Odds Ratio,Combined Score,Genes,description
CARFILZOMIB,4.088311e-07,18.57446,389.5334,PSMD10;PSMD12;PSMD11;PSMD14;PSMD13;PSMA7;PSMB10;PSMD8;PSMB6;PSMD9;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMD5;PSMB3;PSMD2;PSMD3;PSMB1;PSMD1;PSMF1;ADRM1;PSMB8;PSMB9;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSMC1;PSMC2;PSME1;PSME2,CARFILZOMIB
BORTEZOMIB,0.0006854013,4.033895,51.85109,PSMD8;PSMD9;PSMD6;PSMD7;PSMD4;PSMD5;PSMD2;PSMD3;PSMD1;CAPN1;PRSS3;PRSS2;CTSB;F2;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;PSME1;PSME2;PSMD10;PSMD12;PSMD11;PSMD14;PSMD13;PSMA7;PSMB10;PSMB6;PSMB7;PSMB4;PSMB5;PSMB2;PSMB3;PSMB1;PSMF1;HSPA4;ADRM1;PSMB8;NFKB1;PSMB9;PSMC5;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;FGFR3,BORTEZOMIB
ATALUREN,0.0461199,2.605204,21.46529,RPL5;RPL30;RPL3;RPL31;RPL34;RPLP1;RPLP0;RPL8;RPL7;RPS4X;RPS14;RPL7A;RPS17;RPL18A;RPS19;RPS18;RPL35;RPL38;RPS11;RPS10;RPS8;RPL23;RPS5;RPS6;RPL22;RPS3A;RPSA;RPL24;RPL27;RPL29;RPL28;RPL12;RPL11;RPS15A;RPS3;RPL13;RPL15;RPS2;RPL17;RPL19;RPL35A;RPL23A;RPS28;RPS27;RPL27A;RPS20;RPS21;RPS24;RPS23,ATALUREN
CYCLOHEXIMIDE,0.05665061,2.425965,18.79165,RPL5;RPL30;RPL3;RPL31;RPL34;RPLP1;RPLP0;RPL8;RPL7;RPS4X;RPS14;RPL7A;RPS17;RPL18A;RPS19;RPS18;RPL35;RPL38;RPS11;RPS10;RPS8;RPS5;RPL23;RPS6;RPL22;RPS3A;RPSA;RPL24;RPL27;RPL29;RPL28;RPL12;RPL11;RPS15A;RPS3;RPL13;RPS2;RPL15;RPL17;RPL19;IDH1;RPL35A;RPL23A;EEF2;RPS28;RPS27;RPL27A;RPS20;RPS21;RPS24;RPS23,CYCLOHEXIMIDE
DORLIMOMAB ARITOX,0.07118395,2.4088,17.57109,RPL5;RPL30;RPL3;RPL31;RPL34;RPLP1;RPL12;RPLP0;RPL11;RPL8;RPL7;RPS4X;RPS14;RPL7A;RPS17;RPS15A;RPL18A;RPS19;RPS18;RPS3;RPL35;RPL13;RPL38;RPS2;RPL15;RPS11;RPS10;RPL17;RPL19;RPS5;RPL23;RPS6;RPL22;RPL35A;RPSA;RPS3A;RPL23A;RPS28;RPS27;RPL27A;RPL24;RPL27;RPS20;RPL29;RPL28;RPS21;RPS24;RPS23,DORLIMOMAB ARITOX
MT 3724,0.1027952,2.281296,15.38677,RPL5;RPL30;RPL3;RPL31;RPL34;RPLP1;RPL12;RPLP0;RPL11;RPL8;RPL7;RPS4X;RPS14;RPL7A;RPS17;RPS15A;RPS19;RPL18A;RPS18;RPS3;RPL35;RPL13;RPL38;RPL15;RPS2;RPS11;RPS10;RPL17;RPL19;RPS8;RPS5;RPL23;RPS6;RPL22;RPL35A;RPSA;RPS3A;RPL23A;RPS28;RPS27;RPL27A;RPL24;RPL27;RPS20;RPL29;RPS21;RPS24;RPS23,MT 3724
CEDIRANIB,0.3905501,2.813213,14.56028,CAMK2B;CSF1R;SRC;FLT4;STK3;SLK;FYN;MAP4K4;PDGFRB;LYN;ACVR1;PDGFRA;MAP4K2;MAP2K2;SYK;MINK1;FER;AXL;LCK;TAOK1;KIT;FGFR3;FRK;FGFR2;FGFR1,CEDIRANIB
WORTMANNIN,0.3905501,inf,inf,HSP90AA1;HSPA4;F2R;SPP1;AKT1;MYO9B;EIF2B1;PRKAB1,WORTMANNIN
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,0.6713493,4.194563,18.71921,COL18A1;COL15A1;COL11A1;COL11A2;COL1A1;COL3A1;COL1A2;COL2A1;COL5A1;COL6A2;COL5A2;COL6A1;COL6A3;COL6A6,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM
MIDOSTAURIN,0.7747819,3.370523,13.63785,PDGFRB;PDGFRA;NPM1;PRKCB;IDH2;PRKCD;PRKCA;CBL;KIT;PRKCQ;JAK2;JAK3;FGFR3;JAK1;FGFR1,MIDOSTAURIN
LEUCOVORIN,0.7747819,3.893845,15.57276,PDGFRB;ABCC4;MAP2K1;ABCC1;RALBP1;SHMT1;KLC1;DPYD;BAX;KRAS;CSPG4;UMPS;FGFR2,LEUCOVORIN
ENTRECTINIB,0.7747819,2.099667,8.233659,CSF1R;PRKAA1;SRC;FLT4;STK3;RPS6KA3;TBK1;SLK;FYN;JAK2;JAK3;MAP4K4;LYN;MAP4K2;NTRK2;SYK;PTK2;EML4;FER;LCK;AXL;TAOK1;KIT;BTK;PRKCQ;FGFR3;FRK;FGFR1,ENTRECTINIB
DASATINIB,0.7747819,1.913047,7.450227,CSF1R;SRC;CRKL;SLK;FYN;JAK2;PDGFRB;ACVR1;LYN;PDGFRA;STAT5B;MAP2K1;MAP2K2;SYK;IDH1;MINK1;IDH2;IRAK4;MAPK14;BCR;FGR;HCK;TEC;LCK;FES;AXL;TAOK1;KIT;BTK;KRAS;FGFR3;FRK;DDR2;FGFR1,DASATINIB
PALIFERMIN,0.7747819,inf,inf,NRP1;FGFR4;HSPG2;FGFR3;FGFR2;FGFR1,PALIFERMIN
